population_series_id	anonymous_source_group	polarization_channel	drift_regime	distribution_bin_center	event_count
population_series_1	anonymous_group_1	channel_l	slow	2.43333703700925	0
population_series_1	anonymous_group_1	channel_l	slow	2.53395561951954	0
population_series_1	anonymous_group_1	channel_l	slow	2.63457420202983	0
population_series_1	anonymous_group_1	channel_l	slow	2.73519278454012	0
population_series_1	anonymous_group_1	channel_l	slow	2.83581136705041	0
population_series_1	anonymous_group_1	channel_l	slow	2.93642994956069	3
population_series_1	anonymous_group_1	channel_l	slow	3.03704853207099	0
population_series_1	anonymous_group_1	channel_l	slow	3.13766711458128	0
population_series_1	anonymous_group_1	channel_l	slow	3.23828569709156	0
population_series_1	anonymous_group_1	channel_l	slow	3.33890427960185	0
population_series_1	anonymous_group_1	channel_l	slow	3.43952286211214	0
population_series_1	anonymous_group_1	channel_l	slow	3.54014144462243	0
population_series_1	anonymous_group_1	channel_l	slow	3.64076002713272	0
population_series_1	anonymous_group_1	channel_l	slow	3.74137860964301	0
population_series_1	anonymous_group_1	channel_l	slow	3.8419971921533	0
population_series_1	anonymous_group_1	channel_l	slow	3.94261577466359	0
population_series_1	anonymous_group_1	channel_l	slow	4.04323435717388	0
population_series_1	anonymous_group_1	channel_l	slow	4.14385293968417	0
population_series_1	anonymous_group_1	channel_l	slow	4.24447152219446	3
population_series_1	anonymous_group_1	channel_l	slow	4.34509010470475	0
population_series_1	anonymous_group_1	channel_l	slow	4.44570868721504	0
population_series_1	anonymous_group_1	channel_l	slow	4.54632726972533	0
population_series_1	anonymous_group_1	channel_l	slow	4.64694585223562	0
population_series_1	anonymous_group_1	channel_l	slow	4.74756443474591	0
population_series_1	anonymous_group_1	channel_l	slow	4.8481830172562	0
population_series_1	anonymous_group_1	channel_l	slow	4.94880159976649	1
population_series_1	anonymous_group_1	channel_l	slow	5.04942018227678	0
population_series_1	anonymous_group_1	channel_l	slow	5.15003876478707	0
population_series_1	anonymous_group_1	channel_l	slow	5.25065734729736	2
population_series_1	anonymous_group_1	channel_l	slow	5.35127592980765	0
population_series_1	anonymous_group_1	channel_l	slow	5.45189451231794	0
population_series_1	anonymous_group_1	channel_l	slow	5.55251309482823	0
population_series_1	anonymous_group_1	channel_l	slow	5.65313167733852	0
population_series_1	anonymous_group_1	channel_l	slow	5.75375025984881	0
population_series_1	anonymous_group_1	channel_l	slow	5.8543688423591	0
population_series_1	anonymous_group_1	channel_l	slow	5.95498742486939	0
population_series_1	anonymous_group_1	channel_l	slow	6.05560600737967	0
population_series_1	anonymous_group_1	channel_l	slow	6.15622458988996	0
population_series_1	anonymous_group_1	channel_l	slow	6.25684317240025	0
population_series_1	anonymous_group_1	channel_l	slow	6.35746175491054	0
population_series_1	anonymous_group_1	channel_l	slow	6.45808033742083	0
population_series_1	anonymous_group_1	channel_l	slow	6.55869891993112	0
population_series_1	anonymous_group_1	channel_l	slow	6.65931750244141	0
population_series_1	anonymous_group_1	channel_l	slow	6.7599360849517	0
population_series_1	anonymous_group_1	channel_l	slow	6.86055466746199	0
population_series_1	anonymous_group_1	channel_l	slow	6.96117324997228	0
population_series_1	anonymous_group_1	channel_l	slow	7.06179183248257	0
population_series_1	anonymous_group_1	channel_l	slow	7.16241041499286	0
population_series_1	anonymous_group_1	channel_l	slow	7.26302899750315	0
population_series_1	anonymous_group_1	channel_l	slow	7.36364758001344	0
population_series_1	anonymous_group_1	channel_l	slow	7.46426616252373	0
population_series_1	anonymous_group_1	channel_l	slow	7.56488474503402	0
population_series_1	anonymous_group_1	channel_l	slow	7.66550332754431	0
population_series_1	anonymous_group_1	channel_l	slow	7.7661219100546	0
population_series_1	anonymous_group_1	channel_l	slow	7.86674049256489	0
population_series_1	anonymous_group_1	channel_l	slow	7.96735907507518	0
population_series_1	anonymous_group_1	channel_l	slow	8.06797765758547	0
population_series_1	anonymous_group_1	channel_l	slow	8.16859624009576	0
population_series_1	anonymous_group_1	channel_l	slow	8.26921482260605	0
population_series_1	anonymous_group_1	channel_l	slow	8.36983340511634	0
population_series_1	anonymous_group_1	channel_l	slow	8.47045198762663	0
population_series_1	anonymous_group_1	channel_l	slow	8.57107057013692	6
population_series_1	anonymous_group_1	channel_l	slow	8.67168915264721	0
population_series_1	anonymous_group_1	channel_l	slow	8.7723077351575	0
population_series_1	anonymous_group_1	channel_l	slow	8.87292631766779	0
population_series_1	anonymous_group_1	channel_l	slow	8.97354490017807	0
population_series_1	anonymous_group_1	channel_l	slow	9.07416348268836	0
population_series_1	anonymous_group_1	channel_l	slow	9.17478206519865	0
population_series_1	anonymous_group_1	channel_l	slow	9.27540064770894	0
population_series_1	anonymous_group_1	channel_l	slow	9.37601923021923	0
population_series_1	anonymous_group_1	channel_l	slow	9.47663781272952	0
population_series_1	anonymous_group_1	channel_l	slow	9.57725639523981	0
population_series_1	anonymous_group_1	channel_l	slow	9.6778749777501	0
population_series_1	anonymous_group_1	channel_l	slow	9.77849356026039	0
population_series_1	anonymous_group_1	channel_l	slow	9.87911214277068	0
population_series_1	anonymous_group_1	channel_l	slow	9.97973072528097	0
population_series_1	anonymous_group_1	channel_l	slow	10.0803493077913	0
population_series_1	anonymous_group_1	channel_l	slow	10.1809678903016	0
population_series_1	anonymous_group_1	channel_l	slow	10.2815864728118	0
population_series_1	anonymous_group_1	channel_l	slow	10.3822050553221	0
population_series_1	anonymous_group_1	channel_l	slow	10.4828236378324	0
population_series_1	anonymous_group_1	channel_l	slow	10.5834422203427	0
population_series_1	anonymous_group_1	channel_l	slow	10.684060802853	0
population_series_1	anonymous_group_1	channel_l	slow	10.7846793853633	0
population_series_1	anonymous_group_1	channel_l	slow	10.8852979678736	0
population_series_1	anonymous_group_1	channel_l	slow	10.9859165503839	4
population_series_1	anonymous_group_1	channel_l	fast	1.92928212831666	87
population_series_1	anonymous_group_1	channel_l	fast	2.96455477869304	138
population_series_1	anonymous_group_1	channel_l	fast	3.99982742906942	786
population_series_1	anonymous_group_1	channel_l	fast	5.0351000794458	2251
population_series_1	anonymous_group_1	channel_l	fast	6.07037272982218	1580
population_series_1	anonymous_group_1	channel_l	fast	7.10564538019857	1125
population_series_1	anonymous_group_1	channel_l	fast	8.14091803057495	998
population_series_1	anonymous_group_1	channel_l	fast	9.17619068095133	852
population_series_1	anonymous_group_1	channel_l	fast	10.2114633313277	470
population_series_1	anonymous_group_1	channel_l	fast	11.2467359817041	868
population_series_1	anonymous_group_1	channel_l	fast	12.2820086320805	431
population_series_1	anonymous_group_1	channel_l	fast	13.3172812824569	283
population_series_1	anonymous_group_1	channel_l	fast	14.3525539328332	186
population_series_1	anonymous_group_1	channel_l	fast	15.3878265832096	192
population_series_1	anonymous_group_1	channel_l	fast	16.423099233586	139
population_series_1	anonymous_group_1	channel_l	fast	17.4583718839624	58
population_series_1	anonymous_group_1	channel_l	fast	18.4936445343388	52
population_series_1	anonymous_group_1	channel_l	fast	19.5289171847151	0
population_series_1	anonymous_group_1	channel_l	fast	20.5641898350915	13
population_series_1	anonymous_group_1	channel_l	fast	21.5994624854679	8
population_series_1	anonymous_group_1	channel_l	fast	22.6347351358443	0
population_series_1	anonymous_group_1	channel_l	fast	23.6700077862207	20
population_series_1	anonymous_group_1	channel_l	fast	24.7052804365971	0
population_series_1	anonymous_group_1	channel_l	fast	25.7405530869734	14
population_series_1	anonymous_group_1	channel_l	fast	26.7758257373498	0
population_series_1	anonymous_group_1	channel_l	fast	27.8110983877262	9
population_series_2	anonymous_group_1	channel_r	slow	0.146297167363579	58
population_series_2	anonymous_group_1	channel_r	slow	0.247750689142271	85
population_series_2	anonymous_group_1	channel_r	slow	0.349204210920962	79
population_series_2	anonymous_group_1	channel_r	slow	0.450657732699654	99
population_series_2	anonymous_group_1	channel_r	slow	0.552111254478346	68
population_series_2	anonymous_group_1	channel_r	slow	0.653564776257038	33
population_series_2	anonymous_group_1	channel_r	slow	0.75501829803573	73
population_series_2	anonymous_group_1	channel_r	slow	0.856471819814422	43
population_series_2	anonymous_group_1	channel_r	slow	0.957925341593113	35
population_series_2	anonymous_group_1	channel_r	slow	1.05937886337181	44
population_series_2	anonymous_group_1	channel_r	slow	1.1608323851505	49
population_series_2	anonymous_group_1	channel_r	slow	1.26228590692919	43
population_series_2	anonymous_group_1	channel_r	slow	1.36373942870788	50
population_series_2	anonymous_group_1	channel_r	slow	1.46519295048657	9
population_series_2	anonymous_group_1	channel_r	slow	1.56664647226527	29
population_series_2	anonymous_group_1	channel_r	slow	1.66809999404396	12
population_series_2	anonymous_group_1	channel_r	slow	1.76955351582265	6
population_series_2	anonymous_group_1	channel_r	slow	1.87100703760134	31
population_series_2	anonymous_group_1	channel_r	slow	1.97246055938003	38
population_series_2	anonymous_group_1	channel_r	slow	2.07391408115872	12
population_series_2	anonymous_group_1	channel_r	slow	2.17536760293742	20
population_series_2	anonymous_group_1	channel_r	slow	2.27682112471611	19
population_series_2	anonymous_group_1	channel_r	slow	2.3782746464948	28
population_series_2	anonymous_group_1	channel_r	slow	2.47972816827349	23
population_series_2	anonymous_group_1	channel_r	slow	2.58118169005218	0
population_series_2	anonymous_group_1	channel_r	slow	2.68263521183087	27
population_series_2	anonymous_group_1	channel_r	slow	2.78408873360957	13
population_series_2	anonymous_group_1	channel_r	slow	2.88554225538826	47
population_series_2	anonymous_group_1	channel_r	slow	2.98699577716695	53
population_series_2	anonymous_group_1	channel_r	slow	0.190663532985552	38
population_series_2	anonymous_group_1	channel_r	slow	0.29075176131123	19
population_series_2	anonymous_group_1	channel_r	slow	0.390839989636909	25
population_series_2	anonymous_group_1	channel_r	slow	0.490928217962588	12
population_series_2	anonymous_group_1	channel_r	slow	0.591016446288266	7
population_series_2	anonymous_group_1	channel_r	slow	0.691104674613945	3
population_series_2	anonymous_group_1	channel_r	slow	0.791192902939623	10
population_series_2	anonymous_group_1	channel_r	slow	0.891281131265302	1
population_series_2	anonymous_group_1	channel_r	slow	0.99136935959098	9
population_series_2	anonymous_group_1	channel_r	slow	1.09145758791666	0
population_series_2	anonymous_group_1	channel_r	slow	1.19154581624234	11
population_series_2	anonymous_group_1	channel_r	slow	1.29163404456802	7
population_series_2	anonymous_group_1	channel_r	slow	1.39172227289369	6
population_series_2	anonymous_group_1	channel_r	slow	1.49181050121937	2
population_series_2	anonymous_group_1	channel_r	slow	1.59189872954505	0
population_series_2	anonymous_group_1	channel_r	slow	1.69198695787073	3
population_series_2	anonymous_group_1	channel_r	slow	1.79207518619641	0
population_series_2	anonymous_group_1	channel_r	slow	1.89216341452209	0
population_series_2	anonymous_group_1	channel_r	slow	1.99225164284777	1
population_series_2	anonymous_group_1	channel_r	slow	2.09233987117344	0
population_series_2	anonymous_group_1	channel_r	slow	2.19242809949912	0
population_series_2	anonymous_group_1	channel_r	slow	2.2925163278248	0
population_series_2	anonymous_group_1	channel_r	slow	2.39260455615048	0
population_series_2	anonymous_group_1	channel_r	slow	2.49269278447616	0
population_series_2	anonymous_group_1	channel_r	slow	2.59278101280184	3
population_series_2	anonymous_group_1	channel_r	slow	2.69286924112751	0
population_series_2	anonymous_group_1	channel_r	slow	2.79295746945319	0
population_series_2	anonymous_group_1	channel_r	slow	2.89304569777887	4
population_series_2	anonymous_group_1	channel_r	slow	2.99313392610455	0
population_series_2	anonymous_group_1	channel_r	slow	3.09322215443023	0
population_series_2	anonymous_group_1	channel_r	slow	3.19331038275591	6
population_series_2	anonymous_group_1	channel_r	slow	3.29339861108159	0
population_series_2	anonymous_group_1	channel_r	slow	3.39348683940726	0
population_series_2	anonymous_group_1	channel_r	slow	3.49357506773294	0
population_series_2	anonymous_group_1	channel_r	slow	3.59366329605862	0
population_series_2	anonymous_group_1	channel_r	slow	3.6937515243843	0
population_series_2	anonymous_group_1	channel_r	slow	3.79383975270998	5
population_series_2	anonymous_group_1	channel_r	slow	3.89392798103566	0
population_series_2	anonymous_group_1	channel_r	slow	3.99401620936134	0
population_series_2	anonymous_group_1	channel_r	slow	4.09410443768702	0
population_series_2	anonymous_group_1	channel_r	slow	4.19419266601269	0
population_series_2	anonymous_group_1	channel_r	slow	4.29428089433837	0
population_series_2	anonymous_group_1	channel_r	slow	4.39436912266405	0
population_series_2	anonymous_group_1	channel_r	slow	4.49445735098973	0
population_series_2	anonymous_group_1	channel_r	slow	4.59454557931541	0
population_series_2	anonymous_group_1	channel_r	slow	4.69463380764109	0
population_series_2	anonymous_group_1	channel_r	slow	4.79472203596676	0
population_series_2	anonymous_group_1	channel_r	slow	4.89481026429244	0
population_series_2	anonymous_group_1	channel_r	slow	4.99489849261812	0
population_series_2	anonymous_group_1	channel_r	slow	5.0949867209438	0
population_series_2	anonymous_group_1	channel_r	slow	5.19507494926948	0
population_series_2	anonymous_group_1	channel_r	slow	5.29516317759516	0
population_series_2	anonymous_group_1	channel_r	slow	5.39525140592084	0
population_series_2	anonymous_group_1	channel_r	slow	5.49533963424651	0
population_series_2	anonymous_group_1	channel_r	slow	5.59542786257219	0
population_series_2	anonymous_group_1	channel_r	slow	5.69551609089787	0
population_series_2	anonymous_group_1	channel_r	slow	5.79560431922355	0
population_series_2	anonymous_group_1	channel_r	slow	5.89569254754923	0
population_series_2	anonymous_group_1	channel_r	slow	5.99578077587491	0
population_series_2	anonymous_group_1	channel_r	slow	6.09586900420059	0
population_series_2	anonymous_group_1	channel_r	slow	6.19595723252626	0
population_series_2	anonymous_group_1	channel_r	slow	6.29604546085194	0
population_series_2	anonymous_group_1	channel_r	slow	6.39613368917762	0
population_series_2	anonymous_group_1	channel_r	slow	6.4962219175033	0
population_series_2	anonymous_group_1	channel_r	slow	6.59631014582898	0
population_series_2	anonymous_group_1	channel_r	slow	6.69639837415466	0
population_series_2	anonymous_group_1	channel_r	slow	6.79648660248034	0
population_series_2	anonymous_group_1	channel_r	slow	6.89657483080601	0
population_series_2	anonymous_group_1	channel_r	slow	6.99666305913169	0
population_series_2	anonymous_group_1	channel_r	slow	7.09675128745737	0
population_series_2	anonymous_group_1	channel_r	slow	7.19683951578305	0
population_series_2	anonymous_group_1	channel_r	slow	7.29692774410873	0
population_series_2	anonymous_group_1	channel_r	slow	7.39701597243441	0
population_series_2	anonymous_group_1	channel_r	slow	7.49710420076009	0
population_series_2	anonymous_group_1	channel_r	slow	7.59719242908576	0
population_series_2	anonymous_group_1	channel_r	slow	7.69728065741144	0
population_series_2	anonymous_group_1	channel_r	slow	7.79736888573712	0
population_series_2	anonymous_group_1	channel_r	slow	7.8974571140628	0
population_series_2	anonymous_group_1	channel_r	slow	7.99754534238848	0
population_series_2	anonymous_group_1	channel_r	slow	8.09763357071416	2
population_series_2	anonymous_group_1	channel_r	slow	8.19772179903983	0
population_series_2	anonymous_group_1	channel_r	slow	8.29781002736551	0
population_series_2	anonymous_group_1	channel_r	slow	8.39789825569119	0
population_series_2	anonymous_group_1	channel_r	slow	8.49798648401687	0
population_series_2	anonymous_group_1	channel_r	slow	8.59807471234255	2
population_series_2	anonymous_group_1	channel_r	slow	8.69816294066823	0
population_series_2	anonymous_group_1	channel_r	slow	8.79825116899391	0
population_series_2	anonymous_group_1	channel_r	slow	8.89833939731959	0
population_series_2	anonymous_group_1	channel_r	slow	8.99842762564526	0
population_series_2	anonymous_group_1	channel_r	slow	9.09851585397094	0
population_series_2	anonymous_group_1	channel_r	slow	9.19860408229662	0
population_series_2	anonymous_group_1	channel_r	slow	9.2986923106223	0
population_series_2	anonymous_group_1	channel_r	slow	9.39878053894798	0
population_series_2	anonymous_group_1	channel_r	slow	9.49886876727366	0
population_series_2	anonymous_group_1	channel_r	slow	9.59895699559934	0
population_series_2	anonymous_group_1	channel_r	slow	9.69904522392501	0
population_series_2	anonymous_group_1	channel_r	slow	9.79913345225069	0
population_series_2	anonymous_group_1	channel_r	slow	9.89922168057637	0
population_series_2	anonymous_group_1	channel_r	slow	9.99930990890205	0
population_series_2	anonymous_group_1	channel_r	slow	10.0993981372277	0
population_series_2	anonymous_group_1	channel_r	slow	10.1994863655534	0
population_series_2	anonymous_group_1	channel_r	slow	10.2995745938791	1
population_series_2	anonymous_group_1	channel_r	fast	2.22465182914388	269
population_series_2	anonymous_group_1	channel_r	fast	3.24810969148717	502
population_series_2	anonymous_group_1	channel_r	fast	4.27156755383046	1234
population_series_2	anonymous_group_1	channel_r	fast	5.29502541617375	2042
population_series_2	anonymous_group_1	channel_r	fast	6.31848327851705	1929
population_series_2	anonymous_group_1	channel_r	fast	7.34194114086034	2019
population_series_2	anonymous_group_1	channel_r	fast	8.36539900320363	1657
population_series_2	anonymous_group_1	channel_r	fast	9.38885686554692	1686
population_series_2	anonymous_group_1	channel_r	fast	10.4123147278902	1414
population_series_2	anonymous_group_1	channel_r	fast	11.4357725902335	527
population_series_2	anonymous_group_1	channel_r	fast	12.4592304525768	381
population_series_2	anonymous_group_1	channel_r	fast	13.4826883149201	503
population_series_2	anonymous_group_1	channel_r	fast	14.5061461772634	126
population_series_2	anonymous_group_1	channel_r	fast	15.5296040396067	0
population_series_2	anonymous_group_1	channel_r	fast	16.55306190195	58
population_series_2	anonymous_group_1	channel_r	fast	17.5765197642933	31
population_series_2	anonymous_group_1	channel_r	fast	18.5999776266366	42
population_series_2	anonymous_group_1	channel_r	fast	19.6234354889799	26
population_series_2	anonymous_group_1	channel_r	fast	20.6468933513231	0
population_series_2	anonymous_group_1	channel_r	fast	21.6703512136664	27
population_series_2	anonymous_group_1	channel_r	fast	22.6938090760097	0
population_series_2	anonymous_group_1	channel_r	fast	23.717266938353	4
population_series_2	anonymous_group_1	channel_r	fast	24.7407248006963	0
population_series_2	anonymous_group_1	channel_r	fast	25.7641826630396	5
population_series_2	anonymous_group_1	channel_r	fast	26.7876405253829	0
population_series_2	anonymous_group_1	channel_r	fast	27.8110983877262	10
population_series_3	anonymous_group_2	channel_l	slow	0.25852340565299	202
population_series_3	anonymous_group_2	channel_l	slow	0.359829378960559	119
population_series_3	anonymous_group_2	channel_l	slow	0.461135352268128	112
population_series_3	anonymous_group_2	channel_l	slow	0.562441325575696	83
population_series_3	anonymous_group_2	channel_l	slow	0.663747298883265	30
population_series_3	anonymous_group_2	channel_l	slow	0.765053272190833	5
population_series_3	anonymous_group_2	channel_l	slow	0.866359245498402	9
population_series_3	anonymous_group_2	channel_l	slow	0.96766521880597	1
population_series_3	anonymous_group_2	channel_l	slow	1.06897119211354	2
population_series_3	anonymous_group_2	channel_l	slow	1.17027716542111	2
population_series_3	anonymous_group_2	channel_l	slow	1.27158313872868	0
population_series_3	anonymous_group_2	channel_l	slow	1.37288911203624	0
population_series_3	anonymous_group_2	channel_l	slow	1.47419508534381	0
population_series_3	anonymous_group_2	channel_l	slow	1.57550105865138	0
population_series_3	anonymous_group_2	channel_l	slow	1.67680703195895	0
population_series_3	anonymous_group_2	channel_l	slow	1.77811300526652	0
population_series_3	anonymous_group_2	channel_l	slow	1.87941897857409	0
population_series_3	anonymous_group_2	channel_l	slow	1.98072495188166	3
population_series_3	anonymous_group_2	channel_l	slow	2.08203092518922	0
population_series_3	anonymous_group_2	channel_l	slow	2.18333689849679	0
population_series_3	anonymous_group_2	channel_l	slow	2.28464287180436	0
population_series_3	anonymous_group_2	channel_l	slow	2.38594884511193	3
population_series_3	anonymous_group_2	channel_l	slow	2.4872548184195	0
population_series_3	anonymous_group_2	channel_l	slow	2.58856079172707	9
population_series_3	anonymous_group_2	channel_l	slow	0.244159241794753	140
population_series_3	anonymous_group_2	channel_l	slow	0.344958460102056	38
population_series_3	anonymous_group_2	channel_l	slow	0.44575767840936	14
population_series_3	anonymous_group_2	channel_l	slow	0.546556896716663	6
population_series_3	anonymous_group_2	channel_l	slow	0.647356115023967	2
population_series_3	anonymous_group_2	channel_l	slow	0.74815533333127	3
population_series_3	anonymous_group_2	channel_l	slow	0.848954551638574	2
population_series_3	anonymous_group_2	channel_l	slow	0.949753769945877	0
population_series_3	anonymous_group_2	channel_l	slow	1.05055298825318	0
population_series_3	anonymous_group_2	channel_l	slow	1.15135220656048	2
population_series_3	anonymous_group_2	channel_l	slow	1.25215142486779	0
population_series_3	anonymous_group_2	channel_l	slow	1.35295064317509	0
population_series_3	anonymous_group_2	channel_l	slow	1.45374986148239	0
population_series_3	anonymous_group_2	channel_l	slow	1.5545490797897	0
population_series_3	anonymous_group_2	channel_l	slow	1.655348298097	0
population_series_3	anonymous_group_2	channel_l	slow	1.7561475164043	0
population_series_3	anonymous_group_2	channel_l	slow	1.85694673471161	0
population_series_3	anonymous_group_2	channel_l	slow	1.95774595301891	0
population_series_3	anonymous_group_2	channel_l	slow	2.05854517132622	0
population_series_3	anonymous_group_2	channel_l	slow	2.15934438963352	0
population_series_3	anonymous_group_2	channel_l	slow	2.26014360794082	0
population_series_3	anonymous_group_2	channel_l	slow	2.36094282624813	0
population_series_3	anonymous_group_2	channel_l	slow	2.46174204455543	0
population_series_3	anonymous_group_2	channel_l	slow	2.56254126286273	0
population_series_3	anonymous_group_2	channel_l	slow	2.66334048117004	0
population_series_3	anonymous_group_2	channel_l	slow	2.76413969947734	0
population_series_3	anonymous_group_2	channel_l	slow	2.86493891778464	0
population_series_3	anonymous_group_2	channel_l	slow	2.96573813609195	0
population_series_3	anonymous_group_2	channel_l	slow	3.06653735439925	0
population_series_3	anonymous_group_2	channel_l	slow	3.16733657270655	0
population_series_3	anonymous_group_2	channel_l	slow	3.26813579101386	0
population_series_3	anonymous_group_2	channel_l	slow	3.36893500932116	0
population_series_3	anonymous_group_2	channel_l	slow	3.46973422762846	0
population_series_3	anonymous_group_2	channel_l	slow	3.57053344593577	0
population_series_3	anonymous_group_2	channel_l	slow	3.67133266424307	0
population_series_3	anonymous_group_2	channel_l	slow	3.77213188255037	0
population_series_3	anonymous_group_2	channel_l	slow	3.87293110085768	0
population_series_3	anonymous_group_2	channel_l	slow	3.97373031916498	0
population_series_3	anonymous_group_2	channel_l	slow	4.07452953747229	0
population_series_3	anonymous_group_2	channel_l	slow	4.17532875577959	0
population_series_3	anonymous_group_2	channel_l	slow	4.27612797408689	0
population_series_3	anonymous_group_2	channel_l	slow	4.3769271923942	0
population_series_3	anonymous_group_2	channel_l	slow	4.4777264107015	0
population_series_3	anonymous_group_2	channel_l	slow	4.5785256290088	0
population_series_3	anonymous_group_2	channel_l	slow	4.67932484731611	0
population_series_3	anonymous_group_2	channel_l	slow	4.78012406562341	0
population_series_3	anonymous_group_2	channel_l	slow	4.88092328393071	0
population_series_3	anonymous_group_2	channel_l	slow	4.98172250223802	0
population_series_3	anonymous_group_2	channel_l	slow	5.08252172054532	0
population_series_3	anonymous_group_2	channel_l	slow	5.18332093885262	0
population_series_3	anonymous_group_2	channel_l	slow	5.28412015715993	0
population_series_3	anonymous_group_2	channel_l	slow	5.38491937546723	0
population_series_3	anonymous_group_2	channel_l	slow	5.48571859377453	3
population_series_3	anonymous_group_2	channel_l	slow	5.58651781208184	0
population_series_3	anonymous_group_2	channel_l	slow	5.68731703038914	0
population_series_3	anonymous_group_2	channel_l	slow	5.78811624869644	0
population_series_3	anonymous_group_2	channel_l	slow	5.88891546700375	0
population_series_3	anonymous_group_2	channel_l	slow	5.98971468531105	0
population_series_3	anonymous_group_2	channel_l	slow	6.09051390361835	0
population_series_3	anonymous_group_2	channel_l	slow	6.19131312192566	0
population_series_3	anonymous_group_2	channel_l	slow	6.29211234023296	0
population_series_3	anonymous_group_2	channel_l	slow	6.39291155854026	0
population_series_3	anonymous_group_2	channel_l	slow	6.49371077684757	0
population_series_3	anonymous_group_2	channel_l	slow	6.59450999515487	0
population_series_3	anonymous_group_2	channel_l	slow	6.69530921346217	0
population_series_3	anonymous_group_2	channel_l	slow	6.79610843176948	3
population_series_3	anonymous_group_2	channel_l	slow	6.89690765007678	0
population_series_3	anonymous_group_2	channel_l	slow	6.99770686838408	0
population_series_3	anonymous_group_2	channel_l	slow	7.09850608669139	0
population_series_3	anonymous_group_2	channel_l	slow	7.19930530499869	3
population_series_3	anonymous_group_2	channel_l	slow	7.300104523306	0
population_series_3	anonymous_group_2	channel_l	slow	7.4009037416133	0
population_series_3	anonymous_group_2	channel_l	slow	7.5017029599206	0
population_series_3	anonymous_group_2	channel_l	slow	7.60250217822791	0
population_series_3	anonymous_group_2	channel_l	slow	7.70330139653521	0
population_series_3	anonymous_group_2	channel_l	slow	7.80410061484251	0
population_series_3	anonymous_group_2	channel_l	slow	7.90489983314982	0
