scenario_id	condition_id	metric_id	metric_value
high_variance	condition_2	metric_300	0.273700305810398
high_variance	condition_2	metric_301	0.297583081570997
high_variance	condition_2	metric_302	0.0
high_variance	condition_2	metric_303	0.0
high_variance	condition_2	metric_304	0.0021551724137931
high_variance	condition_2	metric_305	0.00219298245614035
high_variance	condition_2	metric_306	0.0530821917808219
high_variance	condition_2	metric_307	0.0
high_variance	condition_2	metric_308	0.306153846153846
high_variance	condition_2	metric_309	0.0
high_variance	condition_2	metric_310	0.0
high_variance	condition_2	metric_311	0.0
high_variance	condition_2	metric_312	0.00602409638554217
high_variance	condition_2	metric_313	0.286127167630058
high_variance	condition_2	metric_314	0.0
high_variance	condition_2	metric_315	0.00490196078431373
high_variance	condition_2	metric_316	0.300763358778626
high_variance	condition_2	metric_317	0.288405797101449
high_variance	condition_2	metric_318	0.297619047619048
high_variance	condition_2	metric_319	0.0636833046471601
high_variance	condition_2	metric_320	0.275242047026279
high_variance	condition_2	metric_321	0.0
high_variance	condition_2	metric_322	0.0
high_variance	condition_2	metric_323	0.0638297872340425
high_variance	condition_2	metric_324	0.270748299319728
high_variance	condition_2	metric_325	0.147826086956522
high_variance	condition_2	metric_326	0.0
high_variance	condition_2	metric_327	0.0495689655172414
high_variance	condition_2	metric_328	0.00364298724954463
high_variance	condition_2	metric_329	0.0
high_variance	condition_2	metric_330	0.0575916230366492
high_variance	condition_2	metric_331	0.0
high_variance	condition_2	metric_332	0.0727272727272727
high_variance	condition_2	metric_333	0.0
high_variance	condition_2	metric_334	0.132947976878613
high_variance	condition_2	metric_335	0.0
high_variance	condition_2	metric_336	0.00484261501210654
high_variance	condition_2	metric_337	0.0
high_variance	condition_2	metric_338	0.309375
high_variance	condition_2	metric_339	0.0
high_variance	condition_2	metric_340	0.0602605863192182
high_variance	condition_2	metric_341	0.0
high_variance	condition_2	metric_342	0.276005547850208
high_variance	condition_2	metric_343	0.00574712643678161
high_variance	condition_2	metric_344	0.0
high_variance	condition_2	metric_345	0.0
high_variance	condition_2	metric_346	0.267459138187221
high_variance	condition_2	metric_347	0.220360824742268
high_variance	condition_2	metric_348	0.0
high_variance	condition_2	metric_349	0.0
high_variance	condition_2	metric_350	0.0
high_variance	condition_2	metric_351	0.0
high_variance	condition_2	metric_352	0.0145631067961165
high_variance	condition_2	metric_353	0.260416666666667
high_variance	condition_2	metric_354	0.0179856115107914
high_variance	condition_2	metric_355	0.0
high_variance	condition_2	metric_356	0.0996884735202492
high_variance	condition_2	metric_357	0.0
high_variance	condition_2	metric_358	0.155354449472097
high_variance	condition_2	metric_359	0.0
high_variance	condition_2	metric_360	0.31104199066874
high_variance	condition_2	metric_361	0.292825768667643
high_variance	condition_2	metric_362	0.127760252365931
high_variance	condition_2	metric_363	0.0
high_variance	condition_2	metric_364	0.0489642184557439
high_variance	condition_2	metric_365	0.00267379679144385
high_variance	condition_2	metric_366	0.296296296296296
high_variance	condition_2	metric_367	0.272727272727273
high_variance	condition_2	metric_368	0.272600834492351
high_variance	condition_2	metric_369	0.313385826771654
high_variance	condition_2	metric_370	0.0
high_variance	condition_2	metric_371	0.0
high_variance	condition_2	metric_372	0.294985250737463
high_variance	condition_2	metric_373	0.0
high_variance	condition_2	metric_374	0.265333333333333
high_variance	condition_2	metric_375	0.0
high_variance	condition_2	metric_376	0.143661971830986
high_variance	condition_2	metric_377	0.0726072607260726
high_variance	condition_2	metric_378	0.162207357859532
high_variance	condition_2	metric_379	0.0
high_variance	condition_2	metric_380	0.0025062656641604
high_variance	condition_2	metric_381	0.114825581395349
high_variance	condition_2	metric_382	0.0367775831873905
high_variance	condition_2	metric_383	0.198701298701299
high_variance	condition_2	metric_384	0.0
high_variance	condition_2	metric_385	0.264909847434119
high_variance	condition_2	metric_386	0.0
high_variance	condition_2	metric_387	0.0
high_variance	condition_2	metric_388	0.0267857142857143
high_variance	condition_2	metric_389	0.00238095238095238
high_variance	condition_2	metric_390	0.00255102040816327
high_variance	condition_2	metric_391	0.0
high_variance	condition_2	metric_392	0.259259259259259
high_variance	condition_2	metric_393	0.0414414414414414
high_variance	condition_2	metric_394	0.144906743185079
high_variance	condition_2	metric_395	0.111278195488722
high_variance	condition_2	metric_396	0.135446685878963
high_variance	condition_2	metric_397	0.0
high_variance	condition_2	metric_398	0.0311890838206628
high_variance	condition_2	metric_399	0.0
high_variance	condition_2	metric_400	0.0
high_variance	condition_3	metric_1	0.47
high_variance	condition_3	metric_2	0.686666666666667
high_variance	condition_3	metric_3	0.683333333333333
high_variance	condition_3	metric_4	0.456666666666667
high_variance	condition_3	metric_5	0.713333333333333
high_variance	condition_3	metric_6	0.468333333333333
high_variance	condition_3	metric_7	0.735
high_variance	condition_3	metric_8	0.663333333333333
high_variance	condition_3	metric_9	0.63
high_variance	condition_3	metric_10	0.691666666666667
high_variance	condition_3	metric_11	0.748333333333333
high_variance	condition_3	metric_12	0.703333333333333
high_variance	condition_3	metric_13	0.693333333333333
high_variance	condition_3	metric_14	0.743333333333333
high_variance	condition_3	metric_15	0.696666666666667
high_variance	condition_3	metric_16	0.718333333333333
high_variance	condition_3	metric_17	0.445
high_variance	condition_3	metric_18	0.646666666666667
high_variance	condition_3	metric_19	0.693333333333333
high_variance	condition_3	metric_20	0.625
high_variance	condition_3	metric_21	0.448333333333333
high_variance	condition_3	metric_22	0.673333333333333
high_variance	condition_3	metric_23	0.778333333333333
high_variance	condition_3	metric_24	0.653333333333333
high_variance	condition_3	metric_25	0.756666666666667
high_variance	condition_3	metric_26	0.668333333333333
high_variance	condition_3	metric_27	0.385
high_variance	condition_3	metric_28	0.728333333333333
high_variance	condition_3	metric_29	0.785
high_variance	condition_3	metric_30	0.71
high_variance	condition_3	metric_31	0.35
high_variance	condition_3	metric_32	0.671666666666667
high_variance	condition_3	metric_33	0.781666666666667
high_variance	condition_3	metric_34	0.41
high_variance	condition_3	metric_35	0.6
high_variance	condition_3	metric_36	0.643333333333333
high_variance	condition_3	metric_37	0.79
high_variance	condition_3	metric_38	0.525
high_variance	condition_3	metric_39	0.751666666666667
high_variance	condition_3	metric_40	0.351666666666667
high_variance	condition_3	metric_41	0.318333333333333
high_variance	condition_3	metric_42	0.513333333333333
high_variance	condition_3	metric_43	0.696666666666667
high_variance	condition_3	metric_44	0.673333333333333
high_variance	condition_3	metric_45	0.508333333333333
high_variance	condition_3	metric_46	0.683333333333333
high_variance	condition_3	metric_47	0.706666666666667
high_variance	condition_3	metric_48	0.706666666666667
high_variance	condition_3	metric_49	0.623333333333333
high_variance	condition_3	metric_50	0.581666666666667
high_variance	condition_3	metric_51	0.375
high_variance	condition_3	metric_52	0.551666666666667
high_variance	condition_3	metric_53	0.626666666666667
high_variance	condition_3	metric_54	0.511666666666667
high_variance	condition_3	metric_55	0.693333333333333
high_variance	condition_3	metric_56	0.651666666666667
high_variance	condition_3	metric_57	0.393333333333333
high_variance	condition_3	metric_58	0.64
high_variance	condition_3	metric_59	0.755
high_variance	condition_3	metric_60	0.553333333333333
high_variance	condition_3	metric_61	0.603333333333333
high_variance	condition_3	metric_62	0.465
high_variance	condition_3	metric_63	0.445
high_variance	condition_3	metric_64	0.761666666666667
high_variance	condition_3	metric_65	0.45
high_variance	condition_3	metric_66	0.665
high_variance	condition_3	metric_67	0.658333333333333
high_variance	condition_3	metric_68	0.361666666666667
high_variance	condition_3	metric_69	0.518333333333333
high_variance	condition_3	metric_70	0.711666666666667
high_variance	condition_3	metric_71	0.58
high_variance	condition_3	metric_72	0.388333333333333
high_variance	condition_3	metric_73	0.835
high_variance	condition_3	metric_74	0.546666666666667
high_variance	condition_3	metric_75	0.295
high_variance	condition_3	metric_76	0.673333333333333
high_variance	condition_3	metric_77	0.301666666666667
high_variance	condition_3	metric_78	0.446666666666667
high_variance	condition_3	metric_79	0.48
high_variance	condition_3	metric_80	0.666666666666667
high_variance	condition_3	metric_81	0.335
high_variance	condition_3	metric_82	0.676666666666667
high_variance	condition_3	metric_83	0.566666666666667
high_variance	condition_3	metric_84	0.401666666666667
high_variance	condition_3	metric_85	0.356666666666667
high_variance	condition_3	metric_86	0.603333333333333
high_variance	condition_3	metric_87	0.435
high_variance	condition_3	metric_88	0.4
high_variance	condition_3	metric_89	0.39
high_variance	condition_3	metric_90	0.623333333333333
high_variance	condition_3	metric_91	0.365
high_variance	condition_3	metric_92	0.821666666666667
high_variance	condition_3	metric_93	0.495
high_variance	condition_3	metric_94	0.291666666666667
high_variance	condition_3	metric_95	0.775
high_variance	condition_3	metric_96	0.793333333333333
high_variance	condition_3	metric_97	0.431666666666667
high_variance	condition_3	metric_98	0.57
high_variance	condition_3	metric_99	0.648333333333333
high_variance	condition_3	metric_100	0.685
high_variance	condition_3	metric_101	0.3925
high_variance	condition_3	metric_102	0.42375
high_variance	condition_3	metric_103	0.48625
high_variance	condition_3	metric_104	0.49375
high_variance	condition_3	metric_105	0.4875
high_variance	condition_3	metric_106	0.63875
high_variance	condition_3	metric_107	0.3325
high_variance	condition_3	metric_108	0.4725
high_variance	condition_3	metric_109	0.28375
high_variance	condition_3	metric_110	0.53125
high_variance	condition_3	metric_111	0.2825
high_variance	condition_3	metric_112	0.57875
high_variance	condition_3	metric_113	0.395
high_variance	condition_3	metric_114	0.26375
high_variance	condition_3	metric_115	0.44125
high_variance	condition_3	metric_116	0.4475
high_variance	condition_3	metric_117	0.3475
high_variance	condition_3	metric_118	0.6425
high_variance	condition_3	metric_119	0.6075
high_variance	condition_3	metric_120	0.46875
high_variance	condition_3	metric_121	0.40125
high_variance	condition_3	metric_122	0.36125
high_variance	condition_3	metric_123	0.51625
high_variance	condition_3	metric_124	0.51625
high_variance	condition_3	metric_125	0.5925
high_variance	condition_3	metric_126	0.3025
high_variance	condition_3	metric_127	0.46
high_variance	condition_3	metric_128	0.63875
high_variance	condition_3	metric_129	0.335
high_variance	condition_3	metric_130	0.6175
high_variance	condition_3	metric_131	0.46125
high_variance	condition_3	metric_132	0.41625
high_variance	condition_3	metric_133	0.30625
high_variance	condition_3	metric_134	0.355
high_variance	condition_3	metric_135	0.55375
high_variance	condition_3	metric_136	0.42125
high_variance	condition_3	metric_137	0.6075
high_variance	condition_3	metric_138	0.455
high_variance	condition_3	metric_139	0.44375
high_variance	condition_3	metric_140	0.635
high_variance	condition_3	metric_141	0.365
high_variance	condition_3	metric_142	0.64375
high_variance	condition_3	metric_143	0.285
high_variance	condition_3	metric_144	0.5975
high_variance	condition_3	metric_145	0.58125
high_variance	condition_3	metric_146	0.54
high_variance	condition_3	metric_147	0.61375
high_variance	condition_3	metric_148	0.465
high_variance	condition_3	metric_149	0.55125
high_variance	condition_3	metric_150	0.30125
high_variance	condition_3	metric_151	0.21375
high_variance	condition_3	metric_152	0.1475
high_variance	condition_3	metric_153	0.50125
high_variance	condition_3	metric_154	0.63875
high_variance	condition_3	metric_155	0.24
high_variance	condition_3	metric_156	0.6175
high_variance	condition_3	metric_157	0.57125
high_variance	condition_3	metric_158	0.63875
high_variance	condition_3	metric_159	0.40375
high_variance	condition_3	metric_160	0.2925
high_variance	condition_3	metric_161	0.43375
high_variance	condition_3	metric_162	0.60625
high_variance	condition_3	metric_163	0.40625
high_variance	condition_3	metric_164	0.57375
high_variance	condition_3	metric_165	0.3825
high_variance	condition_3	metric_166	0.37125
high_variance	condition_3	metric_167	0.18875
high_variance	condition_3	metric_168	0.48375
high_variance	condition_3	metric_169	0.465
high_variance	condition_3	metric_170	0.2675
high_variance	condition_3	metric_171	0.31625
high_variance	condition_3	metric_172	0.475
high_variance	condition_3	metric_173	0.2925
high_variance	condition_3	metric_174	0.4925
high_variance	condition_3	metric_175	0.28625
high_variance	condition_3	metric_176	0.5875
high_variance	condition_3	metric_177	0.6975
high_variance	condition_3	metric_178	0.5575
high_variance	condition_3	metric_179	0.45
high_variance	condition_3	metric_180	0.43875
high_variance	condition_3	metric_181	0.6875
high_variance	condition_3	metric_182	0.58
high_variance	condition_3	metric_183	0.57625
high_variance	condition_3	metric_184	0.30625
high_variance	condition_3	metric_185	0.33
high_variance	condition_3	metric_186	0.445
high_variance	condition_3	metric_187	0.39625
high_variance	condition_3	metric_188	0.61375
high_variance	condition_3	metric_189	0.46
high_variance	condition_3	metric_190	0.4425
high_variance	condition_3	metric_191	0.43125
high_variance	condition_3	metric_192	0.46375
high_variance	condition_3	metric_193	0.60125
high_variance	condition_3	metric_194	0.5775
high_variance	condition_3	metric_195	0.65625
high_variance	condition_3	metric_196	0.64125
high_variance	condition_3	metric_197	0.2625
high_variance	condition_3	metric_198	0.54875
high_variance	condition_3	metric_199	0.5125
high_variance	condition_3	metric_200	0.33125
high_variance	condition_3	metric_201	0.568333333333333
high_variance	condition_3	metric_202	0.803333333333333
high_variance	condition_3	metric_203	0.79
high_variance	condition_3	metric_204	0.511666666666667
high_variance	condition_3	metric_205	0.833333333333333
high_variance	condition_3	metric_206	0.546666666666667
high_variance	condition_3	metric_207	0.788333333333333
high_variance	condition_3	metric_208	0.756666666666667
high_variance	condition_3	metric_209	0.763333333333333
high_variance	condition_3	metric_210	0.766666666666667
high_variance	condition_3	metric_211	0.803333333333333
high_variance	condition_3	metric_212	0.75
high_variance	condition_3	metric_213	0.738333333333333
high_variance	condition_3	metric_214	0.798333333333333
high_variance	condition_3	metric_215	0.791666666666667
high_variance	condition_3	metric_216	0.818333333333333
high_variance	condition_3	metric_217	0.54
high_variance	condition_3	metric_218	0.711666666666667
high_variance	condition_3	metric_219	0.798333333333333
high_variance	condition_3	metric_220	0.758333333333333
high_variance	condition_3	metric_221	0.436666666666667
high_variance	condition_3	metric_222	0.728333333333333
high_variance	condition_3	metric_223	0.72
high_variance	condition_3	metric_224	0.718333333333333
high_variance	condition_3	metric_225	0.766666666666667
high_variance	condition_3	metric_226	0.711666666666667
high_variance	condition_3	metric_227	0.46
high_variance	condition_3	metric_228	0.73
high_variance	condition_3	metric_229	0.803333333333333
high_variance	condition_3	metric_230	0.791666666666667
high_variance	condition_3	metric_231	0.495826377295493
high_variance	condition_3	metric_232	0.731666666666667
high_variance	condition_3	metric_233	0.776666666666667
high_variance	condition_3	metric_234	0.504173622704507
high_variance	condition_3	metric_235	0.658333333333333
high_variance	condition_3	metric_236	0.701666666666667
high_variance	condition_3	metric_237	0.786666666666667
high_variance	condition_3	metric_238	0.585
high_variance	condition_3	metric_239	0.79
high_variance	condition_3	metric_240	0.433333333333333
high_variance	condition_3	metric_241	0.406666666666667
high_variance	condition_3	metric_242	0.566666666666667
high_variance	condition_3	metric_243	0.731666666666667
high_variance	condition_3	metric_244	0.758333333333333
high_variance	condition_3	metric_245	0.558333333333333
high_variance	condition_3	metric_246	0.771666666666667
high_variance	condition_3	metric_247	0.733333333333333
high_variance	condition_3	metric_248	0.795
high_variance	condition_3	metric_249	0.686666666666667
high_variance	condition_3	metric_250	0.665
high_variance	condition_3	metric_251	0.486666666666667
high_variance	condition_3	metric_252	0.573333333333333
high_variance	condition_3	metric_253	0.686666666666667
high_variance	condition_3	metric_254	0.548333333333333
high_variance	condition_3	metric_255	0.741666666666667
high_variance	condition_3	metric_256	0.72
high_variance	condition_3	metric_257	0.466666666666667
