observation_id	animal_id	condition	session_phase	average_rate_hz	out_of_field_rate_hz	in_field_rate_hz	spatial_regularity_score	information_rate	spacing	orientation	speed_modulation_score
unit_session_0022	animal_04	matrix_perturbed	after_followup	0.5370370370370371	0.3657321490880756	0.9060941584231976	0.3999305391892055	0.06401468076357986	0.4778927004046554	11.309932474020224	0.10291929304144913
unit_session_0023	animal_04	matrix_perturbed	after_followup	1.5897196261682245	0.9081867797905862	2.409305296097957	0.5996440448372805	0.2991188190516379	0.4536826388054922	12.264773727892413	0.09779760534715763
unit_session_0024	animal_04	matrix_perturbed	after_followup	6.2968897266729495	5.4212839540205335	8.913977284740959	0.36809908976609096	0.30956220281181923	0.4197639431423657	10.784297867562604	0.3577763933640006
unit_session_0025	animal_04	matrix_perturbed	after_followup	0.6644674835061263	0.2406197140040941	1.5364547214840956	0.6320457455056013	0.3136562612979503	0.4404194346747252	15.255118703057793	0.0423671338374001
unit_session_0026	animal_05	reference	after_followup	2.217596229379419	1.0315198443071243	4.676081701102151	0.5267963969094087	0.7915502655885034	0.3365463644573921	51.84277341263095	0.1560391871779688
unit_session_0027	animal_05	reference	after_followup	1.793401413982718	0.767922815547563	3.290831982558253	1.044094435993668	0.3576807993699566	0.3282199028013552	52.431407971172526	0.06537609973406815
unit_session_0028	animal_05	reference	after_followup	1.525530243519246	0.9897349313899212	2.492896966990328	0.25441995884956753	0.17796533522867966	0.3420460925602879	57.26477372789241	0.13131831865434213
unit_session_0029	animal_05	reference	after_followup	1.7172034564021996	0.8917196499001855	2.902572730651236	1.0370604116724516	0.275988028874094	0.341564244167901	49.763641690726175	0.1455032376001034
unit_session_0030	animal_05	reference	after_followup	1.0340196956132497	0.4519180423276018	2.189869908167931	0.7663761294109838	0.2840936915132725	0.35070484508604244	51.84277341263095	0.16508728681661886
unit_session_0031	animal_05	reference	after_followup	0.5911047345767575	0.4048466774429578	0.9708760815572132	0.13868480054257928	0.04955159272542802	0.3544692720674167	45.0	0.1922771020145021
unit_session_0032	animal_05	reference	after_followup	0.6306821934092061	0.32332554089584103	1.2920750267394423	0.42022370038594425	0.19996411642507028	0.320794846883443	53.13010235415599	0.017554395453536282
unit_session_0033	animal_05	reference	after_followup	1.1105730072423892	0.5919954089648499	2.209721498359289	0.8938375930859459	0.22142991540122087	0.3766036452467562	53.13010235415599	0.07129844267164412
unit_session_0034	animal_05	reference	after_followup	0.3830321174631827	0.21363197110381868	0.6151079515920379	0.4166645465811387	0.055750012198652214	0.39812798762985696	53.13010235415599	0.1523455676194736
unit_session_0035	animal_05	reference	after_followup	4.484491978609626	2.7255539569621288	7.654585531549869	0.7312165774849102	0.6489366807607659	0.36479556816802416	51.84277341263095	0.08642098395318995
unit_session_0036	animal_05	reference	after_followup	1.2117647058823529	0.4979845339025413	2.845253537657695	1.0317202456288497	0.5051278246327189	0.38237651978679627	42.878903603338536	0.08312629950122809
unit_session_0037	animal_05	reference	after_followup	2.3572192513368986	0.9551350135551566	4.949776070814035	0.9656954397453222	0.7299679781993008	0.3704201119750363	49.398705354995535	0.11470484061066802
unit_session_0038	animal_05	reference	after_followup	0.372192513368984	0.18445057835856168	0.7970268700952157	0.8874409481999168	0.12351039013004413	0.35909168261390234	52.431407971172526	0.14181331549963105
unit_session_0039	animal_05	reference	after_followup	0.8283220174587779	0.4580722834982534	1.4145297034932094	0.513756918488089	0.14805869147359274	0.343139434878424	54.46232220802562	0.09662581980402286
unit_session_0040	animal_05	reference	after_followup	1.6779475982532752	0.7716364833209192	3.9757151468468512	0.5572798989205652	0.9734745089608798	0.3624914412392041	51.84277341263095	0.13106846019750087
unit_session_0041	animal_05	reference	after_followup	7.994541484716157	5.695495722538773	11.332006227501806	0.2129976833286756	0.8594789196448684	0.3660151663195896	0.0	0.06809074820667539
unit_session_0042	animal_05	reference	after_followup	5.453105968331302	3.62989567916869	9.001574305120776	0.5888320580311297	0.8365390981507751	0.34673162716015743	51.84277341263095	0.0802201513294538
unit_session_0057	animal_06	reference	before_perturbation	0.7995409334353482	0.38296344394285575	1.8529064797778003	0.6248248928953005	0.3643471876068611	0.33536682575560856	40.23635830927382	0.10316404620057648
unit_session_0058	animal_06	reference	early_followup	2.300804828973843	1.3224693967646903	4.471426316203657	0.9792578638654514	0.42989078476502096	0.32568842340787874	42.510447078000844	0.12186142554453715
unit_session_0059	animal_06	reference	mid_followup	2.0104235972499445	1.3911801577004457	2.942891229470913	0.08824302755272709	0.15685174375863092	0.3048681050512401	36.02737338510363	0.1053197914615835
unit_session_0060	animal_06	reference	after_followup	2.277173913043478	1.360480245310771	3.568359991328534	0.6277583189234177	0.21224743498505216	0.32764405720195816	50.19442890773481	0.041850839069334095
unit_session_0061	animal_07	matrix_perturbed	before_perturbation	3.0626865671641785	2.565842225396297	3.960886557725932	0.5410282669908385	0.12318436816313875	0.6651257716912858	59.036243467926475	0.016797718861983658
unit_session_0062	animal_07	matrix_perturbed	before_perturbation	4.182089552238806	2.8680492215475746	6.580806522412731	0.9916701985634716	0.40050153782538456	0.4121380113352428	46.974934010881974	-0.0018338884968879176
unit_session_0063	animal_07	matrix_perturbed	before_perturbation	1.4648221343873518	1.0602940396057516	2.1316844771851446	0.8632747462662902	0.09696824242018068	0.3905275266403652	49.08561677997488	0.06710189108469804
unit_session_0064	animal_07	matrix_perturbed	before_perturbation	2.42608695652174	1.571260381037025	4.181722259504318	0.8145162344575587	0.3623642338211339	0.39319650591896893	49.398705354995535	-0.05402388614388436
unit_session_0065	animal_07	matrix_perturbed	before_perturbation	0.8735177865612648	0.6222213635988575	1.2750537540276718	0.2617676244311499	0.1254297006608891	0.4096802062192928	50.9061411137705	0.15740928576837532
unit_session_0066	animal_07	matrix_perturbed	before_perturbation	2.230769230769231	1.1174160008086027	4.028957563454776	1.0552644247438565	0.48128790645915004	0.4135259776310806	50.9061411137705	-0.00030136397350019064
unit_session_0067	animal_07	matrix_perturbed	early_followup	2.282029950083195	1.3656706969240773	3.7688099632180982	0.9226348567306644	0.3308989657512525	0.4042002376056715	48.81407483429036	0.0887397316517812
unit_session_0068	animal_07	matrix_perturbed	early_followup	1.5599001663893508	1.0296195356692326	2.4761747954212816	0.6827066520483481	0.1667416082692323	0.4263408054344946	49.08561677997488	0.0515668294967554
unit_session_0069	animal_07	matrix_perturbed	early_followup	3.262063227953411	2.4254271838871486	4.211263084340874	0.299832037920461	0.1909836397381383	0.37637767994181104	53.74616226255522	0.039699182537508516
unit_session_0070	animal_07	matrix_perturbed	early_followup	1.8369384359401	1.555961424215721	2.368034836783461	0.42224104563583215	0.07827385956217177	0.6865434721778395	46.169139327907416	0.032604924906958564
unit_session_0071	animal_07	matrix_perturbed	early_followup	2.2579034941763734	1.7429976588039977	3.006347984032326	0.3911159404694618	0.07820226333003888	0.3987698710110883	51.34019174590991	0.02153617142896359
unit_session_0072	animal_07	matrix_perturbed	mid_followup	1.3078970718722271	0.8423434479657601	2.5420504340034924	0.9944688220374686	0.1977234185842364	0.4178508375414996	52.59464336859146	0.13861236113395334
unit_session_0073	animal_07	matrix_perturbed	after_followup	0.8482798769162531	0.5378810639725387	1.268246843529071	0.34440296249177405	0.10755899206029026	0.5545089064557415	66.03751102542182	0.09319047242878743
unit_session_0074	animal_07	matrix_perturbed	after_followup	1.6657458563535912	1.1355931817942901	3.4607953116257164	0.9465156738124916	0.4145725111878157	0.6782732982914239	46.21887523513129	0.06367144871876178
unit_session_0075	animal_07	matrix_perturbed	after_followup	2.2439024390243905	1.5798800778705144	3.725047769903993	0.7084107864065621	0.45407952522053296	0.6429078638657205	52.431407971172504	0.043933381674159264
unit_session_0076	animal_07	matrix_perturbed	after_followup	1.6784922394678492	0.9203827675571588	2.9035101577183644	0.856851876919013	0.40750919187027657	0.5750713408080392	52.30575953331083	0.02000848343865009
unit_session_0077	animal_07	matrix_perturbed	after_followup	2.7361419068736144	2.1097276896678183	3.75722124056888	0.5617774331104076	0.18506212467168925	0.51298600348299	40.10090754621224	0.09568770676853572
unit_session_0078	animal_08	matrix_perturbed	before_perturbation	1.0615384615384615	0.7954530608219741	3.906179549458352	0.5407222956431474	0.35848690662467336	0.5704358849947756	45.0	0.0938927789610907
unit_session_0079	animal_08	matrix_perturbed	before_perturbation	2.8122362869198314	2.189821613593993	3.7582983472835934	0.5211645966816493	0.22115110826832907	0.4399862451301925	34.380344723844864	-0.008657059893712005
unit_session_0080	animal_08	matrix_perturbed	before_perturbation	0.4717444717444718	0.3268565931405362	0.7420630975061219	0.3732344151561696	0.054483074912896605	0.4825285907262515	39.80557109226519	0.04250085782318132
unit_session_0081	animal_08	matrix_perturbed	before_perturbation	1.9037620297462816	1.3682438271576045	2.749861237674298	0.39002773837717497	0.1518588691526358	0.4327982841190388	36.869897645844006	0.0410698563515254
unit_session_0082	animal_08	matrix_perturbed	before_perturbation	2.164479440069991	1.697402467747376	2.8474621468376644	0.615681975189218	0.0812354804846273	0.4678963703761736	37.40535663140855	0.07296123020410654
unit_session_0083	animal_08	matrix_perturbed	before_perturbation	1.5201392599231311	0.9502696308618748	2.8942152166960518	0.19834363850879788	0.2985194381068357	0.3785304748232428	34.50852298766839	0.1747901744348737
unit_session_0084	animal_08	matrix_perturbed	before_perturbation	1.7855604005446304	1.3036931211528904	2.8284398269684776	0.82519327411759	0.20252566361220967	0.43711755496367616	31.429565614838506	0.02329482570918119
unit_session_0085	animal_08	matrix_perturbed	before_perturbation	2.4482463644140293	1.6900712645259932	3.329066100739972	0.4977076241806749	0.1573471312503352	0.4722429193357094	43.1523897340054	0.10816101042425956
unit_session_0086	animal_08	matrix_perturbed	before_perturbation	3.0581693755346446	2.607941994626008	3.732056431421898	0.5855893583367623	0.12530360388809456	0.4343288360639104	36.869897645844006	0.2742226625276948
unit_session_0087	animal_08	matrix_perturbed	early_followup	3.2211138819617617	1.6466060784860692	6.080802810880918	1.1087164277555663	0.7836541125782566	0.459545809065844	35.83765295427828	0.1752485001060116
unit_session_0088	animal_08	matrix_perturbed	early_followup	6.094763092269328	5.427918953961306	7.002598979809132	0.1368851290837575	0.08758921291020517	0.443957945274494	43.26429541107161	0.022319543436120397
unit_session_0089	animal_08	matrix_perturbed	mid_followup	6.491271820448878	5.6087270481251705	8.345878991876084	0.32872965248928626	0.1750262803845618	0.4250780718662607	30.465544919459873	0.34300864517390844
unit_session_0090	animal_08	matrix_perturbed	mid_followup	0.29343308395677475	0.13087639543956836	0.8548033555522334	0.29042579067710494	0.1683928638831781	0.4339412338159281	42.878903603338536	0.1605446042056816
unit_session_0091	animal_08	matrix_perturbed	after_followup	2.2656688493919552	1.1953777830374432	4.44662794675716	0.2264099494357788	0.7606769943178229	0.5972983024838461	37.87498365109821	0.050922144739573016
unit_session_0092	animal_08	matrix_perturbed	after_followup	2.3215077605321506	0.8677493994319792	5.489166938725744	0.7026610714079629	1.8444842603485787	0.4188376076291027	40.914383220025115	0.07487459200902627
unit_session_0093	animal_11	reference	before_perturbation	1.537168057362226	0.8583384069295258	2.4411561727406066	0.4170130781048749	0.2366553651713924	0.5227660096266835	0.0	0.08520130618991975
unit_session_0094	animal_11	reference	before_perturbation	3.4725086455788574	1.6498934148091369	9.913391413618386	0.3118902846295413	2.1034550410402053	0.5578975193431206	9.462322208025627	0.12072457947921933
unit_session_0095	animal_11	reference	before_perturbation	2.468352422348425	1.4221144235587724	4.469388483562273	0.78639315778897	0.4625979166943673	0.4883285406984916	0.0	0.08085347769500577
unit_session_0096	animal_11	reference	before_perturbation	2.243093922651933	1.012264454606122	7.444602884180652	0.6540587678322619	1.3086064015547816	0.5129450471047153	6.581944655178018	0.054833600785446135
unit_session_0097	animal_11	reference	before_perturbation	1.7348066298342542	0.9004291327890674	3.849087002189324	0.8532958171189478	0.6363721047950757	0.5115677483767656	4.236394799058845	0.08045485499323178
unit_session_0098	animal_11	reference	early_followup	0.9658494308238471	0.5480243134917377	2.018460748184845	0.5158107312938971	0.24923895440790594	0.4824215219129532	10.885527054658748	0.1753046123749698
unit_session_0099	animal_11	reference	early_followup	1.9133652227537128	0.9026873216836084	4.663623780010346	0.2958186568974753	0.743870440669608	0.5112813760761967	10.124671655397824	0.16014924808097514
unit_session_0100	animal_11	reference	early_followup	1.0675177919631993	0.5693021678478236	1.942091192466257	0.2355083503568019	0.23274196630596555	0.4865196523372863	10.491477012331607	0.07116319692070475
unit_session_0101	animal_11	reference	early_followup	0.9041817363622728	0.5525881531113165	1.4712499589839962	0.44362930765324504	0.14129847308517973	0.4718136321818849	11.309932474020224	0.14992167092476766
unit_session_0102	animal_11	reference	mid_followup	1.2133535558925983	0.9091155622252196	1.8484812281333725	0.13090187307488418	0.10402128308722257	0.5257989016455807	21.44773632710535	0.17935776286814575
unit_session_0103	animal_11	reference	after_followup	1.2378318584070795	0.5181115374630549	2.211682749561274	0.8386824581303238	0.3276952915644342	0.4713943826730769	9.462322208025627	-0.019215848831389
unit_session_0104	animal_11	reference	after_followup	2.6659292035398234	0.9578409303993524	7.30061121003174	0.5549085106253854	1.7760003319764623	0.5124864990230725	8.42696902148068	-0.00032620272263661666
unit_session_0105	animal_11	reference	after_followup	1.0459183673469388	0.8340884363934722	1.4676136311681982	0.2787670630927548	0.048415867020465575	0.5310080622326109	7.352379359892365	0.07571256723720092
unit_session_0106	animal_11	reference	after_followup	0.44019138755980863	0.19208893824835752	0.8251534845521198	0.3049456760771667	0.13771728074144776	0.5122679506049316	6.115503566285413	-0.004412250986273281
unit_session_0107	animal_11	reference	after_followup	1.1719101123595506	0.4637078462581538	3.494385411277788	0.8555702864492934	0.6906555844829017	0.5125494994731313	13.495733280795825	-0.009122798049677194
unit_session_0108	animal_11	reference	after_followup	2.601123595505618	1.23951935050638	4.361779528332508	0.4067231510335917	0.6912023334045037	0.4851809761045889	6.581944655178018	0.028279961767868757
unit_session_0109	animal_11	reference	after_followup	0.7421451787648969	0.3617282477004369	1.5241888133382246	0.7830281767595426	0.19050735525450474	0.4732018812670287	7.125016348901804	0.05561434853970256
unit_session_0110	animal_11	reference	after_followup	2.3925233644859807	1.421112015158414	5.764930995196344	0.7167194005994192	0.7264699827443742	0.4879429563486846	15.64224645720874	0.05493045098419911
unit_session_0111	animal_11	reference	after_followup	1.6878504672897197	0.9292639993721152	3.4591406438660437	0.3481407103298381	0.4665382897571723	0.4960988293203018	12.994616791916515	0.08778174309859553
unit_session_0112	animal_11	reference	after_followup	1.5289719626168223	0.8441127438298209	2.8698182534456436	0.6124188300633581	0.3904355563947592	0.4712044153044199	11.309932474020224	0.10092851930599467
unit_session_0113	animal_11	reference	after_followup	2.033644859813084	1.168095412247353	3.3372289919049467	1.0058225537213428	0.3630530837312905	0.4897659129788016	11.309932474020224	0.04722441722859928
unit_session_0114	animal_11	reference	after_followup	3.0158878504672897	1.6327388088918608	5.622331068460927	0.7738990234851509	0.7180957368775016	0.4760757407455707	13.495733280795825	-0.002281822039127756
unit_session_0115	animal_11	reference	after_followup	0.2457943925233645	0.12842718634057354	0.8192551491339886	0.1704447882096639	0.16063588241116122	0.5573143473203137	12.09475707701211	0.060036286448509626
unit_session_0116	animal_11	reference	after_followup	7.781925343811394	5.840220355472428	10.158422714573938	0.22784804022072255	0.4716766244411259	0.4852630856281966	12.528807709151524	0.13299847260152073
unit_session_0117	animal_12	reference	after_followup	1.763617677286742	0.7862869298976964	4.567866823646034	0.3767332042725525	0.8670463193933851	0.4896094566245899	0.0	0.030529469255521087
unit_session_0118	animal_13	reference	after_followup	0.4970599433140149	0.29984305515697623	0.9530063316727816	0.8444192049598062	0.15143260343119638	0.5449273375179257	24.775140568831922	0.12126833441844705
unit_session_0119	animal_13	reference	after_followup	2.050636659757181	0.8250442428154086	5.602735283084834	0.8208447682510709	1.284390040286256	0.4896457983886974	21.37062226934318	0.10603258614427462
unit_session_0120	animal_13	reference	after_followup	1.1654469309192437	0.6693716902691919	2.7814188076712867	0.1647663810289562	0.41804050566517537	0.4726842708561966	26.56505117707799	0.1053056319556468
unit_session_0121	animal_13	reference	after_followup	3.1505139811328733	1.8971162711123712	5.482456488795775	0.8929363727520903	0.6295010703050532	0.4970344932047037	24.443954780416533	0.0416264925966104
unit_session_0122	animal_13	reference	early_followup	0.9812568908489526	0.5075461662295476	1.9727542726476035	0.7682842296850595	0.3474944929813415	0.4847882270454985	26.56505117707799	0.04190899751440478
unit_session_0123	animal_13	reference	early_followup	1.0859977949283353	0.5056963191647714	2.439948718654351	0.6279141598173115	0.5671051237212499	0.4982073649302014	23.19859051364817	0.12330760388569967
unit_session_0124	animal_13	reference	early_followup	0.7982359426681367	0.2859026788186243	1.7027242030941525	0.8628002630457451	0.443297567041996	0.5207840549513125	23.49856567595209	0.03158209528689075
unit_session_0125	animal_13	reference	after_followup	1.5232558139534884	0.6914095705862912	3.3211940958607684	1.0578926010028034	0.5697646872184883	0.4855881246619587	23.49856567595209	0.02620975548954829
unit_session_0126	animal_13	reference	after_followup	2.23953488372093	1.0403285851375468	4.291024703143008	0.329996771176711	0.6976182171468497	0.4715283648520309	27.64597536373867	0.051046219760929545
unit_session_0127	animal_13	reference	after_followup	7.1905940594059405	2.8142106087253405	12.322821949788823	0.506330615145391	2.8060368438805767	0.4968920814741302	19.093492000485607	0.03095108705245412
unit_session_0128	animal_13	reference	after_followup	2.584158415841584	0.8694317380670071	7.269729996451291	1.1356092236224091	1.7374183869810762	0.480173032734922	23.49856567595209	-0.002532193385899007
unit_session_0129	animal_13	reference	after_followup	0.6614678899082569	0.2557328891557341	2.3402431407653608	1.032413432027346	0.5231822057088732	0.5232989154612969	23.49856567595209	0.11001456271477364
unit_session_0130	animal_13	reference	after_followup	2.081651376146789	1.1427713201817409	4.961505023578622	0.5315218550094329	1.0935704624040077	0.5116498308835843	23.49856567595209	0.09413933649050088
unit_session_0131	animal_13	reference	after_followup	4.210091743119266	1.468268450421615	8.443833046654284	0.9455960663041733	2.1667079527788715	0.5088137691699027	25.559965171823805	0.04159035578761869
unit_session_0132	animal_13	reference	after_followup	1.0192660550458716	0.6461197674132497	2.0201862433019	0.2735026717619658	0.2649438092958646	0.4424175267527087	28.81079374297305	0.05590037080777088
unit_session_0133	animal_13	reference	after_followup	8.479848525831756	5.891095223600071	13.380699925810232	0.9382526686767564	0.7706108185173233	0.4587893990601911	24.22774531795416	-0.016515631718435748
unit_session_0134	animal_13	reference	after_followup	4.428746800940472	2.322892446673729	7.99032703307137	0.2398691919070717	1.053916455164422	0.4498417855351254	27.64597536373867	0.12635076408361706
unit_session_0135	animal_13	reference	after_followup	2.692411726763904	1.4015456944833633	5.292491832384782	0.18426791544468785	0.8959920148354606	0.6179987166084459	24.775140568831922	0.09452765561584536
unit_session_0136	animal_13	reference	before_perturbation	0.7612419700214133	0.38647326271541294	1.7276593542181018	0.9520692777361948	0.2908055731015642	0.5031263629432353	23.49856567595209	0.07657145456721694
unit_session_0137	animal_13	reference	before_perturbation	1.3994638069705094	0.8726641998980714	2.9705317244586804	0.7381765711764648	0.30483111274116625	0.5118713273020893	24.623564786163612	0.05754069797369619
unit_session_0138	animal_13	reference	before_perturbation	1.1635388739946382	0.7173361244552372	2.274048155533444	0.8731270299283478	0.2296200718332727	0.5106687323285642	23.749494492866763	0.06386272140506684
unit_session_0139	animal_13	reference	before_perturbation	0.6447721179624665	0.42169537870212137	0.9727299815782996	0.4084062506059397	0.0790977132320714	0.4712677048463065	25.463345061871603	0.2379104630527624
unit_session_0140	animal_13	reference	before_perturbation	1.2408185793741773	0.5506866276100273	2.6313801687104665	0.953229779028066	0.4773506204427477	0.4948700115853314	20.55604521958346	0.07224525700269595
unit_session_0141	animal_09	matrix_perturbed	early_followup	0.43500725012083535	0.2056342285147171	0.9673491197396428	0.7542168869442543	0.22087902228654568	0.5420119795485699	58.240519915187214	-0.024067173844543616
unit_session_0142	animal_09	matrix_perturbed	early_followup	1.1591859864331069	0.6125646669782654	2.012817150840841	0.5367327173567815	0.29637367455860403	0.5727176481222435	65.09523119190482	-0.0463334404661372
unit_session_0143	animal_09	matrix_perturbed	early_followup	1.2408540142335704	0.6254246026959073	2.324395345983296	0.4585223980293453	0.4282012022877444	0.6082769351812621	0.0	-0.04385477444155556
unit_session_0144	animal_09	matrix_perturbed	early_followup	1.1966866114435242	0.5818140813363807	2.9108440893774787	0.3880808371874436	0.6322077756233909	0.6184243719427288	59.34933204294713	-0.011770263321708076
unit_session_0145	animal_09	matrix_perturbed	early_followup	0.6533442224037067	0.4753651952158755	0.9965590764472348	0.60409941396243	0.06201367968452867	0.6286006513777398	59.036243467926475	-0.09050904638881843
unit_session_0146	animal_09	matrix_perturbed	early_followup	0.6550109168486141	0.3352138899754983	1.3449120866926378	0.3665938488240929	0.2622636539243793	0.6081541005850221	54.24611274556325	-0.06839515048538818
unit_session_0147	animal_10	matrix_perturbed	early_followup	0.2547876769358868	0.08081281878056862	0.6246830864201453	0.3000076111629973	0.18328392372294774	0.476503972591899	52.59464336859146	0.04609896830703944
unit_session_0148	animal_10	matrix_perturbed	early_followup	2.1723563696919235	0.9824629493392688	4.225677957736104	0.7395978073534921	0.7774103446098409	0.4202874530069097	48.81407483429036	0.053243966655157
unit_session_0149	animal_10	matrix_perturbed	mid_followup	3.0283838063967727	2.083788964530064	5.0148333425952805	0.9657579171544648	0.4619076894612672	0.5308139019119281	49.89909245378777	-0.013935071301366885
