stage_index	interaction_id	cell_pair_id	association_pvalue	interaction_strength_like_value
0	interaction_0106	cell_pair_0002	0.0009	-1.41119543298445
0	interaction_0100	cell_pair_0002	0.0009	-1.46195854666634
0	interaction_0127	cell_pair_0005	0.0009	-1.48196850739783
0	interaction_0213	cell_pair_0004	0.0009	-1.49817873457909
0	interaction_0106	cell_pair_0003	0.0009	-1.50225991139091
0	interaction_0014	cell_pair_0003	0.0009	-1.51870105845243
0	interaction_0142	cell_pair_0004	0.0009	-1.53115605702536
0	interaction_0215	cell_pair_0004	0.0009	-1.54371951848927
0	interaction_0134	cell_pair_0001	0.0009	-1.59074485331516
0	interaction_0134	cell_pair_0003	0.0009	-1.61705613043101
0	interaction_0155	cell_pair_0002	0.0009	-1.62593428177746
0	interaction_0112	cell_pair_0003	0.0009	-1.65744525452268
0	interaction_0235	cell_pair_0006	0.0009	-1.65744525452268
0	interaction_0154	cell_pair_0003	0.0009	-1.73216460790238
0	interaction_0265	cell_pair_0002	0.0009	-1.73696559416621
0	interaction_0152	cell_pair_0004	0.0009	-1.7809089417538
0	interaction_0237	cell_pair_0003	0.0009	-1.78587519464715
0	interaction_0154	cell_pair_0002	0.0009	-1.78587519464715
0	interaction_0242	cell_pair_0001	0.0009	-1.8008773579864
0	interaction_0135	cell_pair_0004	0.0009	-1.83650126771712
0	interaction_0125	cell_pair_0004	0.0009	-1.87302714374223
0	interaction_0131	cell_pair_0004	0.0009	-1.89969509420431
0	interaction_0014	cell_pair_0006	0.0009	-1.90508835297453
0	interaction_0119	cell_pair_0004	0.0009	-1.93236128312464
0	interaction_0090	cell_pair_0009	0.0009	-1.97143084780323
0	interaction_0143	cell_pair_0004	0.0009	-1.97709959788992
0	interaction_0090	cell_pair_0003	0.0009	-1.99424073071132
0	interaction_0095	cell_pair_0004	0.0009	-2.0
0	interaction_0121	cell_pair_0004	0.0009	-2.0
0	interaction_0239	cell_pair_0002	0.0009	-2.04692104738749
0	interaction_0152	cell_pair_0006	0.0009	-2.07096652135414
0	interaction_0096	cell_pair_0004	0.0009	-2.07704103576383
0	interaction_0153	cell_pair_0002	0.0009	-2.08926733809709
0	interaction_0142	cell_pair_0005	0.0009	-2.11403524324603
0	interaction_0112	cell_pair_0002	0.0009	-2.1456053222469
0	interaction_0034	cell_pair_0005	0.0009	-2.23786383009889
0	interaction_0134	cell_pair_0002	0.0009	-2.23786383009889
0	interaction_0144	cell_pair_0004	0.0009	-2.25153876699596
0	interaction_0090	cell_pair_0002	0.0009	-2.26534456652099
0	interaction_0239	cell_pair_0009	0.0009	-2.28630418515664
0	interaction_0143	cell_pair_0006	0.0009	-2.31473259348316
0	interaction_0082	cell_pair_0002	0.0009	-2.36587144247496
0	interaction_0136	cell_pair_0004	0.0009	-2.41119543298445
0	interaction_0118	cell_pair_0003	0.0009	-2.44222232860507
0	interaction_0120	cell_pair_0003	0.0009	-2.53951952995999
0	interaction_0199	cell_pair_0003	0.0009	-2.55639334852439
0	interaction_0135	cell_pair_0005	0.0009	-2.59946207041627
0	interaction_0113	cell_pair_0002	0.0009	-2.65290132937773
0	interaction_0156	cell_pair_0002	0.0009	-2.8059129478837
0	interaction_0136	cell_pair_0006	0.0009	-2.88896868761126
0	interaction_0119	cell_pair_0003	0.0009	-3.30757280191029
0	interaction_0118	cell_pair_0002	0.0009	-3.36587144247496
0	interaction_0047	cell_pair_0003	0.01	0.350497247084133
0	interaction_0211	cell_pair_0006	0.01	0.136191386287144
0	interaction_0181	cell_pair_0002	0.01	0.0731347046302154
0	interaction_0170	cell_pair_0005	0.01	-0.442222328605074
0	interaction_0173	cell_pair_0001	0.01	-0.45205668870965
0	interaction_0133	cell_pair_0006	0.01	-0.612637459164004
0	interaction_0104	cell_pair_0001	0.01	-0.907792561902911
0	interaction_0110	cell_pair_0004	0.01	-0.918660372548061
0	interaction_0098	cell_pair_0001	0.01	-0.940644722383579
0	interaction_0150	cell_pair_0001	0.01	-0.960159735468209
0	interaction_0276	cell_pair_0005	0.01	-0.99136969485656
0	interaction_0184	cell_pair_0005	0.01	-1.02914634565952
0	interaction_0005	cell_pair_0002	0.01	-1.09541956507868
0	interaction_0238	cell_pair_0004	0.01	-1.14241704461585
0	interaction_0172	cell_pair_0004	0.01	-1.17788172527066
0	interaction_0172	cell_pair_0003	0.01	-1.20756106993536
0	interaction_0155	cell_pair_0001	0.01	-1.2446850959549
0	interaction_0126	cell_pair_0005	0.01	-1.30757280191029
0	interaction_0132	cell_pair_0002	0.01	-1.32915966411844
0	interaction_0129	cell_pair_0005	0.01	-1.35845397091248
0	interaction_0074	cell_pair_0004	0.01	-1.41503749927884
0	interaction_0157	cell_pair_0004	0.01	-1.49005085369569
0	interaction_0128	cell_pair_0002	0.01	-1.49005085369569
0	interaction_0100	cell_pair_0003	0.01	-1.55639334852439
0	interaction_0035	cell_pair_0004	0.01	-1.59946207041627
0	interaction_0190	cell_pair_0006	0.01	-1.83135796444116
0	interaction_0258	cell_pair_0005	0.01	-1.84684321193858
0	interaction_0237	cell_pair_0002	0.01	-2.01158797427521
0	interaction_0126	cell_pair_0004	0.01	-2.1456053222469
0	interaction_0189	cell_pair_0006	0.01	-2.21089678249862
0	interaction_0112	cell_pair_0001	0.01	-2.30757280191029
0	interaction_0118	cell_pair_0005	0.01	-2.32915966411844
0	interaction_0256	cell_pair_0006	0.01	-2.37332724739401
0	interaction_0120	cell_pair_0005	0.01	-2.41888982477445
0	interaction_0011	cell_pair_0005	0.01	-2.78587519464715
0	interaction_0158	cell_pair_0001	0.02	0.24731993497982
0	interaction_0047	cell_pair_0005	0.02	0.242450073677701
0	interaction_0049	cell_pair_0003	0.02	0.160920188181103
0	interaction_0049	cell_pair_0005	0.02	0.037030730944967
0	interaction_0021	cell_pair_0002	0.02	-0.844250767322055
0	interaction_0278	cell_pair_0001	0.02	-0.948975996975533
0	interaction_0010	cell_pair_0002	0.02	-1.09541956507868
0	interaction_0285	cell_pair_0005	0.02	-1.27229732716276
0	interaction_0238	cell_pair_0005	0.02	-1.41119543298445
0	interaction_0090	cell_pair_0004	0.02	-2.15200309344505
0	interaction_0236	cell_pair_0003	0.02	-2.36587144247496
0	interaction_0255	cell_pair_0004	0.02	-2.8059129478837
0	interaction_0119	cell_pair_0005	0.02	-2.96578428466209
0	interaction_0118	cell_pair_0004	0.02	-3.12029423371771
0	interaction_0121	cell_pair_0003	0.02	-3.50635266602479
0	interaction_0192	cell_pair_0006	0.03	-0.115597447016313
0	interaction_0062	cell_pair_0004	0.03	-0.132894270497345
0	interaction_0070	cell_pair_0004	0.03	-0.926865295369785
0	interaction_0224	cell_pair_0002	0.03	-1.02914634565952
0	interaction_0103	cell_pair_0001	0.03	-1.15200309344505
0	interaction_0064	cell_pair_0002	0.03	-1.24810786159569
0	interaction_0271	cell_pair_0004	0.03	-1.3040061868901
0	interaction_0106	cell_pair_0004	0.03	-1.71311885221184
0	interaction_0033	cell_pair_0004	0.03	-1.7178567712185
0	interaction_0237	cell_pair_0004	0.03	-1.7178567712185
0	interaction_0109	cell_pair_0003	0.03	-1.72737954533701
0	interaction_0154	cell_pair_0004	0.03	-1.78587519464715
0	interaction_0154	cell_pair_0005	0.03	-2.0350469470992
0	interaction_0090	cell_pair_0005	0.03	-2.07704103576383
0	interaction_0239	cell_pair_0006	0.03	-2.28630418515664
0	interaction_0242	cell_pair_0005	0.03	-2.50635266602479
0	interaction_0121	cell_pair_0005	0.03	-3.10780328953451
0	interaction_0114	cell_pair_0004	0.04	3.70851834455008
0	interaction_0114	cell_pair_0004	0.04	3.70851834455008
0	interaction_0060	cell_pair_0003	0.04	0.55581615506164
0	interaction_0060	cell_pair_0005	0.04	0.462575888042204
0	interaction_0272	cell_pair_0006	0.04	0.241230035515445
0	interaction_0047	cell_pair_0004	0.04	0.0935601761623378
0	interaction_0051	cell_pair_0005	0.04	-0.314732593483158
0	interaction_0275	cell_pair_0001	0.04	-0.56277226108709
0	interaction_0089	cell_pair_0002	0.04	-0.727379545337008
0	interaction_0170	cell_pair_0001	0.04	-0.828793172581858
0	interaction_0179	cell_pair_0006	0.04	-0.994240730711315
0	interaction_0281	cell_pair_0005	0.04	-1.31114825613412
0	interaction_0106	cell_pair_0005	0.04	-1.31473259348316
0	interaction_0176	cell_pair_0004	0.04	-1.72737954533701
0	interaction_0175	cell_pair_0004	0.04	-1.9378782880922
0	interaction_0154	cell_pair_0009	0.04	-2.16488438474178
0	interaction_0236	cell_pair_0002	0.04	-2.7178567712185
0	interaction_0125	cell_pair_0005	0.04	-2.84684321193858
0	interaction_0242	cell_pair_0009	0.04	-2.94341647163363
0	interaction_0181	cell_pair_0006	0.05	0.402722176845605
0	interaction_0051	cell_pair_0003	0.05	-0.158429362604483
0	interaction_0089	cell_pair_0006	0.05	-0.603840510926845
0	interaction_0280	cell_pair_0001	0.05	-0.739372091873301
0	interaction_0276	cell_pair_0003	0.05	-1.2584251525812
0	interaction_0110	cell_pair_0006	0.05	-1.2584251525812
0	interaction_0245	cell_pair_0003	0.05	-1.35475948735473
0	interaction_0148	cell_pair_0001	0.05	-1.44614803181887
0	interaction_0184	cell_pair_0004	0.05	-1.47393118833241
0	interaction_0018	cell_pair_0004	0.05	-1.54371951848927
0	interaction_0100	cell_pair_0004	0.05	-1.77102743023984
0	interaction_0101	cell_pair_0002	0.05	-1.79085860216141
0	interaction_0003	cell_pair_0002	0.05	-1.94897599697553
0	interaction_0117	cell_pair_0005	0.05	-2.07096652135414
0	interaction_0236	cell_pair_0004	0.05	-2.26534456652099
0	interaction_0131	cell_pair_0002	0.05	-2.28630418515664
1	interaction_0058	cell_pair_0004	0.0009	3.24061962931176
1	interaction_0058	cell_pair_0003	0.0009	3.22373144513811
1	interaction_0058	cell_pair_0008	0.0009	3.21085638647193
1	interaction_0058	cell_pair_0006	0.0009	3.202260983562
1	interaction_0059	cell_pair_0006	0.0009	3.18760940922653
1	interaction_0058	cell_pair_0002	0.0009	3.16719733386726
1	interaction_0058	cell_pair_0001	0.0009	3.16108148227718
1	interaction_0224	cell_pair_0008	0.0009	2.9297909977186
1	interaction_0186	cell_pair_0004	0.0009	2.76786663217663
1	interaction_0186	cell_pair_0008	0.0009	2.73357127092638
1	interaction_0186	cell_pair_0003	0.0009	2.72071624252113
1	interaction_0186	cell_pair_0002	0.0009	2.7158933705476
1	interaction_0188	cell_pair_0002	0.0009	2.71325590173097
1	interaction_0188	cell_pair_0001	0.0009	2.71237567288067
1	interaction_0231	cell_pair_0004	0.0009	2.6742346477937
1	interaction_0224	cell_pair_0004	0.0009	2.67378253401974
1	interaction_0231	cell_pair_0001	0.0009	2.6544355408454
1	interaction_0231	cell_pair_0008	0.0009	2.62011716502868
1	interaction_0231	cell_pair_0002	0.0009	2.58712492187178
1	interaction_0231	cell_pair_0003	0.0009	2.56364626948406
1	interaction_0231	cell_pair_0006	0.0009	2.54349588342577
1	interaction_0162	cell_pair_0008	0.0009	2.51702367206458
1	interaction_0162	cell_pair_0004	0.0009	2.5119739817818
1	interaction_0051	cell_pair_0004	0.0009	2.49287864820573
1	interaction_0051	cell_pair_0003	0.0009	2.46414545669119
1	interaction_0162	cell_pair_0005	0.0009	2.44493204894218
1	interaction_0051	cell_pair_0008	0.0009	2.4425454561053
1	interaction_0051	cell_pair_0006	0.0009	2.42787430679269
1	interaction_0052	cell_pair_0006	0.0009	2.4027221768456
1	interaction_0051	cell_pair_0002	0.0009	2.36737106564853
1	interaction_0051	cell_pair_0001	0.0009	2.35670725293538
1	interaction_0164	cell_pair_0004	0.0009	2.31701457402145
1	interaction_0165	cell_pair_0004	0.0009	2.29425313644451
1	interaction_0167	cell_pair_0004	0.0009	2.29425313644451
1	interaction_0160	cell_pair_0006	0.0009	2.28924428515664
1	interaction_0165	cell_pair_0008	0.0009	2.28036248997378
1	interaction_0165	cell_pair_0003	0.0009	2.26573692621362
1	interaction_0161	cell_pair_0008	0.0009	2.2603268134703
1	interaction_0165	cell_pair_0001	0.0009	2.24974871508357
1	interaction_0167	cell_pair_0001	0.0009	2.24974871508357
1	interaction_0049	cell_pair_0004	0.0009	2.23235376773903
1	interaction_0167	cell_pair_0008	0.0009	2.22928027905873
1	interaction_0161	cell_pair_0006	0.0009	2.22650852980868
1	interaction_0166	cell_pair_0001	0.0009	2.22620022869822
1	interaction_0165	cell_pair_0002	0.0009	2.22496636500027
1	interaction_0167	cell_pair_0002	0.0009	2.22496636500027
1	interaction_0164	cell_pair_0008	0.0009	2.22465773412074
1	interaction_0165	cell_pair_0006	0.0009	2.21878116778407
1	interaction_0049	cell_pair_0003	0.0009	2.19817980675019
1	interaction_0049	cell_pair_0008	0.0009	2.17184731357334
1	interaction_0049	cell_pair_0006	0.0009	2.15412950079018
1	interaction_0050	cell_pair_0006	0.0009	2.12366619645382
1	interaction_0174	cell_pair_0003	0.0009	2.11370049916473
1	interaction_0049	cell_pair_0002	0.0009	2.08065766334523
1	interaction_0049	cell_pair_0001	0.0009	2.06763871687536
1	interaction_0174	cell_pair_0004	0.0009	1.95121476442072
1	interaction_0174	cell_pair_0002	0.0009	1.6999957436674
1	interaction_0047	cell_pair_0004	0.0009	1.55581615506164
1	interaction_0047	cell_pair_0003	0.0009	1.50080205305716
1	interaction_0060	cell_pair_0004	0.0009	1.48181557361786
1	interaction_0047	cell_pair_0008	0.0009	1.45785691041377
1	interaction_0047	cell_pair_0006	0.0009	1.42867840994823
1	interaction_0060	cell_pair_0003	0.0009	1.42384705459843
1	interaction_0060	cell_pair_0008	0.0009	1.37851162325373
1	interaction_0048	cell_pair_0006	0.0009	1.37795663381011
1	interaction_0060	cell_pair_0006	0.0009	1.34766565630097
1	interaction_0047	cell_pair_0002	0.0009	1.3050950106667
1	interaction_0061	cell_pair_0006	0.0009	1.29395897902869
1	interaction_0047	cell_pair_0001	0.0009	1.28273632027634
1	interaction_0181	cell_pair_0006	0.0009	1.25942315228141
1	interaction_0070	cell_pair_0004	0.0009	1.16542962042419
1	interaction_0070	cell_pair_0003	0.0009	1.09288396567848
1	interaction_0070	cell_pair_0008	0.0009	1.03562390973072
1	interaction_0070	cell_pair_0006	0.0009	0.996388746447621
1	interaction_0071	cell_pair_0006	0.0009	0.927517246198476
1	interaction_0074	cell_pair_0004	0.0009	0.887525270741587
1	interaction_0062	cell_pair_0004	0.0009	0.845590408847855
1	interaction_0070	cell_pair_0002	0.0009	0.827006009638977
1	interaction_0074	cell_pair_0003	0.0009	0.799087306074004
1	interaction_0070	cell_pair_0001	0.0009	0.795766947782392
1	interaction_0062	cell_pair_0003	0.0009	0.754459973625479
1	interaction_0074	cell_pair_0008	0.0009	0.728573602559365
1	interaction_0170	cell_pair_0001	0.0009	0.695102985640479
1	interaction_0062	cell_pair_0008	0.0009	0.681674141792833
1	interaction_0074	cell_pair_0006	0.0009	0.679874147746623
1	interaction_0259	cell_pair_0008	0.0009	0.642470537315822
1	interaction_0259	cell_pair_0004	0.0009	0.623866861852698
1	interaction_0075	cell_pair_0006	0.0009	0.593592805864596
1	interaction_0063	cell_pair_0006	0.0009	0.542010355536609
1	interaction_0170	cell_pair_0004	0.0009	0.531069492725954
1	interaction_0068	cell_pair_0004	0.0009	0.496717987935177
1	interaction_0076	cell_pair_0004	0.0009	0.488515008957812
1	interaction_0268	cell_pair_0008	0.0009	0.481298941547565
1	interaction_0074	cell_pair_0002	0.0009	0.465713319595964
1	interaction_0268	cell_pair_0004	0.0009	0.460480470040011
1	interaction_0074	cell_pair_0001	0.0009	0.425459304765355
1	interaction_0181	cell_pair_0003	0.0009	0.423309237242387
1	interaction_0173	cell_pair_0001	0.0009	0.412510571249805
1	interaction_0068	cell_pair_0003	0.0009	0.37851162325373
1	interaction_0076	cell_pair_0003	0.0009	0.369606070031838
1	interaction_0148	cell_pair_0004	0.0009	0.368489000645104
1	interaction_0259	cell_pair_0005	0.0009	0.358396261956654
1	interaction_0068	cell_pair_0008	0.0009	0.283329168051641
1	interaction_0076	cell_pair_0008	0.0009	0.273814244587037
1	interaction_0255	cell_pair_0008	0.0009	0.270229907237998
1	interaction_0170	cell_pair_0008	0.0009	0.24731993497982
1	interaction_0041	cell_pair_0004	0.0009	0.24000896473507
1	interaction_0068	cell_pair_0006	0.0009	0.216610068742442
1	interaction_0173	cell_pair_0004	0.0009	0.209141397838592
1	interaction_0076	cell_pair_0006	0.0009	0.206643223983395
1	interaction_0158	cell_pair_0002	0.0009	0.186500557644495
1	interaction_0248	cell_pair_0003	0.0009	0.183962834842595
1	interaction_0170	cell_pair_0006	0.0009	0.140124223909071
1	interaction_0255	cell_pair_0006	0.0009	0.130930869826449
1	interaction_0256	cell_pair_0001	0.0009	0.128293401009818
1	interaction_0194	cell_pair_0003	0.0009	0.12565110166152
1	interaction_0170	cell_pair_0002	0.0009	0.111031312388744
1	interaction_0041	cell_pair_0003	0.0009	0.0976107966264223
1	interaction_0069	cell_pair_0006	0.0009	0.0976107966264223
1	interaction_0077	cell_pair_0006	0.0009	0.0867837661420667
1	interaction_0181	cell_pair_0002	0.0009	0.0854246562526777
1	interaction_0078	cell_pair_0004	0.0009	0.00432160595009347
1	interaction_0198	cell_pair_0003	0.0009	0.00144197417390632
1	interaction_0041	cell_pair_0008	0.0009	-0.0188780102056894
1	interaction_0170	cell_pair_0003	0.0009	-0.0350469470992008
1	interaction_0184	cell_pair_0006	0.0009	-0.0619024389259069
1	interaction_0194	cell_pair_0008	0.0009	-0.0785636691937021
1	interaction_0043	cell_pair_0004	0.0009	-0.0831412353002459
1	interaction_0226	cell_pair_0005	0.0009	-0.0877333719335504
1	interaction_0068	cell_pair_0002	0.0009	-0.0877333719335504
1	interaction_0076	cell_pair_0002	0.0009	-0.100051013810328
1	interaction_0261	cell_pair_0006	0.0009	-0.109358756036556
1	interaction_0045	cell_pair_0004	0.0009	-0.112474729258412
1	interaction_0035	cell_pair_0004	0.0009	-0.125006361067033
1	interaction_0097	cell_pair_0004	0.0009	-0.125006361067033
1	interaction_0173	cell_pair_0008	0.0009	-0.15360697914764
1	interaction_0078	cell_pair_0003	0.0009	-0.163267919540864
1	interaction_0122	cell_pair_0004	0.0009	-0.172993990361023
1	interaction_0184	cell_pair_0004	0.0009	-0.181149439104566
1	interaction_0184	cell_pair_0005	0.0009	-0.205896101440252
1	interaction_0184	cell_pair_0008	0.0009	-0.214240225572989
1	interaction_0123	cell_pair_0008	0.0009	-0.22431729826094
1	interaction_0018	cell_pair_0008	0.0009	-0.227692025041597
