parameter_index	solver_family_id	progress_index	normalised_distance_like_value
35	1	2	0.05294293485220787
36	0	0	0.5654230465909508
36	0	1	0.5605588178294364
36	0	2	0.4292561667478817
36	1	0	0.4277639150530366
36	1	1	0.04271938843763784
36	1	2	0.04273644459174741
37	0	0	0.500073595648682
37	0	1	0.49958802082635734
37	0	2	0.3714549313871007
37	1	0	0.46769576797354373
37	1	1	0.03959757979138294
37	1	2	0.039675286502094384
38	0	0	0.6331852842296932
38	0	1	0.6339508601171518
38	0	2	0.4386386295273593
38	1	0	0.40365306763443354
38	1	1	0.03891272089433184
38	1	2	0.10185819067114016
39	0	0	0.6426869428813846
39	0	1	0.626697175549043
39	0	2	0.4545312841649356
39	1	0	0.44739503345467074
39	1	1	0.0320398776470138
39	1	2	0.05897343192144523
40	0	0	0.6237661673243626
40	0	1	0.6173812517503539
40	0	2	0.37891889553669744
40	1	0	0.4898792557991986
40	1	1	0.05116982736045801
40	1	2	0.06176360626650822
41	0	0	0.6869087489734037
41	0	1	0.6389688351915735
41	0	2	0.4400509535066215
41	1	0	0.45701012897626403
41	1	1	0.1027801301007198
41	1	2	0.10020716494243787
42	0	0	0.6914677687023526
42	0	1	0.6652313254800004
42	0	2	0.5005204546233394
42	1	0	0.49804563395160506
42	1	1	0.06939368650358246
42	1	2	0.11300548772390699
43	0	0	0.49728948128018813
43	0	1	0.4972893239342788
43	0	2	0.4744702118152093
43	1	0	0.49505538428888923
43	1	1	0.1677330663076689
43	1	2	0.16770182378110993
44	0	0	0.587549049576576
44	0	1	0.5421831669965185
44	0	2	0.4322589692075431
44	1	0	0.46914639803576724
44	1	1	0.048945761983461414
44	1	2	0.04894584882950996
45	0	0	0.6717068561875507
45	0	1	0.661812965906293
45	0	2	0.458188475017668
45	1	0	0.3723647335680357
45	1	1	0.09480886029670495
45	1	2	0.10410645540399296
46	0	0	0.8365585197480887
46	0	1	0.8681120828129207
46	0	2	0.38274699441727533
46	1	0	0.4876435197806548
46	1	1	0.11055017454719082
46	1	2	0.11041377260000228
47	0	0	0.5928130228270129
47	0	1	0.6456995177353693
47	0	2	0.44197157744980603
47	1	0	0.3822771427133729
47	1	1	0.028214458624959096
47	1	2	0.028138052621172943
48	0	0	0.6122936120559717
48	0	1	0.5780047096978405
48	0	2	0.38022750444043985
48	1	0	0.47563708788233844
48	1	1	0.04721197147129551
48	1	2	0.046966299626086186
49	0	0	0.6267471321585629
49	0	1	0.6269131239283918
49	0	2	0.452477827218554
49	1	0	0.4437997212056342
49	1	1	0.059381223443843195
49	1	2	0.05938122234901848
50	0	0	0.7955599409426394
50	0	1	0.6897300733943325
50	0	2	0.4250984077716937
50	1	0	0.47958618125450814
50	1	1	0.050172273510695184
50	1	2	0.05018528171974811
51	0	0	0.6059159140314012
51	0	1	0.5587366912383704
51	0	2	0.40918655031140916
51	1	0	0.4222206307577404
51	1	1	0.0228233668593322
51	1	2	0.02274777664814709
52	0	0	0.49816012746393057
52	0	1	0.48542487054184424
52	0	2	0.42952107916001037
52	1	0	0.4731253654592533
52	1	1	0.0384530282552142
52	1	2	0.038513049423031964
53	0	0	0.6157676794983897
53	0	1	0.6231845249169692
53	0	2	0.4592783916294526
53	1	0	0.4648832908625219
53	1	1	0.16972825821543508
53	1	2	0.16967005266109786
54	0	0	0.6685742661520804
54	0	1	0.6393398463607876
54	0	2	0.4349051148558888
54	1	0	0.46929163291497455
54	1	1	0.08446607418353587
54	1	2	0.0844661780891895
55	0	0	0.6562870581324047
55	0	1	0.6327323010583674
55	0	2	0.36547923277507427
55	1	0	0.4208904179613302
55	1	1	0.11252884827438527
55	1	2	0.11252876117919629
56	0	0	0.5607976159987011
56	0	1	0.568500401638586
56	0	2	0.4373676955699709
56	1	0	0.4936791625613908
56	1	1	0.20530141159224655
56	1	2	0.21244438042493508
57	0	0	0.6475866474505141
57	0	1	0.6293823406058957
57	0	2	0.46476975967168166
57	1	0	0.39358456862742175
57	1	1	0.06566839949210419
57	1	2	0.05987223839928929
58	0	0	0.6937831271476529
58	0	1	0.6908533206078256
58	0	2	0.46409004055391956
58	1	0	0.4650251110521942
58	1	1	0.06685096014128616
58	1	2	0.07416613314763784
59	0	0	0.585944112746076
59	0	1	0.5678715720639629
59	0	2	0.46730181306445734
59	1	0	0.34229842178071745
59	1	1	0.02634157752946173
59	1	2	0.02373390051138073
60	0	0	0.5649913773585743
60	0	1	0.5145989585390106
60	0	2	0.40817730035097133
60	1	0	0.4024636398712811
60	1	1	0.03223405517453051
60	1	2	0.030832277384023707
61	0	0	0.6398800585785027
61	0	1	0.6380189906781653
61	0	2	0.42596471889200216
61	1	0	0.4613048823010083
61	1	1	0.052209184226608335
61	1	2	0.0522062073216326
62	0	0	0.5709862970192723
62	0	1	0.5851547402605909
62	0	2	0.4260013139284424
62	1	0	0.49341424209330204
62	1	1	0.03889590980586349
62	1	2	0.038830991573502505
63	0	0	0.5759623702498169
63	0	1	0.5250847163477897
63	0	2	0.4796268699564029
63	1	0	0.48232437815320245
63	1	1	0.04903598133300846
63	1	2	0.04913690912666156
64	0	0	0.714652072641933
64	0	1	0.6077186417287024
64	0	2	0.40429282875910877
64	1	0	0.4646956855853977
64	1	1	0.043870770840329615
64	1	2	0.056230300075006914
65	0	0	0.6115233363315868
65	0	1	0.5752310208530687
65	0	2	0.47788620893840583
65	1	0	0.46744152958637125
65	1	1	0.07135891126904478
65	1	2	0.07297460049469606
66	0	0	0.6346817333649014
66	0	1	0.5517341746815378
66	0	2	0.32910933625966937
66	1	0	0.4166038811962967
66	1	1	0.03816740128128543
66	1	2	0.036149381820368504
67	0	0	0.6164341603620253
67	0	1	0.6143895671253261
67	0	2	0.42424962992022175
67	1	0	0.46745189284581506
67	1	1	0.07040984280566318
67	1	2	0.07212075039324051
68	0	0	0.614390471866948
68	0	1	0.6079187569097113
68	0	2	0.49030366296998124
68	1	0	0.46274300780153327
68	1	1	0.07424712606661885
68	1	2	0.07656557594937449
69	0	0	0.6888608620203283
69	0	1	0.6523459678587775
69	0	2	0.3909009188257806
69	1	0	0.3808007620445877
69	1	1	0.025825978005403205
69	1	2	0.025806789925097287
70	0	0	0.49491343698937684
70	0	1	0.4951074910649059
70	0	2	0.45302582684340575
70	1	0	0.4379778378998409
70	1	1	0.16974923654095073
70	1	2	0.16970903592545922
71	0	0	0.505419895698511
71	0	1	0.5004705864419361
71	0	2	0.4277895832456751
71	1	0	0.41782027550892953
71	1	1	0.1293944313602186
71	1	2	0.12942317103339374
72	0	0	0.6062118341333873
72	0	1	0.6087966599617709
72	0	2	0.3400738956912543
72	1	0	0.46179031838178874
72	1	1	0.10983809460192584
72	1	2	0.1098340761598304
73	0	0	0.7516652483986033
73	0	1	0.6276163326660789
73	0	2	0.3981714180566547
73	1	0	0.4361766106241591
73	1	1	0.01964477259564426
73	1	2	0.020605192914713383
74	0	0	0.5289749795930209
74	0	1	0.5066762564918619
74	0	2	0.4308808678388518
74	1	0	0.4502215146809563
74	1	1	0.02304502579326541
74	1	2	0.02304502024711383
75	0	0	0.555228202364161
75	0	1	0.5336429884775814
75	0	2	0.4783127178039828
75	1	0	0.4688212531023846
75	1	1	0.155144898880277
75	1	2	0.1566521582074323
76	0	0	0.4999735809629371
76	0	1	0.48741274349642194
76	0	2	0.4366633437766586
76	1	0	0.46373380357262084
76	1	1	0.039375497045166935
76	1	2	0.03890619660923403
77	0	0	0.6734553200597253
77	0	1	0.6562448161567309
77	0	2	0.4746313498630487
77	1	0	0.387762791161542
77	1	1	0.04508195432763834
77	1	2	0.04581773368660899
78	0	0	0.6279562727260217
78	0	1	0.620953897365782
78	0	2	0.4789019659107051
78	1	0	0.49451080159267286
78	1	1	0.06782249925908347
78	1	2	0.07076874786194108
79	0	0	0.5194902240119971
79	0	1	0.49570113015237294
79	0	2	0.43880175802204935
79	1	0	0.45533592872173617
79	1	1	0.024305091672809545
79	1	2	0.024279676665374936
80	0	0	0.49132524095846997
80	0	1	0.4913252624717038
80	0	2	0.43375263679867304
80	1	0	0.40625256387777814
80	1	1	0.03786801016102846
80	1	2	0.037879728889241335
81	0	0	0.4855642420225965
81	0	1	0.4784492905962201
81	0	2	0.4649398576606156
81	1	0	0.42567574614458487
81	1	1	0.0369769632614763
81	1	2	0.03697696196033794
82	0	0	0.6348319926460497
82	0	1	0.6269034471732795
82	0	2	0.4529121064365753
82	1	0	0.44349382082487676
82	1	1	0.05194672932580069
82	1	2	0.051543414197747967
83	0	0	0.518926903145955
83	0	1	0.5186156252750276
83	0	2	0.4509933772283683
83	1	0	0.42304762366305976
83	1	1	0.04847649428062675
83	1	2	0.0484764576197845
84	0	0	0.5905535208823793
84	0	1	0.579834451491231
84	0	2	0.40100663040522055
84	1	0	0.3368786892864547
84	1	1	0.03193258334484371
84	1	2	0.03064948074687414
85	0	0	0.648046314438697
85	0	1	0.6432865040256681
85	0	2	0.42514101937357496
85	1	0	0.4791065997293094
85	1	1	0.0849868851095426
85	1	2	0.08636728905579774
86	0	0	0.48366089284313796
86	0	1	0.48366092699795626
86	0	2	0.4627407280534073
86	1	0	0.41773753220952825
86	1	1	0.04142129544349896
86	1	2	0.041419583381056196
87	0	0	0.4759325590651182
87	0	1	0.47593255915737737
87	0	2	0.43704254814273835
87	1	0	0.47277448641436676
87	1	1	0.03719558101280221
87	1	2	0.03719558082410539
88	0	0	0.5044706947569725
88	0	1	0.4938536788923579
88	0	2	0.3790251951949889
88	1	0	0.40845057879906255
88	1	1	0.04423815115928058
88	1	2	0.04423812292354409
89	0	0	0.49963983770525916
89	0	1	0.49963719371668613
89	0	2	0.4808137981147586
89	1	0	0.465309803865701
89	1	1	0.05095973759715522
89	1	2	0.051001063443419925
90	0	0	0.5437423432154981
90	0	1	0.5293963995633338
90	0	2	0.3892926641290075
90	1	0	0.45011360880507606
90	1	1	0.03582213410806365
90	1	2	0.0353696064149014
91	0	0	0.5932958876627676
91	0	1	0.5801530737624871
91	0	2	0.3541393876090814
91	1	0	0.4495672212560572
91	1	1	0.06427071333856078
91	1	2	0.06513808912820993
92	0	0	0.8027765645630592
92	0	1	0.47526106445361593
92	0	2	0.3700933583779788
92	1	0	0.4212629048626584
92	1	1	0.04919544386626164
92	1	2	0.049195277118677536
93	0	0	0.5323563030577646
93	0	1	0.5347260272838638
93	0	2	0.4529331231071352
93	1	0	0.4901057437821469
93	1	1	0.17740013693237738
93	1	2	0.17740012170295438
94	0	0	0.6320527121173645
94	0	1	0.5593608307419962
94	0	2	0.42015402919442335
94	1	0	0.3846709489782116
94	1	1	0.02893971108305682
94	1	2	0.0289336698373035
95	0	0	0.570688278442934
95	0	1	0.5350907433098627
95	0	2	0.3924907963398113
95	1	0	0.4275948669860542
95	1	1	0.03786919601145776
95	1	2	0.0378670663106649
96	0	0	0.4964992758551642
96	0	1	0.49635924479381777
96	0	2	0.368238320870622
96	1	0	0.48754853649688573
96	1	1	0.032592303595922356
96	1	2	0.03264672748472275
97	0	0	0.5788857150033941
97	0	1	0.5429444725369645
97	0	2	0.39552764378388855
97	1	0	0.42692760542650215
97	1	1	0.041915346366407064
97	1	2	0.04191533864132414
98	0	0	0.49885250156250494
98	0	1	0.49832446210004794
98	0	2	0.4834370274751886
98	1	0	0.4785245297653798
98	1	1	0.06225361662262413
98	1	2	0.06220489356622476
99	0	0	0.5792456439157567
99	0	1	0.5546968480106517
99	0	2	0.49832659019288494
99	1	0	0.43445254155857815
99	1	1	0.02393466669824279
99	1	2	0.023975641501690917
100	0	0	0.6184583783895401
100	0	1	0.6158715617921693
100	0	2	0.4519421914112736
100	1	0	0.4807531186764724
100	1	1	0.06018110549693874
100	1	2	0.06034687535940379
101	0	0	0.526430485198454
101	0	1	0.4838610432000416
101	0	2	0.3303978026448752
101	1	0	0.37245361494515444
101	1	1	0.03835605970001098
101	1	2	0.03834314418631686
102	0	0	0.6329545274712253
102	0	1	0.6293597060110028
102	0	2	0.45239001648009936
102	1	0	0.4738576501775125
102	1	1	0.07508129252389992
102	1	2	0.07426617517660027
103	0	0	0.546881217503721
103	0	1	0.5557015468604557
103	0	2	0.4893271574721928
103	1	0	0.3552639487153821
103	1	1	0.027147095744741626
103	1	2	0.023677309294986362
104	0	0	0.6158803448765675
104	0	1	0.607873478587686
104	0	2	0.3744406801153446
104	1	0	0.4320270456031022
104	1	1	0.03947354615610696
104	1	2	0.03560619230062802
105	0	0	0.5728592165300717
105	0	1	0.5164954621800575
105	0	2	0.36513873137374675
105	1	0	0.4668770117182714
105	1	1	0.03907559929633325
105	1	2	0.039006241946051984
106	0	0	0.565158521941695
106	0	1	0.5341993953934681
106	0	2	0.4637852064877087
106	1	0	0.4480917700126787
106	1	1	0.050995677075511656
106	1	2	0.05120594524053493
107	0	0	0.5207737529665478
107	0	1	0.4861476800476535
107	0	2	0.47257658911116707
107	1	0	0.4677001315191964
107	1	1	0.02650561709172365
107	1	2	0.02643849913980105
108	0	0	0.5489534184872367
108	0	1	0.5613809879789086
108	0	2	0.4132898322973007
108	1	0	0.40582565031440626
108	1	1	0.020016514286414766
108	1	2	0.020119729779567594
109	0	0	0.5359966231885402
109	0	1	0.521000593754484
109	0	2	0.4631090437528341
109	1	0	0.4348785623131824
109	1	1	0.07488878836912759
109	1	2	0.07484212399846321
110	0	0	0.6182769116361766
110	0	1	0.6182268033862528
110	0	2	0.39886989538708223
110	1	0	0.39478296103707866
110	1	1	0.0626705211713312
110	1	2	0.0681537974115549
111	0	0	0.6279514978435285
111	0	1	0.6243980646426599
111	0	2	0.33993996894188894
111	1	0	0.45881984621516253
111	1	1	0.06199407825430858
111	1	2	0.060311598710410114
112	0	0	0.5486741620363309
112	0	1	0.5372954248795273
112	0	2	0.3865779711501957
112	1	0	0.40678261838371
112	1	1	0.031587632975874136
112	1	2	0.03127464828452692
113	0	0	0.5586020623849881
113	0	1	0.554658962189672
113	0	2	0.4845587871758555
113	1	0	0.47396502238554444
113	1	1	0.05494430435912989
113	1	2	0.05483914189046693
114	0	0	0.5509476437970265
114	0	1	0.5313538328694611
114	0	2	0.40292608092879567
114	1	0	0.4949419528825695
114	1	1	0.05964142399340301
114	1	2	0.059393881499241644
115	0	0	0.6122722917911857
115	0	1	0.6096935711336332
115	0	2	0.44199121964680055
115	1	0	0.4419749541996385
115	1	1	0.05344925030099362
115	1	2	0.05344949858296212
116	0	0	0.4897116543031216
116	0	1	0.4877366901914424
116	0	2	0.3870043896692914
116	1	0	0.47760109340061097
116	1	1	0.05403384147240593
116	1	2	0.053591127831551705
117	0	0	0.4941011735672542
117	0	1	0.4941010737707351
117	0	2	0.4480316792619228
117	1	0	0.4758823931630404
117	1	1	0.0377613919032275
117	1	2	0.03774073566310898
118	0	0	0.5185735415087765
118	0	1	0.4723108919618665
118	0	2	0.40680165112446154
118	1	0	0.46836266258635806
118	1	1	0.04328261100782435
118	1	2	0.04328279327625478
119	0	0	0.6278069872911958
119	0	1	0.5101409774145025
119	0	2	0.46331444162090774
119	1	0	0.4850553502212966
119	1	1	0.07899057765014181
119	1	2	0.07895244645791016
120	0	0	0.4824919291980277
120	0	1	0.5093782830610322
120	0	2	0.4704929355832062
120	1	0	0.4589436774866659
120	1	1	0.05844280481213304
120	1	2	0.05845517508352742
121	0	0	0.5645869931457065
121	0	1	0.5435640227449103
121	0	2	0.43162340072356076
121	1	0	0.43388774948418096
121	1	1	0.021472791555044016
121	1	2	0.021403713845092015
122	0	0	0.6061364705532051
122	0	1	0.5293848878491286
122	0	2	0.49439954532396674
122	1	0	0.30900181093401796
122	1	1	0.03327907695896286
122	1	2	0.03323730335534003
123	0	0	0.6864948985681787
123	0	1	0.6476095453823885
123	0	2	0.48915741177758376
123	1	0	0.48536677503457126
123	1	1	0.06164770017352539
123	1	2	0.061648025190166836
124	0	0	0.5522103029353556
124	0	1	0.5422687245679729
124	0	2	0.44099539404041593
124	1	0	0.4250030639693475
124	1	1	0.03182570422115984
124	1	2	0.03158803877882509
125	0	0	0.49489677812171406
125	0	1	0.4862998179110084
125	0	2	0.4352235972928533
125	1	0	0.3925212574142085
125	1	1	0.03279388538350454
125	1	2	0.03281419796311469
126	0	0	0.49093174898584124
126	0	1	0.4908957750610265
126	0	2	0.4726267474698842
126	1	0	0.43953986722253613
126	1	1	0.03958946512123268
126	1	2	0.039655038342417945
127	0	0	0.5364309301662624
127	0	1	0.4704329471275591
127	0	2	0.43470384142466656
127	1	0	0.4142468486369554
127	1	1	0.026844937701732394
127	1	2	0.026844937449541778
128	0	0	0.5974536783382236
128	0	1	0.556352142014406
128	0	2	0.3327805298412395
128	1	0	0.4559042059991871
128	1	1	0.026993445307801414
128	1	2	0.026910216068864984
129	0	0	0.5210184707336052
129	0	1	0.4646874021879113
129	0	2	0.45736704822622554
129	1	0	0.3809483356996222
129	1	1	0.05128058769062546
129	1	2	0.05136155100707748
130	0	0	0.6263865489706546
130	0	1	0.6021507148930378
130	0	2	0.4433573699393194
130	1	0	0.4351356516094924
130	1	1	0.03504297968275537
130	1	2	0.034677969454955576
131	0	0	0.5264450632729838
131	0	1	0.523571253927829
131	0	2	0.4738122530388348
131	1	0	0.44534585375440305
131	1	1	0.03263821600397426
131	1	2	0.03266746437838694
132	0	0	0.5090399352539555
132	0	1	0.4938540786029883
132	0	2	0.40712054493389427
132	1	0	0.48439033119364383
132	1	1	0.037815509760273425
132	1	2	0.03787419782282095
133	0	0	0.5136232921057163
133	0	1	0.48147258649918456
133	0	2	0.34668252396121224
133	1	0	0.4339446106917985
133	1	1	0.10365601893386349
133	1	2	0.10365962210376263
134	0	0	0.4960340168782054
134	0	1	0.4942258234718331
134	0	2	0.3486931205645942
134	1	0	0.4475632386091528
134	1	1	0.034196228181293545
134	1	2	0.03419622922218156
135	0	0	0.4901750741202232
135	0	1	0.4876468255125953
135	0	2	0.4375171232810442
135	1	0	0.4003255627125025
135	1	1	0.1677436175606445
135	1	2	0.1677535628360896
136	0	0	0.6219808538027634
136	0	1	0.6222943050872106
136	0	2	0.42977358920390324
136	1	0	0.4844787393585809
136	1	1	0.06024555510859156
136	1	2	0.05857636005769698
137	0	0	0.6510492860191986
137	0	1	0.6495910097672133
137	0	2	0.4940775477823466
137	1	0	0.4744712993504622
137	1	1	0.14541594233450675
137	1	2	0.15350626424519287
138	0	0	0.6145058835360663
138	0	1	0.622020495225547
138	0	2	0.40111860007415634
138	1	0	0.43873540856257237
138	1	1	0.04446439690605164
138	1	2	0.04452260072237042
139	0	0	0.6308381866434313
139	0	1	0.6469964418283967
139	0	2	0.46396450331629213
139	1	0	0.45875806044232553
139	1	1	0.058456190246199025
139	1	2	0.05846830159932569
140	0	0	0.5690944297218874
140	0	1	0.5567437028528536
140	0	2	0.389593709392525
140	1	0	0.48348430745731324
140	1	1	0.05410224626340186
140	1	2	0.05409957983898332
141	0	0	0.6851032563469013
141	0	1	0.6305475169396034
141	0	2	0.46902441497430847
141	1	0	0.4374418154624334
141	1	1	0.05841485477035499
141	1	2	0.0583714646213568
142	0	0	0.6387814923317712
142	0	1	0.5882919563750482
142	0	2	0.39418007484853296
142	1	0	0.4714203690100001
142	1	1	0.02255880686490512
142	1	2	0.022563211361828456
143	0	0	0.6271452992707935
143	0	1	0.6265096418836689
143	0	2	0.4514433715757858
143	1	0	0.47714608484254906
143	1	1	0.05111304661121217
143	1	2	0.05111305126256435
144	0	0	0.5348075955806209
144	0	1	0.5183701366757308
144	0	2	0.413332771410032
144	1	0	0.48490686491366747
144	1	1	0.10600844112895304
144	1	2	0.10614847471722003
145	0	0	0.5369897776233501
145	0	1	0.5337356169793128
145	0	2	0.3602889338076797
145	1	0	0.4415005296230027
145	1	1	0.06548731995478113
145	1	2	0.06543701211317506
146	0	0	0.7720971996414211
146	0	1	0.7306344667926298
146	0	2	0.4854665248291397
146	1	0	0.46965313742283743
146	1	1	0.05147467880615922
146	1	2	0.053002803404041135
147	0	0	0.6459141509287306
147	0	1	0.6393702597408147
147	0	2	0.42974398862963437
147	1	0	0.4603630278998952
147	1	1	0.06357919352450028
147	1	2	0.06101939207250748
148	0	0	0.6035311964235016
148	0	1	0.5810545186447218
148	0	2	0.44715160170224044
148	1	0	0.4772958941533935
148	1	1	0.23163316224802244
148	1	2	0.24665931935498936
149	0	0	0.6704635088318112
149	0	1	0.6323583859520332
149	0	2	0.4440269534108097
149	1	0	0.48182336393691383
149	1	1	0.08779624016308413
149	1	2	0.09588656207899057
150	0	0	0.7514273903311464
150	0	1	0.7212256249481033
150	0	2	0.46131460164670146
150	1	0	0.4514326206318087
150	1	1	0.05825516202559877
150	1	2	0.06658640859317412
151	0	0	0.6654635536962074
151	0	1	0.6696171917503131
151	0	2	0.4333709586732988
151	1	0	0.41906333288062353
151	1	1	0.1528655865869495
151	1	2	0.14882588225065646
152	0	0	0.7739931209472826
152	0	1	0.7658772454345402
152	0	2	0.4278377108192032
152	1	0	0.46846807482289055
152	1	1	0.0478012777261205
152	1	2	0.047540359579042124
153	0	0	0.6386594007570667
153	0	1	0.6389923568719202
153	0	2	0.47217096595642083
153	1	0	0.4536988221686346
153	1	1	0.1095670045323089
153	1	2	0.1093722100827152
154	0	0	0.7035346573990737
154	0	1	0.6849326063372325
154	0	2	0.46256078969745906
154	1	0	0.4415101423007221
154	1	1	0.056285060286802635
154	1	2	0.05638330032671726
155	0	0	0.6346695743514444
155	0	1	0.545378629962007
