observation_index	measurement_like_value	simulation_like_value
99	1.295	1.227362237982391
100	1.163	1.173694878956098
101	1.365	0.8653742226842208
102	1.369	0.8681083606258679
103	0.53	0.992281455615825
104	0.08	0.6906220675540462
105	0.6	0.3984641167290455
106	1.1440000000000001	1.1952047980546818
107	0.83	1.2317366382908728
108	1.63	1.094218196015983
109	0.56	0.3850752600545575
110	1.516	0.943869952028493
111	1.3459999999999999	0.8583666383586879
112	0.77	1.216968383961809
113	0.05	0.25197892922441995
114	1.517	0.9469599726939306
115	0.06	0.31233069859570495
116	0.47	0.9728236546048941
117	0.76	0.44370046934980606
118	1.0043	0.5617925940873542
119	0.82	0.4661131185435667
120	1.6019999999999999	1.073653911214175
121	0.81	1.2249108001224467
122	0.8	1.2253971380089712
123	0.79	1.2198580602121278
124	0.82	0.46816918630199245
125	0.8	0.4590646014833495
126	0.06	0.18777389474982603
127	1.204	0.7308261199402843
128	0.17	0.8001815687523803
129	1.536	1.0427394832947496
130	0.14	0.7343821523013082
131	0.07	0.6231886702856148
132	0.3	0.2607599351528639
133	1.401	0.9093903087014981
134	0.05	0.20426496616245077
135	0.46	0.9623020555325754
136	1.2009999999999998	0.7344067877444729
137	0.44	0.3424548455833262
138	0.31	0.8782966630592938
139	1.0781	1.1656108629610649
140	1.568	1.0477512126439295
141	0.16	0.23618960700885533
142	1.4869999999999999	1.0218188046776457
143	0.65	1.0494399253531
144	1.5590000000000002	1.0350664756446863
145	0.06	0.23530900798791993
146	0.48	0.9674279436315254
147	1.4869999999999999	0.9480314574189075
148	0.74	0.45481543380921013
149	1.4969999999999999	0.9556071365229247
150	0.15	0.7299933204943143
151	0.82	0.4889286790034812
152	0.28	0.26415682277386787
153	0.64	0.43142896009411275
154	1.537	1.0275114371890495
155	1.129	1.163947945624525
156	1.5090000000000001	0.9692968082265251
157	1.179	0.7139212505773591
158	0.09	0.20447140412305026
159	0.78	0.4736482049221042
160	1.00063	0.5756142180697684
161	0.3	0.26871092911435884
162	0.17	0.7758315433648846
163	1.261	0.8316524766672329
164	0.41	0.9287728525459489
165	0.49	0.9585856609591042
166	1.473	1.1103138916028534
167	1.5190000000000001	0.989098340812148
168	0.73	0.4592450431485274
169	0.5	0.3750731136537827
170	0.68	0.4471123526697305
171	0.14	0.23281356862699898
172	0.07	0.21611594905772571
173	0.54	0.9610259772654908
174	1.44	0.9470507844239128
175	1.5130000000000001	0.9879647591997468
176	0.2	0.8094729523788671
177	0.67	1.057181430948746
178	1.3330000000000002	0.8724833570577252
179	0.09	0.2095576431591358
180	0.976	0.5535983968323489
181	0.55	0.3985839437051731
182	0.03	0.34562587617723667
183	0.09	0.26503424960208555
184	0.1	0.2907644726159581
185	0.73	0.4658998596078665
186	0.81	0.5129163409242008
187	0.15	0.7030972586493268
188	1.483	0.9878870478333347
189	0.56	0.9727931646565366
190	0.36	0.30732060648443665
191	1.489	0.9858303405880863
192	1.444	0.9624513905064079
193	0.09	0.31210718476015065
194	0.58	0.988784924151538
195	0.14	0.24180453804924246
196	0.19	0.7744713745930996
197	1.4409999999999998	0.9809523676051475
198	0.09	0.24658165492285597
199	0.72	1.0836852242142487
200	0.36	0.3090861037686108
201	0.26	0.8377240084465759
202	1.4080000000000001	0.9412457624982833
203	0.32	0.2870929988347303
204	0.76	0.4929073228096518
205	0.31	0.8627646976433443
206	0.12	0.28214324761285214
207	0.14	0.24991083081938975
208	0.28	0.28152520269123155
209	1.4709999999999999	1.0402491027952563
210	0.11	0.2671403449175676
211	0.73	0.4798911544393104
212	0.1	0.3147176796550757
213	1.128	0.6895696617840137
214	0.59	0.9912690715480007
215	0.9940000000000001	0.5929784649388682
216	0.08	0.6081034931371747
217	0.13	0.25861364550219756
218	0.23	0.7817332619515465
219	1.171	0.7497199221292953
220	1.151	0.7058893140048216
221	0.17	0.7212315582810048
222	0.42	0.3466153056184488
223	0.65	1.0340878223787917
224	0.12	0.3104685365553248
225	0.77	0.5087496080299275
226	0.66	0.45476272839695203
227	1.234	0.8241629263610569
228	0.71	1.0737837300606514
229	0.46	0.9335521660548434
230	0.03	0.5404598850494333
231	0.16	0.2902397091426027
232	0.67	0.45980336011796635
233	0.05	0.35142813790691096
234	0.11	0.3202878008162724
235	0.904	0.525760630379722
236	0.17	0.706706985753506
237	0.22	0.805572682195573
238	0.11	0.32504213108677626
239	1.0649	0.6543004187900059
240	0.22	0.8039395668177735
241	0.25	0.8234499737377025
242	0.24	0.28217425317728057
243	0.18	0.2846300227682764
244	0.24	0.769503371680233
245	0.04	0.35801885045110293
246	1.365	0.9140923530944889
247	1.172	0.7775702699342573
248	0.23	0.809057949538755
249	0.23	0.7991217067467706
250	0.03	0.384322697182908
251	0.72	1.076716635875783
252	1.163	0.7572645820782672
253	1.288	0.8600729372379909
254	0.85	0.5419786398611439
255	0.12	0.6427666122403853
256	0.18	0.3054584386211176
257	1.0286	0.6332235348373156
258	0.76	1.0946142939325096
259	0.08	0.5970158803246829
260	1.1340000000000001	0.7030870485036372
261	0.45	0.367021461802061
262	0.19	0.7277812138747655
263	0.41	0.9134795471774366
264	1.327	0.8870725988316813
265	0.65	1.0269569261067522
266	0.937	0.5446576965909868
267	0.34	0.31240186053724245
268	0.29	0.8160105019563186
269	0.85	0.5482616433980377
270	0.924	0.5392362304616007
271	0.65	0.45847854943334365
272	0.26	0.7696578329871393
273	0.07	0.5814932480036659
274	0.46	0.3735110482793213
275	1.3530000000000002	0.9115817902713876
276	0.41	0.35200529199330305
277	0.9159999999999999	0.5381084430262943
278	1.17	0.7862559817191803
279	0.19	0.7035254795665145
280	1.128	0.704333323352158
281	0.22	0.7456018502163747
282	0.925	0.5419903874089412
283	0.32	0.852841853738927
284	0.983	0.6029641325742101
285	0.49	0.9097927423684634
286	0.02	0.45767823430762444
287	0.55	0.4135485120716174
288	0.3	0.8276755950419903
289	1.4409999999999998	1.100964365158271
290	1.314	0.8825179126820576
291	1.0603	0.6600174839058007
292	0.14	0.6538026717334218
293	0.44	0.9165820716415324
294	0.21	0.7310046793583376
295	0.23	0.7459128762382436
296	0.14	0.3387669343464229
297	0.9179999999999999	0.5439333665620182
298	1.454	1.0382193961823067
299	0.59	0.9705329636592763
300	1.415	0.9899203400989208
301	0.2	0.32178937351503756
302	1.133	0.7167185196238575
303	1.432	1.0150404039961571
304	1.196	0.8085440940366315
305	0.3	0.7925296560126752
306	0.14	0.6509064167293475
307	0.14	0.3541923083195493
308	0.06	0.3650375205626396
309	0.89	0.5518252680379758
310	0.4	0.9017696037019765
311	0.89	0.5530064521366062
312	1.354	1.1194910968228857
313	0.9540000000000001	0.576668283979409
314	0.23	0.7366223429198263
315	0.46	0.3805254941226421
316	0.37	0.3366231249649666
317	0.03	0.5150016386480554
318	0.22	0.7234396588536425
319	0.87	0.5661518692830915
320	0.32	0.837152391411194
321	0.62	0.9932679320642462
322	1.0869	0.687061686605223
323	0.04	0.40962419060718797
324	0.956	0.5902519227186339
325	0.925	0.5573719105904387
326	1.0523	0.6617577309619196
327	0.24	0.29620441800851727
328	1.123	0.7192719020311262
329	0.37	0.8800947554169808
330	0.21	0.7036853864482765
331	1.358	0.9305415572966165
332	0.12	0.624172419608508
333	0.94	0.580798156502571
334	0.33	0.8401184677493685
335	0.85	0.5689991198243007
336	0.9159999999999999	0.5674554554108371
337	0.9	0.5781190700303913
338	1.249	0.8484765595678185
339	1.396	0.9733153929640063
340	0.89	0.5828266790557349
341	0.08	0.5793544806523111
342	0.9209999999999999	0.5824681063935154
343	0.3	0.7805207284901793
344	0.46	0.8922040541610547
345	0.4	0.894819491313162
346	0.04	0.43229120036303453
347	0.46	0.8920848761637744
348	1.126	0.7431873924113555
349	0.04	0.5270184695586784
350	0.34	0.847223022598944
351	1.117	0.7236518934813109
352	0.53	0.41387393493723756
353	0.04	0.43580530873390727
354	0.41	0.8971859348809517
355	0.04	0.49550611563694325
356	1.122	0.7345124822930658
357	0.61	0.9769647841460559
358	1.4609999999999999	1.0727611870261509
359	0.59	0.44488096101341706
360	0.05	0.4083338145157994
361	0.61	0.4544915764949077
362	0.04	0.48911330304280465
363	0.16	0.6564177985906297
364	0.04	0.5222907862673758
365	1.0146	0.6409763221540975
366	0.23	0.3092960588939252
367	0.43	0.8972710188858135
368	0.1	0.373126628218854
369	0.35	0.8563787342758576
370	1.3030000000000002	0.8893353011571433
371	0.74	0.5131499099259169
372	0.54	0.4206175199921883
373	0.07	0.38716326958690195
374	0.3	0.31079664667319246
375	0.63	0.9922416882591143
376	0.23	0.3260952548057561
377	0.14	0.37774087085643415
378	0.06	0.4026431878161264
379	0.52	0.41354860906987456
380	1.0998	0.7158881854183453
381	0.16	0.6517999867491507
382	0.9390000000000001	0.6061683700449256
383	1.126	0.7669478216676301
384	0.12	0.6114723328870355
385	0.04	0.448869450827016
386	0.44	0.38737944484381254
387	0.86	0.5838893365152878
388	1.452	1.052532265574227
389	0.4	0.36593385463562667
390	0.04	0.45248811161867114
391	0.4	0.8863248707508025
392	0.06	0.40904516576804395
393	0.8	1.0984862827156365
394	0.16	0.6480707289566714
395	1.0352	0.6631485359197871
396	1.107	0.7327644528261782
397	0.09	0.38027806185567237
398	1.012	0.6449414660455681
399	0.1	0.37906149218176305
400	0.77	1.0871147240754628
401	0.27	0.7368372162262466
402	0.47	0.881023327113879
403	0.61	0.46033023848891147
404	1.402	0.9985342789983912
405	0.86	0.5869367906015
406	0.61	0.970433572157687
407	0.66	0.48015019335426645
408	0.2	0.3450622590334972
409	0.47	0.8799261689174885
410	0.28	0.3090847463002516
411	0.12	0.606617779752961
412	0.88	0.5980928886025154
413	0.76	1.082047856348646
414	0.24	0.32626264944514494
415	1.4469999999999998	1.050141849613417
416	0.05	0.49381933474108
417	0.53	0.4243163392327866
418	0.29	0.7523980236513781
419	0.19	0.6708767859135708
420	0.52	0.4209089465060655
421	0.46	0.4021213425802528
422	0.4	0.8781573212655485
423	0.09	0.39094810386682655
424	0.31	0.7741288611335724
425	0.41	0.8790560199373957
426	0.53	0.4259895385931932
427	0.37	0.8498626445591551
428	0.17	0.37883043510086806
429	0.15	0.38554881864942986
430	1.318	0.9102335554640557
431	0.32	0.3240399900515353
432	0.09	0.3988487404900686
433	1.0094	0.648235154827565
434	0.76	0.5302078655037847
435	0.67	1.0209077942754876
436	1.291	0.8900784495862659
437	0.12	0.3848669845959745
438	1.204	0.8285226238632599
439	1.261	0.868943060708953
440	0.06	0.433642577981059
441	1.0214	0.6586253935326157
442	1.094	0.7312168829042047
443	0.37	0.8401110604905767
444	0.07	0.5548151025787742
445	0.56	0.44273834958192076
446	0.4	0.8709352117029064
447	1.0874	0.722325896314737
448	0.33	0.7926178075745286
449	0.23	0.6999700411758306
450	0.41	0.8682793191594925
451	0.75	0.5258174181236364
452	0.08	0.41369948860518313
453	0.1	0.399620012530411
454	0.12	0.3883175743036421
455	0.08	0.4160808167130419
456	0.35	0.3417072404205087
457	0.06	0.5375392165000897
458	0.41	0.8611948647870442
459	1.44	1.071021990873516
460	1.358	0.9474197241671295
461	0.14	0.38930453501507745
462	0.56	0.4473289278404202
463	1.361	0.9506207179688447
464	1.375	0.9665650861685566
465	1.314	0.9105933391142843
466	0.18	0.3723968584849365
467	0.49	0.8837197766518997
468	0.41	0.8573180399231205
469	0.89	0.6102193413615741
470	1.403	1.093973526704168
471	1.371	0.9619720437505139
472	0.79	0.5511778401245547
473	0.28	0.3153332592652108
474	0.75	0.527618742471734
475	0.55	0.44417726570032634
476	1.178	0.8142775394990309
477	1.28	0.8861747852255236
478	1.442	1.060343777254093
479	1.431	1.0400201797796684
480	0.983	0.6377888856278219
481	0.21	0.6790316888453021
482	0.36	0.8178889913440297
483	0.51	0.8975196204592594
484	0.62	0.474612566125525
485	1.439	1.0513205495538973
486	0.11	0.5890659219674144
487	0.52	0.9045825653234114
488	0.39	0.8436644354245674
489	0.45	0.4086969978436595
490	0.3	0.3207307926072173
491	0.08	0.4236405629627157
492	0.06	0.5274922468321889
493	0.961	0.629347753625908
494	0.49	0.4246171605143821
495	0.955	0.6276119696474985
496	0.49	0.4248374366883853
497	0.19	0.6550453937329477
498	0.26	0.3222537419405181
499	0.08	0.5594219009021205
500	0.26	0.322616841489479
501	0.71	0.5092704659541804
502	1.439	1.058553481744918
503	0.46	0.41529632325313903
504	0.83	0.5787943436758594
505	0.82	0.5723556649849502
506	0.4	0.3797464273559136
507	0.26	0.34085611257572423
508	0.44	0.40709358462300715
509	0.65	0.4874726266279956
510	0.67	0.494210313688163
511	0.44	0.8487102660711754
512	0.4	0.840416965019028
513	0.22	0.3541194439422129
514	0.15	0.6172460779383113
515	0.958	0.6310878820277054
516	0.39	0.8347766935756175
517	0.06	0.4800208166293497
518	0.07	0.5421801096743747
519	0.06	0.4778156332200251
520	1.224	1.1245478005006235
521	0.68	1.0225518928582062
522	0.48	0.4272582951108127
523	0.38	0.36727819007076834
524	1.12	0.7775706005882201
525	0.21	0.6705361787674808
526	1.4340000000000002	1.0590304382906885
527	1.0636	0.7129120835198636
528	0.22	0.3557500085857493
529	0.13	0.4346540741599057
530	0.37	0.8173195280869845
531	0.77	1.0808005650289543
532	0.67	0.49689697306762204
533	0.64	0.4881364160386375
534	1.0648	1.1414161241803902
535	0.19	0.645143496066485
536	0.19	0.38576518413945204
537	0.14	0.43364452606792137
538	1.235	0.8610349523866849
539	0.31	0.7505143296120426
540	0.66	0.4955887063596921
541	0.48	0.8670270740145174
542	0.27	0.33115176223741216
543	0.38	0.8210590533913065
544	0.52	0.44574680648781406
545	0.27	0.349841305524226
546	0.1	0.5724691403093034
547	0.59	0.47466273552409016
548	0.8	1.0917088325964055
549	0.36	0.8041971884888989
550	0.24	0.6943535404790401
551	1.213	0.8461110818028283
552	0.7	0.5106118233670449
553	0.09	0.44288261756278374
554	0.33	0.7706172641820428
555	0.09	0.44396975657161936
556	0.25	0.7016564889627179
557	0.28	0.723547782164523
558	0.89	0.6201826366926285
559	1.168	0.8147759118946771
560	0.29	0.3265525526150582
561	0.14	0.4144602892206959
562	1.411	1.0772730388898677
563	0.11	0.5797987673230386
564	0.8	1.091222552167204
565	0.07	0.48705629370380443
566	1.0588	0.7147497209170824
567	0.12	0.44644556940356106
568	0.07	0.4648627619124177
569	0.07	0.4858746072814519
570	0.56	0.9266379935376383
571	0.8	0.5653127370499424
572	0.07	0.48464989527579744
573	0.15	0.458721294393938
574	0.47	0.4316405218025162
575	0.07	0.47086702512041895
576	0.34	0.7776469544286772
577	0.25	0.6993388850540883
578	1.0634	0.7227866980463473
579	0.15	0.43116784148905796
580	1.4140000000000001	1.03604991905025
581	1.244	0.8709475847712123
582	0.18	0.4032221704393072
583	0.38	0.8133480194653829
584	0.28	0.3337061795455533
585	0.11	0.4484441961709808
586	0.31	0.3333158362011703
587	0.13	0.4549214254379434
588	1.186	0.8296054701394071
589	0.42	0.8286453001853502
590	0.12	0.45198802680629246
591	0.39	0.8177218639505325
592	0.08	0.5203554037753717
593	0.973	0.6457380904329687
594	0.34	0.7738832223850388
595	0.73	0.5276111378604516
596	0.71	1.0418132837255887
597	0.08	0.5338358626136933
598	0.27	0.7118934803321475
599	0.14	0.46321367375787137
600	0.21	0.3645586592067619
601	0.17	0.4625985901427804
602	0.2	0.3767223528591942
603	0.77	0.5496951539296886
604	1.185	0.8304252671941516
605	0.61	0.48883537378510217
606	1.219	0.8556832496420851
607	1.361	1.0991211654891595
608	0.16	0.41020772771962255
609	0.31	0.7407990445616482
610	0.975	0.6487867785970193
611	0.61	0.9545906162977864
612	0.33	0.7575467511345064
613	0.38	0.8056879941519535
614	0.38	0.805204305496807
615	0.42	0.41300428076464535
616	0.42	0.41301739108207414
617	0.36	0.36383311786301886
618	0.981	0.6536325571050271
619	1.19	0.8361620772933789
620	0.36	0.3644447822317459
621	0.22	0.3648504752975382
622	1.4069999999999998	1.0359624427176573
623	0.26	0.7008181723851177
624	0.16	0.41753651205412334
625	0.74	0.5360293511158856
626	0.21	0.36920046399896783
627	1.409	1.0397322634492168
628	1.0462	0.7119462887173933
629	0.28	0.3661224533128401
630	0.11	0.4635136237608145
631	1.0095	0.6759756926089918
632	0.81	0.5770043708074271
633	0.09	0.4692888997320246
634	0.09	0.47043331610802375
635	0.7	0.5210366827250054
636	0.09	0.5413999997272884
637	0.33	0.348386744457103
638	1.4040000000000001	1.0688538458553665
639	0.09	0.5330675998261227
640	0.36	0.7814071373374498
641	0.6	0.4898766329118221
642	0.3	0.34352548985136144
643	0.33	0.3492176145939185
644	0.9890000000000001	0.6616964924730241
645	0.37	0.37709395764427056
646	0.09	0.4975547018011496
647	0.17	0.43950004273840815
648	0.43	0.42303924986576125
649	0.16	0.4851221040513301
650	0.3	0.3539020559435395
651	0.75	0.5438318503368572
652	0.24	0.6771171810777623
653	0.34	0.35681418436093104
654	0.4	0.8062159668498406
655	0.36	0.7766293724611477
656	0.51	0.4561319646669695
657	0.14	0.5935481958580829
658	0.38	0.7928589695328794
659	0.12	0.5758928750705133
660	1.3940000000000001	1.0285227627072229
661	0.56	0.47583970536199705
662	0.22	0.3699613782939265
663	0.14	0.48119249282487875
664	0.53	0.46408423617033157
665	0.72	0.5320503686898646
666	0.9490000000000001	0.6479656101934714
667	0.32	0.739475804897021
668	0.43	0.8209395149507952
669	0.18	0.6225926571294532
670	0.13	0.47868357145606055
671	0.57	0.9267862030067413
672	0.71	0.5293148879265341
673	1.4040000000000001	1.0490274304006326
674	0.36	0.3753048105561555
675	0.35	0.3673700801241372
676	0.18	0.41951030284797985
677	0.63	0.505554150616742
678	0.37	0.38613312182217063
679	0.66	0.5159224196627961
680	0.12	0.4784886622464152
681	0.11	0.5626454131293138
682	0.15	0.5991491220479787
683	0.35	0.36879466750179934
684	0.14	0.4855918254183571
685	1.138	0.8045202338301101
686	0.72	0.5343838530317326
687	0.98	0.6622145755979515
688	0.67	0.5202907242481218
689	0.65	0.9766804631236298
690	0.32	0.36161839579588284
691	0.18	0.5012440936852387
692	0.22	0.3739072716654849
693	0.11	0.4834043579905748
694	0.11	0.4842754592900165
695	0.26	0.6898636084541067
696	0.32	0.36968421425041603
697	1.349	0.9623337173713267
698	0.927	0.6485037042956773
699	0.37	0.39206971858211986
700	0.82	0.5888284644326209
701	0.9918	0.6719384660525813
702	0.63	0.5084424641936232
703	0.35	0.37818476312566535
704	0.11	0.5333145525372266
705	1.393	1.066257672998042
706	0.27	0.3742081430000853
707	1.0717	0.7522276725508137
708	0.986	0.66925780987379
709	0.2	0.49971237524234857
710	0.58	0.9303751781322994
711	0.11	0.5371579442734024
712	0.19	0.42363715733082385
713	1.1840000000000002	0.8418390147591989
714	1.395	1.0482115772546812
715	0.19	0.4549088681808697
716	1.307	1.1038850350939313
717	0.58	0.4891134600706229
718	1.3530000000000002	0.9717058663141318
719	0.15	0.5007660695911397
720	0.56	0.9172388926351316
721	0.28	0.7032861106163477
722	0.9129999999999999	0.6475986638513395
723	0.46	0.834093960057815
724	0.69	1.0160929420350713
725	0.43	0.8140586036612165
726	0.52	0.466420658472935
727	1.393	1.0558811115106956
728	0.17	0.5114677198051238
729	0.12	0.5000508569466586
730	0.4	0.7932758915396424
731	0.12	0.5075270712840371
732	1.0233	0.7046158405510455
733	0.14	0.5016547597627803
734	0.53	0.47065105346266123
735	1.037	0.7196710802238954
736	0.19	0.4288607826137801
737	0.13	0.5012048961993772
738	0.972	0.6655527486285543
739	0.905	0.6467910522933732
740	0.2	0.46626327839224413
741	0.32	0.3822970806145749
742	1.321	0.9362664776750179
743	0.67	0.9918293386109902
744	0.65	0.5196732229181261
745	0.46	0.8318952559887208
746	1.3869999999999998	1.0680856859251968
747	0.48	0.45432336770740067
748	0.9359999999999999	0.657595625612427
749	0.12	0.5398856724896619
750	0.12	0.5414899036026647
751	0.13	0.5240898679138294
752	0.5	0.8624576604139108
753	0.87	0.6274746079043615
754	0.9490000000000001	0.661096512927423
755	1.0219	0.7070984895794767
756	0.13	0.5296902873409026
757	0.38	0.40772776434904384
758	0.33	0.386310119408992
759	0.77	1.0709899175832098
760	0.938	0.6597403752511498
761	0.54	0.4765792281920903
762	0.9840000000000001	0.6758285364350078
763	0.924	0.6569962678810892
764	0.55	0.9073552795577445
765	0.2	0.6285682898490067
766	1.0366	0.7233599194026242
767	0.43	0.8092893568256299
768	1.0954	0.7775139524358129
769	0.951	0.6635115551601477
770	0.73	1.0469829905660342
771	0.15	0.5199636741614201
772	0.26	0.6786457656938704
773	1.113	0.7923129481325902
774	0.14	0.5254867402212915
775	1.355	0.9862539489020339
776	1.361	1.0001653849206105
777	0.26	0.6782622571936894
778	0.18	0.527436178026542
779	0.14	0.5278388076255875
780	1.3459999999999999	0.9671850210595474
781	0.17	0.5265825329313532
782	0.965	0.6686787335786407
783	1.0236	0.7125840170813046
784	0.37	0.7635853947869403
785	1.3	0.9216414691788192
786	0.63	0.5151369191272759
787	0.28	0.6948205181448883
788	0.34	0.7393503879942145
789	1.368	1.0836470732566803
790	0.16	0.5293206937354578
791	1.172	0.8389592502558175
792	0.57	0.49019105747459574
793	0.59	0.9320419036385837
794	1.0163	0.7068753444766797
795	0.976	0.6761148849496337
796	0.16	0.5319554531777955
797	0.21	0.5210504644463356
798	0.34	0.39431253019026136
799	1.36	1.0032303129985554
800	0.49	0.850172349618394
801	0.36	0.7536478815366292
802	0.2	0.6257308728861701
803	0.37	0.7612875323209
804	0.13	0.5547014280051399
805	1.1179999999999999	0.7990022864744005
806	0.22	0.5063557960752947
807	0.909	0.6559763709580191
808	1.0904	0.7760147145479328
809	0.2	0.5344292182001878
810	0.28	0.6916764185874664
811	0.9952	0.6917433274285699
812	0.22	0.5104642545269538
813	1.117	0.7991162118639109
814	0.2	0.6245679311795762
815	1.151	0.825796259049276
816	0.34	0.3965120645234589
817	0.68	0.5358095847336346
818	0.14	0.5718673389233644
819	0.21	0.43355822857287174
820	0.29	0.6983854448770299
821	1.379	1.0494459682051018
822	1.0748	0.7639652118049549
823	0.22	0.42820528058633106
824	0.35	0.7420006397819615
825	0.21	0.6305635676129084
826	0.14	0.5535218990349942
827	0.45	0.44828890096659035
828	1.335	0.9568011211924421
829	0.907	1.1127966798011064
830	0.14	0.5666913746979952
831	1.3780000000000001	1.0507441413839547
832	0.79	0.5785890719433973
833	1.0258	0.721682434813814
834	0.54	0.4820888631897284
835	0.75	0.5595954893350815
836	0.81	0.5909719967683127
837	0.31	0.3902603420820317
838	0.21	0.4622678656974147
839	0.42	0.7945281574274371
840	0.2	0.6223374052984237
841	0.21	0.4387699711638759
842	0.74	0.556147727878693
843	0.84	0.6119218318607719
844	0.22	0.48041145097744203
845	0.18	0.6070448913030708
846	1.0733	0.7640856933638489
847	0.25	0.38206785056617804
848	1.2309999999999999	0.8799802233797485
849	0.21	0.5407017598201108
850	0.46	0.8227285111163853
851	0.21	0.4591650550229451
852	0.95	0.6794658111681959
853	0.36	0.40829612977995006
854	0.88	0.642386190889571
855	0.17	0.5494315272585087
856	0.25	0.38279848325564914
857	0.5	0.4704121844344359
858	0.65	0.9638442683970645
859	0.22	0.5317595412516862
860	0.18	0.5501673513411478
861	0.82	1.0885587455155594
862	0.25	0.6572231310239387
863	0.39	0.769543025339575
864	0.86	1.100857478974396
865	0.23	0.4987387664050302
866	0.54	0.8914917056454058
867	0.21	0.44855219326103785
868	1.137	0.819087938468285
869	0.7	0.5456860403091129
870	1.3159999999999998	0.9388317076048859
871	0.35	0.7363710548979006
872	0.34	0.7285721709090194
873	0.4	0.4277008249693625
874	0.33	0.3982434053188072
875	0.54	0.8910586956970532
876	1.143	0.8238474192152827
877	0.32	0.7135724458300731
878	0.23	0.5167825073743966
879	0.16	0.5856311299120016
880	0.7	1.016542900312912
881	1.0162	0.7180359570883545
882	0.37	0.7518655446101058
883	0.23	0.5179412310280382
884	0.23	0.42648738035520406
885	0.15	0.566861587938942
886	0.3	0.39067966228404216
887	0.19	0.6115041574729548
888	0.5	0.851524111504369
889	0.56	0.907269293534724
890	0.4	0.4286016182544098
891	0.2	0.618649987800016
892	1.306	1.0981356712045347
893	0.23	0.5240752585213887
894	1.248	0.8916978107964024
895	0.21	0.5505347012648284
896	0.41	0.43361291006876473
897	0.59	0.5058582955141022
898	0.17	0.59309321154736
899	0.58	0.501621379387834
900	0.47	0.4615019688313916
901	0.16	0.5614385964548826
902	0.28	0.6781479585463355
903	0.31	0.702712947098676
904	0.19	0.5565773239607182
905	0.28	0.6775771353493244
906	0.24	0.3904787603605198
907	0.85	0.6229337976146898
908	0.63	0.947731814950405
909	0.84	0.6154521710658274
910	0.9998100000000001	0.7097820444624248
911	0.3	0.6933457900186664
912	0.968	0.6941737184058527
913	0.75	1.0550434998566465
914	0.5	0.8493333210401138
915	0.62	0.9414871394666999
