mode_index	log_singular_value
265	-1.9179422378751454
266	-1.9202574462367268
267	-1.9222794760301145
268	-1.9242886772929302
269	-1.9284659922657232
270	-1.9302878064775484
271	-1.9319491255031216
272	-1.9352493867135658
273	-1.9390212052571105
274	-1.943378355948719
275	-1.9452194944094363
276	-1.9464111813840042
277	-1.946615195810042
278	-1.9474427032370154
279	-1.953830025748436
280	-1.9554239356502119
281	-1.9593409502498942
282	-1.9612365085388814
283	-1.9639031888888434
284	-1.9660520897811806
285	-1.9688884626758878
286	-1.9711422805143672
287	-1.9737021479043946
288	-1.9750542075961794
289	-1.980291639568867
290	-1.9815669025339255
291	-1.9840285634916748
292	-1.9858248120421842
293	-1.988391237678445
294	-1.9932037119127517
295	-1.9945346648590798
296	-1.9970448266568865
297	-2.000057703081308
298	-2.0012638887535243
299	-2.0076716920219044
300	-2.009047098929713
301	-2.0127922781110983
302	-2.016669401366559
303	-2.0176215468538294
304	-2.0206731273370955
305	-2.02242988276662
306	-2.0229911434550174
307	-2.026026570525297
308	-2.027091153484369
309	-2.03339668739294
310	-2.0339498377672767
311	-2.0356809060159375
312	-2.0372594099522687
313	-2.0391719153178482
314	-2.0412425644699708
315	-2.0450243990468633
316	-2.0467863286339387
317	-2.0500378374478645
318	-2.051422606524534
319	-2.0526114258553387
320	-2.052997647251523
321	-2.0585116550137594
322	-2.0611022979412756
323	-2.0644086425380297
324	-2.0668893658560874
325	-2.069182329640633
326	-2.0714968395346234
327	-2.073448489972791
328	-2.076659580189313
329	-2.081570863753089
330	-2.081797714016387
331	-2.0835093565810934
332	-2.085008211574712
333	-2.0882238994203135
334	-2.089115006126373
335	-2.09368463605551
336	-2.0953992467754845
337	-2.0978769350706363
338	-2.1006830750457164
339	-2.1017473920354646
340	-2.103139871315841
341	-2.105969855014929
342	-2.107905825493744
343	-2.110216706332938
344	-2.1120328683273666
345	-2.1134576409219843
346	-2.118418387151429
347	-2.1203496174685683
348	-2.121466098776119
349	-2.1249833023854845
350	-2.1282269121914426
351	-2.1288031978384416
352	-2.131693340424973
353	-2.1341453402616155
354	-2.134625533624527
355	-2.1384389750399313
356	-2.1414321829128156
357	-2.142424570527797
358	-2.14588775387547
359	-2.1488200910005566
360	-2.1520140450855534
361	-2.152514391037557
362	-2.1552912220202196
363	-2.1568803912326255
364	-2.157991149051138
365	-2.1614357944870286
366	-2.1654233047355786
367	-2.1661181399157403
368	-2.168413033470892
369	-2.1711542318597385
370	-2.1733141999040213
371	-2.1768038100170872
372	-2.1788429615339844
373	-2.1811026488302536
374	-2.1823184945011054
375	-2.186267831053678
376	-2.187030050717658
377	-2.189132834631855
378	-2.1893828418889645
379	-2.19161516611359
380	-2.1939720038341552
381	-2.194974243400143
382	-2.1970803300017794
383	-2.201458694273607
384	-2.2025029692238167
385	-2.2043088750251454
386	-2.2060715206828023
387	-2.210960201220128
388	-2.2134400684677127
389	-2.215625883105621
390	-2.2179709021128318
391	-2.218399634246548
392	-2.2212131678225044
393	-2.222708773966065
394	-2.225207445193037
395	-2.2274167775835947
396	-2.229472740866159
397	-2.229650478349798
398	-2.2342051158139857
399	-2.2349002544586787
400	-2.2398028921080395
401	-2.2417244129428187
402	-2.242304318267569
403	-2.2441961371482373
404	-2.2450971245252234
405	-2.2462498620139577
406	-2.2510412294532083
407	-2.2520344127139613
408	-2.255105014058605
409	-2.2575386526433667
410	-2.257693993298475
411	-2.2631297094482217
412	-2.263325520338321
413	-2.2651967831783844
414	-2.267263218285516
415	-2.27064889297608
416	-2.2713609480906944
417	-2.276342219412457
418	-2.2777988943790355
419	-2.2792133498439986
420	-2.2802117111218254
421	-2.281575011489102
422	-2.2851689574722616
423	-2.2865994366022044
424	-2.2899060277157544
425	-2.291183655105379
426	-2.2938051759723064
427	-2.2952312916357958
428	-2.2958198239128005
429	-2.2969919602926288
430	-2.2997823067899428
431	-2.302592747040048
432	-2.303823010043406
433	-2.3069206513977116
434	-2.308276516279147
435	-2.312953293824709
436	-2.314316306893258
437	-2.318434456737145
438	-2.3191543793298055
439	-2.321823735198124
440	-2.3235124404148015
441	-2.324951829426536
442	-2.325851423039586
443	-2.3278248296230695
444	-2.3297984566950474
445	-2.3302787831366243
446	-2.3323822684337276
447	-2.3352933168468777
448	-2.339276832675063
449	-2.3425673756519743
450	-2.344205044754304
451	-2.347028927016386
452	-2.348823296604432
453	-2.3500613065321905
454	-2.3514398950402797
455	-2.352142522940158
456	-2.3533583582974975
457	-2.3561990692800667
458	-2.359072729126648
459	-2.3610254011980123
460	-2.361828782527539
461	-2.364230753537736
462	-2.366207873347458
463	-2.3687634094286354
464	-2.37084820141353
465	-2.3732209003320053
466	-2.375220081831838
467	-2.37762848294788
468	-2.3780561241890563
469	-2.379770168709854
470	-2.382728277362406
471	-2.385355968816847
472	-2.388532227236645
473	-2.3895534131056504
474	-2.3911558935089627
475	-2.3921478716953226
476	-2.393348784702546
477	-2.3958848519493614
478	-2.398741484907104
479	-2.401117313460127
480	-2.4024993876600047
481	-2.404034449836323
482	-2.4071673653205017
483	-2.409518879590092
484	-2.410031142743852
485	-2.412832988207115
486	-2.4143244056785207
487	-2.416209151296583
488	-2.4180536940359953
489	-2.4226338240926455
490	-2.4236993385312595
491	-2.423981232785447
492	-2.4260264542176855
493	-2.4274158689131977
494	-2.428983787348645
495	-2.429814159266098
496	-2.4322063666796665
497	-2.4340910112941954
498	-2.4364906840260367
499	-2.438482546707312
500	-2.4395162652874607
501	-2.442066379435952
502	-2.443438515724762
503	-2.446101971902395
504	-2.4468036728841627
505	-2.4509817723241953
506	-2.4519606281147768
507	-2.453892370489976
508	-2.454295338148935
509	-2.4558336272941785
510	-2.456974857921384
511	-2.4585943730518824
512	-2.4604285900451766
513	-2.462468887222046
514	-2.464356696112824
515	-2.467456589985718
516	-2.468285705328658
517	-2.4706000486109527
518	-2.4717483943169007
519	-2.4740856458311193
520	-2.4766502441514096
521	-2.477896252266435
522	-2.4798111309259836
523	-2.481244852356752
524	-2.4834040830540216
525	-2.485981619242611
526	-2.486931262342567
527	-2.48974551210395
528	-2.490558505176634
529	-2.491893668949724
530	-2.4942655470978434
531	-2.498320814807218
532	-2.499343898397396
533	-2.5013092392566794
534	-2.5018304996351013
535	-2.502601592956023
536	-2.50545677495346
537	-2.5080631031886726
538	-2.5092355958656754
539	-2.509839429269451
540	-2.5107900063893136
541	-2.513843045967839
542	-2.5142492310366475
543	-2.5154678331083384
544	-2.5186894079962343
545	-2.52046184141975
546	-2.521346198034259
547	-2.525719025254485
548	-2.527752471800552
549	-2.5284779412434983
550	-2.5313843972439716
551	-2.5328573323979735
552	-2.5352616877155842
553	-2.5361349500630705
554	-2.538199198709526
555	-2.538618550685518
556	-2.5411955354567906
557	-2.542425092818147
558	-2.5457918437750804
559	-2.547422805483757
560	-2.5480641405484636
561	-2.5500587370089356
562	-2.553223261808955
563	-2.5557343501059906
564	-2.5583271362706563
565	-2.5596715271401806
566	-2.5603115282485387
567	-2.562976267742339
568	-2.563174630249604
569	-2.566661377673106
570	-2.5674331543384934
571	-2.569241298638654
572	-2.571070151979523
573	-2.572970794388589
574	-2.5737189278334993
575	-2.5756572768025516
576	-2.5793925540263665
577	-2.5811025276740462
578	-2.5823686955513105
579	-2.584449507567549
580	-2.5848011598493734
581	-2.5863572060547315
582	-2.5881292008827526
583	-2.58874583764699
584	-2.590151579864368
585	-2.5943114511542404
586	-2.596672765035273
587	-2.598208975070312
588	-2.6028291168266198
589	-2.603129611546038
590	-2.60614387771476
591	-2.6077975709629464
592	-2.6117934536644296
593	-2.6127080540993246
594	-2.613942834586445
595	-2.616553068088386
596	-2.6180399232977165
597	-2.621061563960893
598	-2.6213063684717084
599	-2.6227188324171737
600	-2.6249382078332864
601	-2.6253601595628275
602	-2.626811243297328
603	-2.6285596618817704
604	-2.63241247840037
605	-2.6334595108299714
606	-2.635975166879762
607	-2.6381317144874767
608	-2.638984089913131
609	-2.6437175572319083
610	-2.644573196386058
611	-2.6476005728588845
612	-2.6479945834874776
613	-2.6491044806660256
614	-2.6522953870393606
615	-2.6532370089017494
616	-2.65448258207342
617	-2.6568442843033777
618	-2.6593584444682414
619	-2.6602916968689856
620	-2.662426645467955
621	-2.6632974911146947
622	-2.6662074928207593
623	-2.668505285771195
624	-2.670519199981209
625	-2.671392606425988
626	-2.6721921842116996
627	-2.6759811578933093
628	-2.678198309520051
629	-2.6802099493927023
630	-2.680477745366446
631	-2.68238211137283
632	-2.6843909785989726
633	-2.6881320552198975
634	-2.6904737642697047
635	-2.6912349862832556
636	-2.6927601742920713
637	-2.69310207165597
638	-2.694526723231855
639	-2.697697873130929
640	-2.7011671875341268
641	-2.7012698174500693
642	-2.7022230919184422
643	-2.70391886556628
644	-2.7074077962232135
645	-2.7080602141126566
646	-2.709166373906703
647	-2.7103334876203724
648	-2.7111636024387575
649	-2.7137429943139293
650	-2.716077593804291
651	-2.719684736808885
652	-2.7206905733066793
653	-2.722349239609283
654	-2.7238022123179735
655	-2.726260752435219
656	-2.728159849008879
657	-2.7294343056039305
658	-2.73092791751088
659	-2.7336100447007308
660	-2.73534400695532
661	-2.738108513413797
662	-2.7391540797242735
663	-2.740326541265411
664	-2.742202755255233
665	-2.743051741837403
666	-2.7472400772197263
667	-2.7487564633981068
668	-2.751918821772881
669	-2.75229284498165
670	-2.7543947530127753
671	-2.756222432090052
672	-2.759384194795078
673	-2.760168054702744
674	-2.7618635148899533
675	-2.7632823030259948
676	-2.763949693362629
677	-2.766590157954756
678	-2.7691013724521625
679	-2.770060941477186
680	-2.771084334456648
681	-2.772763674567283
682	-2.7750584748335445
683	-2.7770641418916595
684	-2.7801381454267657
685	-2.780722349258923
686	-2.78287173106496
687	-2.7835464075815177
688	-2.784749694903052
689	-2.7853840800880265
690	-2.787512654844555
691	-2.7902407592779648
692	-2.7923092825459284
693	-2.7931605900773495
694	-2.7966548784650094
695	-2.798310836070108
696	-2.7988948386397143
697	-2.7997570753041963
698	-2.804465364603198
699	-2.805570398391031
700	-2.8085176938904346
701	-2.8103877419730043
702	-2.812327890864917
703	-2.814853718099448
704	-2.816617506166426
705	-2.8173400071428127
706	-2.8182766734149722
707	-2.8220707410208656
708	-2.822620987265206
709	-2.8251432014379896
710	-2.828201525782991
711	-2.8296383862243197
712	-2.8326547712865078
713	-2.833352536553097
714	-2.834363302484764
715	-2.837045101236276
716	-2.837918879645966
717	-2.8418828231520097
718	-2.84238944235224
719	-2.843868779252921
720	-2.846541801254934
721	-2.849223143289233
722	-2.849615397020987
723	-2.8497525455358077
724	-2.8532102553865624
725	-2.854216394077744
726	-2.8568030281562105
727	-2.8581247726713506
728	-2.8588397163331702
729	-2.861028055216248
730	-2.862494877561006
731	-2.8631184325835752
732	-2.8656817929491365
733	-2.869166451507002
734	-2.869801924140887
735	-2.8715655477957673
736	-2.8728089792535636
737	-2.8756982996614737
738	-2.877584063463776
739	-2.8781524827037663
740	-2.88137044840001
741	-2.8836712498039274
742	-2.884526322237235
743	-2.8883609059533866
744	-2.8888502407816046
745	-2.8912923470372536
746	-2.892246828679314
747	-2.8953435044138804
748	-2.8970916868639294
749	-2.899547236289529
750	-2.9015166208221714
751	-2.902464682524222
752	-2.9060032054806824
753	-2.9069479492181496
754	-2.9075700095523183
755	-2.9094106163281954
756	-2.910616148334361
757	-2.911666440078708
758	-2.9160448501492953
759	-2.9175491258533817
760	-2.9184992974105946
761	-2.9226177535415494
762	-2.9247126189893975
763	-2.926756765169894
764	-2.9279735232116115
765	-2.930210424603465
766	-2.9315250191387836
767	-2.9327602693892905
768	-2.935490123035151
769	-2.936899476748114
770	-2.938302714012656
771	-2.940166585509346
772	-2.9424032555015773
773	-2.943536523734203
774	-2.947324698756699
775	-2.94953226910368
776	-2.9525601682758884
777	-2.9536006131424206
778	-2.955519942650638
779	-2.9574927882757702
780	-2.960328407998596
781	-2.9613622076537474
782	-2.9639010948273867
783	-2.9657484708553783
784	-2.9691663899045784
785	-2.9713902023302103
786	-2.9720364347387505
787	-2.974789285452363
788	-2.9779974991218254
789	-2.9783628095993975
790	-2.9821585586076402
791	-2.984432781821654
792	-2.985439014482471
793	-2.9870005009461145
794	-2.9896537195299557
795	-2.99424297645243
796	-2.9948383336001174
797	-2.9954423149333405
798	-2.99662201526589
799	-2.9995214163755475
800	-3.0003216853771173
801	-3.0029800547233845
802	-3.0042679360649878
803	-3.0056814203795943
804	-3.007324058112103
805	-3.0085434748837727
806	-3.012775998507996
807	-3.0133675199330585
808	-3.014973246988347
809	-3.0181634681832388
810	-3.0199982983490252
811	-3.0227928715665473
812	-3.0246103991297972
813	-3.0256067351259195
814	-3.0274891176383205
815	-3.029682906336704
816	-3.030355286737151
817	-3.0360219967100956
818	-3.038294639746117
819	-3.0396468471354856
820	-3.0413634241293437
821	-3.043020369717455
822	-3.043778132962986
823	-3.045390305291034
824	-3.0471312536578408
825	-3.050412040348288
826	-3.0521098622513416
827	-3.0540001671198933
828	-3.055466464976355
829	-3.0584066605459803
830	-3.0637106073134506
831	-3.0652252763936385
832	-3.0656031411478337
833	-3.069205726808163
834	-3.0708399767559076
835	-3.0725588180867893
836	-3.0736246938539216
837	-3.0757241674925435
838	-3.0787367284588663
839	-3.0807119104977865
840	-3.081327809065847
841	-3.0847064475575006
842	-3.0870811827016618
843	-3.0878570667543337
844	-3.0895514909331108
845	-3.093248346083631
846	-3.094846160693
847	-3.0970567182898403
848	-3.09845694022218
849	-3.102298008000491
850	-3.1038671729450695
851	-3.105828719214592
852	-3.1072993782007865
853	-3.108265159274395
854	-3.1088642434736107
855	-3.110965711156704
856	-3.1117849692634816
857	-3.114157570718849
858	-3.115520476966545
859	-3.1171094350025665
860	-3.119567254545467
861	-3.1222575024670265
862	-3.1251096699922236
863	-3.129645543698622
864	-3.1308295450087846
865	-3.1322368828791696
866	-3.132981942680909
867	-3.136277568604993
868	-3.137757083874696
869	-3.1388497388513943
870	-3.141781784946388
871	-3.144305826797661
872	-3.1462425724508556
873	-3.148094876887571
874	-3.1501410924192896
875	-3.150290376570888
876	-3.153662849067056
877	-3.1556183934889974
878	-3.1561502283547114
879	-3.1572754723288066
880	-3.15952664826384
881	-3.16062552970307
882	-3.16297354118456
883	-3.167083339826921
884	-3.168963230696246
885	-3.1703343932118915
886	-3.172788864460529
887	-3.1735350900693775
888	-3.175227670116053
889	-3.1761444106147887
890	-3.176775185849946
891	-3.17917855714221
892	-3.181316335494994
893	-3.1845949124846173
894	-3.1856013882687386
895	-3.1864730630979263
896	-3.191831970928127
897	-3.1925170562311305
898	-3.1952082982727283
899	-3.1962350643945525
900	-3.196643761905183
901	-3.1990709336143546
902	-3.2004483933549133
903	-3.2026645163422995
904	-3.2056446640256415
905	-3.207717674914062
906	-3.2088893184059573
907	-3.211614657205951
908	-3.214682350932951
909	-3.216485127029866
910	-3.2176584753723083
911	-3.219080939939616
912	-3.219919097549975
913	-3.220417655486187
914	-3.2230856483725008
915	-3.22797036694796
916	-3.229419437413053
917	-3.2320195935561915
918	-3.233916635473887
919	-3.2362363155962695
920	-3.236929947312669
921	-3.2388981496513867
922	-3.24069999375961
923	-3.244360202699786
924	-3.2472845223185742
925	-3.247625622367491
926	-3.249577453105732
927	-3.2512282404120523
928	-3.2544737584622947
929	-3.255539315092482
930	-3.2606974822481196
931	-3.262228285243598
932	-3.2633787118061304
933	-3.2651124401524694
934	-3.2661321238602934
935	-3.2676913893810813
936	-3.2699475551808117
937	-3.2709751277670125
938	-3.274642859708421
939	-3.2752487738382077
940	-3.2768856958626538
941	-3.280337624664119
942	-3.282124929913335
943	-3.284000388997101
944	-3.28526187511721
945	-3.287716967447185
946	-3.292447010096568
947	-3.292864577686842
948	-3.295100040106359
949	-3.2960922182300227
950	-3.2987420032598287
951	-3.300276039306814
952	-3.3048658889223765
953	-3.3062775410094174
954	-3.309484910368117
955	-3.3109709378756884
956	-3.314070276325473
957	-3.314253971641763
958	-3.3162696066225266
959	-3.3166706470134426
960	-3.3219177131872146
961	-3.323683698157252
962	-3.324706412232865
963	-3.3272593586234556
964	-3.329996496756761
965	-3.332214482835554
966	-3.3345253560695016
967	-3.335301499198529
968	-3.3394937807839686
969	-3.3405841643053282
970	-3.3428670024980893
971	-3.346173319375314
972	-3.347288096845588
973	-3.3486009656441267
974	-3.351279931765042
975	-3.3534197677638082
976	-3.3583752700887377
977	-3.3596723815732945
978	-3.360841075465378
979	-3.363762091751395
980	-3.3649398954955076
981	-3.3662923967316396
982	-3.3685838040353087
983	-3.371166195649136
984	-3.3745538028298783
985	-3.375872678834333
986	-3.378799140255197
987	-3.3812755372855148
988	-3.3815877652538404
989	-3.3847156882861382
990	-3.3869407028650445
991	-3.3893412703956467
992	-3.3906664295927276
993	-3.3911184461572352
994	-3.394359196992603
995	-3.3972691794598124
996	-3.3983488766483703
997	-3.40089802033613
998	-3.402408878516161
999	-3.4024946349273084
1000	-3.4079044506765954
1001	-3.4094989060352954
1002	-3.4102440097845963
1003	-3.4142830219316824
1004	-3.41643980913077
1005	-3.4198019314175307
1006	-3.420192184066567
1007	-3.42326318543292
1008	-3.4254149571410974
1009	-3.427865007106853
1010	-3.430472535317387
1011	-3.4333153550119726
1012	-3.434084524509468
1013	-3.4351391276734287
1014	-3.4368706794315402
1015	-3.439453478526902
1016	-3.4403513567030855
1017	-3.442293818726277
1018	-3.445345049926244
1019	-3.4481407986417754
1020	-3.4492699213138986
1021	-3.4534848118089823
1022	-3.4543863107919517
1023	-3.456172868810194
1024	-3.4586366363815193
1025	-3.4598507958344507
1026	-3.4619038273456586
1027	-3.4624684873442635
1028	-3.4658792881471094
1029	-3.4689489935525293
1030	-3.471404780586368
1031	-3.4728577109256165
1032	-3.4759054477403173
1033	-3.477180373003082
1034	-3.480930942744549
1035	-3.4830114699102377
1036	-3.484759173466305
1037	-3.4860546653696076
1038	-3.4892427943494813
1039	-3.4898579322950383
1040	-3.4914992600278563
1041	-3.495388340514297
1042	-3.496328572921391
1043	-3.4995997818191444
1044	-3.5010134532287696
1045	-3.5057358920448065
1046	-3.5067606556153454
1047	-3.5076784537788193
1048	-3.5094200904200137
1049	-3.5135370504968733
1050	-3.5153953698273117
1051	-3.516605663480659
1052	-3.517966551964145
1053	-3.5205973166302815
1054	-3.5236936270164687
1055	-3.5244242237816628
1056	-3.5266535617049986
1057	-3.529002831822787
1058	-3.5329611235512606
1059	-3.5331642731314865
1060	-3.534613906516782
1061	-3.5362979776207655
1062	-3.5389560056775555
1063	-3.543380114654618
1064	-3.5448325852606106
1065	-3.5478283156344776
1066	-3.5507717249157844
1067	-3.5512096624167846
1068	-3.553735587123714
1069	-3.5556117834589736
1070	-3.556736605980951
1071	-3.5587565237367516
1072	-3.5644048483829156
1073	-3.5650096919231937
1074	-3.5689543337271354
1075	-3.570401659867793
1076	-3.5732181287468046
1077	-3.575188311062468
1078	-3.5776910536954967
1079	-3.5792489856333205
1080	-3.5830681557503987
1081	-3.5843603697047577
1082	-3.586878283428423
1083	-3.587276471371668
1084	-3.590557431747003
1085	-3.5926433599599985
1086	-3.594780822697993
1087	-3.59680410679862
1088	-3.5994839147063042
1089	-3.602410966667473
1090	-3.604281365387045
1091	-3.6074434338814703
1092	-3.6077723827128083
1093	-3.609607451214533
1094	-3.612862503614764
1095	-3.613227197377635
1096	-3.6142564145119693
1097	-3.6193627338383467
1098	-3.62087741140968
1099	-3.6225244048760317
1100	-3.6229719472483572
1101	-3.624832791449212
1102	-3.6293701863499117
1103	-3.6313952253449586
1104	-3.6326947096824944
1105	-3.635880188944342
1106	-3.6388056892907326
1107	-3.6405914682448137
1108	-3.6423971502621186
1109	-3.643843993062478
1110	-3.6465720762995852
1111	-3.650832495394038
1112	-3.6512040741002316
1113	-3.6547675155994157
1114	-3.656280021572717
1115	-3.6579631003838267
1116	-3.658992985630642
1117	-3.6623720740955785
1118	-3.6633588266027632
1119	-3.6641344177823383
1120	-3.66853020832678
1121	-3.670469952263072
1122	-3.6716918943350025
1123	-3.6770640605463654
1124	-3.6794854862382462
1125	-3.6806485857936067
1126	-3.6825455224550163
1127	-3.6852722446951103
1128	-3.6897064753875997
1129	-3.692992264634528
1130	-3.694652265661003
1131	-3.6962403705097397
1132	-3.6980956327072834
1133	-3.7012067503101833
1134	-3.7015877394268037
1135	-3.703973440463713
1136	-3.705694174568037
1137	-3.708384429147916
1138	-3.7106021604760064
1139	-3.7141503564929077
1140	-3.7149036096853982
1141	-3.718056523346662
1142	-3.7210549939543593
1143	-3.7243812621908607
1144	-3.727020030632471
1145	-3.727554979795342
1146	-3.728935306201559
1147	-3.730479976333413
1148	-3.731049352336012
1149	-3.733339419058268
1150	-3.735675451604477
1151	-3.740559732937646
1152	-3.742923355223001
1153	-3.746203460188454
1154	-3.7469605857365598
1155	-3.7485014395519443
1156	-3.749861364551148
1157	-3.7524212855733974
1158	-3.7544475362951917
1159	-3.75927960569486
1160	-3.7595798836791317
1161	-3.7603975893019226
1162	-3.7634814126806324
1163	-3.764890568926311
1164	-3.7693546792977544
1165	-3.7737327361340824
1166	-3.775145885583768
1167	-3.7780211261210566
1168	-3.7804367936392755
1169	-3.7830326070017306
1170	-3.7875510967301387
1171	-3.7880045967871157
1172	-3.7904819634128626
1173	-3.7914365930281724
1174	-3.7932609241697928
1175	-3.796415248280363
1176	-3.7970750125082984
1177	-3.7989415118631364
1178	-3.803865814888254
1179	-3.805992030719612
1180	-3.8068574530544925
1181	-3.8120153238962184
1182	-3.8127611821007723
1183	-3.8142898103515734
1184	-3.8190431471183772
