effective_temperature_K	wavelength_nm	metallicity_index	photon_flux_cm2
5300	193.19999999999999	-0.35	135000000000.0
5300	193.19999999999999	-0.3	124000000000.0
5300	193.19999999999999	-0.25	114000000000.0
5300	193.19999999999999	-0.2	105000000000.0
5300	193.19999999999999	-0.15	95900000000.0
5300	193.19999999999999	-0.1	87400000000.0
5300	193.19999999999999	-0.05	79400000000.0
5300	193.19999999999999	0.0	71900000000.0
5300	193.19999999999999	0.05	64800000000.0
5300	193.19999999999999	0.1	58400000000.0
5300	193.19999999999999	0.15	52400000000.0
5300	193.19999999999999	0.2	46800000000.0
5300	193.19999999999999	0.25	41700000000.0
5300	193.19999999999999	0.3	37300000000.0
5300	193.19999999999999	0.35	32900000000.0
5300	193.19999999999999	0.4	29100000000.0
5300	193.19999999999999	0.45	25500000000.0
5300	193.19999999999999	0.5	22300000000.0
5300	193.19999999999999	0.6	16900000000.0
5300	193.19999999999999	0.7	12600000000.0
5300	193.19999999999999	0.8	9280000000.0
5300	193.19999999999999	0.9	6730000000.0
5300	195.09999999999999	-1.0	921000000000.0
5300	195.09999999999999	-0.95	798000000000.0
5300	195.09999999999999	-0.9	692000000000.0
5300	195.09999999999999	-0.85	602000000000.0
5300	195.09999999999999	-0.8	529000000000.0
5300	195.09999999999999	-0.75	465000000000.0
5300	195.09999999999999	-0.7	412000000000.0
5300	195.09999999999999	-0.65	369000000000.0
5300	195.09999999999999	-0.6	332000000000.0
5300	195.09999999999999	-0.55	302000000000.0
5300	195.09999999999999	-0.5	276000000000.0
5300	195.09999999999999	-0.45	254000000000.0
5300	195.09999999999999	-0.4	234000000000.0
5300	195.09999999999999	-0.35	216000000000.0
5300	195.09999999999999	-0.3	200000000000.0
5300	195.09999999999999	-0.25	184000000000.0
5300	195.09999999999999	-0.2	170000000000.0
5300	195.09999999999999	-0.15	157000000000.0
5300	195.09999999999999	-0.1	144000000000.0
5300	195.09999999999999	-0.05	132000000000.0
5300	195.09999999999999	0.0	120000000000.0
5300	195.09999999999999	0.05	110000000000.0
5300	195.09999999999999	0.1	99800000000.0
5300	195.09999999999999	0.15	90400000000.0
5300	195.09999999999999	0.2	81600000000.0
5300	195.09999999999999	0.25	73400000000.0
5300	195.09999999999999	0.3	66000000000.0
5300	195.09999999999999	0.35	59000000000.0
5300	195.09999999999999	0.4	52500000000.0
5300	195.09999999999999	0.45	46400000000.0
5300	195.09999999999999	0.5	41000000000.0
5300	195.09999999999999	0.6	31500000000.0
5300	195.09999999999999	0.7	23800000000.0
5300	195.09999999999999	0.8	17700000000.0
5300	195.09999999999999	0.9	13100000000.0
5300	197	-1.0	1220000000000.0
5300	197	-0.95	1060000000000.0
5300	197	-0.9	919000000000.0
5300	197	-0.85	800000000000.0
5300	197	-0.8	700000000000.0
5300	197	-0.75	612000000000.0
5300	197	-0.7	539000000000.0
5300	197	-0.65	481000000000.0
5300	197	-0.6	431000000000.0
5300	197	-0.55	390000000000.0
5300	197	-0.5	356000000000.0
5300	197	-0.45	327000000000.0
5300	197	-0.4	301000000000.0
5300	197	-0.35	278000000000.0
5300	197	-0.3	257000000000.0
5300	197	-0.25	237000000000.0
5300	197	-0.2	219000000000.0
5300	197	-0.15	202000000000.0
5300	197	-0.1	186000000000.0
5300	197	-0.05	170000000000.0
5300	197	0.0	156000000000.0
5300	197	0.05	142000000000.0
5300	197	0.1	129000000000.0
5300	197	0.15	117000000000.0
5300	197	0.2	106000000000.0
5300	197	0.25	95400000000.0
5300	197	0.3	85900000000.0
5300	197	0.35	76700000000.0
5300	197	0.4	68400000000.0
5300	197	0.45	60500000000.0
5300	197	0.5	53500000000.0
5300	197	0.6	41100000000.0
5300	197	0.7	31200000000.0
5300	197	0.8	23300000000.0
5300	197	0.9	17200000000.0
5300	199	-1.0	1170000000000.0
5300	199	-0.95	1040000000000.0
5300	199	-0.9	917000000000.0
5300	199	-0.85	816000000000.0
5300	199	-0.8	726000000000.0
5300	199	-0.75	649000000000.0
5300	199	-0.7	583000000000.0
5300	199	-0.65	527000000000.0
5300	199	-0.6	480000000000.0
5300	199	-0.55	438000000000.0
5300	199	-0.5	403000000000.0
5300	199	-0.45	373000000000.0
5300	199	-0.4	345000000000.0
5300	199	-0.35	319000000000.0
5300	199	-0.3	295000000000.0
5300	199	-0.25	273000000000.0
5300	199	-0.2	253000000000.0
5300	199	-0.15	233000000000.0
5300	199	-0.1	215000000000.0
5300	199	-0.05	197000000000.0
5300	199	0.0	181000000000.0
5300	199	0.05	165000000000.0
5300	199	0.1	150000000000.0
5300	199	0.15	136000000000.0
5300	199	0.2	123000000000.0
5300	199	0.25	111000000000.0
5300	199	0.3	100000000000.0
5300	199	0.35	89700000000.0
5300	199	0.4	80100000000.0
5300	199	0.45	70900000000.0
5300	199	0.5	62800000000.0
5300	199	0.6	48400000000.0
5300	199	0.7	36900000000.0
5300	199	0.8	27700000000.0
5300	199	0.9	20500000000.0
5300	201	-1.0	1640000000000.0
5300	201	-0.95	1420000000000.0
5300	201	-0.9	1230000000000.0
5300	201	-0.85	1070000000000.0
5300	201	-0.8	932000000000.0
5300	201	-0.75	814000000000.0
5300	201	-0.7	715000000000.0
5300	201	-0.65	634000000000.0
5300	201	-0.6	567000000000.0
5300	201	-0.55	510000000000.0
5300	201	-0.5	464000000000.0
5300	201	-0.45	426000000000.0
5300	201	-0.4	391000000000.0
5300	201	-0.35	360000000000.0
5300	201	-0.3	332000000000.0
5300	201	-0.25	307000000000.0
5300	201	-0.2	283000000000.0
5300	201	-0.15	261000000000.0
5300	201	-0.1	240000000000.0
5300	201	-0.05	220000000000.0
5300	201	0.0	202000000000.0
5300	201	0.05	184000000000.0
5300	201	0.1	168000000000.0
5300	201	0.15	152000000000.0
5300	201	0.2	138000000000.0
5300	201	0.25	124000000000.0
5300	201	0.3	112000000000.0
5300	201	0.35	100000000000.0
5300	201	0.4	89600000000.0
5300	201	0.45	79500000000.0
5300	201	0.5	70400000000.0
5300	201	0.6	54400000000.0
5300	201	0.7	41400000000.0
5300	201	0.8	31200000000.0
5300	201	0.9	23300000000.0
5300	203	-1.0	1740000000000.0
5300	203	-0.95	1510000000000.0
5300	203	-0.9	1300000000000.0
5300	203	-0.85	1130000000000.0
5300	203	-0.8	985000000000.0
5300	203	-0.75	861000000000.0
5300	203	-0.7	757000000000.0
5300	203	-0.65	672000000000.0
5300	203	-0.6	601000000000.0
5300	203	-0.55	542000000000.0
5300	203	-0.5	493000000000.0
5300	203	-0.45	453000000000.0
5300	203	-0.4	417000000000.0
5300	203	-0.35	383000000000.0
5300	203	-0.3	354000000000.0
5300	203	-0.25	327000000000.0
5300	203	-0.2	302000000000.0
5300	203	-0.15	278000000000.0
5300	203	-0.1	256000000000.0
5300	203	-0.05	235000000000.0
5300	203	0.0	214000000000.0
5300	203	0.05	195000000000.0
5300	203	0.1	178000000000.0
5300	203	0.15	161000000000.0
5300	203	0.2	145000000000.0
5300	203	0.25	131000000000.0
5300	203	0.3	118000000000.0
5300	203	0.35	106000000000.0
5300	203	0.4	94300000000.0
5300	203	0.45	83600000000.0
5300	203	0.5	74000000000.0
5300	203	0.6	57200000000.0
5300	203	0.7	43600000000.0
5300	203	0.8	32900000000.0
5300	203	0.9	24600000000.0
5300	205.09999999999999	-1.0	3050000000000.0
5300	205.09999999999999	-0.95	2610000000000.0
5300	205.09999999999999	-0.9	2220000000000.0
5300	205.09999999999999	-0.85	1880000000000.0
5300	205.09999999999999	-0.8	1600000000000.0
5300	205.09999999999999	-0.75	1360000000000.0
5300	205.09999999999999	-0.7	1170000000000.0
5300	205.09999999999999	-0.65	1010000000000.0
5300	205.09999999999999	-0.6	885000000000.0
5300	205.09999999999999	-0.55	783000000000.0
5300	205.09999999999999	-0.5	702000000000.0
5300	205.09999999999999	-0.45	638000000000.0
5300	205.09999999999999	-0.4	582000000000.0
5300	205.09999999999999	-0.35	533000000000.0
5300	205.09999999999999	-0.3	491000000000.0
5300	205.09999999999999	-0.25	453000000000.0
5300	205.09999999999999	-0.2	417000000000.0
5300	205.09999999999999	-0.15	384000000000.0
5300	205.09999999999999	-0.1	353000000000.0
5300	205.09999999999999	-0.05	324000000000.0
5300	205.09999999999999	0.0	297000000000.0
5300	205.09999999999999	0.05	270000000000.0
5300	205.09999999999999	0.1	246000000000.0
5300	205.09999999999999	0.15	224000000000.0
5300	205.09999999999999	0.2	202000000000.0
5300	205.09999999999999	0.25	182000000000.0
5300	205.09999999999999	0.3	164000000000.0
5300	205.09999999999999	0.35	147000000000.0
5300	205.09999999999999	0.4	131000000000.0
5300	205.09999999999999	0.45	116000000000.0
5300	205.09999999999999	0.5	103000000000.0
5300	205.09999999999999	0.6	79500000000.0
5300	205.09999999999999	0.7	60600000000.0
5300	205.09999999999999	0.8	45600000000.0
5300	205.09999999999999	0.9	34100000000.0
5300	207.30000000000001	-1.0	2990000000000.0
5300	207.30000000000001	-0.95	2520000000000.0
5300	207.30000000000001	-0.9	2130000000000.0
5300	207.30000000000001	-0.85	1810000000000.0
5300	207.30000000000001	-0.8	1540000000000.0
5300	207.30000000000001	-0.75	1320000000000.0
5300	207.30000000000001	-0.7	1140000000000.0
5300	207.30000000000001	-0.65	997000000000.0
5300	207.30000000000001	-0.6	885000000000.0
5300	207.30000000000001	-0.55	793000000000.0
5300	207.30000000000001	-0.5	719000000000.0
5300	207.30000000000001	-0.45	660000000000.0
5300	207.30000000000001	-0.4	606000000000.0
5300	207.30000000000001	-0.35	557000000000.0
5300	207.30000000000001	-0.3	514000000000.0
5300	207.30000000000001	-0.25	475000000000.0
5300	207.30000000000001	-0.2	437000000000.0
5300	207.30000000000001	-0.15	402000000000.0
5300	207.30000000000001	-0.1	369000000000.0
5300	207.30000000000001	-0.05	338000000000.0
5300	207.30000000000001	0.0	308000000000.0
5300	207.30000000000001	0.05	280000000000.0
5300	207.30000000000001	0.1	254000000000.0
5300	207.30000000000001	0.15	230000000000.0
5300	207.30000000000001	0.2	207000000000.0
5300	207.30000000000001	0.25	186000000000.0
5300	207.30000000000001	0.3	167000000000.0
5300	207.30000000000001	0.35	149000000000.0
5300	207.30000000000001	0.4	132000000000.0
5300	207.30000000000001	0.45	117000000000.0
5300	207.30000000000001	0.5	103000000000.0
5300	207.30000000000001	0.6	79200000000.0
5300	207.30000000000001	0.7	60000000000.0
5300	207.30000000000001	0.8	44900000000.0
5300	207.30000000000001	0.9	33200000000.0
5300	209.40000000000001	-1.0	4890000000000.0
5300	209.40000000000001	-0.95	4480000000000.0
5300	209.40000000000001	-0.9	4100000000000.0
5300	209.40000000000001	-0.85	3750000000000.0
5300	209.40000000000001	-0.8	3390000000000.0
5300	209.40000000000001	-0.75	3050000000000.0
5300	209.40000000000001	-0.7	2740000000000.0
5300	209.40000000000001	-0.65	2460000000000.0
5300	209.40000000000001	-0.6	2210000000000.0
5300	209.40000000000001	-0.55	1970000000000.0
5300	209.40000000000001	-0.5	1770000000000.0
5300	209.40000000000001	-0.45	1590000000000.0
5300	209.40000000000001	-0.4	1420000000000.0
5300	209.40000000000001	-0.35	1270000000000.0
5300	209.40000000000001	-0.3	1140000000000.0
5300	209.40000000000001	-0.25	1030000000000.0
5300	209.40000000000001	-0.2	925000000000.0
5300	209.40000000000001	-0.15	836000000000.0
5300	209.40000000000001	-0.1	756000000000.0
5300	209.40000000000001	-0.05	686000000000.0
5300	209.40000000000001	0.0	623000000000.0
5300	209.40000000000001	0.05	566000000000.0
5300	209.40000000000001	0.1	516000000000.0
5300	209.40000000000001	0.15	471000000000.0
5300	209.40000000000001	0.2	429000000000.0
5300	209.40000000000001	0.25	391000000000.0
5300	209.40000000000001	0.3	356000000000.0
5300	209.40000000000001	0.35	323000000000.0
5300	209.40000000000001	0.4	293000000000.0
5300	209.40000000000001	0.45	264000000000.0
5300	209.40000000000001	0.5	238000000000.0
5300	209.40000000000001	0.6	190000000000.0
5300	209.40000000000001	0.7	149000000000.0
5300	209.40000000000001	0.8	116000000000.0
5300	209.40000000000001	0.9	88400000000.0
5300	211.59999999999999	-1.0	5220000000000.0
5300	211.59999999999999	-0.95	4960000000000.0
5300	211.59999999999999	-0.9	4690000000000.0
5300	211.59999999999999	-0.85	4420000000000.0
5300	211.59999999999999	-0.8	4160000000000.0
5300	211.59999999999999	-0.75	3890000000000.0
5300	211.59999999999999	-0.7	3620000000000.0
5300	211.59999999999999	-0.65	3360000000000.0
5300	211.59999999999999	-0.6	3110000000000.0
5300	211.59999999999999	-0.55	2860000000000.0
5300	211.59999999999999	-0.5	2630000000000.0
5300	211.59999999999999	-0.45	2420000000000.0
5300	211.59999999999999	-0.4	2200000000000.0
5300	211.59999999999999	-0.35	2000000000000.0
5300	211.59999999999999	-0.3	1820000000000.0
5300	211.59999999999999	-0.25	1650000000000.0
5300	211.59999999999999	-0.2	1490000000000.0
5300	211.59999999999999	-0.15	1340000000000.0
5300	211.59999999999999	-0.1	1210000000000.0
5300	211.59999999999999	-0.05	1090000000000.0
5300	211.59999999999999	0.0	987000000000.0
5300	211.59999999999999	0.05	891000000000.0
5300	211.59999999999999	0.1	807000000000.0
5300	211.59999999999999	0.15	731000000000.0
5300	211.59999999999999	0.2	662000000000.0
5300	211.59999999999999	0.25	601000000000.0
5300	211.59999999999999	0.3	545000000000.0
5300	211.59999999999999	0.35	494000000000.0
5300	211.59999999999999	0.4	447000000000.0
5300	211.59999999999999	0.45	402000000000.0
5300	211.59999999999999	0.5	362000000000.0
5300	211.59999999999999	0.6	288000000000.0
5300	211.59999999999999	0.7	227000000000.0
5300	211.59999999999999	0.8	175000000000.0
5300	211.59999999999999	0.9	133000000000.0
5300	213.90000000000001	-1.0	6180000000000.0
5300	213.90000000000001	-0.95	5900000000000.0
5300	213.90000000000001	-0.9	5610000000000.0
5300	213.90000000000001	-0.85	5330000000000.0
5300	213.90000000000001	-0.8	5040000000000.0
5300	213.90000000000001	-0.75	4730000000000.0
5300	213.90000000000001	-0.7	4430000000000.0
5300	213.90000000000001	-0.65	4140000000000.0
5300	213.90000000000001	-0.6	3850000000000.0
5300	213.90000000000001	-0.55	3560000000000.0
5300	213.90000000000001	-0.5	3290000000000.0
5300	213.90000000000001	-0.45	3040000000000.0
5300	213.90000000000001	-0.4	2780000000000.0
5300	213.90000000000001	-0.35	2530000000000.0
5300	213.90000000000001	-0.3	2310000000000.0
5300	213.90000000000001	-0.25	2100000000000.0
5300	213.90000000000001	-0.2	1900000000000.0
5300	213.90000000000001	-0.15	1720000000000.0
5300	213.90000000000001	-0.1	1550000000000.0
5300	213.90000000000001	-0.05	1400000000000.0
5300	213.90000000000001	0.0	1260000000000.0
5300	213.90000000000001	0.05	1140000000000.0
5300	213.90000000000001	0.1	1030000000000.0
5300	213.90000000000001	0.15	931000000000.0
5300	213.90000000000001	0.2	842000000000.0
5300	213.90000000000001	0.25	761000000000.0
5300	213.90000000000001	0.3	690000000000.0
5300	213.90000000000001	0.35	623000000000.0
5300	213.90000000000001	0.4	563000000000.0
5300	213.90000000000001	0.45	506000000000.0
5300	213.90000000000001	0.5	455000000000.0
5300	213.90000000000001	0.6	362000000000.0
5300	213.90000000000001	0.7	285000000000.0
5300	213.90000000000001	0.8	220000000000.0
5300	213.90000000000001	0.9	167000000000.0
5300	216.19999999999999	-1.0	5050000000000.0
5300	216.19999999999999	-0.95	4840000000000.0
5300	216.19999999999999	-0.9	4630000000000.0
5300	216.19999999999999	-0.85	4410000000000.0
