observation_id	recording_batch_id	animal_age_days	slice_id	condition	anatomical_region_id	mean_amplitude_dff0	mean_time_to_peak_s	mean_peak_width_s	mean_peak_prominence_dff0	mean_peak_frequency_hz	mean_auc_au
cell_observation_0023	recording_batch_02	59	slice_01	baseline	region_2	1.7324979055216416	104.64629999999987	6.234931536898685	0.7991473884873105	0.003322950331960996	300.93715249324305
cell_observation_0024	recording_batch_02	59	slice_04	baseline	region_2	2.2081239729109745	231.27832000000012	3.630788865009606	1.0480652831397879	0.006647777450226941	378.7379144617567
cell_observation_0025	recording_batch_02	59	slice_04	baseline	region_2	2.7882207214711423	206.49849999999938	5.5149378584175395	2.0098781301808852	0.0033238887251134707	310.46676698533435
cell_observation_0026	recording_batch_03	40	slice_03	baseline	region_2	1.2670221975830394	121.88715000000077	7.297719518326076	0.3799948499678928	0.00332490469991904	300.7708291739077
cell_observation_0027	recording_batch_03	40	slice_03	baseline	region_2	1.311920099244869	12.980189999999993	5.060014120820423	0.40178253086086624	0.00332490469991904	300.75993162701985
cell_observation_0028	recording_batch_03	40	slice_06	baseline	region_2	1.7885845563185292	213.18250000000057	7.951793009161449	0.8707211120169106	0.006648206812417463	300.8558253750339
cell_observation_0029	recording_batch_03	40	slice_06	baseline	region_2	1.265706862764956	247.10150000000135	4.423940506123067	0.30957084508502186	0.013296413624834927	300.77453266109666
cell_observation_0030	recording_batch_03	40	slice_06	baseline	region_2	2.11489142099992	196.22300000000018	5.409021763629454	1.1799903204806548	0.0033241034062087317	300.8532936782666
cell_observation_0031	recording_batch_03	40	slice_06	baseline	region_2	2.0188700900395444	243.77300000000128	4.316710636741391	1.090580977797051	0.0033241034062087317	300.8534207414831
cell_observation_0032	recording_batch_03	40	slice_06	baseline	region_2	1.2305388100564085	146.0313333333334	5.840348323309293	0.279280054318359	0.009972310218626195	300.8322326220983
cell_observation_0033	recording_batch_03	40	slice_06	baseline	region_2	1.3023775120852759	9.193000000000003	14.264821284816662	0.3628265348708939	0.0033241034062087317	300.8321097596072
cell_observation_0034	recording_batch_04	41	slice_06	baseline	region_2	1.2157200332467615	216.4620600000034	7.3553957022172085	0.2946004578438184	0.003322360904211026	301.0000469794552
cell_observation_0035	recording_batch_06	65	slice_02	baseline	region_2	1.264283573181292	223.26106500000265	12.188481963542245	0.35859677662136474	0.006648018531484528	300.8422046233063
cell_observation_0036	recording_batch_06	65	slice_02	baseline	region_2	1.2743643376343505	205.40650000000232	10.956151971305928	0.34850979474847354	0.003324009265742264	300.8599229470259
cell_observation_0037	recording_batch_06	65	slice_02	baseline	region_2	1.9262968077093099	226.5791700000027	8.299782498870343	0.9895065035462355	0.003324009265742264	300.85685629894306
cell_observation_0038	recording_batch_06	65	slice_02	baseline	region_2	1.76553491651384	255.02007000000322	10.659840607038035	0.8648891328030768	0.003324009265742264	300.87559186549595
cell_observation_0039	recording_batch_06	65	slice_02	baseline	region_2	1.2182078113501604	176.6495900000018	21.28381667669703	0.34383599675198406	0.003324009265742264	300.87712513423594
cell_observation_0040	recording_batch_06	65	slice_02	baseline	region_2	2.043883214748794	94.17098000000034	15.195764757185174	1.1448335744151152	0.003324009265742264	300.8624621179023
cell_observation_0041	recording_batch_07	66	slice_02	baseline	region_2	2.4225075122630613	269.2156999999994	6.257958108640253	1.5576169497318813	0.003327134881049931	300.5868318719914
cell_observation_0042	recording_batch_07	66	slice_05	baseline	region_2	1.8468645076510208	167.47799999999955	10.991216898749283	1.0327353367502767	0.013293358432080299	300.944144661109
cell_observation_0043	recording_batch_07	66	slice_05	baseline	region_2	1.992507255313444	167.66408666666612	9.769986959133314	1.1664349802478704	0.009970018824060223	300.953198270156
cell_observation_0044	recording_batch_07	66	slice_05	baseline	region_2	1.2391347078075388	53.59295999999991	19.06860770075366	0.3298246476884401	0.0033233396080200746	300.9253855088979
cell_observation_0045	recording_batch_07	66	slice_05	baseline	region_2	1.2646072968985327	61.96685999999987	13.4783186788733	0.3208751964569855	0.0033233396080200746	300.91789094684725
cell_observation_0046	recording_batch_07	66	slice_05	baseline	region_2	1.2928905204773073	33.49560000000002	7.289047915152807	0.3409662819610775	0.0033233396080200746	300.8948916035179
cell_observation_0047	recording_batch_08	67	slice_03	baseline	region_2	1.3115024888729712	291.1071000000013	6.760924499658017	0.37303200686069105	0.003326210807258043	295.0336112204437
cell_observation_0048	recording_batch_08	67	slice_03	baseline	region_2	1.729237052125135	3.3654	11.398366051652726	0.3781177257988422	0.003326210807258043	277.8634104095582
cell_observation_0049	recording_batch_08	67	slice_03	baseline	region_2	1.6553731203838735	169.9527000000005	10.220722971521468	0.6755400456225289	0.003326210807258043	315.66436384610165
cell_observation_0050	recording_batch_09	42	slice_03	baseline	region_2	1.3491575194797487	278.86999999999955	7.605822324978419	0.40385498820128707	0.0066528761414755295	298.5380315899018
cell_observation_0051	recording_batch_09	42	slice_03	baseline	region_2	1.666815426528478	58.562700000000106	8.562066832128025	0.791006977909035	0.0033264380707377647	285.2912867513329
cell_observation_0052	recording_batch_09	42	slice_03	baseline	region_2	1.6105681369220342	163.6037333333331	11.511794442476841	0.7909361252489573	0.009979314212213293	278.4577247398633
cell_observation_0053	recording_batch_09	42	slice_06	baseline	region_2	1.353945630395519	144.1297759999996	22.632525698457094	0.620789345372008	0.016641323594964057	291.5257109569244
cell_observation_0054	recording_batch_09	42	slice_06	baseline	region_2	1.3675647171757095	58.748550000000144	8.183100876125517	0.4481861309258887	0.009984794156978435	278.66130995636684
cell_observation_0055	recording_batch_09	42	slice_06	baseline	region_2	1.4358700319933488	133.81614166666603	9.310012373720456	0.6425202751936753	0.01996958831395687	279.96255482714065
cell_observation_0056	recording_batch_09	42	slice_06	baseline	region_2	1.289883633333345	119.36213333333292	13.008561006489836	0.5167581128690015	0.01996958831395687	273.20346153858594
cell_observation_0057	recording_batch_09	42	slice_06	baseline	region_2	1.3784700888709867	124.21121999999963	14.290582548421188	0.5626113772970517	0.013313058875971246	296.93615698200495
cell_observation_0058	recording_batch_09	42	slice_06	baseline	region_2	1.4023802685341906	149.83677799999927	16.711454597212857	0.6464036628170395	0.016641323594964057	283.27041721252397
cell_observation_0059	recording_batch_09	42	slice_06	baseline	region_2	1.3765292264782032	149.6289599999994	15.159952659634031	0.5434982909802333	0.02329785303294968	297.9024215409417
cell_observation_0060	recording_batch_09	42	slice_06	baseline	region_2	1.537891237167673	89.52159999999999	13.384541690368097	0.653735660842357	0.009984794156978435	310.419374827409
cell_observation_0061	recording_batch_09	42	slice_06	baseline	region_2	1.412453540344138	91.34000750000016	8.524988731607158	0.5062020678084258	0.013313058875971246	299.5855265260405
cell_observation_0062	recording_batch_09	42	slice_06	baseline	region_2	1.4542980620066253	121.69342500000002	6.309072580133154	0.492807073769751	0.006656529437985623	307.1324816278436
cell_observation_0063	recording_batch_09	42	slice_06	baseline	region_2	1.7676282934753742	151.62721000000002	6.3841908440297175	0.7716083950053001	0.0033282647189928115	315.58191148009377
cell_observation_0064	recording_batch_09	42	slice_06	baseline	region_2	1.3427969818908054	88.68233499999995	16.836192115065614	0.39711390100771166	0.006656529437985623	307.1416778801222
cell_observation_0065	recording_batch_09	42	slice_06	baseline	region_2	1.453812711505765	160.01985999999985	7.860640221639358	0.46314771420496315	0.0033282647189928115	313.54957224302086
cell_observation_0066	recording_batch_02	59	slice_03	baseline	region_4	1.761300007178494	204.30512000000192	7.157218314391457	0.6828044467669472	0.003322966563778764	345.4120889848461
cell_observation_0067	recording_batch_02	59	slice_03	baseline	region_4	2.082030985808232	222.5959500000022	6.998741151877908	1.3059411035056527	0.003322966563778764	303.5213411361042
cell_observation_0068	recording_batch_02	59	slice_03	baseline	region_4	1.8521208485957412	204.5351933333349	5.224044065901779	1.0032877266547628	0.00996889969133629	359.02528655229946
cell_observation_0069	recording_batch_03	40	slice_05	baseline	region_4	1.286885971460138	202.53174000000192	90.96679363954816	0.4373298182471861	0.00332271857656859	300.97728770438744
cell_observation_0070	recording_batch_04	41	slice_01	baseline	region_4	1.4276865619249426	230.55629999999815	9.640123679049367	0.44620432785178066	0.0033230915651296547	311.18525959110843
cell_observation_0071	recording_batch_04	41	slice_04	baseline	region_4	1.220259727093895	287.8785099999977	9.70652002191025	0.21689451638074364	0.0033242816468371877	300.8155277002442
cell_observation_0072	recording_batch_04	41	slice_04	baseline	region_4	1.490302135027058	211.8656449999984	12.853904893262396	0.6010005685179833	0.006648563293674375	300.81175510306804
cell_observation_0073	recording_batch_04	41	slice_04	baseline	region_4	1.2772669242153167	242.9747899999981	5.124942751412874	0.31340438224014133	0.0033242816468371877	300.81377122484616
cell_observation_0074	recording_batch_04	41	slice_04	baseline	region_4	2.278732220332315	156.02139999999895	4.877559207220074	1.3774259111708549	0.006648563293674375	300.8204377855322
cell_observation_0075	recording_batch_04	41	slice_07	baseline	region_4	1.2732842433826708	213.18068999999673	5.097319111882626	0.41954603291783066	0.003324299107269465	300.83624818876876
cell_observation_0076	recording_batch_04	41	slice_07	baseline	region_4	1.5707295259578202	108.27318333333278	4.765255336264346	0.8382587695595234	0.009972897321808396	300.8426949300702
cell_observation_0077	recording_batch_04	41	slice_07	baseline	region_4	1.7985589004220008	190.44649666666396	6.589698175064664	1.2266761571481506	0.009972897321808396	300.80084741842006
cell_observation_0078	recording_batch_04	41	slice_07	baseline	region_4	1.433799247645512	165.36267999999947	8.594077132732536	0.5756099619098545	0.003324299107269465	300.8335022921609
cell_observation_0079	recording_batch_04	41	slice_07	baseline	region_4	1.3324763573770975	72.96533000000066	7.774349916478471	0.4783163197259881	0.003324299107269465	300.83353559028194
cell_observation_0080	recording_batch_04	41	slice_07	baseline	region_4	1.268606630648756	293.38539999999773	4.7190394155659305	0.4256818949474891	0.003324299107269465	300.81448938912956
cell_observation_0081	recording_batch_04	41	slice_07	baseline	region_4	1.2567784261402415	154.69411999999753	4.363827345152153	0.3845079591414177	0.00664859821453893	300.8186785069559
cell_observation_0082	recording_batch_07	66	slice_01	baseline	region_4	1.2451026752892749	173.73782500000075	10.087193982122397	0.2736028598306771	0.013294177549058761	300.8746187673207
cell_observation_0083	recording_batch_07	66	slice_01	baseline	region_4	1.2538170728125204	114.51540000000028	15.322211756025467	0.3490428795998244	0.0033235443872646903	300.92506007658153
cell_observation_0084	recording_batch_07	66	slice_01	baseline	region_4	1.1855678452374532	152.12585000000078	10.150267599164327	0.17599354712092463	0.0066470887745293805	300.8665722204223
cell_observation_0085	recording_batch_09	42	slice_04	baseline	region_4	1.59032833538664	241.63153000000122	6.279254404285382	0.6516022969753613	0.003327812713895145	300.52029007214844
cell_observation_0086	recording_batch_09	42	slice_04	baseline	region_4	1.300899238288989	255.64728000000127	6.11523763955519	0.35888884762267514	0.00665562542779029	300.4024523014684
cell_observation_0088	recording_batch_02	59	slice_02	neural_activity_blocked	region_1	1.5777997951209235	127.67229333333455	8.153099222808587	0.8141158541316381	0.019938901887575595	294.27848183170966
cell_observation_0089	recording_batch_02	59	slice_02	neural_activity_blocked	region_1	1.331891012139856	129.4615999999993	4.060454033310634	0.5125297361296335	0.003323150314595932	306.75513665826145
cell_observation_0090	recording_batch_02	59	slice_02	neural_activity_blocked	region_1	1.6205070403466064	235.8727200000032	3.9171287079792876	0.8960202044640513	0.003323150314595932	303.19557195516654
cell_observation_0091	recording_batch_02	59	slice_02	neural_activity_blocked	region_1	1.2858382908644324	62.204719999999774	2.3689438206232083	0.5592006394558833	0.003323150314595932	294.19857434379213
cell_observation_0092	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	1.9362284643232266	163.61799999999934	5.791673535147719	0.9287620836539081	0.029915637901118845	355.2949783279314
cell_observation_0093	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	2.0000810355794596	206.9503799999987	8.09878730052948	1.225637141642999	0.0066479195335819655	318.55578680903307
cell_observation_0094	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	1.440825732425876	287.22875999999917	2.909168630370573	0.5772534890495699	0.0033239597667909827	307.95812208715085
cell_observation_0095	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	2.123507101215114	150.21187999999992	3.7505177865925234	1.2420444484134396	0.019943758600745896	336.656265182393
cell_observation_0096	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	1.6654044857803336	152.63976000000022	6.187894831595514	0.882078327587015	0.0033239597667909827	311.5463210379254
cell_observation_0097	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	1.2688943110313877	290.39555999999936	2.2230311871543336	0.5280234453337623	0.0033239597667909827	305.2932711938884
cell_observation_0098	recording_batch_02	59	slice_05	neural_activity_blocked	region_1	1.951966588939722	162.9544799999994	4.151583832915532	1.0979350278870128	0.04653543673507376	349.3821353060695
cell_observation_0099	recording_batch_03	40	slice_04	neural_activity_blocked	region_1	1.4359600549776714	156.4732699999978	3.5261165862601302	0.48252460738756137	0.006647041940042996	300.8924411448753
cell_observation_0100	recording_batch_03	40	slice_04	neural_activity_blocked	region_1	1.4203135735709145	295.4900899999951	3.3366642287693935	0.42914719339428964	0.003323520970021498	300.8851916645449
cell_observation_0101	recording_batch_04	41	slice_02	neural_activity_blocked	region_1	1.5058637746618682	82.85307999999935	8.19568990110119	0.61150841462119	0.0033242747953252587	291.6649787984913
cell_observation_0102	recording_batch_04	41	slice_05	neural_activity_blocked	region_1	1.1983310522957376	225.0451199999983	3.4873909820337303	0.23907856455432142	0.003324312478990296	300.8124380601779
cell_observation_0103	recording_batch_04	41	slice_05	neural_activity_blocked	region_1	1.2552780118613696	247.2857599999981	3.3306711751822036	0.30599361417351	0.003324312478990296	300.81462588031513
cell_observation_0104	recording_batch_04	41	slice_05	neural_activity_blocked	region_1	1.1135794362740703	59.371199999999654	3.922710685483942	0.1814458085398416	0.003324312478990296	300.81638723027635
cell_observation_0105	recording_batch_04	41	slice_05	neural_activity_blocked	region_1	1.1144016678717068	76.52287999999952	3.2444158212905876	0.19314946125452626	0.003324312478990296	300.81312955464284
cell_observation_0106	recording_batch_04	41	slice_05	neural_activity_blocked	region_1	1.3844241704774196	174.3439999999998	6.286358375511592	0.4768531516594412	0.00997293743697089	300.81922376241334
cell_observation_0107	recording_batch_04	41	slice_05	neural_activity_blocked	region_1	1.1017472474369367	269.1494399999999	3.411017835920518	0.16489399342850053	0.003324312478990296	300.8170888829781
cell_observation_0108	recording_batch_06	65	slice_04	neural_activity_blocked	region_1	1.6817098083557702	170.06981333333331	4.507597973988244	0.7624070395644783	0.00997467231206531	300.7675322551846
cell_observation_0109	recording_batch_07	66	slice_06	neural_activity_blocked	region_1	1.591879790161443	213.80590000000035	5.757663141960734	0.6418432177449266	0.0033223222713733907	300.99797161389773
cell_observation_0110	recording_batch_07	66	slice_06	neural_activity_blocked	region_1	1.4981738764819856	182.7068600000003	6.652049453921734	0.5511807667295536	0.0033223222713733907	301.0132065982924
cell_observation_0111	recording_batch_07	66	slice_06	neural_activity_blocked	region_1	1.432556805305761	212.13988000000035	6.154328075718984	0.5386071157964991	0.01661161135686695	300.84752435069026
cell_observation_0112	recording_batch_07	66	slice_06	neural_activity_blocked	region_1	1.2941859938094928	172.59967200000028	6.770784453774473	0.3739772552861435	0.01661161135686695	301.0267559369427
cell_observation_0113	recording_batch_07	66	slice_06	neural_activity_blocked	region_1	1.3898720964400697	44.42720000000004	5.8467472130746145	0.436878496992375	0.0033223222713733907	301.0039650893233
cell_observation_0114	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.2813238201839425	140.4669969999997	9.549202121943086	0.327421293085326	0.03327094255282692	300.5930071713151
cell_observation_0115	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.4269910440035267	164.1523312499994	6.888027535939719	0.5329538959604947	0.026616754042261537	300.50560678281727
cell_observation_0116	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.1906520157167495	142.44348555555513	9.702132377923794	0.19896244902382604	0.02994384829754423	300.48516729583406
cell_observation_0117	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.1656292633376735	143.53396199999958	30.503665660089332	0.27794407875774524	0.01663547127641346	300.57859057849384
cell_observation_0118	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.1781470030476966	163.66440499999962	14.134136759013028	0.24421386805937076	0.03327094255282692	300.6681721284052
cell_observation_0119	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.6066635462682624	257.067429999998	9.772459956201061	0.6780518517980235	0.003327094255282692	300.2394367854015
cell_observation_0120	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.4067367023621344	135.36468249999973	6.076032550895025	0.4713857318817929	0.013308377021130769	300.57610553821115
cell_observation_0121	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.2702470465779936	144.10752428571408	7.383291060397629	0.3227783446133909	0.046579319573957695	300.6639967624294
cell_observation_0122	recording_batch_08	67	slice_04	neural_activity_blocked	region_1	1.3483476117992936	157.9486974999997	10.212678221398733	0.35945783038521667	0.013308377021130769	300.59827241151913
cell_observation_0123	recording_batch_09	42	slice_02	neural_activity_blocked	region_1	1.7571023203993514	170.33448000000098	8.352352352477027	0.820392995520068	0.0033249588702587494	300.78301421713627
cell_observation_0124	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	2.076187138618389	233.28230000000195	6.38000788651641	1.209528558649681	0.0066530748782287095	300.4542287084374
cell_observation_0125	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.4017259838423877	219.03392000000179	5.774019597362553	0.46276974668618864	0.0033265374391143548	300.6317545915554
cell_observation_0126	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.5514464268359	87.61356800000036	6.101754097380534	0.6509372565117829	0.016632687195571774	300.6494988753483
cell_observation_0127	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.638217154325675	222.66586000000183	6.593028055263574	0.728107868811003	0.0066530748782287095	300.6376767780139
cell_observation_0128	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.4238152694314292	296.1428000000027	5.635888520856838	0.4527275410727378	0.0033265374391143548	300.6103744114518
cell_observation_0129	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.2362537147939552	184.67018000000138	8.632694773441791	0.2824558146208255	0.0066530748782287095	300.6293478762575
cell_observation_0130	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.36238362618802	135.2199200000008	6.091993844469556	0.40332923459876846	0.0033265374391143548	300.61733930585433
cell_observation_0131	recording_batch_09	42	slice_05	neural_activity_blocked	region_1	1.2899781182909988	91.63664000000028	5.717687358931514	0.3240456466125088	0.0033265374391143548	300.61367227724423
cell_observation_0132	recording_batch_02	59	slice_01	neural_activity_blocked	region_2	1.200769500720098	32.97943999999996	9.106394878910205	0.22738122834868746	0.003322950331960996	300.93056523035466
cell_observation_0133	recording_batch_02	59	slice_01	neural_activity_blocked	region_2	2.503852529538413	209.9268200000034	5.724013452360481	1.6025567358820196	0.003322950331960996	300.9389327759494
cell_observation_0134	recording_batch_02	59	slice_01	neural_activity_blocked	region_2	1.319568250145681	160.9861766666693	5.868542255093978	0.3969140638100352	0.009968850995882987	300.9051578004561
cell_observation_0135	recording_batch_02	59	slice_01	neural_activity_blocked	region_2	1.185792047763898	183.13102500000323	10.572310230039207	0.3101073268983339	0.006645900663921992	300.9600351357368
cell_observation_0136	recording_batch_02	59	slice_04	neural_activity_blocked	region_2	2.380447722210354	197.21436000000008	5.4559360219066475	1.5382076157506335	0.009973132381364498	328.0363214523339
cell_observation_0137	recording_batch_02	59	slice_04	neural_activity_blocked	region_2	2.72525134828994	122.2535999999997	3.9713649927281836	1.954050638553991	0.0033243774604548326	303.33091904356235
cell_observation_0138	recording_batch_03	40	slice_03	neural_activity_blocked	region_2	1.459067811872952	146.43175999999832	6.494122129465051	0.4813728939361054	0.006647687076883054	300.8283860665971
cell_observation_0139	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.912083477090267	205.32512000000153	8.502933504246244	0.974179494758489	0.00664936767173188	313.7175377823313
cell_observation_0140	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.5033147593382898	133.76563200000038	5.806422956982149	0.6267863942493341	0.0332468383586594	309.6879106553315
cell_observation_0141	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.5003222373726057	194.54101333333486	4.489217456518891	0.5452144071010101	0.009974051507597819	305.02123922103226
cell_observation_0142	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.2465075184151169	221.020800000002	8.082699525508303	0.30482457286831366	0.00332468383586594	300.0564702206512
cell_observation_0143	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.2244480517220975	110.99088000000026	5.778223333825512	0.2759393005680987	0.00664936767173188	303.96090735358894
cell_observation_0144	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.3698267008114802	173.4532800000014	4.5777761138683815	0.4555934642852318	0.00664936767173188	296.29465878650274
cell_observation_0145	recording_batch_03	40	slice_06	neural_activity_blocked	region_2	1.2455168688000322	57.17712000000003	7.693972448883457	0.3519525272582765	0.00664936767173188	290.1326912747657
cell_observation_0146	recording_batch_04	41	slice_03	neural_activity_blocked	region_2	1.3845480640493615	147.71397999999806	10.247881760072154	0.5028789467248754	0.006646131449713495	292.72169409027293
cell_observation_0147	recording_batch_04	41	slice_03	neural_activity_blocked	region_2	1.2166746123218921	286.89505999999375	7.295077295794954	0.2584007929522102	0.0033230657248567476	301.7492332279246
cell_observation_0148	recording_batch_04	41	slice_06	neural_activity_blocked	region_2	1.2359634734873846	264.5928700000045	14.145457066931812	0.32138379768775305	0.003323298853996945	300.902181244552
cell_observation_0149	recording_batch_04	41	slice_06	neural_activity_blocked	region_2	1.4442777785392311	282.56022000000235	3.499683716757943	0.5216946855935007	0.003323298853996945	300.91620054638315
cell_observation_0150	recording_batch_04	41	slice_06	neural_activity_blocked	region_2	1.3203991456687336	76.59765000000006	5.561239389384227	0.38573586767198187	0.003323298853996945	300.91276871297873
cell_observation_0151	recording_batch_06	65	slice_02	neural_activity_blocked	region_2	1.8825458722431943	190.27625000000248	11.100215142975534	0.8528487885372301	0.01994895063532412	367.67492370000315
cell_observation_0152	recording_batch_06	65	slice_02	neural_activity_blocked	region_2	1.5263646901637644	218.25342000000305	13.011707382876608	0.6660263123745835	0.00997447531766206	299.76480857054474
cell_observation_0153	recording_batch_07	66	slice_02	neural_activity_blocked	region_2	1.291491071753231	225.921630000002	9.09062912771185	0.3888769765283753	0.0033238185702939775	300.8446216498574
cell_observation_0154	recording_batch_07	66	slice_02	neural_activity_blocked	region_2	1.701303249097841	132.77752800000098	7.739525539624486	0.8627332433513495	0.016619092851469886	300.9162939050621
cell_observation_0155	recording_batch_07	66	slice_02	neural_activity_blocked	region_2	1.5220450317494434	284.7611700000027	6.324802072066575	0.5811848560756503	0.0033238185702939775	300.87312577619633
cell_observation_0156	recording_batch_07	66	slice_05	neural_activity_blocked	region_2	1.5812680217416213	15.568560000000003	9.956722419932127	0.6535674325290787	0.003324392711574857	300.80903432112655
cell_observation_0157	recording_batch_07	66	slice_05	neural_activity_blocked	region_2	1.6305349437553065	171.698975999999	12.112542563486702	0.8872590385588881	0.016621963557874285	300.9491379847326
cell_observation_0158	recording_batch_07	66	slice_05	neural_activity_blocked	region_2	1.774456431297086	179.45545499999864	8.452970703874714	0.7608180088413022	0.013297570846299428	300.7141788637537
cell_observation_0159	recording_batch_07	66	slice_05	neural_activity_blocked	region_2	1.2137648519778517	182.9305799999992	12.259334994063408	0.24143033595458163	0.003324392711574857	300.68977005582656
cell_observation_0160	recording_batch_07	66	slice_05	neural_activity_blocked	region_2	1.9251586888583074	286.90631999999727	5.724680046736012	1.0209535515707073	0.003324392711574857	300.80062900565804
cell_observation_0161	recording_batch_08	67	slice_03	neural_activity_blocked	region_2	1.4281507193720295	194.838	6.301858545932106	0.5933873226928179	0.0033266002943376193	283.63040407165613
cell_observation_0162	recording_batch_08	67	slice_03	neural_activity_blocked	region_2	1.4572736806724211	13.36032	6.302130640732061	0.45570139547269806	0.0033266002943376193	297.38887999696556
