input_axis_1_index	input_axis_2_index	signal_bin_index	output_channel_index	replicate_id	response_value
0	1	1	3	1	14153.36375785479
0	1	1	3	2	8427.610105795686
0	1	1	3	3	10735.099220847198
0	1	1	4	1	19070.594625804624
0	1	1	4	2	10759.846904027418
0	1	1	4	3	14662.975936380615
0	1	1	5	1	30929.32392357043
0	1	1	5	2	21527.86677509337
0	1	1	5	3	26951.621824965405
0	1	1	6	1	150745.53967989658
0	1	1	6	2	119312.76285724794
0	1	1	6	3	89340.48876013885
0	1	2	0	1	7963.895297605286
0	1	2	0	2	5947.237032808876
0	1	2	0	3	7654.418456489272
0	1	2	1	1	13613.560238360826
0	1	2	1	2	8526.050545807508
0	1	2	1	3	15008.11178033098
0	1	2	2	1	11739.960097888466
0	1	2	2	2	8154.94317083138
0	1	2	2	3	11422.393900706576
0	1	2	3	1	13519.307343477465
0	1	2	3	2	8562.344654185286
0	1	2	3	3	12587.864617177494
0	1	2	4	1	17800.74142994375
0	1	2	4	2	11238.144369592173
0	1	2	4	3	16561.735829610756
0	1	2	5	1	31548.224448955953
0	1	2	5	2	20450.629713817267
0	1	2	5	3	27555.244104418576
0	1	2	6	1	82064.44022696363
0	1	2	6	2	91957.522132407
0	1	2	6	3	86094.86877704473
0	1	3	0	1	9511.053045736506
0	1	3	0	2	5940.004218113351
0	1	3	0	3	7883.539668854617
0	1	3	1	1	15934.150389380171
0	1	3	1	2	8981.406415385904
0	1	3	1	3	13929.102868332859
0	1	3	2	1	13479.366363602265
0	1	3	2	2	8182.8095682471885
0	1	3	2	3	11190.834870517778
0	1	3	3	1	15552.113955107274
0	1	3	3	2	8785.688069010788
0	1	3	3	3	11312.455460589674
0	1	3	4	1	20854.062802736684
0	1	3	4	2	11818.239025112392
0	1	3	4	3	14925.203159766068
0	1	3	5	1	36017.50818209701
0	1	3	5	2	23116.54399565186
0	1	3	5	3	24794.923663037705
0	1	3	6	1	111313.76761255658
0	1	3	6	2	133668.17577026488
0	1	3	6	3	82328.33443977073
0	1	4	0	1	8183.094797907534
0	1	4	0	2	5919.892271120003
0	1	4	0	3	7896.097522894124
0	1	4	1	1	14922.179042549673
0	1	4	1	2	9250.84596983749
0	1	4	1	3	14778.538071045303
0	1	4	2	1	11942.467782473812
0	1	4	2	2	8110.634023758547
0	1	4	2	3	11235.778146626975
0	1	4	3	1	13776.154513241394
0	1	4	3	2	8502.417728942533
0	1	4	3	3	11705.63241111024
0	1	4	4	1	18838.945789784102
0	1	4	4	2	10951.762733885324
0	1	4	4	3	14969.838961282192
0	1	4	5	1	35391.72180405256
0	1	4	5	2	22008.432336554277
0	1	4	5	3	26093.205185711387
0	1	4	6	1	122027.92785159513
0	1	4	6	2	89687.39648427327
0	1	4	6	3	71317.14879487643
0	1	5	0	1	8229.207133795107
0	1	5	0	2	5912.182405991985
0	1	5	0	3	7894.793839001348
0	1	5	1	1	16454.905629961642
0	1	5	1	2	9271.210733751303
0	1	5	1	3	14774.554786436975
0	1	5	2	1	13208.000234754581
0	1	5	2	2	7579.875726672585
0	1	5	2	3	11676.50444917116
0	1	5	3	1	15221.108338467115
0	1	5	3	2	8647.353390562257
0	1	5	3	3	11818.625953666871
0	1	5	4	1	21186.376851405817
0	1	5	4	2	11967.695158670533
0	1	5	4	3	16587.31899408259
0	1	5	5	1	36390.25398025171
0	1	5	5	2	24345.51168375455
0	1	5	5	3	27305.182644291446
0	1	5	6	1	89287.76197270508
0	1	5	6	2	137962.8946981041
0	1	5	6	3	85915.06615763961
0	1	6	0	1	9785.371698539344
0	1	6	0	2	5926.163752100696
0	1	6	0	3	7905.18134888588
0	1	6	1	1	16477.19480096569
0	1	6	1	2	9508.048463540534
0	1	6	1	3	15843.120340503725
0	1	6	2	1	16127.156824563739
0	1	6	2	2	7948.63963648593
0	1	6	2	3	10980.109274489627
0	1	6	3	1	16608.865925349535
0	1	6	3	2	8065.471151161149
0	1	6	3	3	11604.853248057741
0	1	6	4	1	22023.525322099955
0	1	6	4	2	11311.446514040194
0	1	6	4	3	14459.311210238764
0	1	6	5	1	37237.638697475624
0	1	6	5	2	22262.011889209174
0	1	6	5	3	27772.566397900202
0	1	6	6	1	121722.38542258501
0	1	6	6	2	100407.83976478475
0	1	6	6	3	73799.53536134369
0	1	7	0	1	8971.412672879198
0	1	7	0	2	6230.053659086334
0	1	7	0	3	7854.30768716683
0	1	7	1	1	16510.073056324138
0	1	7	1	2	9020.163835826183
0	1	7	1	3	16120.103908866593
0	1	7	2	1	12878.869797850646
0	1	7	2	2	8104.297075612522
0	1	7	2	3	11770.816416220629
0	1	7	3	1	14274.703675692237
0	1	7	3	2	9304.63430435452
0	1	7	3	3	12291.93851583131
0	1	7	4	1	20441.226448236208
0	1	7	4	2	11556.643875398175
0	1	7	4	3	15373.375937787978
0	1	7	5	1	35732.9382768635
0	1	7	5	2	21305.753330852767
0	1	7	5	3	27728.058999309746
0	1	7	6	1	97008.85898802306
0	1	7	6	2	75958.3725404828
0	1	7	6	3	84810.19009766927
0	2	0	0	1	7864.939672186332
0	2	0	0	2	6650.069734247416
0	2	0	0	3	7321.989309533234
0	2	0	1	1	13010.489558433936
0	2	0	1	2	9971.236186773693
0	2	0	1	3	11826.39357488499
0	2	0	2	1	11242.422463210862
0	2	0	2	2	9655.057958353851
0	2	0	2	3	11821.83225251996
0	2	0	3	1	12637.153794666156
0	2	0	3	2	9669.829520289786
0	2	0	3	3	10906.049286014357
0	2	0	4	1	16802.74343908111
0	2	0	4	2	12121.642064243433
0	2	0	4	3	15218.812840332885
0	2	0	5	1	34549.85675526945
0	2	0	5	2	25691.037783130436
0	2	0	5	3	25396.712387595086
0	2	0	6	1	114726.45003888234
0	2	0	6	2	120208.17152326847
0	2	0	6	3	73880.01670277888
0	2	1	0	1	7597.288724204501
0	2	1	0	2	5628.14453214544
0	2	1	0	3	6753.201856593798
0	2	1	1	1	14368.872331230317
0	2	1	1	2	9413.883481630952
0	2	1	1	3	11773.636886037673
0	2	1	2	1	10784.075613807265
0	2	1	2	2	8096.7580098414
0	2	1	2	3	10397.10869876332
0	2	1	3	1	13167.623379992583
0	2	1	3	2	8297.32623875439
0	2	1	3	3	11165.685433434597
0	2	1	4	1	17549.962520142
0	2	1	4	2	10959.783172512847
0	2	1	4	3	15504.84412588471
0	2	1	5	1	31498.8482861378
0	2	1	5	2	21458.741540350275
0	2	1	5	3	25512.53445851564
0	2	1	6	1	93546.42591384462
0	2	1	6	2	84620.19965728292
0	2	1	6	3	104952.23999427666
0	2	2	0	1	7626.5030108683195
0	2	2	0	2	6050.82767801969
0	2	2	0	3	7769.476520021317
0	2	2	1	1	13978.827236605235
0	2	2	1	2	9433.80132689227
0	2	2	1	3	14952.900884693341
0	2	2	2	1	12417.414863741918
0	2	2	2	2	7566.667296050515
0	2	2	2	3	11093.617910825447
0	2	2	3	1	13172.1111423859
0	2	2	3	2	8432.53041531834
0	2	2	3	3	12097.267371875956
0	2	2	4	1	18275.913782921787
0	2	2	4	2	11408.149443879456
0	2	2	4	3	14225.036553310858
0	2	2	5	1	29186.53630027637
0	2	2	5	2	21125.134385414865
0	2	2	5	3	23851.224746657033
0	2	2	6	1	84519.18749131818
0	2	2	6	2	98055.05880687687
0	2	2	6	3	78589.08533474461
0	2	3	0	1	9462.205538393282
0	2	3	0	2	5889.845083714079
0	2	3	0	3	7734.770605570314
0	2	3	1	1	15213.63505115786
0	2	3	1	2	9149.183031615667
0	2	3	1	3	13295.383332835328
0	2	3	2	1	13762.602608309791
0	2	3	2	2	7910.156935753508
0	2	3	2	3	10667.436528047001
0	2	3	3	1	15771.068497148397
0	2	3	3	2	8781.87308240656
0	2	3	3	3	11277.03830766933
0	2	3	4	1	21416.769833966348
0	2	3	4	2	11886.81599550931
0	2	3	4	3	14821.23457242025
0	2	3	5	1	35342.11004398632
0	2	3	5	2	20708.423327950954
0	2	3	5	3	25428.15323518141
0	2	3	6	1	73440.04989555679
0	2	3	6	2	80857.45260311119
0	2	3	6	3	78498.6510401761
0	2	4	0	1	7580.6213027977665
0	2	4	0	2	6042.79948968465
0	2	4	0	3	7811.2597695270615
0	2	4	1	1	15171.94343117709
0	2	4	1	2	8872.66477168857
0	2	4	1	3	13884.638151194684
0	2	4	2	1	13385.150318213546
0	2	4	2	2	7813.856627860908
0	2	4	2	3	11152.893572111665
0	2	4	3	1	13045.473634718797
0	2	4	3	2	8555.881797663387
0	2	4	3	3	12672.644470154892
0	2	4	4	1	16385.18291491725
0	2	4	4	2	10859.715851692063
0	2	4	4	3	14990.82330178142
0	2	4	5	1	28945.212290658576
0	2	4	5	2	20985.111998860353
0	2	4	5	3	26447.67663531923
0	2	4	6	1	88260.98696862705
0	2	4	6	2	74458.15204094074
0	2	4	6	3	69937.84898335012
0	2	5	0	1	8583.68811423628
0	2	5	0	2	6072.524392697248
0	2	5	0	3	7490.226474474327
0	2	5	1	1	15754.009784569644
0	2	5	1	2	8626.286112368663
0	2	5	1	3	15666.602993554716
0	2	5	2	1	12477.272092391057
0	2	5	2	2	7430.2919032773825
0	2	5	2	3	10792.151550415192
0	2	5	3	1	14903.08035899093
0	2	5	3	2	8676.622185078038
0	2	5	3	3	12974.727210433395
0	2	5	4	1	19659.00424349623
0	2	5	4	2	11033.635732095745
0	2	5	4	3	15423.367821238466
0	2	5	5	1	32387.559279305933
0	2	5	5	2	21156.051191508202
0	2	5	5	3	26798.335247927927
0	2	5	6	1	113184.39766192215
0	2	5	6	2	74091.04905021837
0	2	5	6	3	82127.74439522167
0	2	6	0	1	9968.919779339427
0	2	6	0	2	6279.7854319125045
0	2	6	0	3	7827.489444937811
0	2	6	1	1	15904.215072629424
0	2	6	1	2	9999.944042010095
0	2	6	1	3	13904.540801206485
0	2	6	2	1	15615.314990932558
0	2	6	2	2	8316.01949873833
0	2	6	2	3	10650.343655723706
0	2	6	3	1	17885.509120100534
0	2	6	3	2	8825.466227018369
0	2	6	3	3	11834.150210969978
0	2	6	4	1	20483.062021761954
0	2	6	4	2	11709.274600495939
0	2	6	4	3	14848.275139193274
0	2	6	5	1	33637.460169098005
0	2	6	5	2	22389.587495048727
0	2	6	5	3	25971.307154706366
0	2	6	6	1	95976.31920338748
0	2	6	6	2	83945.57067392922
0	2	6	6	3	66759.99069549705
0	2	7	0	1	8297.461288548386
0	2	7	0	2	6098.01123223076
0	2	7	0	3	7797.217473793307
0	2	7	1	1	17185.950712227183
0	2	7	1	2	9150.572551470308
0	2	7	1	3	15969.466781547739
0	2	7	2	1	13417.263921844315
0	2	7	2	2	7565.167846661037
0	2	7	2	3	10830.742207094674
0	2	7	3	1	14081.386485995094
0	2	7	3	2	8133.025549504168
0	2	7	3	3	12162.02501528114
0	2	7	4	1	17763.7946283564
0	2	7	4	2	11793.587487192613
0	2	7	4	3	15685.245640078032
0	2	7	5	1	30857.555601560955
0	2	7	5	2	22067.93629736272
0	2	7	5	3	25625.381770287982
0	2	7	6	1	96275.45248012808
0	2	7	6	2	91992.20455867567
0	2	7	6	3	66495.65948454007
0	3	0	0	1	7875.70269652869
0	3	0	0	2	7020.78130321963
0	3	0	0	3	7675.906465034522
0	3	0	1	1	15994.277586868642
0	3	0	1	2	11666.160942037213
0	3	0	1	3	12905.708936303889
0	3	0	2	1	14371.912327848087
0	3	0	2	2	10003.931746650287
0	3	0	2	3	11468.10120078346
0	3	0	3	1	14274.10661881824
0	3	0	3	2	11125.356984537688
0	3	0	3	3	11907.2661089524
0	3	0	4	1	17499.034877645474
0	3	0	4	2	14088.926281684475
0	3	0	4	3	14385.621412370216
0	3	0	5	1	29915.364627276846
0	3	0	5	2	27940.753355206267
0	3	0	5	3	26293.08760501991
0	3	0	6	1	78067.7114381658
0	3	0	6	2	104030.3443863111
0	3	0	6	3	72572.81432040464
0	3	1	0	1	7228.494755184773
0	3	1	0	2	5691.092070927651
0	3	1	0	3	7354.265809480067
0	3	1	1	1	14159.315157324374
0	3	1	1	2	8780.904324839834
0	3	1	1	3	14246.016476272303
0	3	1	2	1	11408.955741320277
0	3	1	2	2	8665.565963577019
0	3	1	2	3	10587.023379996506
0	3	1	3	1	13186.801974160373
0	3	1	3	2	9476.450736744218
0	3	1	3	3	12770.072912582162
0	3	1	4	1	18247.479025262743
0	3	1	4	2	11523.668263761198
0	3	1	4	3	15535.710486355894
0	3	1	5	1	30667.274272475788
0	3	1	5	2	22451.43963894275
0	3	1	5	3	23896.823975052266
0	3	1	6	1	85408.84193764631
0	3	1	6	2	89719.92376974205
0	3	1	6	3	69675.6197834578
0	3	2	0	1	7362.344966061841
0	3	2	0	2	6125.200135146123
0	3	2	0	3	7930.260865101078
0	3	2	1	1	19484.520080197475
0	3	2	1	2	9337.11693703081
0	3	2	1	3	15409.904698184693
0	3	2	2	1	12073.43553830697
0	3	2	2	2	7909.614657102471
0	3	2	2	3	12903.720206885757
0	3	2	3	1	13995.589768294834
0	3	2	3	2	9057.676252791296
0	3	2	3	3	12674.252744989059
0	3	2	4	1	18630.275411374394
0	3	2	4	2	12139.939506718425
0	3	2	4	3	16469.878395861655
0	3	2	5	1	28931.927725708927
0	3	2	5	2	22635.797514205944
0	3	2	5	3	28245.413888241445
0	3	2	6	1	76535.97937978077
0	3	2	6	2	73135.50422622237
0	3	2	6	3	67441.30781280596
0	3	3	0	1	10354.053885181005
0	3	3	0	2	5903.631510054096
0	3	3	0	3	7883.884692454389
0	3	3	1	1	15807.814231697052
0	3	3	1	2	10340.505916390903
0	3	3	1	3	13665.371610782255
0	3	3	2	1	14867.224046394882
0	3	3	2	2	8604.086041286144
0	3	3	2	3	12289.269914712386
0	3	3	3	1	16870.183857890923
0	3	3	3	2	9929.87842699995
0	3	3	3	3	12653.93466717477
0	3	3	4	1	20227.79798437852
0	3	3	4	2	12741.614638961908
0	3	3	4	3	16088.043447746295
0	3	3	5	1	37148.82961808666
0	3	3	5	2	21861.16712311631
0	3	3	5	3	26298.61473823352
0	3	3	6	1	78298.62923455035
0	3	3	6	2	77886.11708892511
0	3	3	6	3	61763.033276194416
0	3	4	0	1	8534.940140482646
0	3	4	0	2	6278.823321258471
0	3	4	0	3	7689.1672262787115
0	3	4	1	1	14394.007790514024
0	3	4	1	2	8780.986796645306
0	3	4	1	3	13519.74858022382
0	3	4	2	1	13610.838810341416
0	3	4	2	2	7881.800752126024
0	3	4	2	3	13007.35481175312
0	3	4	3	1	13861.56769675068
0	3	4	3	2	10026.300294085391
0	3	4	3	3	13319.191341659964
0	3	4	4	1	18799.97288368825
0	3	4	4	2	12074.28187143229
0	3	4	4	3	15166.875605907038
0	3	4	5	1	30110.27542954807
0	3	4	5	2	22807.37892755856
0	3	4	5	3	29851.957399633044
0	3	4	6	1	84830.03151502459
0	3	4	6	2	81753.12176730565
0	3	4	6	3	70476.2147412506
0	3	5	0	1	9008.322719647898
0	3	5	0	2	6441.699105677563
0	3	5	0	3	7620.782472383783
0	3	5	1	1	19811.121149367158
0	3	5	1	2	9556.384294887579
0	3	5	1	3	16119.395750083055
0	3	5	2	1	11772.822969601664
0	3	5	2	2	7847.862498362698
0	3	5	2	3	12178.687401081528
0	3	5	3	1	16434.61923315197
0	3	5	3	2	9633.701164833525
0	3	5	3	3	12291.27710696596
0	3	5	4	1	21109.535206264576
0	3	5	4	2	12070.460915731599
0	3	5	4	3	16870.977796008498
0	3	5	5	1	32934.818115948394
0	3	5	5	2	25596.043954503533
0	3	5	5	3	28036.758157069526
0	3	5	6	1	101187.22687826568
0	3	5	6	2	80681.70532266519
0	3	5	6	3	80630.37152212036
0	3	6	0	1	9763.507026547446
0	3	6	0	2	6140.87528146759
0	3	6	0	3	7883.75316358716
0	3	6	1	1	19442.042833468833
0	3	6	1	2	10889.017707749033
0	3	6	1	3	14274.748482739082
0	3	6	2	1	15878.181607073766
0	3	6	2	2	9213.301911984108
0	3	6	2	3	11700.63665431695
0	3	6	3	1	19325.198284480477
0	3	6	3	2	9514.804422538782
0	3	6	3	3	13931.547121639322
0	3	6	4	1	19729.438741349033
0	3	6	4	2	12445.897148299673
0	3	6	4	3	16130.374159803176
0	3	6	5	1	38474.83399347423
0	3	6	5	2	23704.793316355688
0	3	6	5	3	27454.032762899486
0	3	6	6	1	100782.10109391026
0	3	6	6	2	75130.92514347949
0	3	6	6	3	68059.83205982589
0	3	7	0	1	9505.605773138714
0	3	7	0	2	5904.347189264599
0	3	7	0	3	7703.527005885379
0	3	7	1	1	17242.97771836132
0	3	7	1	2	10876.376893538029
0	3	7	1	3	16036.641373000635
0	3	7	2	1	14961.416144902512
0	3	7	2	2	9423.892271555747
0	3	7	2	3	12022.3574078612
0	3	7	3	1	17053.20105802973
0	3	7	3	2	9617.305969353967
0	3	7	3	3	14294.374425858265
0	3	7	4	1	18927.31718217671
0	3	7	4	2	12341.70110688314
0	3	7	4	3	15791.243532209417
0	3	7	5	1	34935.9748273985
0	3	7	5	2	23201.230948910947
0	3	7	5	3	29872.19206821755
0	3	7	6	1	92190.98393499557
0	3	7	6	2	75941.63381637959
0	3	7	6	3	69151.62453233225
0	4	0	0	1	7982.518202409349
0	4	0	0	2	7323.576383317663
0	4	0	0	3	7511.855542758036
0	4	0	1	1	15447.290786546064
0	4	0	1	2	14345.529720850873
0	4	0	1	3	16713.26343874353
0	4	0	2	1	15178.54971954874
0	4	0	2	2	9773.869411214806
0	4	0	2	3	11959.365706487177
0	4	0	3	1	11837.05354316832
0	4	0	3	2	12596.197624985092
0	4	0	3	3	11477.619108630972
0	4	0	4	1	18055.163231787672
0	4	0	4	2	15478.395132124593
0	4	0	4	3	16165.575524898097
0	4	0	5	1	31006.97621937494
0	4	0	5	2	34155.67997969226
0	4	0	5	3	29102.781368846423
0	4	0	6	1	109525.24968025596
0	4	0	6	2	119443.95569998249
0	4	0	6	3	78528.4415648094
0	4	1	0	1	7981.811988020339
0	4	1	0	2	5702.905973873622
0	4	1	0	3	7224.744476539404
0	4	1	1	1	12393.40542430689
0	4	1	1	2	10133.49294272665
0	4	1	1	3	13275.849554199085
0	4	1	2	1	13245.4812510099
0	4	1	2	2	8623.046721046107
0	4	1	2	3	11138.217937492047
0	4	1	3	1	11135.60316662791
0	4	1	3	2	8751.466842601443
0	4	1	3	3	11214.913845823525
0	4	1	4	1	19833.413601069682
0	4	1	4	2	12997.682460741773
0	4	1	4	3	15207.128069797454
0	4	1	5	1	35236.167740244615
0	4	1	5	2	27489.426714462148
0	4	1	5	3	26822.93591866961
0	4	1	6	1	79784.40119249377
0	4	1	6	2	92659.47960163478
0	4	1	6	3	66097.58460526247
0	4	2	0	1	8237.945042817868
0	4	2	0	2	6313.457905749358
0	4	2	0	3	8191.12973674862
0	4	2	1	1	24111.90562985712
0	4	2	1	2	8825.055427705232
0	4	2	1	3	17789.445555865626
0	4	2	2	1	15685.0188452501
0	4	2	2	2	9868.376110048754
0	4	2	2	3	13813.66951162187
0	4	2	3	1	16129.932037069413
0	4	2	3	2	10293.920818678178
0	4	2	3	3	13589.35110250289
0	4	2	4	1	23242.123328192232
0	4	2	4	2	12391.725182769245
0	4	2	4	3	16978.21939352178
0	4	2	5	1	31873.097398407197
0	4	2	5	2	25071.051461408973
0	4	2	5	3	27900.41221736808
0	4	2	6	1	62295.978158056925
0	4	2	6	2	75209.08325867106
0	4	2	6	3	74075.92895143172
0	4	3	0	1	9793.377378428218
0	4	3	0	2	6325.383381665982
0	4	3	0	3	8192.994318073826
0	4	3	1	1	18608.995268250383
0	4	3	1	2	10122.622472634124
0	4	3	1	3	15773.672468133293
0	4	3	2	1	13188.163269468756
0	4	3	2	2	9341.504219179133
0	4	3	2	3	13740.746556026153
0	4	3	3	1	17762.57659372466
0	4	3	3	2	9264.460119766092
0	4	3	3	3	13503.177382383985
0	4	3	4	1	25222.7153827059
0	4	3	4	2	12040.758842010904
0	4	3	4	3	17760.418351569882
0	4	3	5	1	35724.16925132154
0	4	3	5	2	25019.249181537234
0	4	3	5	3	27466.994344422867
0	4	3	6	1	91857.32871613046
0	4	3	6	2	73160.40144296766
0	4	3	6	3	76136.60476611278
0	4	4	0	1	7662.117431009014
0	4	4	0	2	6376.510828261429
0	4	4	0	3	8246.775636898748
0	4	4	1	1	15603.350497197984
0	4	4	1	2	8893.219232379204
0	4	4	1	3	15656.240413506432
0	4	4	2	1	13073.52360915691
0	4	4	2	2	10793.293195898099
0	4	4	2	3	11906.549398802821
0	4	4	3	1	14931.797737449802
0	4	4	3	2	9909.612421753307
0	4	4	3	3	13538.331843535681
0	4	4	4	1	21205.55863679148
0	4	4	4	2	12396.351996199199
0	4	4	4	3	17723.118395459576
0	4	4	5	1	33659.35948910749
