,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Model Output (Complete Data),,,,,,Model Output (Select Data & Temporal blurring),,,,,,Experimental Data*,,,,,,,,,,,,,,,,,,,,,,,
,0.7007007000000003,87.6505,100,100,24.33,,,,,,,,4.998,9.09090909090909,12.4999999999999,9.30232558139535,12.1212121212121,12.8205128205128,11.1669919228058,,88.8330080771941,100,1.81718728876185,,11.4285714285714,6.97674418604653,2.0408163265306,17.0731707317073,15.1515151515151,10.5341635648742,,89.4658364351258,100,6.11699876935438,,
,0.7207206999999999,89.1616,100,100,25.35,,,,,,,,5.145,9.09090909090909,12.4999999999999,9.30232558139535,12.1212121212121,12.8205128205128,11.1669919228058,,88.8330080771941,100,1.81718728876185,,11.4285714285714,6.97674418604653,2.0408163265306,17.0731707317073,15.1515151515151,10.5341635648742,,89.4658364351258,100,6.11699876935438,,
,0.7407407000000003,90.6727,100,100,26.633333333333336,,,,,,,,5.292,9.09090909090909,12.4999999999999,9.30232558139535,12.1212121212121,12.8205128205128,11.1669919228058,,88.8330080771941,100,1.81718728876185,,11.4285714285714,6.97674418604653,2.0408163265306,17.0731707317073,12.121212121212,9.9281029588136,,90.0718970411864,100,6.11699876935438,,
,0.7607606999999998,91.8588,100,100,28.023333333333333,,,,,,,,5.439,9.09090909090909,12.4999999999999,9.30232558139535,12.1212121212121,12.8205128205128,11.1669919228058,,88.8330080771941,100,1.81718728876185,,11.4285714285714,6.97674418604653,2.0408163265306,14.6341463414634,12.121212121212,9.44029808076482,,90.5597019192351,100,6.11699876935438,,
,0.7807808000000005,92.3604,100,100,29.123333333333328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8008008,92.862,100,100,30.11333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8208208000000005,93.3637,100,100,31.10333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8408407999999999,93.8653,100,100,32.336666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8608608000000004,94.3669,100,100,33.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.8808809000000001,94.8686,100,100,34.92333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9009009000000006,95.3702,100,100,36.26333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9209209,95.6572,100,100,37.54333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9409409000000005,95.9398,100,100,38.43666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9609609,96.2223,100,100,39.28666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0.9809809999999998,96.5048,100,100,40.06333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0010010000000003,96.7873,100,100,40.96666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0210210000000006,97.0698,100,100,41.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.041041,97.3523,100,100,43.483333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0610610000000007,97.5419,100,100,44.87666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.0810811000000002,97.6784,100,100,46.18333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1011011,97.8149,100,100,46.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1211211000000003,97.9515,100,100,47.766666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1411410999999998,98.088,100,100,48.74000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1611611000000002,98.2245,100,100,49.81333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.1811812,98.361,100,100,51.080000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2012012000000005,98.5002,100,100,52.18666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2212212,98.6458,100,100,53.203333333333326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2412412000000004,98.7913,100,100,53.946666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2612611999999999,98.9369,100,100,54.626666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.2812813000000005,99.0825,100,100,55.36333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3013013,99.228,100,100,56.139999999999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3213213000000006,99.3736,100,100,56.93333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3413413,99.5192,100,100,57.79333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3613613000000004,99.5526,100,100,58.593333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.3813814000000002,99.5802,100,100,59.43999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4014014000000006,99.6079,100,100,60.11000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4214214000000003,99.6356,100,100,60.73666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4414414000000006,99.6633,100,100,61.483333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4614614000000001,99.6909,100,100,62.48333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.4814815,99.7186,100,100,63.57000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5015015000000003,99.7216,100,100,64.46666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5215214999999997,99.7088,100,100,65.36666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5415415000000003,99.6959,100,100,66.23666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5615614999999998,99.6831,100,100,67.05666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.5815816000000005,99.6702,100,100,67.65333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6016016,99.6574,100,100,68.25999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6216216000000003,99.6445,100,100,68.78666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6416416,99.6483,100,100,69.27666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6616616000000004,99.698,100,100,69.74333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.6816817000000002,99.7477,100,100,70.36000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7017017000000005,99.7974,100,100,71.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7217217,99.8471,100,100,71.63000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7417417000000004,99.8968,100,100,72.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7617617,99.9465,100,100,72.82000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.7817818000000007,99.9962,100,100,73.41333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8018018000000002,100,100,100,73.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8218218000000006,100,100,100,74.19666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8418418,100,100,100,74.45333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8618618000000007,100,100,100,74.86333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.8818819000000002,100,100,100,75.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9019019,100,100,100,76.06333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9219219000000003,100,100,100,76.63333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9419418999999998,100,100,100,77.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.9619619000000001,100,100,100,78.01333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1.981982,100,100,100,78.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0020020000000005,100,100,100,78.91666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0220219999999998,100,100,100,79.28666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0420420000000004,100,100,100,79.80333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.062062,100,100,100,80.34333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.0820821000000005,100,100,100,80.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1021021,100,100,100,81.22666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1221221000000003,100,100,100,81.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1421421,100,100,100,82.22999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1621621000000006,100,100,100,82.77666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.1821822,100,100,100,83.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2022022000000008,100,100,100,83.60666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2222222,100,100,100,83.96666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2422422000000006,100,100,100,84.37666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2622622000000003,100,100,100,84.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.2822823,100,100,100,85.27666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3023023000000005,100,100,100,85.61666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3223222999999997,100,100,100,85.85333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3423423000000003,100,100,100,85.98666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3623622999999996,100,100,100,86.13333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.3823824000000005,100,100,100,86.40333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4024024,100,100,100,86.68333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4224224000000003,100,100,100,87.03666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4424424,100,100,100,87.27666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4624624,100,100,100,87.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.4824825,100,100,100,87.74333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5025025000000003,100,100,100,88.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5225225,100,100,100,88.35333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5425425000000006,100,100,100,88.74666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5625625,100,100,100,89.04666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.5825826000000007,100,100,100,89.27666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6026026,100,100,100,89.49333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6226226000000006,100,100,100,89.72333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6426426000000003,100,100,100,89.95333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6626626000000004,100,100,100,90.17333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.6826827000000004,100,100,100,90.34333333333335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.7027026999999997,100,100,100,90.51333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.7227227000000003,100,100,100,90.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.7427427,100,100,100,90.84333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.7627627,100,100,100,91.03666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.7827828,100,100,100,91.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8028028000000003,100,100,100,91.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8228228,100,100,100,91.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8428428000000006,100,100,100,91.86000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8628628,100,100,100,92.06333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.8828829000000007,100,100,100,92.27666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9029029,100,100,100,92.45333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9229229000000005,100,100,100,92.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9429429,100,100,100,92.71000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2.9629629000000004,100,100,100,92.86666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
