dataset_path	index_0	index_1	value
0.5_Wigner_delay	87	1	182.1735315
0.5_Wigner_delay	88	0	9.3000000000000007
0.5_Wigner_delay	88	1	181.3121874
0.5_Wigner_delay	89	0	9.4000000000000004
0.5_Wigner_delay	89	1	179.9909092
0.5_Wigner_delay	90	0	9.5
0.5_Wigner_delay	90	1	178.22805589999999
0.5_Wigner_delay	91	0	9.5999999999999996
0.5_Wigner_delay	91	1	176.04707010000001
0.5_Wigner_delay	92	0	9.6999999999999993
0.5_Wigner_delay	92	1	173.47576839999999
0.5_Wigner_delay	93	0	9.8000000000000007
0.5_Wigner_delay	93	1	170.54553730000001
0.5_Wigner_delay	94	0	9.9000000000000004
0.5_Wigner_delay	94	1	167.29047370000001
0.5_Wigner_delay	95	0	10
0.5_Wigner_delay	95	1	163.74651209999999
0.5_Wigner_delay	96	0	10.1
0.5_Wigner_delay	96	1	159.95057539999999
0.5_Wigner_delay	97	0	10.199999999999999
0.5_Wigner_delay	97	1	155.93978010000001
0.5_Wigner_delay	98	0	10.300000000000001
0.5_Wigner_delay	98	1	151.75072259999999
0.5_Wigner_delay	99	0	10.4
0.5_Wigner_delay	99	1	147.4188614
0.5_Wigner_delay	100	0	10.5
0.5_Wigner_delay	100	1	142.97800720000001
0.5_Wigner_delay	101	0	10.6
0.5_Wigner_delay	101	1	138.4599212
0.5_Wigner_delay	102	0	10.699999999999999
0.5_Wigner_delay	102	1	133.8940226
0.5_Wigner_delay	103	0	10.800000000000001
0.5_Wigner_delay	103	1	129.3071937
0.5_Wigner_delay	104	0	10.9
0.5_Wigner_delay	104	1	124.7236764
0.5_Wigner_delay	105	0	11
0.5_Wigner_delay	105	1	120.1650451
0.5_Wigner_delay	106	0	11.1
0.5_Wigner_delay	106	1	115.6502442
0.5_Wigner_delay	107	0	11.199999999999999
0.5_Wigner_delay	107	1	111.1956773
0.5_Wigner_delay	108	0	11.300000000000001
0.5_Wigner_delay	108	1	106.8153348
0.5_Wigner_delay	109	0	11.4
0.5_Wigner_delay	109	1	102.5209498
0.5_Wigner_delay	110	0	11.5
0.5_Wigner_delay	110	1	98.322172550000005
0.5_Wigner_delay	111	0	11.6
0.5_Wigner_delay	111	1	94.226753919999993
0.5_Wigner_delay	112	0	11.699999999999999
0.5_Wigner_delay	112	1	90.240732519999995
0.5_Wigner_delay	113	0	11.800000000000001
0.5_Wigner_delay	113	1	86.368619539999997
0.5_Wigner_delay	114	0	11.9
0.5_Wigner_delay	114	1	82.613577169999999
0.5_Wigner_delay	115	0	12
0.5_Wigner_delay	115	1	78.977587929999999
0.5_Wigner_delay	116	0	12.1
0.5_Wigner_delay	116	1	75.46161275
0.5_Wigner_delay	117	0	12.199999999999999
0.5_Wigner_delay	117	1	72.065736830000006
0.5_Wigner_delay	118	0	12.300000000000001
0.5_Wigner_delay	118	1	68.789302390000003
0.5_Wigner_delay	119	0	12.4
0.5_Wigner_delay	119	1	65.631028619999995
0.5_Wigner_delay	120	0	12.5
0.5_Wigner_delay	120	1	62.589118839999998
0.5_Wigner_delay	121	0	12.6
0.5_Wigner_delay	121	1	59.661355499999999
0.5_Wigner_delay	122	0	12.699999999999999
0.5_Wigner_delay	122	1	56.845183830000003
0.5_Wigner_delay	123	0	12.800000000000001
0.5_Wigner_delay	123	1	54.137784840000002
0.5_Wigner_delay	124	0	12.9
0.5_Wigner_delay	124	1	51.536138649999998
0.5_Wigner_delay	125	0	13
0.5_Wigner_delay	125	1	49.037079030000001
0.5_Wigner_delay	126	0	13.1
0.5_Wigner_delay	126	1	46.637339990000001
0.5_Wigner_delay	127	0	13.199999999999999
0.5_Wigner_delay	127	1	44.333595420000002
0.5_Wigner_delay	128	0	13.300000000000001
0.5_Wigner_delay	128	1	42.122492340000001
0.5_Wigner_delay	129	0	13.4
0.5_Wigner_delay	129	1	40.000678790000002
0.5_Wigner_delay	130	0	13.5
0.5_Wigner_delay	130	1	37.964826840000001
0.5_Wigner_delay	131	0	13.6
0.5_Wigner_delay	131	1	36.011651450000002
0.5_Wigner_delay	132	0	13.699999999999999
0.5_Wigner_delay	132	1	34.13792565
0.5_Wigner_delay	133	0	13.800000000000001
0.5_Wigner_delay	133	1	32.340492699999999
0.5_Wigner_delay	134	0	13.9
0.5_Wigner_delay	134	1	30.6162755
0.5_Wigner_delay	135	0	14
0.5_Wigner_delay	135	1	28.962283729999999
0.5_Wigner_delay	136	0	14.1
0.5_Wigner_delay	136	1	27.375619109999999
0.5_Wigner_delay	137	0	14.199999999999999
0.5_Wigner_delay	137	1	25.853478979999998
0.5_Wigner_delay	138	0	14.300000000000001
0.5_Wigner_delay	138	1	24.393158530000001
0.5_Wigner_delay	139	0	14.4
0.5_Wigner_delay	139	1	22.992051889999999
0.5_Wigner_delay	140	0	14.5
0.5_Wigner_delay	140	1	21.64765233
0.5_Wigner_delay	141	0	14.6
0.5_Wigner_delay	141	1	20.357551600000001
0.5_Wigner_delay	142	0	14.699999999999999
0.5_Wigner_delay	142	1	19.119438710000001
0.5_Wigner_delay	143	0	14.800000000000001
0.5_Wigner_delay	143	1	17.931098209999998
0.5_Wigner_delay	144	0	14.9
0.5_Wigner_delay	144	1	16.790408039999999
0.5_Wigner_delay	145	0	15
0.5_Wigner_delay	145	1	15.695337110000001
0.5_Wigner_delay	146	0	15.1
0.5_Wigner_delay	146	1	14.643942620000001
0.5_Wigner_delay	147	0	15.199999999999999
0.5_Wigner_delay	147	1	13.634367259999999
0.5_Wigner_delay	148	0	15.300000000000001
0.5_Wigner_delay	148	1	12.66483624
0.5_Wigner_delay	149	0	15.4
0.5_Wigner_delay	149	1	11.73365429
0.5_Wigner_delay	150	0	15.5
0.5_Wigner_delay	150	1	10.839202630000001
0.5_Wigner_delay	151	0	15.6
0.5_Wigner_delay	151	1	9.9799359110000001
0.5_Wigner_delay	152	0	15.699999999999999
0.5_Wigner_delay	152	1	9.154379187
0.5_Wigner_delay	153	0	15.800000000000001
0.5_Wigner_delay	153	1	8.3611249569999995
0.5_Wigner_delay	154	0	15.9
0.5_Wigner_delay	154	1	7.5988302279999997
0.5_Wigner_delay	155	0	16
0.5_Wigner_delay	155	1	6.8662136619999998
0.5_Wigner_delay	156	0	16.100000000000001
0.5_Wigner_delay	156	1	6.1620528050000001
0.5_Wigner_delay	157	0	16.199999999999999
0.5_Wigner_delay	157	1	5.4851813939999996
0.5_Wigner_delay	158	0	16.300000000000001
0.5_Wigner_delay	158	1	4.8344867630000001
0.5_Wigner_delay	159	0	16.399999999999999
0.5_Wigner_delay	159	1	4.2089073340000001
0.5_Wigner_delay	160	0	16.5
0.5_Wigner_delay	160	1	3.6074302079999998
0.5_Wigner_delay	161	0	16.600000000000001
0.5_Wigner_delay	161	1	3.029088856
0.5_Wigner_delay	162	0	16.699999999999999
0.5_Wigner_delay	162	1	2.472960896
0.5_Wigner_delay	163	0	16.800000000000001
0.5_Wigner_delay	163	1	1.9381659769999999
0.5_Wigner_delay	164	0	16.899999999999999
0.5_Wigner_delay	164	1	1.423863748
0.5_Wigner_delay	165	0	17
0.5_Wigner_delay	165	1	0.92925191900000004
0.5_Wigner_delay	166	0	17.100000000000001
0.5_Wigner_delay	166	1	0.453564421
0.5_Wigner_delay	167	0	17.199999999999999
0.5_Wigner_delay	167	1	-0.0039303630000000001
0.5_Wigner_delay	168	0	17.300000000000001
0.5_Wigner_delay	168	1	-0.44393126799999999
0.5_Wigner_delay	169	0	17.399999999999999
0.5_Wigner_delay	169	1	-0.86710594799999996
0.5_Wigner_delay	170	0	17.5
0.5_Wigner_delay	170	1	-1.2740923909999999
0.5_Wigner_delay	171	0	17.600000000000001
0.5_Wigner_delay	171	1	-1.665500365
0.5_Wigner_delay	172	0	17.699999999999999
0.5_Wigner_delay	172	1	-2.0419127869999998
0.5_Wigner_delay	173	0	17.800000000000001
0.5_Wigner_delay	173	1	-2.403887031
0.5_Wigner_delay	174	0	17.899999999999999
0.5_Wigner_delay	174	1	-2.751956163
0.5_Wigner_delay	175	0	18
0.5_Wigner_delay	175	1	-3.0866301169999999
0.5_Wigner_delay	176	0	18.100000000000001
0.5_Wigner_delay	176	1	-3.4083968150000001
0.5_Wigner_delay	177	0	18.199999999999999
0.5_Wigner_delay	177	1	-3.717723222
0.5_Wigner_delay	178	0	18.300000000000001
0.5_Wigner_delay	178	1	-4.0150563549999996
0.5_Wigner_delay	179	0	18.399999999999999
0.5_Wigner_delay	179	1	-4.3008242369999996
0.5_Wigner_delay	180	0	18.5
0.5_Wigner_delay	180	1	-4.5754368029999997
0.5_Wigner_delay	181	0	18.600000000000001
0.5_Wigner_delay	181	1	-4.8392867610000003
0.5_Wigner_delay	182	0	18.699999999999999
0.5_Wigner_delay	182	1	-5.0927504060000004
0.5_Wigner_delay	183	0	18.800000000000001
0.5_Wigner_delay	183	1	-5.336188398
0.5_Wigner_delay	184	0	18.899999999999999
0.5_Wigner_delay	184	1	-5.5699464909999996
0.5_Wigner_delay	185	0	19
0.5_Wigner_delay	185	1	-5.7943562369999997
0.5_Wigner_delay	186	0	19.100000000000001
0.5_Wigner_delay	186	1	-6.0097356470000003
0.5_Wigner_delay	187	0	19.199999999999999
0.5_Wigner_delay	187	1	-6.2163898150000003
0.5_Wigner_delay	188	0	19.300000000000001
0.5_Wigner_delay	188	1	-6.4146115200000002
0.5_Wigner_delay	189	0	19.399999999999999
0.5_Wigner_delay	189	1	-6.6046817899999999
0.5_Wigner_delay	190	0	19.5
0.5_Wigner_delay	190	1	-6.7868704419999997
0.5_Wigner_delay	191	0	19.600000000000001
0.5_Wigner_delay	191	1	-6.9614365920000001
0.5_Wigner_delay	192	0	19.699999999999999
0.5_Wigner_delay	192	1	-7.128629138
0.5_Wigner_delay	193	0	19.800000000000001
0.5_Wigner_delay	193	1	-7.2886872260000004
0.5_Wigner_delay	194	0	19.899999999999999
0.5_Wigner_delay	194	1	-7.4418406839999998
0.5_Wigner_delay	195	0	20
0.5_Wigner_delay	195	1	-7.5883104430000001
0.5_Wigner_delay	196	0	20.100000000000001
0.5_Wigner_delay	196	1	-7.7283089269999996
0.5_Wigner_delay	197	0	20.199999999999999
0.5_Wigner_delay	197	1	-7.8620404349999999
0.5_Wigner_delay	198	0	20.300000000000001
0.5_Wigner_delay	198	1	-7.9897014940000002
0.5_Wigner_delay	199	0	20.399999999999999
0.5_Wigner_delay	199	1	-8.1114812040000004
0.5_Wigner_delay	200	0	20.5
0.5_Wigner_delay	200	1	-8.2275615589999997
0.5_Wigner_delay	201	0	20.600000000000001
0.5_Wigner_delay	201	1	-8.3381177550000007
0.5_Wigner_delay	202	0	20.699999999999999
0.5_Wigner_delay	202	1	-8.4433184830000005
0.5_Wigner_delay	203	0	20.800000000000001
0.5_Wigner_delay	203	1	-8.5433262110000001
0.5_Wigner_delay	204	0	20.899999999999999
0.5_Wigner_delay	204	1	-8.6382974449999992
0.5_Wigner_delay	205	0	21
0.5_Wigner_delay	205	1	-8.7283829859999997
0.5_Wigner_delay	206	0	21.100000000000001
0.5_Wigner_delay	206	1	-8.8137281699999992
0.5_Wigner_delay	207	0	21.199999999999999
0.5_Wigner_delay	207	1	-8.8944730950000004
0.5_Wigner_delay	208	0	21.300000000000001
0.5_Wigner_delay	208	1	-8.9707528439999997
0.5_Wigner_delay	209	0	21.399999999999999
0.5_Wigner_delay	209	1	-9.0426976880000005
0.5_Wigner_delay	210	0	21.5
0.5_Wigner_delay	210	1	-9.1104332919999997
0.5_Wigner_delay	211	0	21.600000000000001
0.5_Wigner_delay	211	1	-9.1740808969999996
0.5_Wigner_delay	212	0	21.699999999999999
0.5_Wigner_delay	212	1	-9.233757507
0.5_Wigner_delay	213	0	21.800000000000001
0.5_Wigner_delay	213	1	-9.2895760549999995
0.5_Wigner_delay	214	0	21.899999999999999
0.5_Wigner_delay	214	1	-9.3416455759999995
0.5_Wigner_delay	215	0	22
0.5_Wigner_delay	215	1	-9.3900713549999999
0.5_Wigner_delay	216	0	22.100000000000001
0.5_Wigner_delay	216	1	-9.4349550840000003
0.5_Wigner_delay	217	0	22.199999999999999
0.5_Wigner_delay	217	1	-9.4763950000000001
0.5_Wigner_delay	218	0	22.300000000000001
0.5_Wigner_delay	218	1	-9.5144860250000001
0.5_Wigner_delay	219	0	22.399999999999999
0.5_Wigner_delay	219	1	-9.5493198960000001
0.5_Wigner_delay	220	0	22.5
0.5_Wigner_delay	220	1	-9.5809852870000007
0.5_Wigner_delay	221	0	22.600000000000001
0.5_Wigner_delay	221	1	-9.6095679329999992
0.5_Wigner_delay	222	0	22.699999999999999
0.5_Wigner_delay	222	1	-9.6351507410000004
0.5_Wigner_delay	223	0	22.800000000000001
0.5_Wigner_delay	223	1	-9.6578138970000005
0.5_Wigner_delay	224	0	22.899999999999999
0.5_Wigner_delay	224	1	-9.6776349760000002
0.5_Wigner_delay	225	0	23
0.5_Wigner_delay	225	1	-9.6946890359999998
0.5_Wigner_delay	226	0	23.100000000000001
0.5_Wigner_delay	226	1	-9.7090487149999998
0.5_Wigner_delay	227	0	23.199999999999999
0.5_Wigner_delay	227	1	-9.7207843250000003
0.5_Wigner_delay	228	0	23.300000000000001
0.5_Wigner_delay	228	1	-9.7299639370000008
0.5_Wigner_delay	229	0	23.399999999999999
0.5_Wigner_delay	229	1	-9.7366534619999996
0.5_Wigner_delay	230	0	23.5
0.5_Wigner_delay	230	1	-9.7409167379999992
0.5_Wigner_delay	231	0	23.600000000000001
0.5_Wigner_delay	231	1	-9.742815599
0.5_Wigner_delay	232	0	23.699999999999999
0.5_Wigner_delay	232	1	-9.7424099549999994
0.5_Wigner_delay	233	0	23.800000000000001
0.5_Wigner_delay	233	1	-9.7397578580000008
0.5_Wigner_delay	234	0	23.899999999999999
0.5_Wigner_delay	234	1	-9.7349155710000002
0.5_Wigner_delay	235	0	24
0.5_Wigner_delay	235	1	-9.7279376319999997
0.5_Wigner_delay	236	0	24.100000000000001
0.5_Wigner_delay	236	1	-9.7188769189999995
0.5_Wigner_delay	237	0	24.199999999999999
0.5_Wigner_delay	237	1	-9.707784706
0.5_Wigner_delay	238	0	24.300000000000001
0.5_Wigner_delay	238	1	-9.6947107189999997
0.5_Wigner_delay	239	0	24.399999999999999
0.5_Wigner_delay	239	1	-9.6797031970000003
0.5_Wigner_delay	240	0	24.5
0.5_Wigner_delay	240	1	-9.6628089379999995
0.5_Wigner_delay	241	0	24.600000000000001
0.5_Wigner_delay	241	1	-9.6440733509999994
0.5_Wigner_delay	242	0	24.699999999999999
0.5_Wigner_delay	242	1	-9.6235405089999997
0.5_Wigner_delay	243	0	24.800000000000001
0.5_Wigner_delay	243	1	-9.6012531879999994
0.5_Wigner_delay	244	0	24.899999999999999
0.5_Wigner_delay	244	1	-9.5772529169999991
0.5_Wigner_delay	245	0	25
0.5_Wigner_delay	245	1	-9.5515800199999994
0.5_Wigner_delay	246	0	25.100000000000001
0.5_Wigner_delay	246	1	-9.5242736560000001
0.5_Wigner_delay	247	0	25.199999999999999
0.5_Wigner_delay	247	1	-9.4953718570000003
0.5_Wigner_delay	248	0	25.300000000000001
0.5_Wigner_delay	248	1	-9.4649115720000001
0.5_Wigner_delay	249	0	25.399999999999999
0.5_Wigner_delay	249	1	-9.4329286959999994
0.5_Wigner_delay	250	0	25.5
0.5_Wigner_delay	250	1	-9.3994581109999995
0.5_Wigner_delay	251	0	25.600000000000001
0.5_Wigner_delay	251	1	-9.3645337170000005
0.5_Wigner_delay	252	0	25.699999999999999
0.5_Wigner_delay	252	1	-9.3281884660000003
0.5_Wigner_delay	253	0	25.800000000000001
0.5_Wigner_delay	253	1	-9.2904543919999991
0.5_Wigner_delay	254	0	25.899999999999999
0.5_Wigner_delay	254	1	-9.25136264
0.5_Wigner_delay	255	0	26
0.5_Wigner_delay	255	1	-9.2109434990000008
0.5_Wigner_delay	256	0	26.100000000000001
0.5_Wigner_delay	256	1	-9.1692264259999998
0.5_Wigner_delay	257	0	26.199999999999999
0.5_Wigner_delay	257	1	-9.1262400750000001
0.5_Wigner_delay	258	0	26.300000000000001
0.5_Wigner_delay	258	1	-9.0820123220000006
0.5_Wigner_delay	259	0	26.399999999999999
0.5_Wigner_delay	259	1	-9.0365702910000003
0.5_Wigner_delay	260	0	26.5
0.5_Wigner_delay	260	1	-8.9899403749999998
0.5_Wigner_delay	261	0	26.600000000000001
0.5_Wigner_delay	261	1	-8.9421482640000001
0.5_Wigner_delay	262	0	26.699999999999999
0.5_Wigner_delay	262	1	-8.8932189620000006
0.5_Wigner_delay	263	0	26.800000000000001
0.5_Wigner_delay	263	1	-8.8431768119999994
0.5_Wigner_delay	264	0	26.899999999999999
0.5_Wigner_delay	264	1	-8.7920455149999999
0.5_Wigner_delay	265	0	27
0.5_Wigner_delay	265	1	-8.7398481540000006
0.5_Wigner_delay	266	0	27.100000000000001
0.5_Wigner_delay	266	1	-8.6866072039999995
0.5_Wigner_delay	267	0	27.199999999999999
0.5_Wigner_delay	267	1	-8.632344561
0.5_Wigner_delay	268	0	27.300000000000001
0.5_Wigner_delay	268	1	-8.5770815549999995
0.5_Wigner_delay	269	0	27.399999999999999
0.5_Wigner_delay	269	1	-8.5208389649999994
0.5_Wigner_delay	270	0	27.5
0.5_Wigner_delay	270	1	-8.4636370410000001
0.5_Wigner_delay	271	0	27.600000000000001
0.5_Wigner_delay	271	1	-8.4054955150000001
0.5_Wigner_delay	272	0	27.699999999999999
0.5_Wigner_delay	272	1	-8.3464336209999992
0.5_Wigner_delay	273	0	27.800000000000001
0.5_Wigner_delay	273	1	-8.2864701059999994
0.5_Wigner_delay	274	0	27.899999999999999
0.5_Wigner_delay	274	1	-8.2256232479999998
0.5_Wigner_delay	275	0	28
0.5_Wigner_delay	275	1	-8.1639108680000003
0.5_Wigner_delay	276	0	28.100000000000001
0.5_Wigner_delay	276	1	-8.101350343
0.5_Wigner_delay	277	0	28.199999999999999
0.5_Wigner_delay	277	1	-8.0379586199999995
0.5_Wigner_delay	278	0	28.300000000000001
0.5_Wigner_delay	278	1	-7.9737522289999996
0.5_Wigner_delay	279	0	28.399999999999999
0.5_Wigner_delay	279	1	-7.9087472950000004
0.5_Wigner_delay	280	0	28.5
0.5_Wigner_delay	280	1	-7.8429595470000004
0.5_Wigner_delay	281	0	28.600000000000001
0.5_Wigner_delay	281	1	-7.7764043349999996
0.5_Wigner_delay	282	0	28.699999999999999
0.5_Wigner_delay	282	1	-7.7090966349999999
0.5_Wigner_delay	283	0	28.800000000000001
0.5_Wigner_delay	283	1	-7.6410510660000002
0.5_Wigner_delay	284	0	28.899999999999999
0.5_Wigner_delay	284	1	-7.5722818910000003
0.5_Wigner_delay	285	0	29
0.5_Wigner_delay	285	1	-7.5028030389999998
0.5_Wigner_delay	286	0	29.100000000000001
0.5_Wigner_delay	286	1	-7.432628104
0.5_Wigner_delay	287	0	29.199999999999999
0.5_Wigner_delay	287	1	-7.3617703590000003
0.5_Wigner_delay	288	0	29.300000000000001
0.5_Wigner_delay	288	1	-7.2902427660000004
0.5_Wigner_delay	289	0	29.399999999999999
0.5_Wigner_delay	289	1	-7.2180579829999996
0.5_Wigner_delay	290	0	29.5
0.5_Wigner_delay	290	1	-7.145228371
0.5_Wigner_delay	291	0	29.600000000000001
0.5_Wigner_delay	291	1	-7.0717660069999999
0.5_Wigner_delay	292	0	29.699999999999999
0.5_Wigner_delay	292	1	-6.997682685
0.5_Wigner_delay	293	0	29.800000000000001
0.5_Wigner_delay	293	1	-6.92298993
0.5_Wigner_delay	294	0	29.899999999999999
