sequence_coordinate	polarization_like_signal
-22.933333333333334	-0.185894302060349
-23.466666666666665	-0.186968161967849
-22.933333333333334	-0.187731927767849
-22.399999999999999	-0.188235904097849
-21.866666666666667	-0.188460001450349
-21.333333333333332	-0.188293653790349
-20.800000000000001	-0.187753849540349
-20.266666666666666	-0.186961504652849
-19.733333333333334	-0.185910048880349
-19.199999999999999	-0.184577180687849
-18.666666666666668	-0.182963684395349
-18.133333333333333	-0.181512750392849
-17.600000000000001	-0.180365674127849
-17.066666666666666	-0.179251020745349
-16.533333333333335	-0.178111710872849
-16.000000000000000	-0.176927776982849
-15.466666666666667	-0.175729054870349
-14.933333333333334	-0.174465907795349
-14.400000000000000	-0.173254711660349
-13.866666666666667	-0.172162137227849
-13.333333333333334	-0.171135887140349
-12.800000000000001	-0.170186713877849
-12.266666666666667	-0.169189040312849
-11.733333333333333	-0.168186435392849
-11.199999999999999	-0.167256890365349
-10.666666666666666	-0.166295359645349
-10.133333333333333	-0.165341702050349
-9.600000000000000	-0.164435831117849
-9.066666666666666	-0.163518255520349
-8.533333333333333	-0.162563352760349
-8.000000000000000	-0.161668075705349
-7.466666666666667	-0.160817590247849
-6.933333333333334	-0.159937676687849
-6.400000000000000	-0.159070678472849
-5.866666666666666	-0.158246739482849
-5.333333333333333	-0.157472114755349
-4.800000000000000	-0.156675338402849
-4.266666666666667	-0.155866411217849
-3.733333333333333	-0.155071565455349
-3.200000000000000	-0.154305682105349
-2.666666666666667	-0.153540381437849
-2.133333333333333	-0.152762176112849
-1.600000000000000	-0.151953095312849
-1.066666666666667	-0.151134752725349
-0.533333333333333	-0.150312458897849
0.000000000000000	-0.149502207460349
