time_s	temperature_K	field_Oe	magnetic_moment_emu	moment_std_err_emu
3839653053	860.0440674	14299.57227	0.001090428	2.97E-07
3839653064	859.9957886	14399.73438	0.001096899	3.84E-07
3839653076	859.986145	14499.75	0.001103331	2.96E-07
3839653087	860.0117188	14599.59277	0.001109856	1.39E-07
3839653099	859.9872437	14699.46191	0.001116156	1.67E-07
3839653110	859.9869995	14799.77051	0.001122339	3.63E-07
3839653122	859.977417	14899.78613	0.001128764	2.13E-07
3839653133	859.9847412	14999.80176	0.001134991	4.07E-07
3839653145	860.0081787	15099.80469	0.001141499	1.97E-07
3839653156	859.9871216	15199.74707	0.001147603	2.77E-07
3839653167	860.031311	15299.70117	0.001154078	4.32E-07
3839653178	860.039978	15399.69043	0.001160266	3.57E-07
3839653190	859.9891357	15499.71973	0.001166555	4.24E-07
3839653202	860.0314941	15599.74707	0.001173091	3.28E-07
3839653213	860.0167236	15699.78613	0.001179446	3.21E-07
3839653225	859.980835	15799.76563	0.001185671	4.43E-07
3839653236	860.0077515	15899.81543	0.001192153	4.00E-07
3839653248	859.9630127	15999.74609	0.001198331	4.58E-07
3839653259	860.001709	16099.6875	0.001204926	4.24E-07
3839653271	859.9780273	16199.69141	0.001211139	1.35E-07
3839653282	860.0071411	16299.62012	0.001217409	3.47E-07
3839653294	860.0281372	16399.74609	0.001223651	2.84E-07
3839653305	859.99646	16499.71289	0.001230351	5.37E-07
3839653316	859.9838257	16599.71484	0.001236171	5.10E-07
3839653328	860.0067749	16699.55859	0.001243072	2.24E-07
3839653339	860.0160522	16799.7832	0.001249203	2.51E-07
3839653351	859.979248	16899.73633	0.001255498	3.28E-07
3839653362	860.0015869	16999.94727	0.001261532	4.40E-07
3839653374	859.9888916	17099.82813	0.001268223	1.70E-07
3839653385	860.0517578	17199.81836	0.001274429	4.60E-07
3839653397	859.9845581	17299.66211	0.00128112	3.32E-07
3839653408	860.0042114	17399.67773	0.001286858	4.77E-07
3839653433	859.9923096	17499.65625	0.00129349	4.37E-07
3839653449	860.0040283	17599.66016	0.001299257	5.25E-07
3839653468	860.008667	17699.67383	0.001306017	2.69E-07
3839653479	860.0153809	17799.70117	0.001312367	3.53E-07
3839653491	860.0198975	17899.76758	0.001318892	2.52E-07
3839653517	859.9951782	17999.63477	0.00132569	2.41E-07
3839653528	860.0084839	18099.95508	0.001332161	3.44E-07
3839653539	859.9887695	18199.77539	0.001338617	2.27E-07
3839653550	860	18299.81445	0.001344735	2.57E-07
3839653562	859.9942627	18399.81836	0.001350799	4.29E-07
3839653574	859.9909668	18499.79492	0.001357593	2.05E-07
3839653585	860.0093384	18599.77539	0.001363748	3.74E-07
3839653597	860.0114746	18699.80273	0.001370302	1.91E-07
3839653608	859.9896851	18799.91406	0.00137645	4.81E-07
3839653620	860.0253296	18899.77148	0.001382926	4.06E-07
3839653631	860.0043335	18999.98438	0.0013891	3.95E-07
3839653643	859.9747314	19099.75195	0.001394985	4.82E-07
3839653654	860.0095825	19199.75586	0.001401831	4.56E-07
3839653666	859.9761353	19299.74609	0.001408226	2.89E-07
3839653677	859.9977417	19399.63867	0.001414138	4.98E-07
3839653689	859.9924316	19499.72852	0.001420642	3.73E-07
3839653700	860.0057983	19599.64453	0.001427147	2.86E-07
3839653712	859.9927368	19699.58789	0.001433564	2.78E-07
3839653723	860.0109863	19800.0918	0.001439936	2.73E-07
3839653735	860.0216675	19899.77734	0.00144612	3.83E-07
3839653746	859.9647217	19999.73047	0.001452344	4.24E-07
3839653758	859.9956055	20099.92969	0.001458698	5.00E-07
3839653770	859.9946289	20199.85938	0.001465368	2.09E-07
3839653781	860.0030518	20299.77734	0.001471275	2.28E-07
3839653792	860.0189819	20399.5957	0.001477787	4.04E-07
3839653804	859.9897461	20499.70898	0.001484005	4.98E-07
3839653815	859.9700317	20599.67578	0.001490279	3.69E-07
3839653826	860.0113525	20699.74023	0.001496594	5.69E-07
3839653838	859.9712524	20799.75586	0.001502966	4.67E-07
3839653849	860.0411987	20899.79492	0.00150914	5.45E-07
3839653861	860.0074463	20999.81055	0.001515281	4.92E-07
3839653872	859.9916382	21099.67969	0.001521619	3.95E-07
3839653884	859.9951782	21199.71875	0.001528379	3.34E-07
3839653895	859.9960938	21299.68555	0.001534378	6.20E-07
3839653907	859.9807129	21399.6875	0.001540858	5.01E-07
3839653918	859.9779663	21499.78906	0.001547526	2.78E-07
3839653930	859.9924316	21599.85156	0.001553413	4.63E-07
3839653942	860.0005493	21699.63672	0.001559561	4.72E-07
3839653953	860.0045166	21799.77344	0.001566161	3.97E-07
3839653966	860.0024414	21899.68945	0.001572079	3.62E-07
3839653977	860.0106201	21999.70508	0.001578788	4.19E-07
3839653989	860.0187988	22099.79492	0.001585012	2.09E-07
3839654000	860.0021973	22199.55273	0.001591269	4.02E-07
3839654012	860.0133057	22299.82422	0.001597781	2.74E-07
3839654023	860.0164185	22399.75391	0.001603901	3.89E-07
3839654035	860.0109863	22499.82031	0.001610072	3.74E-07
3839654047	860.0129395	22599.55273	0.001616164	5.30E-07
3839654058	860.0241089	22699.77539	0.00162271	6.06E-07
3839654070	859.9603882	22799.63281	0.001628808	5.25E-07
3839654081	859.9911499	22899.78125	0.001635054	2.86E-07
3839654093	860.0070801	22999.67383	0.001641609	5.00E-07
3839654105	860.0241699	23099.80078	0.001647751	5.42E-07
3839654116	859.9960327	23199.67969	0.001654225	4.12E-07
3839654127	860.031189	23299.53711	0.001660398	4.84E-07
3839654139	859.9804077	23399.57617	0.001666963	4.08E-07
3839654150	860.0136719	23499.66602	0.001673384	4.97E-07
3839654162	859.9848022	23599.58398	0.001679621	5.23E-07
3839654173	859.9950562	23699.57227	0.001685407	5.09E-07
3839654184	859.9860229	23799.65039	0.001692295	5.14E-07
3839654196	859.9845581	23899.75	0.001698586	3.84E-07
3839654207	860.013916	23999.85156	0.001704665	4.34E-07
3839654218	860.0159912	24099.68359	0.001711179	3.54E-07
3839654230	860.0147095	24199.60156	0.001717417	3.73E-07
3839654242	860.0292358	24299.54297	0.001723813	2.99E-07
3839654254	860.0076904	24399.78906	0.001730079	4.73E-07
3839654265	860.0108643	24499.80469	0.001736403	6.27E-07
3839654277	860.0042725	24599.63672	0.001742722	4.86E-07
3839654288	860.005249	24699.65234	0.001749282	3.14E-07
3839654300	859.9960938	24799.49609	0.001755142	3.13E-07
3839654311	859.9880371	24899.78125	0.001761538	3.13E-07
3839654322	860.0840454	24999.77148	0.001768023	5.26E-07
3839654334	860.0270996	25099.93359	0.00177437	6.99E-07
3839654345	859.9718018	25199.78906	0.001780922	4.24E-07
3839654357	859.9519653	25299.68164	0.001786677	8.01E-07
3839654368	860.0070801	25399.72266	0.001793451	5.11E-07
3839654380	860.0298462	25499.79883	0.001799395	5.85E-07
3839654392	860.0050049	25599.66602	0.001806282	3.01E-07
3839654403	859.9985352	25699.6582	0.001812856	4.11E-07
3839654414	859.9869385	25799.67188	0.001818349	5.83E-07
3839654426	860.0175171	25899.69922	0.001825007	2.98E-07
3839654437	859.9978027	25999.61719	0.001830716	4.93E-07
3839654449	860.0222778	26099.53516	0.001837362	5.18E-07
3839654460	859.9673462	26199.73242	0.001843742	5.72E-07
3839654471	860.0004883	26299.58984	0.001850541	2.64E-07
3839654483	860.019104	26399.76367	0.001856629	4.18E-07
3839654494	859.9743652	26499.85352	0.001862761	7.10E-07
3839654506	859.9868774	26599.79297	0.001869058	4.75E-07
3839654517	860.0060425	26699.65234	0.001875782	2.54E-07
3839654529	859.9735107	26799.69141	0.001881619	3.93E-07
3839654540	859.9863892	26899.65625	0.001887839	5.58E-07
3839654552	859.9849854	26999.68359	0.001894144	7.78E-07
3839654564	860.0181885	27099.65234	0.00190069	6.60E-07
3839654575	859.9983521	27199.72656	0.001906874	5.11E-07
3839654587	860.0073242	27299.76563	0.00191353	3.19E-07
3839654598	859.9829712	27399.74609	0.001919568	7.94E-07
3839654610	860.013916	27499.47852	0.001926018	7.09E-07
3839654621	859.9666138	27599.69141	0.001931881	6.92E-07
3839654633	859.9573975	27699.74414	0.001938212	8.49E-07
3839654644	860.0301514	27799.9043	0.001944548	4.81E-07
3839654655	860.0064087	27899.77344	0.001950478	6.12E-07
3839654666	860.0162964	27999.70313	0.00195714	5.60E-07
3839654678	859.975708	28099.70508	0.001962904	7.75E-07
3839654689	860.0005493	28199.70703	0.001969518	7.95E-07
3839654701	860.0236816	28299.81055	0.00197588	7.40E-07
3839654713	859.9907837	28399.78711	0.001982015	5.90E-07
3839654724	859.984314	28499.66797	0.001988651	5.29E-07
3839654736	860.0409546	28599.78125	0.001994851	8.44E-07
3839654747	860.0130615	28699.67578	0.002000855	7.14E-07
3839654759	859.9754639	28799.70313	0.002007741	5.90E-07
3839654770	859.9804688	28899.93945	0.002013594	5.64E-07
3839654782	859.9839478	28999.79492	0.002020105	5.21E-07
3839654793	860.0044556	29099.65039	0.002026282	5.34E-07
3839654804	860.0024414	29199.5293	0.002032518	6.05E-07
3839654816	859.9751587	29299.70313	0.002039316	4.99E-07
3839654827	860.0298462	29399.55078	0.002045365	5.13E-07
3839654839	859.9876709	29499.67383	0.002051276	7.58E-07
3839654850	859.9851685	29599.68945	0.002057609	5.14E-07
3839654862	859.9667969	29699.7168	0.002063783	7.30E-07
3839654873	860.0099487	29799.79297	0.002070264	6.23E-07
3839654885	859.9581909	29899.59961	0.002077006	5.46E-07
3839654896	859.9845581	29999.71289	0.002082796	6.83E-07
3839654908	860.0326538	30099.58203	0.002089344	5.14E-07
3839654919	859.9785767	30199.75586	0.002095403	7.06E-07
3839654931	859.9848022	30299.67383	0.002102124	4.83E-07
3839654943	859.9769897	30399.87305	0.002108288	3.93E-07
3839654954	860.0105591	30499.72852	0.002114253	4.81E-07
3839654965	860.0168457	30599.73047	0.002120397	6.44E-07
3839654977	859.9815063	30699.7832	0.002126776	7.36E-07
3839654988	859.9442749	30799.73828	0.002133118	8.99E-07
3839655000	860.0001831	30899.70313	0.002139348	6.21E-07
3839655011	860.0275269	30999.69531	0.00214577	7.74E-07
3839655023	860.0474243	31099.57617	0.002152039	4.77E-07
3839655034	859.9675903	31199.61523	0.002158228	5.28E-07
3839655046	860.008667	31299.63086	0.002164435	5.45E-07
3839655057	859.9679565	31399.71875	0.002170761	5.24E-07
3839655069	859.9917603	31499.69727	0.002177026	5.72E-07
3839655080	860.0169067	31599.58984	0.00218335	4.58E-07
3839655091	860.0402832	31699.94922	0.002189773	7.19E-07
3839655103	860.0180054	31799.73242	0.002196162	8.29E-07
3839655114	860.0482178	31899.57422	0.002202148	8.25E-07
3839655126	859.9785767	31999.79883	0.00220869	4.00E-07
3839655137	859.9978638	32099.80078	0.002214909	7.98E-07
3839655149	859.9940186	32199.77734	0.002221306	4.50E-07
3839655160	859.9752808	32299.69531	0.002227591	6.65E-07
3839655172	860.0339966	32399.61328	0.002234028	4.74E-07
3839655183	859.9812012	32499.84961	0.002240012	5.30E-07
3839655195	860.0026855	32599.62109	0.002245725	6.95E-07
3839655206	860.0042114	32699.57422	0.002252275	7.17E-07
3839655218	859.9987183	32799.625	0.002259049	5.51E-07
3839655229	859.9552612	32899.74219	0.002265562	7.75E-07
3839655241	860.0022583	32999.74219	0.002271227	6.91E-07
3839655252	859.9966431	33099.91797	0.002277439	8.54E-07
3839655264	860.0108032	33199.71484	0.002284081	7.28E-07
3839655275	859.9797363	33299.71484	0.002290546	5.41E-07
3839655287	860.0221558	33399.74219	0.002296814	6.97E-07
3839655298	860.0316162	33499.92969	0.002303236	5.16E-07
3839655310	859.9621582	33599.6875	0.002309292	6.15E-07
3839655321	859.9771118	33699.71484	0.002315775	3.35E-07
3839655333	859.9719849	33799.66797	0.002321829	4.49E-07
3839655344	860.0073853	33899.64844	0.002328235	6.93E-07
3839655356	860.0097046	33999.64844	0.002334269	6.17E-07
3839655367	859.987854	34099.73828	0.002340288	7.41E-07
3839655378	859.9800415	34199.70313	0.002346751	7.48E-07
3839655390	859.9972534	34299.69531	0.00235323	3.70E-07
3839655401	859.9874878	34399.76953	0.002359618	5.96E-07
3839655413	860.043396	34499.79688	0.002365659	4.44E-07
3839655424	860.0101318	34599.62109	0.002371683	7.48E-07
3839655436	860.0150146	34699.69531	0.002378219	5.77E-07
3839655447	860.0064697	34799.71094	0.002384418	6.82E-07
3839655459	859.9949341	34899.61719	0.002390476	5.76E-07
3839655470	860.0216675	34999.71484	0.002396955	4.63E-07
3839655482	860.0370483	35099.72266	0.002402655	6.42E-07
3839655493	859.9951172	35199.71094	0.002409736	6.99E-07
3839655505	860.0291748	35299.57813	0.002416177	5.77E-07
3839655516	860.0024414	35399.61719	0.002421665	8.31E-07
3839655527	860.0321045	35499.52344	0.002428709	4.49E-07
3839655539	859.9990845	35599.66016	0.002434456	5.22E-07
3839655551	859.9780273	35699.82031	0.002441291	7.20E-07
3839655562	859.9851074	35799.55859	0.002447358	6.20E-07
3839655574	860.0028076	35899.5625	0.002453874	5.75E-07
3839655585	860.0198364	35999.74609	0.002459878	4.57E-07
3839655597	859.9623413	36099.72656	0.002466199	6.65E-07
3839655608	860.0231934	36199.70313	0.002472329	7.21E-07
3839655620	860.0651855	36299.68359	0.002478861	7.94E-07
3839655631	859.9902344	36399.63672	0.002485507	6.86E-07
3839655643	859.9787598	36499.72266	0.002491416	6.73E-07
3839655654	859.9675293	36599.64063	0.002497452	6.26E-07
3839655666	859.953125	36699.65625	0.00250391	7.77E-07
3839655677	860.0152588	36799.74609	0.002510331	8.11E-07
3839655689	860.0192261	36899.79688	0.002516418	6.18E-07
3839655700	859.9517822	36999.70313	0.002522854	6.26E-07
3839655712	859.9761353	37099.74219	0.002528872	6.85E-07
3839655723	859.9786987	37199.73438	0.002534755	9.79E-07
3839655734	860.0460205	37299.8125	0.002541731	7.31E-07
3839655746	860.0638428	37399.875	0.002548266	8.93E-07
3839655757	860.0132446	37499.63281	0.002554066	1.21E-06
3839655769	860.0075073	37599.80859	0.002560501	5.85E-07
3839655781	860.0062866	37699.71484	0.002566702	9.20E-07
3839655792	860.0405273	37799.75391	0.002572687	8.29E-07
3839655803	859.977417	37899.69141	0.002579541	6.90E-07
3839655815	860.012146	37999.66016	0.002585904	7.61E-07
3839655826	859.9694824	38099.73438	0.002591983	9.34E-07
3839655838	860.0437622	38199.75391	0.00259833	6.35E-07
3839655849	860.0306396	38299.70313	0.002604318	8.18E-07
3839655861	860.0087891	38399.70703	0.002610628	8.30E-07
3839655872	859.9814453	38499.74609	0.00261677	9.18E-07
3839655884	859.9675903	38599.95703	0.00262328	7.54E-07
3839655895	860.0029297	38699.96094	0.002629686	6.17E-07
3839655907	859.9900513	38799.67188	0.002636044	9.28E-07
3839655918	859.9941406	38899.72656	0.002641653	6.97E-07
3839655930	859.9865112	38999.72656	0.002648595	5.63E-07
3839655941	860.0345459	39099.65625	0.002654366	8.98E-07
3839655953	860.0228271	39199.62109	0.002660895	9.28E-07
3839655964	859.9659424	39299.625	0.002667211	6.42E-07
3839655976	860.0278931	39399.67578	0.002673461	8.40E-07
3839655987	860.0118408	39499.875	0.002679568	5.62E-07
3839655999	860.0093384	39599.67188	0.002685661	8.72E-07
3839656010	859.9443359	39699.66016	0.002692475	7.85E-07
3839656022	859.9983521	39799.57813	0.002698207	8.21E-07
3839656033	860.0169678	39899.71484	0.002704873	7.60E-07
3839656045	859.9814453	39999.39063	0.002711324	7.40E-07
3839656056	860.0227661	40099.63672	0.002717046	7.18E-07
3839656068	859.9747314	40199.71484	0.002723311	8.26E-07
3839656079	860.0043945	40299.80469	0.002730221	8.03E-07
3839656091	859.9613037	40399.75391	0.002735849	7.38E-07
3839656102	860.0256348	40499.69922	0.002742607	7.38E-07
3839656113	859.9794922	40599.56641	0.002748676	9.33E-07
3839656125	860.0385132	40699.62891	0.002755161	7.27E-07
3839656136	860.0332031	40799.70703	0.002761318	7.20E-07
3839656148	860.0178223	40899.73438	0.002767786	8.67E-07
3839656159	860.0294189	40999.53906	0.002774011	6.22E-07
3839656171	859.9683838	41099.66797	0.00277948	6.47E-07
3839656182	859.9630127	41199.69531	0.002786342	7.87E-07
3839656194	860.0144653	41299.83203	0.002792719	9.86E-07
3839656205	860.0291138	41399.80078	0.002799012	9.61E-07
3839656218	860.0814819	41499.80078	0.00280497	8.91E-07
3839656230	859.9733887	41599.68359	0.002811634	9.57E-07
3839656242	859.9516602	41699.64844	0.002817904	1.02E-06
3839656253	859.9342041	41799.71094	0.002824022	8.50E-07
3839656266	859.918457	41899.8125	0.002830295	1.11E-06
3839656277	859.9484253	41999.67969	0.002836682	6.96E-07
3839656289	859.9745483	42099.61328	0.002842893	8.22E-07
3839656300	860.0348511	42199.625	0.00284973	6.80E-07
3839656314	860.0202026	42299.86328	0.002855477	9.17E-07
3839656326	860.0229492	42399.57031	0.002861743	9.97E-07
3839656337	860.0135498	42499.59766	0.002868068	5.66E-07
3839656349	860.0166016	42599.88281	0.002873728	6.05E-07
3839656361	859.9758911	42699.75391	0.002880531	8.17E-07
3839656373	860.013855	42799.92578	0.00288707	7.76E-07
3839656384	860.0054321	42899.52734	0.002893227	1.01E-06
3839656396	859.9877319	42999.61328	0.002899382	6.00E-07
3839656407	859.9675903	43099.67969	0.00290567	8.68E-07
3839656419	860.0042114	43199.66797	0.002911806	8.31E-07
3839656430	860.0037842	43299.53906	0.002918333	9.48E-07
3839656442	859.9812012	43399.61328	0.002924168	9.20E-07
3839656453	859.9934692	43499.60547	0.002930756	7.44E-07
3839656465	860.0338135	43599.67969	0.002936784	8.15E-07
3839656476	859.9237061	43699.5625	0.002943317	8.16E-07
3839656488	859.9917603	43799.61328	0.002949745	1.07E-06
3839656499	859.9896851	43899.59375	0.00295612	7.73E-07
3839656511	860.0313721	43999.59375	0.002962188	8.04E-07
3839656522	859.9723511	44099.64844	0.002969049	7.61E-07
3839656534	859.9827881	44199.56641	0.002974616	8.72E-07
3839656545	860.0285034	44299.61719	0.002980932	7.96E-07
3839656557	859.9815063	44399.58203	0.002987381	7.98E-07
3839656568	860.0289307	44499.62109	0.002993549	7.89E-07
3839656580	859.986084	44599.625	0.003000248	5.96E-07
3839656591	860.0101318	44699.73828	0.003005833	6.67E-07
3839656602	860.0457764	44799.64453	0.003011856	1.04E-06
3839656614	859.9995728	44899.94141	0.003018275	6.66E-07
3839656625	860.0341797	44999.80859	0.003025088	7.18E-07
3839656637	860.0126343	45099.72656	0.00303111	8.54E-07
3839656648	860.0258179	45199.72656	0.003036991	8.51E-07
3839656660	859.9754639	45299.85547	0.00304384	7.23E-07
3839656672	860.0401001	45399.77344	0.00304982	6.30E-07
3839656684	860.034729	45499.93359	0.003056584	1.10E-06
3839656695	859.9859009	45599.89844	0.003062588	1.04E-06
3839656707	860.0114746	45699.62109	0.003068477	1.00E-06
3839656718	859.9909058	45799.78516	0.003074699	8.58E-07
3839656729	860.0327759	45899.77344	0.003080844	8.57E-07
3839656741	859.9835815	45999.64063	0.003088263	6.22E-07
3839656752	859.9828491	46099.77734	0.003094469	6.42E-07
3839656763	859.977417	46199.78516	0.003100172	1.00E-06
3839656775	860.03302	46299.87109	0.003106588	7.43E-07
3839656786	859.9821777	46399.75	0.003113169	6.98E-07
3839656798	859.9842529	46499.73047	0.003118985	1.05E-06
