observation_index	numeric_feature_1	numeric_feature_2	numeric_feature_3	numeric_feature_4	numeric_feature_5	numeric_feature_6	numeric_feature_7
116	117	0	2	8	30	0.20411927868790145	-0.12312003253235831
117	118	0	2	9	31	0.09367863669434992	-0.1230036119688549
118	119	0	2	10	32	0.1027562661884295	-0.22295647242524239
119	120	0	2	1	23	0.361080408443878	-0.6756110392212246
120	121	0	2	2	24	0.07784169084399883	-0.07128388142076829
121	122	0	3	0	33	0.04424633559079849	0.0047234596545269155
122	123	0	3	3	36	0.26722570839700727	0.49540174448408636
123	124	0	3	4	37	0.12190205049132138	0.8450593762332617
124	125	0	3	5	38	0.602313527561571	-0.6210345887658731
125	126	0	3	6	39	0.14509323532907792	-0.10327480661455421
126	127	0	3	7	40	0.057185641382708305	0.4756998988031889
127	128	0	3	8	41	0.2019298590331767	-0.12270275737983452
128	129	0	3	9	42	0.08069359036439742	-0.10126902382524909
129	130	0	3	10	43	0.14785879867524382	-0.2212905516118632
130	131	0	3	1	34	0.31422813677611655	-0.6632660007409508
131	132	0	3	2	35	0.09423274617947924	-0.026640751228417896
132	133	0	4	0	44	0.02263162129583767	-0.0027780616782200557
133	134	0	4	3	47	0.050262374196477014	0.4762232222150573
134	135	0	4	4	48	0.04958927430805771	0.7281607869001374
135	136	0	4	5	49	0.14101389907380882	-0.6338648332994915
136	137	0	4	6	50	0.060865683577012795	-0.03379758149755031
137	138	0	4	7	51	0.05601060044910188	0.4404998677722678
138	139	0	4	8	52	0.07277587825444275	-0.08829753693116285
139	140	0	4	9	53	0.03613748273136594	-0.07156486971190734
140	141	0	4	10	54	0.04381556125258481	-0.15805014150731642
141	142	0	4	1	45	0.14106509594325997	-0.6742610916719308
142	143	0	4	2	46	0.043342035169224545	-0.019394725157869462
143	144	2	0	0	286	0.10376346218014063	0.022387564847164903
144	145	2	0	3	289	0.7544816874656664	0.5500407872618134
145	146	2	0	4	290	0.6023558834554302	0.874261039375302
146	147	2	0	5	291	1.923641746484468	-0.6276311926116063
147	148	2	0	6	292	0.7313765651439937	-0.05129009449877157
148	149	2	0	7	293	0.12352353799646733	0.6087852903160081
149	150	2	0	8	294	0.6527078491725629	-0.018374156844567963
150	151	2	0	9	295	0.25108514540488414	-0.14513944935468628
151	152	2	0	10	296	0.4358966018385568	-0.12786477911198144
152	153	2	0	1	287	0.6686681766976823	-0.37283701170643063
153	154	2	0	2	288	0.059395022733096096	0.038904096173150896
154	155	2	5	0	341	0.09581004943482122	0.048420158399939225
155	156	2	5	3	344	0.640708844599273	0.5316626385529207
156	157	2	5	4	345	0.3147290678220994	0.9044897794991795
157	158	2	5	5	346	1.2454544586722935	-0.6510712980453393
158	159	2	5	6	347	0.4306222348331717	-0.039486490010284044
159	160	2	5	7	348	0.1075393738645595	0.6530021217336608
160	161	2	5	8	349	0.27607165648357573	-0.18710751987236174
161	162	2	5	9	350	0.24436805291555624	-0.08401098469583439
162	163	2	5	10	351	0.31774038813515393	-0.29733527382827357
163	164	2	5	1	342	0.3186896360160115	-0.4441840710375256
164	165	2	5	2	343	0.14076657399189552	0.010460963726324707
165	166	2	6	0	352	0.07100562616281346	0.06345079404484193
166	167	2	6	3	355	0.2959809818052819	0.5846515033789518
167	168	2	6	4	356	0.22605646934864654	0.8739705033406431
168	169	2	6	5	357	0.9326278330539206	-0.7458490549467562
169	170	2	6	6	358	0.4188873274601679	-0.07547412016955155
170	171	2	6	7	359	0.11721456905949826	0.6391650944735869
171	172	2	6	8	360	0.4145060185003187	-0.24504700492596973
172	173	2	6	9	361	0.21710608787119717	-0.13609625750459364
173	174	2	6	10	362	0.3894487329412533	-0.36329579209329993
174	175	2	6	1	353	0.30368624794746873	-0.518757762726932
175	176	2	6	2	354	0.055076085016071814	-0.055021560883574044
176	177	2	7	0	363	0.3596029837986553	-0.010745086318602264
177	178	2	7	3	366	1.7624483346563742	0.4581240912031544
178	179	2	7	4	367	0.5171350888748629	0.5875078685532827
179	180	2	7	5	368	3.675809106854422	-0.6612922358637738
180	181	2	7	6	369	1.862956563567108	-0.06525474738116335
181	182	2	7	7	370	0.20662918863479846	0.1416139408511052
182	183	2	7	8	371	1.9741289574397598	-0.1838441853679103
183	184	2	7	9	372	0.6500940507816639	-0.09231170558980828
184	185	2	7	10	373	1.731842335366761	-0.2920604709648537
185	186	2	7	1	364	1.0649109202362872	-0.49263316125908607
186	187	2	7	2	365	0.4300726972311761	-0.05978569510058147
187	188	2	8	0	374	0.7607693888187832	-0.007649348014958341
188	189	2	8	3	377	3.6545628509894166	0.4172687231088128
189	190	2	8	4	378	0.6820478695298391	0.49309768953659
190	191	2	8	5	379	3.7345337676265724	-0.6060419698711195
191	192	2	8	6	380	2.4070411779609775	-0.057841876932073585
192	193	2	8	7	381	0.2384006460569281	0.05481474472499991
193	194	2	8	8	382	2.3533291978099444	-0.16266167322571973
194	195	2	8	9	383	1.0049134761708771	-0.0856685245692666
195	196	2	8	10	384	1.96162304074601	-0.3138444062602459
196	197	2	8	1	375	0.8302755307591216	-0.3636944321342139
197	198	2	8	2	376	0.375446248822684	-0.0505031190985976
198	199	2	9	0	385	0.7583479417838684	0.008578435576160927
199	200	2	9	3	388	3.1577942005365123	0.4033230429231371
200	201	2	9	4	389	0.8549765310025556	0.5037983107006166
201	202	2	9	5	390	4.559288676654742	-0.5827618290877191
202	203	2	9	6	391	2.914656356215953	-0.08579527183354684
203	204	2	9	7	392	0.26545313796362924	0.030535798071480394
204	205	2	9	8	393	3.098084521749696	-0.17119276891842714
205	206	2	9	9	394	1.1811809955739836	-0.0830346927393502
206	207	2	9	10	395	1.9225447446060173	-0.27079517879005977
207	208	2	9	1	386	1.2188872886451103	-0.3733118570644163
208	209	2	9	2	387	0.3981555922252521	-0.05590645891653686
209	210	2	10	0	396	0.1146034380938903	-0.01753949112376877
210	211	2	10	3	399	1.2344586847391823	0.47069126243973247
211	212	2	10	4	400	0.41413804698383055	0.46195323752043477
212	213	2	10	5	401	0.8392263070782503	-0.5563945491749951
213	214	2	10	6	402	0.3643651986848093	-0.09404227818109388
214	215	2	10	7	403	0.15121227586815592	0.10721236621527541
215	216	2	10	8	404	0.4787762291061707	-0.13492030950012093
216	217	2	10	9	405	0.16410117856548184	-0.10637919999410134
217	218	2	10	10	406	0.34965365744201543	-0.307146787460599
218	219	2	10	1	397	1.358826318629984	-0.6835299031473091
219	220	2	10	2	398	0.052749013048062295	-0.15880071527651982
220	221	2	11	0	407	0.24729961637433795	-0.015026099845238176
221	222	2	11	3	410	2.0971233910199234	0.4417430700615367
222	223	2	11	4	411	0.24974577579938304	0.5383331386354316
223	224	2	11	5	412	1.0287560305301113	-0.5631594157249282
224	225	2	11	6	413	0.7888664689008883	-0.07770836331985462
225	226	2	11	7	414	0.18332479175720223	0.1478373211474497
226	227	2	11	8	415	0.4426624550130223	-0.1807716796593374
227	228	2	11	9	416	0.22145532081180094	-0.11820414873562336
228	229	2	11	10	417	0.5417224842137963	-0.31973094709219374
229	230	2	11	1	408	0.5397608488345866	-0.5878912515344986
230	231	2	11	2	409	0.1290930784197906	-0.05690319846565389
231	232	2	12	0	418	0.19780857686117698	-0.009507429023969529
232	233	2	12	3	421	1.7958701675864455	0.525252503816914
233	234	2	12	4	422	0.3372090837815456	0.5272011712289066
234	235	2	12	5	423	1.0162724716542724	-0.4827201895823365
235	236	2	12	6	424	0.8355807521990917	-0.08563503361431174
236	237	2	12	7	425	0.273065098831187	0.21940994293103597
237	238	2	12	8	426	1.153016589583385	-0.17879513313865372
238	239	2	12	9	427	0.3844012237655802	-0.06897749690231042
239	240	2	12	10	428	0.599017330462719	-0.2735376690890058
240	241	2	12	1	419	1.2054358150607938	-0.5832198148823647
241	242	2	12	2	420	0.19191465369072783	-0.08378031111567194
242	243	2	1	0	297	0.09101543118726119	0.023260814657342515
243	244	2	1	3	300	0.7019257354305296	0.5368648086474772
244	245	2	1	4	301	0.09174446247308674	0.4811100224333832
245	246	2	1	5	302	0.19770349497094977	-0.5978404006992124
246	247	2	1	6	303	0.21477420360989638	-0.1164327948536045
247	248	2	1	7	304	0.13724457080487198	0.28358439494232457
248	249	2	1	8	305	0.24615839507261322	-0.08275011341067795
249	250	2	1	9	306	0.09575780768865963	-0.07438379503059117
250	251	2	1	10	307	0.27596471951334633	-0.20455267004168115
251	252	2	1	1	298	0.310691997027755	-0.6076398020891071
252	253	2	1	2	299	0.02571206941557537	-0.13693346625184982
253	254	2	2	0	308	0.060280964879489446	0.06806432657926124
254	255	2	2	3	311	0.778448359115267	0.571345210074557
255	256	2	2	4	312	0.0875371131098201	0.6094789224842461
256	257	2	2	5	313	0.33443225929089904	-0.7807014277274745
257	258	2	2	6	314	0.3043428906219701	-0.07964139387036644
258	259	2	2	7	315	0.13802707465842143	0.34937436394124183
259	260	2	2	8	316	0.5442532851850593	-0.15111649691823595
260	261	2	2	9	317	0.11148612036519301	-0.1305607329417404
261	262	2	2	10	318	0.3310156994562608	-0.30106994814907195
262	263	2	2	1	309	1.0023726908794022	-0.713066838858531
263	264	2	2	2	310	0.054556117165758825	-0.15805281712843905
264	265	2	3	0	319	0.1419740265379857	-0.015451834607667213
265	266	2	3	3	322	0.47588591016023507	0.5807252122222579
266	267	2	3	4	323	0.19589337860632688	0.6259614166314337
267	268	2	3	5	324	0.7273195568992054	-0.7151006701703436
268	269	2	3	6	325	0.23948550782797148	-0.09861809104774814
269	270	2	3	7	326	0.08473656365822196	0.2791461055106918
270	271	2	3	8	327	0.3349551932427071	-0.2068911518365297
271	272	2	3	9	328	0.005946300596909986	-0.04381032845112105
272	273	2	3	10	329	0.47672391861526614	-0.2393045944095527
273	274	2	3	1	320	0.45046343783873055	-0.6692909179957375
274	275	2	3	2	321	0.08515713616663356	-0.03058145030866319
275	276	2	4	0	330	0.06584593582620567	-0.002386191520697219
276	277	2	4	3	333	0.28048865092115594	0.558488690660796
277	278	2	4	4	334	0.09531408037116587	0.5504853377385203
278	279	2	4	5	335	0.37966999417470887	-0.6625470479521177
279	280	2	4	6	336	0.08880550326133835	-0.07378270792466654
280	281	2	4	7	337	0.08390706933186712	0.3076524739654067
281	282	2	4	8	338	0.18376702555754673	-0.13810512648918974
282	283	2	4	9	339	0.011245167434572595	-0.03766696969826304
283	284	2	4	10	340	0.21284975732639586	-0.2611096416140898
284	285	2	4	1	331	0.22960983436691138	-0.6551568957593898
285	286	2	4	2	332	0.0687747963616784	-0.030041948309743733
286	287	3	0	0	429	0.24002716006027414	0.037958474081947115
287	288	3	0	3	432	1.0697534029815727	0.429567562829811
288	289	3	0	4	433	0.41827763895046294	0.6088031648228781
289	290	3	0	5	434	1.8524359531134182	-0.43381673263195303
290	291	3	0	6	435	0.784152980171055	0.0495724101336521
291	292	3	0	7	436	0.13506286052970856	0.2939732280590164
292	293	3	0	8	437	0.9638142351030128	-0.009568278594468538
293	294	3	0	9	438	0.056597101226414225	0.0370765247819256
294	295	3	0	10	439	1.411887755249472	-0.22629845144507563
295	296	3	0	1	430	0.3441443773186346	-0.29646001261122895
296	297	3	0	2	431	0.14949057580482594	0.10069869943431069
297	298	3	5	0	484	0.16562421183800713	-0.054464484208706865
298	299	3	5	3	487	1.1065799350589545	0.31415188148363604
299	300	3	5	4	488	0.5289858140888843	0.36290734975854727
300	301	3	5	5	489	2.450073223706488	-0.5882180440877047
301	302	3	5	6	490	1.0453068126892298	-0.12340749833227446
302	303	3	5	7	491	0.12748865202232068	0.1354767372272837
303	304	3	5	8	492	0.8464809283262735	-0.202622823193018
304	305	3	5	9	493	0.053489476368173076	-0.35959693466811415
305	306	3	5	10	494	1.0777147383681616	-0.393927415879487
306	307	3	5	1	485	0.3812192167735809	-0.21049940452430016
307	308	3	5	2	486	0.19420782287169536	-0.15542186410289432
308	309	3	6	0	495	0.3043523899454959	-0.1985230208328661
309	310	3	6	3	498	1.1859934107741263	0.3612831377609595
310	311	3	6	4	499	0.6350988780695926	0.5219599912204358
311	312	3	6	5	500	2.505141031905127	-0.3249319943333384
312	313	3	6	6	501	0.9475488923881694	0.05994454687366325
313	314	3	6	7	502	0.16553040970788596	0.20825725694259228
314	315	3	6	8	503	1.3129309913122864	0.08110175639910153
315	316	3	6	9	504	0.10288047735490298	-0.3363510158517833
316	317	3	6	10	505	1.2370652562489561	-0.23706707992940565
317	318	3	6	1	496	0.323335820040912	-0.34234104051789843
318	319	3	6	2	497	0.1730412378375664	-0.10363220986948428
319	320	3	7	0	506	0.20529522439053927	0.09883410825743107
320	321	3	7	3	509	1.197297573740225	0.3835940113876657
321	322	3	7	4	510	0.5189630220368913	0.5164997610469491
322	323	3	7	5	511	2.0184240779201787	-0.3951997338392974
323	324	3	7	6	512	0.7255276621509769	0.043935651154311736
324	325	3	7	7	513	0.15980680884955697	0.29889021260413534
325	326	3	7	8	514	1.268173309553333	-0.003808525269416727
326	327	3	7	9	515	0.095423347602488	-0.1802183348887007
327	328	3	7	10	516	1.1189261642466186	-0.1512406651244722
328	329	3	7	1	507	0.46289422277439296	-0.296994611632044
329	330	3	7	2	508	0.0492222083089392	0.12488485673481611
330	331	3	8	0	517	0.28311593319048256	0.07793046943329611
331	332	3	8	3	520	1.4919366104466498	0.3630905682735496
332	333	3	8	4	521	0.8328062539287974	0.35670266174296034
333	334	3	8	5	522	1.9665705328649659	-0.37652591518350337
334	335	3	8	6	523	0.7244429922221464	-0.007653520212288423
335	336	3	8	7	524	0.10546210333552519	0.27094976098689866
336	337	3	8	8	525	1.1558400122920733	-0.0044074802255425986
337	338	3	8	9	526	0.06454742399823482	-0.17171921941362076
338	339	3	8	10	527	1.1515902489498036	-0.37603201484078097
339	340	3	8	1	518	0.3396228979365007	-0.2894606795106348
340	341	3	8	2	519	0.1091088852929746	0.0763921095980733
341	342	3	9	0	528	0.2460777695566849	0.0552539575375342
342	343	3	9	3	531	1.4026225888475492	0.3764300003289934
343	344	3	9	4	532	0.7766391289865442	0.3877710630349643
344	345	3	9	5	533	0.7366923455643756	-0.3392306733246055
345	346	3	9	6	534	0.6226344900058087	0.04272115144069985
346	347	3	9	7	535	0.06338691423989676	0.16528404124050006
347	348	3	9	8	536	0.9402510634366638	-0.02835162995511031
348	349	3	9	9	537	0.00970213894520318	-0.12116608142321732
349	350	3	9	10	538	0.3464536013843655	-0.17747980172541056
350	351	3	9	1	529	0.37382906027682944	-0.13442246328314864
351	352	3	9	2	530	0.023522266282236172	0.048956019564518304
352	353	3	10	0	539	0.019173602348260467	-0.09260165211038514
353	354	3	10	3	542	0.37805754446534423	0.4501916105350661
354	355	3	10	4	543	0.07866536481992951	0.12950777577551748
355	356	3	10	5	544	0.35711045555405296	-0.3247744789162055
356	357	3	10	6	545	0.11800425600592149	-0.01636754474462416
357	358	3	10	7	546	0.0580243182496924	-0.0010684715646424442
358	359	3	10	8	547	0.4460085561504856	0.0367440637104953
359	360	3	10	9	548	0.11901692792219147	-0.12582887476441543
360	361	3	10	10	549	0.18988741315175361	-0.08750651272167594
361	362	3	10	1	540	0.5653442880298424	-0.28478367426468293
362	363	3	10	2	541	0.03383381014351768	-0.2747501827390609
363	364	3	11	0	550	0.10348394341885091	0.08711128983190061
364	365	3	11	3	553	1.0502340132469934	0.4062778424779698
365	366	3	11	4	554	0.4057519016124132	0.3537902397639038
366	367	3	11	5	555	0.7654247857771815	0.05882700890438869
367	368	3	11	6	556	0.3631689494407732	-0.029184266703376593
368	369	3	11	7	557	0.13180971275841857	0.13912793042910124
369	370	3	11	8	558	0.5018963733281124	0.04516252106851209
370	371	3	11	9	559	0.16605296769496733	0.014145875521002197
371	372	3	11	10	560	0.38948136499775754	-0.10038160518240284
372	373	3	11	1	551	0.33030475555199845	-0.40764752636675017
373	374	3	11	2	552	0.0389593473042235	0.08370034368106366
374	375	3	12	0	561	0.09350709711856295	0.08604824737302884
375	376	3	12	3	564	0.9235206899552345	0.31252562537845924
376	377	3	12	4	565	0.11000886641200426	0.3510430298532501
377	378	3	12	5	566	0.39288838915112617	-0.15360755861494227
378	379	3	12	6	567	0.6260519324577208	0.12826982822905436
379	380	3	12	7	568	0.13304241533295857	0.2082169132971891
380	381	3	12	8	569	0.5740235485015873	0.0947185677228713
381	382	3	12	9	570	0.12125021104896785	0.0006749767361441587
382	383	3	12	10	571	0.3394848722947992	-0.07405440211598532
383	384	3	12	1	562	0.36401597425514626	-0.19785569337403966
384	385	3	12	2	563	0.03373718602432967	-0.023859160106241284
385	386	3	1	0	440	0.04309179508460155	-0.012451672515117375
386	387	3	1	3	443	0.22553678021154874	0.4461221687116847
387	388	3	1	4	444	0.044020866285403804	0.2047328913867759
388	389	3	1	5	445	0.09207615363076854	-0.03684434490910162
389	390	3	1	6	446	0.11174634723578553	0.02533229646861278
390	391	3	1	7	447	0.08312390766903713	0.12431942303950541
391	392	3	1	8	448	0.14058809668580707	0.10493875349695168
392	393	3	1	9	449	0.06623077088702298	0.015547380188140064
393	394	3	1	10	450	0.12088005854610191	-0.05909530999529523
394	395	3	1	1	441	0.08036927832322953	-0.07550830782815988
395	396	3	1	2	442	0.010323623051501864	-0.17763463338193952
396	397	3	2	0	451	0.03519489651769894	0.001201912789971447
397	398	3	2	3	454	0.43153500207863	0.45327889413549727
398	399	3	2	4	455	0.052088263114290094	0.36583122947123664
399	400	3	2	5	456	0.24939643619922078	-0.17653482953946484
400	401	3	2	6	457	0.15205154977897034	-0.08447233374812595
401	402	3	2	7	458	0.09514585931104484	0.31829219864227654
402	403	3	2	8	459	0.2591246030100508	0.09680247318499696
403	404	3	2	9	460	0.07048261726790296	-0.02357306614116517
404	405	3	2	10	461	0.205558558841764	-0.05916870534772168
405	406	3	2	1	452	0.5632987645966605	-0.26901814864247553
406	407	3	2	2	453	0.0050683818530289654	-0.18359402535319747
407	408	3	3	0	462	0.028935053886789557	-0.03935741964625638
408	409	3	3	3	465	0.4212958637077545	0.4753029114780169
409	410	3	3	4	466	0.12467408312872406	-0.23046183952393662
410	411	3	3	5	467	0.40138269320300973	-0.3373325534110853
411	412	3	3	6	468	0.21033687692034825	0.053964654900623514
412	413	3	3	7	469	0.06638547960870092	0.2484721838998777
413	414	3	3	8	470	0.24253032748482195	0.058724502590046114
414	415	3	3	9	471	0.09532395559498728	-0.03305498151847465
415	416	3	3	10	472	0.2305180560544494	-0.11159686195127208
416	417	3	3	1	463	0.4178092308903965	-0.20338809452962567
417	418	3	3	2	464	0.03322702561488466	-0.00909374088567813
418	419	3	4	0	473	0.030958033328006913	0.052295179575600814
419	420	3	4	3	476	0.11083551870285963	0.434028560754595
420	421	3	4	4	477	0.07545771156445233	0.06992577991836875
421	422	3	4	5	478	0.1951844174466594	-0.24086858504762007
422	423	3	4	6	479	0.1444727817445281	0.08321864390303288
423	424	3	4	7	480	0.05323037558998043	0.2017158468141638
424	425	3	4	8	481	0.10661758806021703	0.07888204189265653
425	426	3	4	9	482	0.03335110725742306	-0.02605184110985842
426	427	3	4	10	483	0.07318256166970574	-0.14059912578113143
427	428	3	4	1	474	0.41490499001611825	-0.23443420062139939
428	429	3	4	2	475	0.015284972410128638	-0.16238332329976238
429	430	4	0	0	572	0.3075900343204432	0.05674369953111843
430	431	4	0	3	575	1.6050194515355016	0.5682159924613731
431	432	4	0	4	576	0.14354864438856182	0.6878684872700996
432	433	4	0	5	577	3.0322668638175263	-0.629923421179109
433	434	4	0	6	578	1.4356174935031871	-0.02121031937858259
434	435	4	0	7	579	0.19349876945150424	0.3854008713217673
435	436	4	0	8	580	1.1577926830965224	-0.13942036204317917
436	437	4	0	9	581	0.2985573403044136	-0.10669783928917893
437	438	4	0	10	582	1.1008885273051163	-0.23107674242111303
438	439	4	0	1	573	0.4941155771512184	-0.33136227959431236
439	440	4	0	2	574	0.11463621755023193	0.10300954214603976
440	441	4	5	0	627	0.19200901883944274	-0.004839050238372577
441	442	4	5	3	630	2.1359599613946774	0.45994727596231183
442	443	4	5	4	631	0.6040833358423036	0.298827930025761
443	444	4	5	5	632	0.0022856115344425682	0.25258518539503755
444	445	4	5	6	633	1.2513295506501743	-0.005545466110295671
445	446	4	5	7	634	0.08293482587622775	0.09414019298038588
446	447	4	5	8	635	0.6914304453126713	-0.15120984234624363
447	448	4	5	9	636	0.25265573745320363	-0.11273817673985047
448	449	4	5	10	637	1.132352178686574	-0.2971103001824603
449	450	4	5	1	628	0.2753865457717171	-0.30493710850703065
450	451	4	5	2	629	0.06074979423377429	-0.035924425600422784
451	452	4	6	0	638	0.2839612713990811	-0.00032112587752111655
452	453	4	6	3	641	1.9477022037832503	0.4123094552299855
453	454	4	6	4	642	0.521549231597218	0.4666149731147711
