pixel_id	x_um	y_um	current_pA
pixel_0054	2.4	0.1	0.014180317534303
pixel_0055	2.5	0.1	0.00246614217987879
pixel_0056	2.6	0.1	0.0295937061585455
pixel_0057	2.7	0.1	-0.0117141753544242
pixel_0058	2.8	0.1	0.00184960663490909
pixel_0059	0	0.2	0.00400748104230303
pixel_0060	0.1	0.2	0.000616535544969697
pixel_0061	0.2	0.2	-0.00462401658727273
pixel_0062	0.3	0.2	-0.00277440995236364
pixel_0063	0.4	0.2	0.0212704763014545
pixel_0064	0.5	0.2	-0.00123307108993939
pixel_0065	0.6	0.2	0.00369921326981818
pixel_0066	0.7	0.2	0.00431574881478788
pixel_0067	0.8	0.2	0.0234283507088485
pixel_0068	0.9	0.2	0.576769002318182
pixel_0069	1	0.2	1.02221593356091
pixel_0070	1.1	0.2	51.1302175476768
pixel_0071	1.2	0.2	284.004632648384
pixel_0072	1.3	0.2	274.633600632626
pixel_0073	1.4	0.2	262.168793251515
pixel_0074	1.5	0.2	256.992669083939
pixel_0075	1.6	0.2	242.91592952202
pixel_0076	1.7	0.2	239.186197742222
pixel_0077	1.8	0.2	0.00739842653963636
pixel_0078	1.9	0.2	0.067202374401697
pixel_0079	2	0.2	0.0462401658727273
pixel_0080	2.1	0.2	0.0237366184813333
pixel_0081	2.2	0.2	0.00585708767721212
pixel_0082	2.3	0.2	0.0175712630316364
pixel_0083	2.4	0.2	0.0191126018940606
pixel_0084	2.5	0.2	0.00369921326981818
pixel_0085	2.6	0.2	-0.00246614217987879
pixel_0086	2.7	0.2	0.00246614217987879
pixel_0087	2.8	0.2	0.00986456871951515
pixel_0088	0	0.3	0.0184960663490909
pixel_0089	0.1	0.3	0.00986456871951515
pixel_0090	0.2	0.3	0.0107893720369697
pixel_0091	0.3	0.3	0.00893976540206061
pixel_0092	0.4	0.3	0.00678189099466667
pixel_0093	0.5	0.3	0.010172836492
pixel_0094	0.6	0.3	0.00585708767721212
pixel_0095	0.7	0.3	0.00462401658727273
pixel_0096	0.8	0.3	0.00678189099466667
pixel_0097	0.9	0.3	234.825750100808
pixel_0098	1	0.3	245.97764503798
pixel_0099	1.1	0.3	122.690881716566
pixel_0100	1.2	0.3	232.888903685859
pixel_0101	1.3	0.3	223.995686717677
pixel_0102	1.4	0.3	214.994576028586
pixel_0103	1.5	0.3	204.637087141111
pixel_0104	1.6	0.3	196.431307304849
pixel_0105	1.7	0.3	199.131732991919
pixel_0106	1.8	0.3	191.07299688404
pixel_0107	1.9	0.3	185.840151446869
pixel_0108	2	0.3	78.6912060144242
pixel_0109	2.1	0.3	78.4427421898182
pixel_0110	2.2	0.3	0.0126389786718788
pixel_0111	2.3	0.3	0.000308267772484849
pixel_0112	2.4	0.3	-0.00400748104230303
pixel_0113	2.5	0.3	-0.000924803317454545
pixel_0114	2.6	0.3	0.010172836492
pixel_0115	2.7	0.3	0.0107893720369697
pixel_0116	2.8	0.3	0.0132555142168485
pixel_0117	0	0.4	0.000308267772484849
pixel_0118	0.1	0.4	-0.00339094549733333
pixel_0119	0.2	0.4	0.0197291374390303
pixel_0120	0.3	0.4	-0.000924803317454545
pixel_0121	0.4	0.4	0.0114059075819394
pixel_0122	0.5	0.4	-0.0138720497618182
pixel_0123	0.6	0.4	-0.00369921326981818
pixel_0124	0.7	0.4	0.0268192962061818
pixel_0125	0.8	0.4	211.349309618788
pixel_0126	0.9	0.4	224.399517499192
pixel_0127	1	0.4	213.851210861111
pixel_0128	1.1	0.4	208.238271258687
pixel_0129	1.2	0.4	201.504161769394
pixel_0130	1.3	0.4	189.812489961919
pixel_0131	1.4	0.4	0.0564130023647273
pixel_0132	1.5	0.4	0.0107893720369697
pixel_0133	1.6	0.4	0.0147968530792727
pixel_0134	1.7	0.4	72.4620391358586
pixel_0135	1.8	0.4	191.106289803131
pixel_0136	1.9	0.4	188.880904753838
pixel_0137	2	0.4	70.9595420127475
pixel_0138	2.1	0.4	89.7188690395455
pixel_0139	2.2	0.4	67.2045322760808
pixel_0140	2.3	0.4	0.0135637819893333
pixel_0141	2.4	0.4	0.0191126018940606
pixel_0142	2.5	0.4	0.0206539407564849
pixel_0143	2.6	0.4	0.00369921326981818
pixel_0144	2.7	0.4	-0.00154133886242424
pixel_0145	2.8	0.4	0.00462401658727273
pixel_0146	0	0.5	0.00924803317454545
pixel_0147	0.1	0.5	0.0120224431269091
pixel_0148	0.2	0.5	0.00585708767721212
pixel_0149	0.3	0.5	123.391574363232
pixel_0150	0.4	0.5	125.891934266162
pixel_0151	0.5	0.5	0.0289771706135758
pixel_0152	0.6	0.5	0.0107893720369697
pixel_0153	0.7	0.5	202.153373697879
pixel_0154	0.8	0.5	204.481720182727
pixel_0155	0.9	0.5	199.197394028081
pixel_0156	1	0.5	194.220410840303
pixel_0157	1.1	0.5	187.220574530303
pixel_0158	1.2	0.5	46.9232872565556
pixel_0159	1.3	0.5	0.0138720497618182
pixel_0160	1.4	0.5	0.0175712630316364
pixel_0161	1.5	0.5	0.789782033106869
pixel_0162	1.6	0.5	172.280993472727
pixel_0163	1.7	0.5	175.352573558586
pixel_0164	1.8	0.5	175.023035309798
pixel_0165	1.9	0.5	172.176182430404
pixel_0166	2	0.5	166.904186985152
pixel_0167	2.1	0.5	32.5102275540606
pixel_0168	2.2	0.5	4.73160203986869
pixel_0169	2.3	0.5	0.0215787440739394
pixel_0170	2.4	0.5	0.00739842653963636
pixel_0171	2.5	0.5	0
pixel_0172	2.6	0.5	0.00493228435975758
pixel_0173	2.7	0.5	0.00215787440739394
pixel_0174	2.8	0.5	0.020345672984
pixel_0175	0	0.6	0.00277440995236364
pixel_0176	0.1	0.6	0.0234283507088485
pixel_0177	0.2	0.6	0.0594956800895758
pixel_0178	0.3	0.6	106.343441741626
pixel_0179	0.4	0.6	121.148926319293
pixel_0180	0.5	0.6	121.922061891919
pixel_0181	0.6	0.6	191.129409885859
pixel_0182	0.7	0.6	188.482314524141
pixel_0183	0.8	0.6	183.83949360202
pixel_0184	0.9	0.6	177.893316538182
pixel_0185	1	0.6	161.697236040505
pixel_0186	1.1	0.6	0.00647362322218182
pixel_0187	1.2	0.6	0.00832322985709091
pixel_0188	1.3	0.6	0.0120224431269091
pixel_0189	1.4	0.6	11.106271307102
pixel_0190	1.5	0.6	160.08006330596
pixel_0191	1.6	0.6	165.932218698788
pixel_0192	1.7	0.6	163.941733692323
pixel_0193	1.8	0.6	160.404361001818
pixel_0194	1.9	0.6	155.296980547778
pixel_0195	2	0.6	60.7262850373535
pixel_0196	2.1	0.6	0.221644528417374
pixel_0197	2.2	0.6	0.0169547274866667
pixel_0198	2.3	0.6	0.0160299241692121
pixel_0199	2.4	0.6	-0.00801496208460606
pixel_0200	2.5	0.6	0.0095563009470303
pixel_0201	2.6	0.6	0.0114059075819394
pixel_0202	2.7	0.6	0.0114059075819394
pixel_0203	2.8	0.6	0.0184960663490909
pixel_0204	0	0.7	0.00924803317454545
pixel_0205	0.1	0.7	0.034525990518303
pixel_0206	0.2	0.7	0.365913845939899
pixel_0207	0.3	0.7	0.651369803261515
pixel_0208	0.4	0.7	139.855231288283
pixel_0209	0.5	0.7	133.35263089596
pixel_0210	0.6	0.7	197.438418117475
pixel_0211	0.7	0.7	189.13738354
pixel_0212	0.8	0.7	182.47047642596
pixel_0213	0.9	0.7	160.471255109495
pixel_0214	1	0.7	-0.00154133886242424
pixel_0215	1.1	0.7	0.0095563009470303
pixel_0216	1.2	0.7	-0.00246614217987879
pixel_0217	1.3	0.7	130.509785498182
pixel_0218	1.4	0.7	169.328096480808
pixel_0219	1.5	0.7	167.614127665657
pixel_0220	1.6	0.7	163.583526539495
pixel_0221	1.7	0.7	157.302262408081
pixel_0222	1.8	0.7	114.47369597304
pixel_0223	1.9	0.7	0.0314433127934545
pixel_0224	2	0.7	0.137487426526343
pixel_0225	2.1	0.7	0.121765770129657
pixel_0226	2.2	0.7	0.0107893720369697
pixel_0227	2.3	0.7	0.00493228435975758
pixel_0228	2.4	0.7	-0.00832322985709091
pixel_0229	2.5	0.7	0.020345672984
pixel_0230	2.6	0.7	-0.00678189099466667
pixel_0231	2.7	0.7	-0.00678189099466667
pixel_0232	2.8	0.7	0.0147968530792727
pixel_0233	0	0.8	0.00863149762957576
pixel_0234	0.1	0.8	0.044698827010303
pixel_0235	0.2	0.8	0.513265841187273
pixel_0236	0.3	0.8	1.11377146197879
pixel_0237	0.4	0.8	1.13719981270424
pixel_0238	0.5	0.8	209.027128489091
pixel_0239	0.6	0.8	198.762736468485
pixel_0240	0.7	0.8	189.534432430808
pixel_0241	0.8	0.8	176.79526673303
pixel_0242	0.9	0.8	0.0382252037881212
pixel_0243	1	0.8	0.000924803317454545
pixel_0244	1.1	0.8	2.48587131731313
pixel_0245	1.2	0.8	152.607344233535
pixel_0246	1.3	0.8	171.051005061212
pixel_0247	1.4	0.8	170.685091213939
pixel_0248	1.5	0.8	167.358881949091
pixel_0249	1.6	0.8	163.073343375455
pixel_0250	1.7	0.8	0.0240448862538182
pixel_0251	1.8	0.8	0.00184960663490909
pixel_0252	1.9	0.8	0.00277440995236364
pixel_0253	2	0.8	0.0095563009470303
pixel_0254	2.1	0.8	0.00739842653963636
pixel_0255	2.2	0.8	0.00215787440739394
pixel_0256	2.3	0.8	-0.0132555142168485
pixel_0257	2.4	0.8	-0.0095563009470303
pixel_0258	2.5	0.8	0.0114059075819394
pixel_0259	2.6	0.8	0.00647362322218182
pixel_0260	2.7	0.8	0.0280523672961212
pixel_0261	2.8	0.8	0.0169547274866667
pixel_0262	0	0.9	0.00400748104230303
pixel_0263	0.1	0.9	0.0228118151638788
pixel_0264	0.2	0.9	0.0536385924123637
pixel_0265	0.3	0.9	0.0758338720309091
pixel_0266	0.4	0.9	223.537600807879
pixel_0267	0.5	0.9	215.885469890808
pixel_0268	0.6	0.9	198.70015811101
pixel_0269	0.7	0.9	2.62366701161616
pixel_0270	0.8	0.9	0.0533303246394748
pixel_0271	0.9	0.9	-0.00431574881478788
pixel_0272	1	0.9	132.298046846667
pixel_0273	1.1	0.9	189.358103265354
pixel_0274	1.2	0.9	187.784396287273
pixel_0275	1.3	0.9	181.932240894646
pixel_0276	1.4	0.9	177.132511676162
pixel_0277	1.5	0.9	159.322957656465
pixel_0278	1.6	0.9	0.0323681161109091
pixel_0279	1.7	0.9	0.00709015876715152
pixel_0280	1.8	0.9	0.00246614217987879
pixel_0281	1.9	0.9	-0.00524055213224242
pixel_0282	2	0.9	-0.00123307108993939
pixel_0283	2.1	0.9	-0.000924803317454545
pixel_0284	2.2	0.9	0.0215787440739394
pixel_0285	2.3	0.9	-0.00339094549733333
pixel_0286	2.4	0.9	-0.00184960663490909
pixel_0287	2.5	0.9	-0.00863149762957576
pixel_0288	2.6	0.9	0.00616535544969697
pixel_0289	2.7	0.9	0.0144885853067879
pixel_0290	2.8	0.9	0.0354507938357576
pixel_0291	0	1	0.0459318981002424
pixel_0292	0.1	1	6.09106291652929
pixel_0293	0.2	1	208.066874377172
pixel_0294	0.3	1	217.379952051515
pixel_0295	0.4	1	211.959988076667
pixel_0296	0.5	1	8.44222121728586
pixel_0297	0.6	1	0.0237366184813333
pixel_0298	0.7	1	-0.000616535544969697
pixel_0299	0.8	1	-0.000924803317454545
pixel_0300	0.9	1	177.892391735657
pixel_0301	1	1	194.828623156465
pixel_0302	1.1	1	191.204318955253
pixel_0303	1.2	1	185.434779326364
pixel_0304	1.3	1	176.120468579495
pixel_0305	1.4	1	160.303865708586
pixel_0306	1.5	1	0.0434657559203636
pixel_0307	1.6	1	0.016338191941697
pixel_0308	1.7	1	0.010172836492
pixel_0309	1.8	1	0.0110976398094545
pixel_0310	1.9	1	0.00184960663490909
pixel_0311	2	1	-0.0110976398094545
pixel_0312	2.1	1	-0.000308267772484849
pixel_0313	2.2	1	4.85151820336768
pixel_0314	2.3	1	0.0132555142168485
pixel_0315	2.4	1	0.109435059230384
pixel_0316	2.5	1	0.368688255891919
pixel_0317	2.6	1	1.7990507202303
pixel_0318	2.7	1	0.192359090032424
pixel_0319	2.8	1	0.185268931265354
pixel_0320	0	1.1	7.06919655861919
pixel_0321	0.1	1.1	11.6466647122525
pixel_0322	0.2	1.1	223.692967764647
pixel_0323	0.3	1.1	216.040528580202
pixel_0324	0.4	1.1	212.321894440808
pixel_0325	0.5	1.1	0.00647362322218182
pixel_0326	0.6	1.1	0.0095563009470303
pixel_0327	0.7	1.1	0.0135637819893333
pixel_0328	0.8	1.1	162.581964547071
pixel_0329	0.9	1.1	195.075237373737
pixel_0330	1	1.1	191.361227250505
pixel_0331	1.1	1.1	187.810907314747
pixel_0332	1.2	1.1	181.086662393737
pixel_0333	1.3	1.1	0.581084751133939
pixel_0334	1.4	1.1	0.0135637819893333
pixel_0335	1.5	1.1	0.0120224431269091
pixel_0336	1.6	1.1	0.0191126018940606
pixel_0337	1.7	1.1	0.00308267772484848
pixel_0338	1.8	1.1	14.0899950769495
pixel_0339	1.9	1.1	137.173918204141
pixel_0340	2	1.1	163.799930516667
pixel_0341	2.1	1.1	150.201930804242
pixel_0342	2.2	1.1	152.657283612323
pixel_0343	2.3	1.1	135.714270300808
pixel_0344	2.4	1.1	127.913246050303
pixel_0345	2.5	1.1	7.9378951414798
pixel_0346	2.6	1.1	10.0634014327747
pixel_0347	2.7	1.1	9.11825244232121
pixel_0348	2.8	1.1	0.58663357103798
pixel_0349	0	1.2	0.291621312770202
pixel_0350	0.1	1.2	9.4447080134
pixel_0351	0.2	1.2	19.1341806381212
pixel_0352	0.3	1.2	50.395923713596
pixel_0353	0.4	1.2	216.872235030505
pixel_0354	0.5	1.2	0.00400748104230303
pixel_0355	0.6	1.2	2.47138273201818
pixel_0356	0.7	1.2	201.879323647071
pixel_0357	0.8	1.2	198.485295472828
pixel_0358	0.9	1.2	192.405330196869
pixel_0359	1	1.2	186.400273989293
pixel_0360	1.1	1.2	179.270040410505
pixel_0361	1.2	1.2	0.0175712630316364
pixel_0362	1.3	1.2	0.00986456871951515
pixel_0363	1.4	1.2	0.0524055213223435
pixel_0364	1.5	1.2	9.88244825033131
pixel_0365	1.6	1.2	134.375155097172
pixel_0366	1.7	1.2	150.384425325657
pixel_0367	1.8	1.2	157.362374623939
pixel_0368	1.9	1.2	157.558741194748
pixel_0369	2	1.2	150.593739142727
pixel_0370	2.1	1.2	146.209246614646
pixel_0371	2.2	1.2	144.728019968384
pixel_0372	2.3	1.2	118.66028059202
pixel_0373	2.4	1.2	0.0262027606612121
pixel_0374	2.5	1.2	23.3571408534141
pixel_0375	2.6	1.2	31.5277781631212
pixel_0376	2.7	1.2	31.4673576797172
pixel_0377	2.8	1.2	0.337553210872626
pixel_0378	0	1.3	0.0977208838764444
pixel_0379	0.1	1.3	1.28948409229152
pixel_0380	0.2	1.3	4.30064369393535
pixel_0381	0.3	1.3	5.11601195215455
pixel_0382	0.4	1.3	0.00246614217987879
pixel_0383	0.5	1.3	27.4287415923333
pixel_0384	0.6	1.3	202.542407627071
pixel_0385	0.7	1.3	197.730655966263
pixel_0386	0.8	1.3	192.585975110505
pixel_0387	0.9	1.3	187.447767879697
pixel_0388	1	1.3	178.644873368889
pixel_0389	1.1	1.3	42.896385344596
pixel_0390	1.2	1.3	0.0166464597141818
pixel_0391	1.3	1.3	101.419172344384
pixel_0392	1.4	1.3	140.049131717374
pixel_0393	1.5	1.3	155.81702828
pixel_0394	1.6	1.3	150.509273773636
pixel_0395	1.7	1.3	152.701365903434
pixel_0396	1.8	1.3	151.425753861313
pixel_0397	1.9	1.3	146.099811555354
pixel_0398	2	1.3	143.133042513737
pixel_0399	2.1	1.3	135.727217547172
pixel_0400	2.2	1.3	128.654938311212
pixel_0401	2.3	1.3	122.745445112626
pixel_0402	2.4	1.3	0.00647362322218182
pixel_0403	2.5	1.3	17.803696932101
pixel_0404	2.6	1.3	38.2193467004445
pixel_0405	2.7	1.3	39.2236831031717
pixel_0406	2.8	1.3	0.0971043483317576
pixel_0407	0	1.4	0.0607287511795152
pixel_0408	0.1	1.4	0.0459318981002424
pixel_0409	0.2	1.4	0.0311350450209697
pixel_0410	0.3	1.4	0.347109511817879
pixel_0411	0.4	1.4	1.16278603781061
pixel_0412	0.5	1.4	198.456934838182
pixel_0413	0.6	1.4	195.351137030707
pixel_0414	0.7	1.4	192.741033800505
pixel_0415	0.8	1.4	186.49460392697
pixel_0416	0.9	1.4	178.646722975455
pixel_0417	1	1.4	21.9736350904848
pixel_0418	1.1	1.4	155.168124619192
pixel_0419	1.2	1.4	112.635803513646
pixel_0420	1.3	1.4	142.283456533131
pixel_0421	1.4	1.4	146.022128077677
pixel_0422	1.5	1.4	147.747811067576
pixel_0423	1.6	1.4	148.181235556162
pixel_0424	1.7	1.4	137.263007589697
pixel_0425	1.8	1.4	0.0462401658727273
pixel_0426	1.9	1.4	0.00739842653963636
pixel_0427	2	1.4	0.0191126018940606
pixel_0428	2.1	1.4	0.0107893720369697
pixel_0429	2.2	1.4	0.0240448862538182
pixel_0430	2.3	1.4	0.0188043341215758
pixel_0431	2.4	1.4	-0.00154133886242424
pixel_0432	2.5	1.4	13.9873419086566
pixel_0433	2.6	1.4	24.7027296803333
pixel_0434	2.7	1.4	26.5076374881818
pixel_0435	2.8	1.4	0.0480897725076364
pixel_0436	0	1.5	0.0425409526029091
pixel_0437	0.1	1.5	0.0823074952529697
pixel_0438	0.2	1.5	88.9145984212121
pixel_0439	0.3	1.5	153.867851154444
pixel_0440	0.4	1.5	190.14480262101
pixel_0441	0.5	1.5	189.423147765354
pixel_0442	0.6	1.5	185.11479737697
pixel_0443	0.7	1.5	184.206332251313
pixel_0444	0.8	1.5	175.761336625152
pixel_0445	0.9	1.5	168.563284136869
pixel_0446	1	1.5	162.347989307677
pixel_0447	1.1	1.5	159.213522597172
pixel_0448	1.2	1.5	158.845450877677
pixel_0449	1.3	1.5	144.659892790909
pixel_0450	1.4	1.5	134.777136272222
pixel_0451	1.5	1.5	123.424867283333
pixel_0452	1.6	1.5	1.22197345013333
pixel_0453	1.7	1.5	-0.000924803317454545
pixel_0454	1.8	1.5	0.0228118151638788
pixel_0455	1.9	1.5	0.00431574881478788
pixel_0456	2	1.5	0.0234283507088485
pixel_0457	2.1	1.5	0.00369921326981818
pixel_0458	2.2	1.5	0.00339094549733333
pixel_0459	2.3	1.5	-0.00462401658727273
pixel_0460	2.4	1.5	0.492303632659293
pixel_0461	2.5	1.5	8.96504335940505
pixel_0462	2.6	1.5	21.993980763505
pixel_0463	2.7	1.5	20.9899526284849
pixel_0464	2.8	1.5	0.00770669431212121
pixel_0465	0	1.6	0.0160299241692121
pixel_0466	0.1	1.6	181.58698098899
pixel_0467	0.2	1.6	177.524936550505
pixel_0468	0.3	1.6	187.990319158687
pixel_0469	0.4	1.6	180.959964340101
pixel_0470	0.5	1.6	173.488170069798
pixel_0471	0.6	1.6	169.20324803303
pixel_0472	0.7	1.6	163.878847066162
pixel_0473	0.8	1.6	160.274272002727
pixel_0474	0.9	1.6	156.360504362828
pixel_0475	1	1.6	151.037644736061
pixel_0476	1.1	1.6	148.279881242424
pixel_0477	1.2	1.6	145.568357915657
pixel_0478	1.3	1.6	141.318270136566
pixel_0479	1.4	1.6	138.775677549596
pixel_0480	1.5	1.6	136.08696603798
pixel_0481	1.6	1.6	83.708880547101
pixel_0482	1.7	1.6	0.0144885853067879
pixel_0483	1.8	1.6	0.00739842653963636
pixel_0484	1.9	1.6	-0.00863149762957576
pixel_0485	2	1.6	0.0107893720369697
pixel_0486	2.1	1.6	0.0135637819893333
pixel_0487	2.2	1.6	0.00709015876715152
pixel_0488	2.3	1.6	0.0191126018940606
pixel_0489	2.4	1.6	1.36809237427374
pixel_0490	2.5	1.6	8.23414047083939
pixel_0491	2.6	1.6	13.1676579016667
pixel_0492	2.7	1.6	13.2379429538182
pixel_0493	2.8	1.6	0.0175712630316364
pixel_0494	0	1.7	1.13134272501576
pixel_0495	0.1	1.7	188.025153416768
pixel_0496	0.2	1.7	183.534000239899
pixel_0497	0.3	1.7	178.842781278586
pixel_0498	0.4	1.7	172.331857655455
pixel_0499	0.5	1.7	167.254379174849
pixel_0500	0.6	1.7	163.074576447879
pixel_0501	0.7	1.7	158.372259845353
pixel_0502	0.8	1.7	153.942451956364
pixel_0503	0.9	1.7	150.233990653131
pixel_0504	1	1.7	146.478980915758
pixel_0505	1.1	1.7	142.84296254
pixel_0506	1.2	1.7	140.20419040697
pixel_0507	1.3	1.7	136.549367696162
pixel_0508	1.4	1.7	133.616816377576
pixel_0509	1.5	1.7	131.596737663737
pixel_0510	1.6	1.7	131.26165059596
pixel_0511	1.7	1.7	109.253489514687
pixel_0512	1.8	1.7	0.0295937061585455
pixel_0513	1.9	1.7	0.0123307108993939
pixel_0514	2	1.7	0.0225035473913939
pixel_0515	2.1	1.7	0.00770669431212121
pixel_0516	2.2	1.7	0.00308267772484848
pixel_0517	2.3	1.7	0.020345672984
pixel_0518	2.4	1.7	0.785158016519495
pixel_0519	2.5	1.7	9.37596430012525
pixel_0520	2.6	1.7	13.490105991697
pixel_0521	2.7	1.7	11.308803233697
pixel_0522	2.8	1.7	0.00678189099466667
pixel_0523	0	1.8	0.672948547334141
pixel_0524	0.1	1.8	184.681989424748
pixel_0525	0.2	1.8	181.680694391111
pixel_0526	0.3	1.8	177.022151813939
pixel_0527	0.4	1.8	172.712568354141
pixel_0528	0.5	1.8	165.255262671111
pixel_0529	0.6	1.8	161.032302455556
pixel_0530	0.7	1.8	156.513713445556
pixel_0531	0.8	1.8	152.372135922121
pixel_0532	0.9	1.8	148.643637215354
pixel_0533	1	1.8	145.187030682828
pixel_0534	1.1	1.8	141.190955546061
pixel_0535	1.2	1.8	137.965241576465
pixel_0536	1.3	1.8	135.210869028586
pixel_0537	1.4	1.8	132.63529178899
pixel_0538	1.5	1.8	130.34640357899
pixel_0539	1.6	1.8	129.585290448788
pixel_0540	1.7	1.8	126.387012309192
pixel_0541	1.8	1.8	0.0483980402801212
pixel_0542	1.9	1.8	0.00924803317454545
pixel_0543	2	1.8	0.0095563009470303
pixel_0544	2.1	1.8	0.00277440995236364
pixel_0545	2.2	1.8	0.0132555142168485
pixel_0546	2.3	1.8	-0.00554881990472727
pixel_0547	2.4	1.8	3.24421003763434
pixel_0548	2.5	1.8	6.37806021271212
pixel_0549	2.6	1.8	9.59545095413536
pixel_0550	2.7	1.8	10.4743223735354
pixel_0551	2.8	1.8	0.00678189099466667
pixel_0552	0	1.9	0.0937134028344647
pixel_0553	0.1	1.9	35.2202095419596
pixel_0554	0.2	1.9	198.288312366465
pixel_0555	0.3	1.9	192.53572746404
pixel_0556	0.4	1.9	186.991531575657
pixel_0557	0.5	1.9	179.02835847697
pixel_0558	0.6	1.9	173.411411394141
pixel_0559	0.7	1.9	167.505000874444
pixel_0560	0.8	1.9	163.275258767778
pixel_0561	0.9	1.9	158.911420180404
pixel_0562	1	1.9	154.395297314848
pixel_0563	1.1	1.9	150.131645752323
pixel_0564	1.2	1.9	146.39790649101
pixel_0565	1.3	1.9	142.904924362929
pixel_0566	1.4	1.9	141.336766203535
pixel_0567	1.5	1.9	137.469546998687
pixel_0568	1.6	1.9	133.692033713232
pixel_0569	1.7	1.9	133.618974250808
pixel_0570	1.8	1.9	50.2269929742525
pixel_0571	1.9	1.9	14.2771136147879
pixel_0572	2	1.9	6.56209607288788
pixel_0573	2.1	1.9	0.0628866255869091
pixel_0574	2.2	1.9	0.024353154026303
pixel_0575	2.3	1.9	0.016338191941697
pixel_0576	2.4	1.9	6.75414689513636
pixel_0577	2.5	1.9	13.0588393779798
pixel_0578	2.6	1.9	18.9088368964141
pixel_0579	2.7	1.9	13.9867253731818
pixel_0580	2.8	1.9	0.00308267772484848
pixel_0581	0	2	0.0169547274866667
pixel_0582	0.1	2	0.0274358317511515
pixel_0583	0.2	2	198.375243878081
pixel_0584	0.3	2	192.329496324444
pixel_0585	0.4	2	187.301032419394
pixel_0586	0.5	2	180.948558431818
pixel_0587	0.6	2	174.35316944
pixel_0588	0.7	2	169.858008780909
pixel_0589	0.8	2	164.677568864949
pixel_0590	0.9	2	159.999297150505
pixel_0591	1	2	155.634225491414
pixel_0592	1.1	2	151.225996344646
pixel_0593	1.2	2	147.422280299091
pixel_0594	1.3	2	144.336519897374
pixel_0595	1.4	2	142.811519226364
pixel_0596	1.5	2	139.726067091313
pixel_0597	1.6	2	132.139288943535
pixel_0598	1.7	2	128.96536395798
pixel_0599	1.8	2	15.015723197697
pixel_0600	1.9	2	9.80846398494141
pixel_0601	2	2	0.0758338720307475
pixel_0602	2.1	2	0.020345672984
pixel_0603	2.2	2	0.00524055213224242
pixel_0604	2.3	2	0.00924803317454545
pixel_0605	2.4	2	6.59168977904546
pixel_0606	2.5	2	20.455108043202
pixel_0607	2.6	2	25.6891865522222
pixel_0608	2.7	2	17.6400067449192
pixel_0609	2.8	2	0.00616535544969697
pixel_0610	0	2.1	0.0135637819893333
pixel_0611	0.1	2.1	0.0169547274866667
pixel_0612	0.2	2.1	1.00310333166849
pixel_0613	0.3	2.1	205.244991188081
pixel_0614	0.4	2.1	199.833350442424
pixel_0615	0.5	2.1	193.237344914545
pixel_0616	0.6	2.1	185.846933337273
pixel_0617	0.7	2.1	179.52559439404
pixel_0618	0.8	2.1	174.73480494202
pixel_0619	0.9	2.1	168.409766785455
pixel_0620	1	2.1	163.680014353737
