system_index	annotation_index	result_kind	trim_percent_1	trim_percent_2	trim_percent_3	trim_percent_4	trim_percent_5	trim_percent_6	trim_percent_7	trim_percent_8	trim_percent_9	trim_percent_10	trim_percent_11	trim_percent_12	trim_percent_13	trim_percent_14	trim_percent_15	trim_percent_16	trim_percent_17	trim_percent_18	trim_percent_19
system_02	annotation_01	assort_z	-0.0218282921050331	-0.1125680562177468	-0.1700201013434208	-0.2103589270289586	-0.3054101609359839	-0.4099619343530962	-0.5555059771288958	-0.6998387606045042	-0.8668437260507816	-1.186915349145933	-1.452240349279315	-1.876446246600616	-2.445091125735613	-2.937227167141437	-3.056697322362089	-2.941970527430462	-2.765017581522018	-2.44817839574986	-2.129198984771469
system_02	annotation_01	assort_p_fdr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9022972222222222	0.5849138888888888	0.2937888888888889	0.1147375	0.02340416666666667	0.0154125	0.02112083333333333	0.03025416666666667	0.04823541666666666	0.09104791666666666
system_02	annotation_02	assort_z	-1.501923467344016	-1.3863249913834	-1.461008612459258	-1.545626295804868	-1.679239671524027	-1.755386960522594	-1.852066342294335	-2.026380267574491	-2.079034034550471	-2.192209048676398	-2.319414844518883	-2.571035822704323	-2.825620670870105	-2.951742517770949	-3.015780832623274	-2.882057968770847	-2.632941640119607	-2.409834157184398	-2.16473336516673
system_02	annotation_02	assort_p_fdr	0.7586375	0.9669916666666666	0.8476874999999999	0.7163958333333333	0.5782541666666666	0.8688083333333333	0.7477916666666666	0.4703666666666667	0.3972999999999999	0.3014	0.1860916666666666	0.08448333333333333	0.04224166666666666	0.02340416666666667	0.0154125	0.02112083333333333	0.03025416666666667	0.04823541666666666	0.03957777777777777
system_02	annotation_05	assort_z	2.02981510871887	2.083505608128758	1.955987621126808	1.81148489296713	1.641783663634447	1.455423377215478	1.264199239639346	1.032124893462425	0.8275329473935442	0.4416090661253387	0.1253971607418806	-0.4077932644696219	-0.9565422067020662	-1.450894196261078	-1.965701871856674	-2.27282344472569	-2.405859369087691	-2.416028573425266	-2.50779518710553
system_02	annotation_05	assort_p_fdr	0.4155666666666667	0.3676166666666666	0.5160333333333332	0.7163958333333333	0.5782541666666666	0.8688083333333333	1.0	1.0	1.0	1.0	1.0	1.0	0.8153783333333332	0.3468383333333334	0.09772666666666666	0.04994791666666667	0.03510625	0.04823541666666666	0.03957777777777777
system_02	annotation_06	assort_z	-0.06596730282322141	-0.05915397512911835	-0.1526549460261845	-0.3294765645333536	-0.4479128874784535	-0.5880178636864734	-0.6348398269780211	-0.8320057553940188	-1.027334652092941	-1.21993924103013	-1.451556863885295	-1.753690794625743	-1.976945372212309	-2.27996312219519	-2.452285324725737	-2.490765109974894	-2.459837567045897	-2.341671824872837	-2.422070106714993
system_02	annotation_06	assort_p_fdr	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9022972222222222	0.5849138888888888	0.2937888888888889	0.1480361111111111	0.05213611111111111	0.03501111111111111	0.03881666666666667	0.03510625	0.04823541666666666	0.03957777777777777
system_04	annotation_02	assort_z	1.244171086753957	1.150251881833469	0.7884293541109609	0.4295925189482985	0.005543048705241641	-0.3828419859913608	-0.7561335832217753	-0.9768417395648465	-1.258700166466064	-1.272531485927824	-1.343708624029601	-1.446736811246045	-1.372310431301465	-1.419986968230108	-1.417176239556226	-1.405783735382975	-1.513440401676927	-1.489540556084978	-1.402154825026932
system_04	annotation_02	assort_p_fdr	0.217	0.2562	0.4413	0.6672	0.995	0.7004	0.4465	0.3235	0.2093	0.2116	0.185	0.1512	0.1808	0.1495	0.1493	0.153	0.0929	0.0786	0.1163
system_03	annotation_05	assort_z	3.729785523373824	3.580703505664536	3.52882786720603	3.335425877031706	3.150337141305642	2.815830179368549	2.500889161359762	1.872668951622077	1.519652001184575	0.9762700547897977	0.7382657561919967	0.6665519359231372	0.2905649061132413	-0.1694242014905927	-0.6572236259268486	-1.275440142155995	-1.028715758116896	-1.032517546241476	-1.515107772169084
system_03	annotation_05	assort_p_fdr	0.00165	0.00275	0.0033	0.007699999999999999	0.01045	0.007699999999999999	0.02695	0.2277	0.6093999999999999	0.7824666666666666	1.0	1.0	1.0	1.0	1.0	0.4335833333333333	0.6592666666666666	1.0	0.28765
system_03	annotation_06	assort_z	1.057239504475711	1.445797126798312	1.663125050263399	1.845578886714742	1.546887375533159	1.727721762871695	1.609477512366977	1.190456507170605	1.021950794730446	1.235641299775675	1.416054758278753	1.402162424736699	1.491974748552369	1.568780099247239	1.557204132670757	2.017665097362867	1.477605320438811	0.5477528060424752	0.4290678584593243
system_03	annotation_06	assort_p_fdr	0.5743833333333332	0.2563	0.1769166666666666	0.1312666666666666	0.2328333333333333	0.2211	0.290675	0.6633	0.8954	0.7824666666666666	0.69245	0.5670499999999999	0.3839	0.5513750000000001	0.6577999999999999	0.17875	0.418	1.0	1.0
system_03	annotation_03	assort_z	3.889840033765104	4.596664591539085	4.832420697450331	2.860361407325535	1.576363365967556	0.7990145546973635	0.6662118144763743	0.4148004193591247	0.08866377196137955	-1.029475538957999	-1.225040424428234	-1.302905911300707	-1.462380309706131	-1.33673564679072	-1.153351962213911	-1.454175857378494	-1.497637206543218	-1.306606026001777	-1.614514311712519
system_03	annotation_03	assort_p_fdr	0.00055	0.0	0.0	0.00825	0.2328333333333333	0.7802666666666666	0.9678166666666667	1.0	1.0	0.7824666666666666	0.69245	0.5670499999999999	0.3839	0.5513750000000001	0.8107	0.420475	0.418	1.0	0.2662
