region_index	coord_x	coord_y	coord_z	annotation_1	annotation_2	annotation_3	annotation_4	annotation_5
29	-11.100901	-94.29466	-2.241513	1.528120233698289	0.07752654168219682	0.3995499694398948	2.042210199777474	2.105402828353207
30	-9.912362	-42.662942	2.108476	1.370735504049813	-0.01055713938854124	0.1654956282128045	1.71444106340301	2.5566559695616
31	-9.554849	-70.453732	5.448571	1.598266591674771	0.06740154423149593	0.5172918548722808	2.159303143030007	2.144611051169838
32	-35.405308	-85.100685	4.887709	1.52253469383209	0.04272772918883713	0.41496999275666	1.799436608983217	2.784783562509025
33	-17.93826	-55.764604	0.800086	1.589475140881345	0.05926849811976773	0.4847361180441321	2.019458664824417	2.250396131378849
34	-8.744267	-81.404357	4.149001	1.691196018037402	0.07921900787846918	0.5170722925879546	2.126761092396281	2.312125944873182
35	-11.288084	-101.210962	1.209149	1.659270558027295	0.09559136237754916	0.2932649346889579	2.04947830009546	2.344790532821562
36	-20.165497	-98.175454	4.478908	1.643493210880871	0.08117928468872229	0.3800780484826201	1.975240239852453	2.337504184100686
37	-16.539478	-51.959175	3.693547	1.815720749393806	0.03785426931082492	0.4408460334883102	1.863179139628078	3.154962394295669
38	-6.347189	-90.37197	3.563093	1.615653212353875	0.07461476740387288	0.5010250171785726	2.089971462098213	2.256734708823809
39	-8.758193	-46.12546	4.515521	1.538233317508408	-0.002509953386541488	0.2320274709501765	1.692605332462502	2.96458349758532
40	-18.886162	-68.530016	5.811099	1.798305676480251	0.06905410886555817	0.456338767895858	2.093444631412714	2.193356693154428
41	-22.420206	-58.309522	4.858011	1.720729973415866	0.07121313220434357	0.4483371304436681	1.896676712287181	2.63296555455138
42	-26.971093	-91.435064	8.276425	1.597619969101352	0.05200523446996801	0.4329503216129519	1.883558756879287	2.581951620011795
43	-8.370539	-76.764031	11.474612	1.751152559838804	0.07669279688144028	0.5411967974249174	2.171720286506659	2.311301977169223
44	-19.018103	-61.467737	8.35235	1.688099887364595	0.02682648326135521	0.5562276020853614	1.921992358683314	3.129310640620022
45	-43.779756	-71.683422	15.435648	1.398506316716238	0.00568325085575209	0.5230292435053232	1.758931827248113	2.929153802918225
46	-5.535717	-95.987433	10.009254	1.603390211274381	0.0613018828191686	0.361720835696286	2.019384648892387	2.305544392001338
47	-15.067327	-97.244341	13.151162	1.619921923881014	0.07048136278211749	0.343203141010801	1.971275633441735	2.457210463721578
48	-37.133845	-82.648378	14.689869	1.445421265527642	0.01788821578016971	0.4719881857188963	1.726886987476951	2.986534547515032
49	-1.98996	-83.2763	12.650162	1.686208764872053	0.0820994164177323	0.5523769916016725	2.126473804515374	2.37129439231826
50	-13.9697	-66.175203	11.317058	1.710730224976378	0.01931992512023467	0.5606641046274801	2.08946356218224	2.570210605496313
51	-24.606859	-90.772072	16.672467	1.602167912589879	0.04649797895720437	0.4300260180795544	1.918407779864075	2.634573791448663
52	-4.877142	-72.252447	18.327711	1.62587536177501	0.01951388906569849	0.5895780581407994	2.133538691413941	2.394504302885474
53	-3.536633	-85.753955	20.212233	1.763818745544073	0.06985041378052471	0.4805612028114513	2.011302706689217	2.439324203424337
54	-8.763878	-91.526969	22.650546	1.707293415045146	0.05177543509466298	0.3196446919156739	1.945064089612556	2.534446344869893
55	-16.930644	-62.504809	19.077198	1.772629001202318	0.02081130254155568	0.527509508928416	1.871072523606763	2.971842153770168
56	-14.983328	-70.258108	19.345464	1.84749340159908	0.05652765143563834	0.5017474256726832	1.987862495906446	2.534291903783636
57	-17.342119	-88.954165	22.529543	1.636182273791751	0.04387858785068695	0.4079894574321845	1.975057982085796	2.436605005366046
58	-26.635711	-82.179272	19.88939	1.774329498369148	0.04815455692228033	0.4702592471496059	1.83662553469942	2.647942841779895
59	-9.149281	-76.801591	25.025077	1.768050195931428	0.03266252539309002	0.4987495787312064	2.005740460340744	2.488921611410816
60	-31.572511	-82.727938	24.614441	1.437379276925923	0.05943196991606799	0.5174703824830885	1.717891391675204	3.026070274957796
61	-5.723056	-84.915761	31.676678	1.699888510976223	0.06383697962813321	0.3288340478852849	1.957544218716638	2.698113005699181
62	-15.143484	-84.86351	35.737388	1.576167734401047	0.06468735024751542	0.3160056431095737	1.938509076015628	2.625245729597603
63	-22.520858	-80.592052	28.579233	1.571331492612364	0.02990373155929165	0.49254210388512	1.92119020654933	2.555853925100187
64	-13.647286	-77.311504	34.901123	1.62726339808314	0.05287042468442107	0.4323926189458916	1.90668487823384	2.473235057621467
65	-20.218506	-75.438581	42.172379	1.412766198767933	0.02695171987807306	0.4177905017126397	1.846549980100921	2.633040018924853
66	-14.81532	-74.748758	45.668589	1.420100265386394	0.02337821279929815	0.3207919893774766	1.792473934427086	2.681716573311062
67	-53.930343	-3.14214	-1.79703	1.181216819880814	-0.03193454967799871	0.5752184038731297	1.914079827865744	3.42864916092012
68	-54.157029	-19.011983	5.6417	1.363750266525791	0.009933952121704928	0.6009445772260483	2.123677283540153	3.190237288794866
69	-42.613532	-19.509841	2.531105	1.343571208334737	0.007656454239015661	0.5829824532421837	2.07639340506988	2.852191735331605
70	-57.722206	-27.633658	9.442177	1.3544118980038	0.01096514907517673	0.5671865305693075	1.990127909591978	3.140116358675608
71	-36.779762	-9.239909	10.679044	1.297724049167082	-0.01258329785498374	0.6841058820253473	1.783209955285948	3.57198166847229
72	-36.024665	-22.252909	8.85999	1.55811021548093	0.02643879873693877	0.5780455968451657	2.020243266519485	3.086002288068213
73	-60.333054	-39.582378	10.298593	1.304826387308234	0.003049669872581454	0.5742074177733347	1.835067928197753	3.3217142318807
74	-42.767726	-30.367876	10.031372	1.662249423259127	0.03588157449725837	0.4939520941236973	2.179023538226955	2.95524556753112
75	-36.133677	-13.765057	16.48173	1.607791844930898	-0.003481841767021534	0.5285405893497761	1.867483607332389	3.053312401219112
76	-47.167685	-34.843643	12.552438	1.575868960616186	0.04547812133350905	0.5308123753828271	2.027502142099194	2.761956892362455
77	-41.355108	-15.422761	18.019939	1.419544992012742	-0.01315969469645171	0.6018831288060211	1.889320694495393	3.174540530617644
78	-35.4203	-26.769611	17.820703	1.882762485118304	0.02722883692115942	0.4641546223427558	2.00239506404982	2.923157129345871
79	-54.8313	-38.625143	16.688184	1.34404947213026	0.01064409360369974	0.5801120259844467	1.853703853348992	3.090313641763315
80	-50.13519	-15.217335	15.314611	1.300857031433763	-0.0005035147631262864	0.6161954694902333	1.85460360856332	3.420872545096932
81	-40.857435	-35.407005	17.264917	1.888413929234568	0.02324563414033821	0.4203540249542878	1.978178273770116	2.895703791845135
82	-58.261468	-5.778345	11.955242	1.229676933362441	-0.0008647278149959135	0.5594046767185914	1.88794912629218	3.228029884943148
83	-44.60202	-24.355307	18.744784	1.476054301767057	0.03980851003497052	0.585417257307196	1.900385143019526	3.461669769228958
84	-56.010589	-19.426354	19.766838	1.249183471651671	0.05019173834397162	0.5904645921167618	1.812410272127913	3.338605286144629
85	-51.091264	-27.436157	19.609516	1.344924561791381	0.04228600221194334	0.64651086375695	1.846061381371056	3.38331198837699
86	-57.476402	-3.856423	18.685292	1.213756468618521	0.002925892050403843	0.5140464571471244	2.034391470596558	2.877710627346504
87	-62.977318	-11.17162	20.537253	1.281960080779691	0.02269213605472263	0.4495476596151859	1.915813263226242	3.103133402946519
88	-54.473168	-9.129025	24.574433	1.241316215373658	0.04758650694847071	0.502649358577913	2.097680258384663	2.110123903649609
89	-54.929543	-2.495258	29.025007	1.188684845992723	-0.008871567642262223	0.4933535750529653	2.073325078289554	3.205973108367222
90	-60.063173	-11.299287	31.431071	1.182929624662444	0.02293459153436424	0.4247710070844549	1.969291584328237	2.79314614432614
91	-46.767119	-10.514294	30.031532	1.385630812067227	0.03584476072388325	0.4567869681369166	2.160699651248508	2.473695496960384
92	-52.20706	-5.282158	39.600308	1.193550429679198	0.007425369836214711	0.4708343698344059	2.04440697239012	3.147771901473766
93	-53.815155	-20.702867	39.145871	1.241555247756928	0.02443630905102504	0.4984194542988729	1.870636321883926	2.708804450384001
94	-48.807913	-15.459643	37.198422	1.245937410764912	-0.008557171232286496	0.4750047119475779	2.092043921150051	1.829206186823729
95	-43.50018	-13.716216	38.15168	1.361200471967249	0.03902864133470247	0.4676860333576969	2.202476835224584	2.881992258676668
96	-7.380946	-9.951198	41.214394	1.21659683915927	-0.03319429497419374	0.5677553789409661	1.684485175452743	3.376199504224266
97	-52.563905	-18.048038	47.192903	1.139798951343126	0.04280303245680916	0.2553759579407218	2.075779630334481	2.426858867087015
98	-48.158286	-4.039036	47.66188	1.261300190038129	0.005969586608009173	0.3992199583014404	1.963549869984579	3.22383589788181
99	-45.115662	-29.110398	42.294913	1.290477720665372	0.001247388293359246	0.4976281666115921	1.801472867992519	2.647532706943954
100	-37.605127	-19.516919	39.320233	1.511063507328179	0.04711664477082753	0.3855547360321773	2.124034398747174	2.066947484525238
101	-8.922008	-10.33769	45.792125	1.249985609699761	-0.02233862564777328	0.5826737699918649	1.807281079910708	3.129437677017072
102	-47.9631	-26.15404	50.261578	1.163493956926219	0.0222867377849231	0.361871315788428	1.952039015971282	2.578160206719143
103	-40.953382	-12.700867	48.402382	1.304610795111235	0.02724411016002381	0.4580335734449402	2.170419194428293	2.879022138147819
104	-33.995963	-19.269328	45.02135	1.627737114280361	0.05066474170215036	0.3582073284257202	2.187900532246537	2.307439063743847
105	-7.112887	-15.450385	49.089647	1.222599331968724	0.001705959048884156	0.5762723378139819	1.931576309693417	3.249574319618504
106	-42.058909	-22.780003	52.042361	1.327871463325071	0.05573783121580385	0.3895183201949058	2.147204970036576	2.095965129936614
107	-5.559297	-23.85053	50.781302	1.302525867253915	0.02609202959201227	0.5179615418997947	2.011743611540268	3.262555453108578
108	-40.659492	-33.92284	58.145948	1.174110126232137	0.03618738259050285	0.2885611539025137	1.965923041512864	2.544093921780586
109	-37.433249	-17.05548	56.606415	1.274709087667448	0.02969275636445112	0.3869044937706838	2.208409356161087	3.015781249941849
110	-8.894128	-37.879547	54.388609	1.260639393419647	0.0207692189545823	0.4956391550375029	1.891100418539011	2.614220126736455
111	-31.2146	-44.593749	58.257514	1.347345856433826	0.02502267092491697	0.3915874527705147	1.803029079245515	2.543175030045393
112	-4.831432	-7.92125	59.724742	1.235094342028003	-0.006202886140020943	0.502544880881684	1.840985587611744	3.435607495104394
113	-32.453976	-27.842593	51.21804	1.564177857097856	0.0361830030777761	0.4167337077572623	2.153781023511696	2.335191913130807
114	-32.578277	-38.32405	58.038835	1.265981389045514	0.04288911022742799	0.3740804294469335	1.903247886673868	2.412275897656999
115	-29.929134	-12.354159	62.158835	1.233291379280721	0.01917754022687819	0.4176242021063003	1.934733237818677	2.873183841385492
116	-4.930146	-18.670174	59.316876	1.221101607107709	0.02172268827694876	0.4455617010289837	2.011091508004681	3.154773780485479
117	-32.683601	-31.025921	60.867767	1.329721048842426	0.03903555635322616	0.3739863847648676	2.13448677052606	1.948340832460217
118	-29.329643	-22.974982	62.287017	1.377554640194965	0.0236429582281956	0.3665788395003159	2.245720955616486	3.017503842348006
119	-25.067901	-28.96717	54.700901	1.539941885554478	0.04394633250329685	0.3598964967909588	2.142925056383928	2.127329047496726
120	-4.36729	-29.515014	59.717018	1.227809686951598	0.03660312286417591	0.4018780864695551	2.074532673857338	2.902576663872091
121	-26.297535	-37.914364	62.01666	1.269387099219007	0.01633333332029395	0.3654012911225279	1.901696290005571	2.214935566593961
122	-8.967745	-41.64029	62.368883	1.197068198519064	0.03252583844798232	0.409929152944941	1.853733332332617	2.409010043958338
123	-10.151693	-46.897097	65.14882	1.239264609516316	-0.00208466021707303	0.4267882242461932	1.677833056222575	2.567233671502369
124	-28.369045	-33.11102	68.426244	1.395259985674629	0.04293783691929481	0.2635469113978999	2.043041434551139	2.267474210843807
125	-24.920366	-42.924162	60.932014	1.353146335212225	-0.01433033526305899	0.4506281237725034	1.787085787745591	2.421951541086523
126	-23.7004	-14.613407	66.593736	1.177455304674839	0.006372142140478907	0.373446264343848	1.930815638651903	2.881760081140007
127	-19.489976	-8.792129	63.68579	1.217669374062706	0.001412857959001669	0.42455729389356	1.790064734068465	2.932549728852947
128	-5.999655	-13.86713	68.26366	1.15341446367325	-0.0006096121628503524	0.4069392033146149	1.916367099923172	3.121071683197487
129	-20.397699	-25.008789	64.222184	1.299045855070762	0.02945410814111824	0.3463390848277739	2.186709274693607	2.769432522901675
130	-19.027777	-31.644813	63.080092	1.263738630361973	0.0516265985627312	0.3613212871774407	2.100581192579992	1.748376437440151
131	-20.861776	-34.881733	68.8093	1.24632908230782	-0.005323113443482153	0.3105016008694395	1.954259681485433	2.076534411892658
132	-19.7998	-42.850842	64.473224	1.234904931435601	0.01206129945134878	0.4086025278401609	1.774623115784089	2.281264043072375
133	-14.639387	-9.630359	69.170106	1.158216053951198	0.001082063359118489	0.4005392617479591	1.785543069705084	2.984505726796825
134	-17.740386	-15.274756	68.739736	1.031087218755671	0.008944517835187831	0.3274098477407771	1.90995915787597	2.732245463423613
135	-8.98871	-41.07034	71.603387	1.254408283320821	0.041797560599464	0.3191957371201006	1.904149778968792	2.295788208885891
136	-5.492211	-23.212602	71.030954	1.217838850852234	0.01929450279711493	0.3489875456561173	2.148783641334041	2.976984192685383
137	-3.59193	-35.518105	68.353706	1.290860594030936	0.0399424706739038	0.3670668921600374	2.104340172962505	2.552775991762557
138	-11.187813	-15.974596	72.01249	1.126185054690618	0.009597138439931239	0.3283902573332849	1.973037937619079	2.890371742771893
139	-14.900049	-37.551985	72.574158	1.266105843849472	0.01722271593145461	0.2857613889555691	1.896819639412711	2.158695860970311
140	-12.838694	-26.21306	69.435072	1.262627427036944	0.037033058650002	0.3448488731140933	2.176205979202039	2.674613102907088
141	-11.016672	-34.375867	69.079446	1.206370494372607	0.04483428959944331	0.3549797937112502	2.070783412669353	1.731098778727578
142	-45.793579	-50.400252	-16.095422	1.368058692146046	-0.02254820927855155	0.5188078983804735	1.651884611834792	3.491748726222573
143	-44.558954	-62.685134	-7.618694	1.508408565092372	-0.006173520336238743	0.5101615954611359	1.661063834493965	3.220715681954128
144	-53.415237	-58.588229	-5.713871	1.395219554551239	-0.01186670083999906	0.5479800216672543	1.603718283871997	3.553102442404119
145	-45.59826	-65.846898	-0.356251	1.448582299631702	0.01195259842872919	0.5503658876004588	1.678528143931162	3.170108451348979
146	-53.252303	-61.406604	3.617976	1.405633799965917	-0.003320953289266769	0.541992397499071	1.646545040373145	3.338865520750604
147	-46.723831	-64.295466	10.72724	1.468187560339707	0.01776817289878546	0.5496934290633556	1.779762219511104	3.023418246972851
148	-43.13183	-72.140714	23.124626	1.407841819061385	0.006852531061267675	0.5523253479533187	1.645658421991853	3.060582571640247
149	-36.946743	-80.216918	30.529357	1.360123288274805	-0.001511587449003414	0.4028009547197218	1.641306275415661	3.28491656882007
150	-28.11203	-72.846468	27.950428	1.66949234696286	0.02629795390205755	0.4783066173504186	1.757922022861894	2.676347603158253
151	-29.554884	-74.102012	36.820964	1.419042834491312	0.01011113966106041	0.5146154030044431	1.71117740364028	2.921658632958807
152	-23.611219	-70.055331	35.379677	1.659521009604313	0.03093067945246403	0.4741618570098598	1.801089539810175	2.545780619470085
153	-26.951922	-66.886939	39.300976	1.597361342256889	0.01355192147958405	0.5025921409438783	1.756575149175551	2.83522471131348
154	-53.914673	-33.384774	42.154199	1.136854071385408	-0.007053847607455272	0.4270595036887825	1.695030024779275	3.095806672078807
155	-52.230453	-28.339936	38.79094	1.223944091775703	-0.005278990243789329	0.4933330839169903	1.738415439330535	2.919994224862354
156	-46.873722	-32.505969	41.099159	1.33039216537442	-0.0002329988308145449	0.4777876805068364	1.746826040434431	2.855407540391131
157	-24.948539	-64.162902	47.347074	1.575447312078885	0.02265640094423839	0.4625859412794799	1.781669905134751	2.673734937499209
158	-20.342049	-68.312955	47.316375	1.440654004437871	0.01209485132236426	0.4721244445171873	1.783466433103522	2.545920887371389
159	-41.359262	-36.803914	42.721003	1.478641720975477	-0.01017914785860301	0.4410145823443113	1.771721203355749	2.793988418288347
160	-36.618795	-43.215087	43.439994	1.553147940138691	0.005285458660917493	0.4329765641638992	1.771021156003218	2.689388424884982
161	-14.174486	-69.09442	52.953459	1.45482347801127	0.02443478191333475	0.3466404320114971	1.749893157722628	2.711399595185024
162	-32.550275	-48.553222	46.736453	1.43653874445463	0.02461683946513837	0.461657736144669	1.787202557311912	2.639438918450983
163	-28.868742	-55.016573	49.592768	1.454945152427887	0.02557012441582706	0.4588020376591525	1.843171866076114	2.594843108116127
164	-39.221465	-35.859496	46.93273	1.290014740664532	0.02382346430844004	0.4595277850435684	1.810891606301272	2.582446234982188
165	-26.289359	-59.512992	52.784436	1.300668374286855	0.01238856434726924	0.4054361209883431	1.833851207091801	2.576403029808184
166	-8.404545	-65.735915	54.20358	1.542386258784281	0.003193806909565841	0.3889714235209841	1.703698144145526	2.926739960182004
167	-36.050072	-41.914331	51.288009	1.310263693440846	0.00666849377961362	0.432045064572055	1.794433853482853	2.644182355302136
168	-20.669457	-63.784037	55.904056	1.301143608482503	0.009685405299931508	0.3348685914436355	1.762838056927283	2.610495683623523
169	-31.800748	-50.599029	54.302863	1.171583128785561	0.01373865174659388	0.3581888276115464	1.801655675584158	2.623146210501833
170	-7.305077	-59.08959	55.542987	1.416564703349173	0.02390647615260187	0.5073961876066759	1.679908578123181	2.967090635764889
171	-26.276982	-56.739241	57.107419	1.241179545160276	0.02045988089668288	0.3157022344796786	1.816460123579649	2.50975125301175
172	-14.689957	-62.693268	59.957686	1.425690937804392	0.007825794578247761	0.2577739248052831	1.703044323008835	2.719621858945707
173	-12.535737	-58.767088	60.002507	1.431967165299458	0.02613335559410373	0.4380672399146504	1.660384630609727	2.686783306845804
174	-21.678278	-57.701556	61.872086	1.37444814079589	0.01642685850893999	0.398437082345479	1.737762320282793	2.65254683901624
175	-29.372644	-50.997654	61.256847	1.243825577376439	0.02718117198344467	0.2306729729146372	1.753193324844593	2.662680165796745
176	-9.538624	-53.980821	63.832984	1.341255369691041	-0.003214915120343204	0.3861830374203248	1.655578589672208	2.804372402589495
177	-17.73879	-54.801157	63.342873	1.3946327704768	0.002120645777742763	0.3912887325499408	1.677548628811362	2.57366869471422
178	-23.888725	-49.870857	63.912984	1.332043715030496	0.003888131429392138	0.3827535792570959	1.699510396848643	2.557181514617874
179	-15.164393	-48.799529	68.035659	1.272241753016995	0.006077848523203424	0.3658451888035195	1.70014298313287	2.592563360929489
180	-39.992717	-4.088612	49.996792	1.288048701861233	0.005332824392683393	0.4874338914315642	1.928498343082011	2.845557553012197
181	-33.900082	-0.834221	51.992728	1.289195771867464	0.001713492456156527	0.5074759473065134	1.881742441165682	3.08633565539267
182	-24.869486	7.113276	53.204968	1.398988109776601	-0.01237794516369389	0.4810268387979388	1.756632972722275	3.001348129132899
183	-31.988478	-7.946447	52.175252	1.324864206282448	0.003161852068196766	0.4843622677151435	1.900872083240921	2.766450563581978
184	-25.670702	-3.149593	52.953282	1.390115097186319	-0.008969477814974805	0.4486379015188858	1.806031435068596	3.066505305650757
185	-21.057258	3.392319	59.055617	1.227504087916374	-0.02117034937350833	0.4375863858617912	1.729342245142468	2.950564856209406
186	-23.599591	-9.826518	56.773797	1.355792232454686	0.002055741650493574	0.4232054702806973	1.813033673649579	2.873702501378408
187	-48.187075	5.45009	27.061485	1.301751641426589	-0.004313382634111094	0.5383283043405662	1.858889645065493	3.204534241339056
188	-45.268282	1.80758	37.318252	1.328035512123533	-5.817032887051515e-06	0.5176897373221391	1.892132819156895	2.982070495442646
189	-48.595889	-37.660297	22.784847	1.624869282877844	0.0132038414829428	0.4707169604484635	1.802946972362131	2.889318545417088
190	-54.896666	-43.387566	24.201975	1.327178069946296	-0.006620156126561146	0.5991642148801175	1.701051090426776	3.114080248082556
191	-53.013207	-32.215837	23.307491	1.307313863090552	0.01475004525587336	0.6138301093753441	1.776291154791624	3.074659717882552
192	-59.132554	-28.245806	23.898507	1.237735981386287	-0.0002114035364292825	0.5922224444705122	1.760835286455325	3.320904918560168
193	-56.964092	-39.516587	29.609641	1.26468821924234	-0.01426299218211037	0.5597237835382783	1.677465891877949	3.157943554767748
194	-58.719796	-20.342068	28.955494	1.264709949575188	0.01784168699482981	0.5600394700952545	1.761354367327199	3.191158706822046
195	-59.011644	-26.090244	32.121703	1.206422471240836	-0.003662439257483295	0.4729014484459153	1.732386454501149	3.254432532845474
196	-59.179822	-32.930537	34.015676	1.191924796606269	-0.01339003913020636	0.4894463840905837	1.684544663878663	3.297538848911844
197	-50.880874	-53.97513	9.743238	1.392864302391883	-0.001826444472150555	0.5837750529656056	1.729370168157069	3.128693602434019
198	-38.219549	0.702864	-11.75048	0.9552648724332419	-0.04967857675446209	0.6772849220493008	1.678671905061804	3.979675399094093
199	-35.125933	28.906962	-0.861755	1.359507076597279	-0.03152797428187685	0.525557934548521	1.793016767783059	3.141577803507084
200	-38.910058	2.754175	-0.715746	1.058505547031177	-0.06976105308635266	0.8176296568098487	1.701866443324315	4.044482001444188
201	-40.667448	-12.478927	-3.515109	1.130235702618825	-0.05081255949470033	0.6981364274084465	1.759208716736211	3.499412193530943
202	-33.55682	19.470044	7.564106	1.348225595561973	-0.05135630903129355	0.6038913674262208	1.745949631745254	3.208310330786356
203	-35.962315	1.598995	9.574562	1.229904064878176	-0.05152130487098928	0.7372416730647925	1.693063184817206	3.344170273077197
204	-39.139252	9.910806	7.502706	1.275932862600019	-0.03392723282875046	0.6909623381377024	1.733625360555872	3.465554735282572
205	-45.720683	11.845144	2.659024	1.173595356490187	-0.04394580617024579	0.6997693621557901	1.779056823840065	3.65467204553325
206	-40.441545	-3.727656	13.796902	1.393374637907304	-0.04274419624569098	0.5947639950915198	1.769756165435287	3.102411777507968
207	-50.55287	-0.626095	6.314203	1.229571812670573	-0.03665513297034938	0.651743211168571	1.835774356365326	3.477707665867922
208	-52.0053	9.821376	6.074004	1.215280919433656	-0.0191271278477209	0.6052731113421482	1.798961867041262	3.379973123713238
209	-54.341942	5.946395	16.355187	1.20037341651134	-0.0116126453931801	0.5542571260697823	1.851424175380775	3.273652578272471
210	-30.295134	43.56035	24.515893	1.211168497445668	-0.01806339191154998	0.5605351599943882	1.732541333806533	3.10128100616176
211	-27.169521	37.684814	33.466837	1.220497010966414	-0.02018588364860662	0.5496577665510183	1.708713077796163	3.125944139027014
212	-7.25942	24.660099	30.817464	1.148507238085039	-0.05444450620047789	0.6501512528091639	1.620792692208405	3.726519139074698
213	-6.36901	13.681375	34.162991	1.098887717513242	-0.06136633228807035	0.6383149284604628	1.593001547384728	3.553383490661295
214	-2.412189	-1.305798	37.181354	1.111290643028223	-0.05143112446089791	0.6563317108166457	1.606455613216461	3.317776987465416
215	-7.644706	1.495194	41.678126	1.228558605830561	-0.04311664980095349	0.6090721003669961	1.667715260527831	3.423010808665578
216	-10.649905	-30.295882	40.272346	1.505002071843629	-0.02574521514341964	0.5525544767122816	1.678518402272628	3.058850466478162
217	-6.827135	12.338713	43.501889	1.190958287774406	-0.02877853853401793	0.6279334949684939	1.711007564470149	3.625393940181267
218	-10.448365	-20.253414	39.7945	1.393347817697733	-0.02048228151254264	0.5287860047821953	1.712125873813326	3.082571328413196
219	-12.263553	-38.947927	44.923085	1.64330212396042	0.0119555670419726	0.4984102224048108	1.683498086765535	2.828058084336723
220	-12.462062	-27.623561	43.117067	1.393928762624638	-0.004313263867960267	0.54557622926803	1.765913352754763	2.711890283154278
221	-6.285707	0.140622	51.661386	1.206114518938122	-0.006391910507893749	0.5679800377025811	1.765969742286579	3.418040270485529
222	-10.407532	-44.937495	51.869873	1.492312504224446	0.005891972245183179	0.5175737911756704	1.716029086733404	2.784283180062364
223	-12.03278	-35.804659	49.070844	1.372750685120583	0.01057781450615332	0.5253786683242536	1.780602610591367	2.560213432806294
224	-6.608992	-51.042414	57.883459	1.37420445273098	0.005491969704275631	0.5181374237948289	1.688082256237366	3.015271514290716
225	-4.964474	2.874476	62.382139	1.185809465818639	-0.01170333888089918	0.4741009349222552	1.730012276263587	3.447907700771239
