design_series	aggregate_state_id	composition_fraction	wavelength_nm	relative_emission_au
series_A	state_3	0.052	986.0	0.0443
series_A	state_4	0.0415	986.0	0.03368
series_A	state_5	0.027	986.0	0.02685
series_A	state_1	0.091	987.0	0.06667
series_A	state_2	0.062	987.0	0.05056
series_A	state_3	0.052	987.0	0.04451
series_A	state_4	0.0415	987.0	0.03378
series_A	state_5	0.027	987.0	0.02692
series_A	state_1	0.091	988.0	0.06692
series_A	state_2	0.062	988.0	0.05081
series_A	state_3	0.052	988.0	0.04471
series_A	state_4	0.0415	988.0	0.03391
series_A	state_5	0.027	988.0	0.02699
series_A	state_1	0.091	989.0	0.06715
series_A	state_2	0.062	989.0	0.05104
series_A	state_3	0.052	989.0	0.04494
series_A	state_4	0.0415	989.0	0.03406
series_A	state_5	0.027	989.0	0.02709
series_A	state_1	0.091	990.0	0.0674
series_A	state_2	0.062	990.0	0.05129
series_A	state_3	0.052	990.0	0.04516
series_A	state_4	0.0415	990.0	0.03418
series_A	state_5	0.027	990.0	0.02719
series_A	state_1	0.091	991.0	0.06766
series_A	state_2	0.062	991.0	0.05149
series_A	state_3	0.052	991.0	0.04536
series_A	state_4	0.0415	991.0	0.03431
series_A	state_5	0.027	991.0	0.02724
series_A	state_1	0.091	992.0	0.06794
series_A	state_2	0.062	992.0	0.05165
series_A	state_3	0.052	992.0	0.04558
series_A	state_4	0.0415	992.0	0.03441
series_A	state_5	0.027	992.0	0.02733
series_A	state_1	0.091	993.0	0.06824
series_A	state_2	0.062	993.0	0.05183
series_A	state_3	0.052	993.0	0.04578
series_A	state_4	0.0415	993.0	0.03455
series_A	state_5	0.027	993.0	0.0274
series_A	state_1	0.091	994.0	0.06853
series_A	state_2	0.062	994.0	0.05198
series_A	state_3	0.052	994.0	0.04595
series_A	state_4	0.0415	994.0	0.03469
series_A	state_5	0.027	994.0	0.02748
series_A	state_1	0.091	995.0	0.06886
series_A	state_2	0.062	995.0	0.05216
series_A	state_3	0.052	995.0	0.04609
series_A	state_4	0.0415	995.0	0.03487
series_A	state_5	0.027	995.0	0.02757
series_A	state_1	0.091	996.0	0.0692
series_A	state_2	0.062	996.0	0.05234
series_A	state_3	0.052	996.0	0.04628
series_A	state_4	0.0415	996.0	0.03501
series_A	state_5	0.027	996.0	0.02763
series_A	state_1	0.091	997.0	0.06948
series_A	state_2	0.062	997.0	0.05253
series_A	state_3	0.052	997.0	0.04643
series_A	state_4	0.0415	997.0	0.03513
series_A	state_5	0.027	997.0	0.02769
series_A	state_1	0.091	998.0	0.06979
series_A	state_2	0.062	998.0	0.0527
series_A	state_3	0.052	998.0	0.0466
series_A	state_4	0.0415	998.0	0.03525
series_A	state_5	0.027	998.0	0.02776
series_A	state_1	0.091	999.0	0.07009
series_A	state_2	0.062	999.0	0.05293
series_A	state_3	0.052	999.0	0.04678
series_A	state_4	0.0415	999.0	0.03542
series_A	state_5	0.027	999.0	0.02784
series_A	state_1	0.091	1000.0	0.0704
series_A	state_2	0.062	1000.0	0.05315
series_A	state_3	0.052	1000.0	0.04691
series_A	state_4	0.0415	1000.0	0.03556
series_A	state_5	0.027	1000.0	0.02791
series_A	state_1	0.091	1001.0	0.07069
series_A	state_2	0.062	1001.0	0.05336
series_A	state_3	0.052	1001.0	0.04708
series_A	state_4	0.0415	1001.0	0.03568
series_A	state_5	0.027	1001.0	0.02798
series_A	state_1	0.091	1002.0	0.07098
series_A	state_2	0.062	1002.0	0.05358
series_A	state_3	0.052	1002.0	0.04724
series_A	state_4	0.0415	1002.0	0.03577
series_A	state_5	0.027	1002.0	0.02807
series_A	state_1	0.091	1003.0	0.07124
series_A	state_2	0.062	1003.0	0.05379
series_A	state_3	0.052	1003.0	0.04741
series_A	state_4	0.0415	1003.0	0.0359
series_A	state_5	0.027	1003.0	0.02812
series_A	state_1	0.091	1004.0	0.07144
series_A	state_2	0.062	1004.0	0.05397
series_A	state_3	0.052	1004.0	0.04755
series_A	state_4	0.0415	1004.0	0.036
series_A	state_5	0.027	1004.0	0.02818
series_A	state_1	0.091	1005.0	0.07165
series_A	state_2	0.062	1005.0	0.0542
series_A	state_3	0.052	1005.0	0.04768
series_A	state_4	0.0415	1005.0	0.03611
series_A	state_5	0.027	1005.0	0.02826
series_A	state_1	0.091	1006.0	0.07185
series_A	state_2	0.062	1006.0	0.0544
series_A	state_3	0.052	1006.0	0.04784
series_A	state_4	0.0415	1006.0	0.03622
series_A	state_5	0.027	1006.0	0.02829
series_A	state_1	0.091	1007.0	0.07205
series_A	state_2	0.062	1007.0	0.05461
series_A	state_3	0.052	1007.0	0.04797
series_A	state_4	0.0415	1007.0	0.03631
series_A	state_5	0.027	1007.0	0.02834
series_A	state_1	0.091	1008.0	0.07228
series_A	state_2	0.062	1008.0	0.0548
series_A	state_3	0.052	1008.0	0.04809
series_A	state_4	0.0415	1008.0	0.03644
series_A	state_5	0.027	1008.0	0.02841
series_A	state_1	0.091	1009.0	0.0725
series_A	state_2	0.062	1009.0	0.05499
series_A	state_3	0.052	1009.0	0.04822
series_A	state_4	0.0415	1009.0	0.03654
series_A	state_5	0.027	1009.0	0.02848
series_A	state_1	0.091	1010.0	0.07273
series_A	state_2	0.062	1010.0	0.05516
series_A	state_3	0.052	1010.0	0.04832
series_A	state_4	0.0415	1010.0	0.03659
series_A	state_5	0.027	1010.0	0.02854
series_A	state_1	0.091	1011.0	0.07297
series_A	state_2	0.062	1011.0	0.0553
series_A	state_3	0.052	1011.0	0.04839
series_A	state_4	0.0415	1011.0	0.03665
series_A	state_5	0.027	1011.0	0.0286
series_A	state_1	0.091	1012.0	0.07321
series_A	state_2	0.062	1012.0	0.05545
series_A	state_3	0.052	1012.0	0.04847
series_A	state_4	0.0415	1012.0	0.03673
series_A	state_5	0.027	1012.0	0.02866
series_A	state_1	0.091	1013.0	0.07345
series_A	state_2	0.062	1013.0	0.05561
series_A	state_3	0.052	1013.0	0.04849
series_A	state_4	0.0415	1013.0	0.03681
series_A	state_5	0.027	1013.0	0.02871
series_A	state_1	0.091	1014.0	0.07369
series_A	state_2	0.062	1014.0	0.05578
series_A	state_3	0.052	1014.0	0.0485
series_A	state_4	0.0415	1014.0	0.03687
series_A	state_5	0.027	1014.0	0.02877
series_A	state_1	0.091	1015.0	0.07389
series_A	state_2	0.062	1015.0	0.05585
series_A	state_3	0.052	1015.0	0.04856
series_A	state_4	0.0415	1015.0	0.03694
series_A	state_5	0.027	1015.0	0.0288
series_A	state_1	0.091	1016.0	0.07407
series_A	state_2	0.062	1016.0	0.05596
series_A	state_3	0.052	1016.0	0.0486
series_A	state_4	0.0415	1016.0	0.03697
series_A	state_5	0.027	1016.0	0.02879
series_A	state_1	0.091	1017.0	0.07426
series_A	state_2	0.062	1017.0	0.05606
series_A	state_3	0.052	1017.0	0.0486
series_A	state_4	0.0415	1017.0	0.037
series_A	state_5	0.027	1017.0	0.0288
series_A	state_1	0.091	1018.0	0.07443
series_A	state_2	0.062	1018.0	0.05616
series_A	state_3	0.052	1018.0	0.04863
series_A	state_4	0.0415	1018.0	0.03704
series_A	state_5	0.027	1018.0	0.02884
series_A	state_1	0.091	1019.0	0.07458
series_A	state_2	0.062	1019.0	0.05627
series_A	state_3	0.052	1019.0	0.04864
series_A	state_4	0.0415	1019.0	0.03708
series_A	state_5	0.027	1019.0	0.02889
series_A	state_1	0.091	1020.0	0.07474
series_A	state_2	0.062	1020.0	0.05636
series_A	state_3	0.052	1020.0	0.04868
series_A	state_4	0.0415	1020.0	0.03712
series_A	state_5	0.027	1020.0	0.0289
series_A	state_1	0.091	1021.0	0.07486
series_A	state_2	0.062	1021.0	0.0564
series_A	state_3	0.052	1021.0	0.04874
series_A	state_4	0.0415	1021.0	0.03716
series_A	state_5	0.027	1021.0	0.0289
series_A	state_1	0.091	1022.0	0.07493
series_A	state_2	0.062	1022.0	0.05647
series_A	state_3	0.052	1022.0	0.04877
series_A	state_4	0.0415	1022.0	0.03716
series_A	state_5	0.027	1022.0	0.0289
series_A	state_1	0.091	1023.0	0.07498
series_A	state_2	0.062	1023.0	0.05648
series_A	state_3	0.052	1023.0	0.04883
series_A	state_4	0.0415	1023.0	0.0372
series_A	state_5	0.027	1023.0	0.02887
series_A	state_1	0.091	1024.0	0.07503
series_A	state_2	0.062	1024.0	0.0565
series_A	state_3	0.052	1024.0	0.04886
series_A	state_4	0.0415	1024.0	0.0372
series_A	state_5	0.027	1024.0	0.02886
series_A	state_1	0.091	1025.0	0.07508
series_A	state_2	0.062	1025.0	0.05651
series_A	state_3	0.052	1025.0	0.04888
series_A	state_4	0.0415	1025.0	0.03724
series_A	state_5	0.027	1025.0	0.02885
series_A	state_1	0.091	1026.0	0.07512
series_A	state_2	0.062	1026.0	0.05655
series_A	state_3	0.052	1026.0	0.0489
series_A	state_4	0.0415	1026.0	0.03725
series_A	state_5	0.027	1026.0	0.02884
series_A	state_1	0.091	1027.0	0.07516
series_A	state_2	0.062	1027.0	0.05655
series_A	state_3	0.052	1027.0	0.0489
series_A	state_4	0.0415	1027.0	0.03725
series_A	state_5	0.027	1027.0	0.02884
series_A	state_1	0.091	1028.0	0.07519
series_A	state_2	0.062	1028.0	0.05654
series_A	state_3	0.052	1028.0	0.04886
series_A	state_4	0.0415	1028.0	0.03726
series_A	state_5	0.027	1028.0	0.02882
series_A	state_1	0.091	1029.0	0.07517
series_A	state_2	0.062	1029.0	0.05652
series_A	state_3	0.052	1029.0	0.04887
series_A	state_4	0.0415	1029.0	0.03725
series_A	state_5	0.027	1029.0	0.0288
